Segment,RMSE,MAE,Pearson's r,R²,Max Error,MAPE
S184,3.690591,3.247626,0.497611,-1.74656,7.41421,1.407986
S185,3.507512,2.715722,-0.129925,-1.677276,8.131571,1.408122
S186,2.853612,2.128285,-0.441956,-1.111017,7.146474,0.987788
S187,2.884038,2.354534,0.049138,-0.431888,6.700131,0.961702
S188,2.500586,1.942815,0.32264,0.025127,6.143452,0.846815
S189,3.022059,2.446345,0.067532,-0.559632,7.46094,1.060007
S190,2.683995,2.08335,0.247307,-0.211803,5.956553,0.885857
S191,3.53365,2.497539,-0.158917,-0.812235,7.084878,1.157313
S192,3.214546,2.595353,0.10794,-0.4278,5.758232,1.033194
S193,3.035647,2.424385,0.452388,-0.24956,5.351624,1.005888
S194,3.365157,2.626333,0.304084,-0.222603,6.548915,1.592786
S195,3.518924,3.178638,-0.317318,-0.655781,5.605022,1.049329
S196,3.13905,2.671306,-0.343487,-0.317918,6.28095,0.910617
S197,3.00438,2.527818,-0.238586,-0.118394,5.55586,0.918422
S198,3.27142,2.925111,-0.286157,-0.350623,6.17732,1.15017
S199,4.141872,3.623723,-0.178258,-1.416519,7.835572,2940689928286225.5
S200,4.463623,3.745148,-0.429634,-2.394718,8.151335,2835384059639273.0
S201,3.92252,3.622535,0.617437,-2.043249,6.433665,2414554387308875.5
S202,3.690338,3.12795,-0.170909,-0.970457,7.112145,2669187947770400.5
S203,3.179609,2.61483,0.326957,-0.104037,5.933395,2226802959253497.8
S204,3.397031,2.857004,-0.041811,-0.250515,6.225882,2336573508921041.5
S205,3.498748,3.116248,0.080079,-0.165748,5.967343,2239543755189321.0
S206,3.375791,3.176604,-0.032045,-0.191121,5.259705,1469706653955928.2
S207,3.581451,3.235739,-0.04893,-0.266123,6.126836,2299401360546680.5
S208,3.772341,3.36824,-0.065346,-0.415164,6.325388,2103912635741490.5
S209,4.215733,3.673407,0.416902,-1.073389,6.922079,2575529063299772.5
S210,3.34529,2.918701,0.47038,-0.272464,6.727402,1755216030272776.8
S211,2.805422,2.132332,0.221338,-0.053248,5.785956,1.981235
S212,3.001352,2.321824,-0.074157,-0.364579,6.191375,1.351629
S213,3.079681,2.405767,-0.37121,-0.529559,6.190735,1.622975
S214,2.746243,2.279351,0.143486,-0.168876,5.09926,1.93773
S215,3.164026,2.441884,-0.111199,-1.063191,6.927604,2.636496
S216,2.346277,1.952364,0.22578,-0.122915,3.931941,1.643708
S217,2.522977,2.280086,-0.496583,-0.820315,4.26554,0.687443
S218,2.088175,1.779685,0.030114,-0.266072,3.824291,0.612869
S219,2.805346,2.34161,-0.027568,-1.287411,4.670119,0.941382
S220,2.713001,2.360698,-0.48849,-1.189004,5.054486,0.891478
S221,2.399255,2.160598,-0.397499,-0.649537,3.550817,0.740448
S222,2.373035,2.025771,-0.224258,-0.688264,4.445055,0.785851
S223,2.711028,2.266689,-0.023626,-1.762818,4.607239,0.943639
S224,3.585422,3.351168,0.079586,-7.90193,5.636788,1.289204
S225,2.655073,2.426686,0.555591,-3.487889,5.160184,0.893191
S226,2.319962,1.664082,0.127511,-1.411527,6.218926,2333962884807045.5
S227,2.246821,1.807592,-0.380255,-1.149189,4.779644,1793800244780302.8
S228,2.228772,1.667687,-0.079731,-1.114798,5.019566,1883842813810147.0
S229,3.087895,2.515216,0.294165,-0.065109,6.028246,2192687066176259.2
S230,3.152775,2.381623,0.35956,0.032781,6.699485,2186424435594431.2
S231,3.303439,2.644083,0.038004,-0.098694,7.615073,1827706495294886.8
S232,3.273848,2.641407,0.218419,0.013875,6.674404,2202801025039426.2
S233,3.265925,2.645006,0.157859,-0.003018,7.04114,1991290369259896.2
S234,3.906607,3.309623,-0.132577,-0.232519,6.703421,4755566719082645.0
S235,3.643646,3.130829,0.397956,0.042988,6.640945,5652980101710329.0
S236,4.013986,3.446902,-0.041961,-0.088613,8.736312,4850169370385188.0
S237,3.912207,3.482868,0.235606,-0.003375,7.14208,5503204526912817.0
S238,4.116548,3.144169,-0.27316,-0.225773,9.916543,3887082471371355.5
S239,4.282627,3.419418,-0.560306,-0.37566,9.900941,3443507932072876.5
S240,4.254845,3.261654,-0.617491,-0.37031,10.184732,3670931193945792.0
S241,4.340331,3.529532,-0.115719,-1.643095,7.978146,5876200679470977.0
S242,3.937763,3.345594,0.084288,-0.521561,6.347506,4724778122940106.0
S243,3.733154,3.174962,0.294649,0.064232,6.179232,3731203280588856.5
S244,4.73763,4.182736,-0.522802,-0.253787,7.276772,5185981852859939.0
S245,4.087232,3.448314,0.336747,0.060949,6.70116,3810595737219895.5
S246,3.843513,3.22088,0.517616,0.169599,6.640109,3331363572571742.5
S247,4.227853,3.373791,0.232668,-0.004779,7.290679,4196226475822665.5
S248,4.778315,3.929193,-0.000718,-0.396975,8.474918,3906350071537146.0
S249,4.255958,3.418702,0.247175,-0.010216,7.177323,3939874154093350.5
S250,4.488054,3.675549,-0.139479,-0.147801,6.763209,4700380359848785.0
S251,4.271232,3.386739,0.027548,-0.089869,6.594619,4393067406415972.5
S252,4.73094,3.875208,-0.281879,-0.348865,7.558662,5114085975578629.0
S253,4.90502,4.189009,-0.743572,-0.445704,7.871521,4350032284396714.5
S254,3.67871,2.861051,0.440108,0.104123,7.434743,5507862825187387.0
S255,3.862235,2.944573,0.407503,0.069957,7.46796,5499958895251360.0
S256,4.576914,3.724119,-0.40059,-0.254489,8.244575,6003323260732805.0
S257,4.381014,3.629937,-0.346765,-0.127249,7.659527,4723398332604269.0
S258,4.005747,3.034485,0.455367,-0.189407,7.226534,1541991604715042.8
S259,4.497183,3.526738,0.081923,-0.912346,7.562922,0.381332
S260,3.750989,3.065742,-0.529864,-0.338647,7.018573,0.411176
S261,3.354782,2.679627,-0.199072,-0.131049,6.12159,0.386359
S262,3.912624,3.494415,0.188015,-0.162368,6.86771,0.445857
S263,4.128805,3.572713,-0.052749,-0.242023,6.989627,0.454859
S264,3.78659,3.150514,0.423289,-0.096133,6.715311,0.358674
S265,4.061196,3.291122,-0.301644,-0.461562,7.902085,0.375643
S266,4.604674,3.581936,-0.02465,-0.808531,7.801088,0.323926
S267,4.050519,3.518958,-0.017819,-0.385929,6.630288,0.372866
S268,4.240835,3.405447,-0.509382,-0.570229,8.620366,0.371106
S269,5.211565,4.272169,-0.419848,-0.792084,9.041277,0.877692
S270,4.694209,4.001203,0.089646,-0.202342,8.293008,1.009102
S271,4.225676,3.536125,0.064279,-0.013082,6.793405,1.124836
S272,4.385424,3.44989,-0.09362,-0.093505,7.544798,1.076986
S273,6.420512,4.765683,-0.131799,-0.174195,16.341184,1.160813
S274,6.344867,5.055007,0.113988,-0.041228,14.950418,1.127484
S275,6.88911,4.972294,-0.485576,-0.205017,17.034335,1.185027
S276,6.603639,4.569156,0.300367,-0.109274,16.005482,0.919164
S277,7.007061,5.416627,-0.412083,-0.063361,15.766526,3358080164051202.5
S278,7.441723,6.386883,-0.091422,-0.13981,14.064772,7351522721682284.0
S279,7.059329,6.091867,0.570329,-0.008024,13.893633,6004456591579037.0
S280,7.166747,5.660174,0.026337,-0.035674,16.018766,5862725909385886.0
S281,7.224266,5.614203,-0.029463,-0.057389,16.359741,5474565573932415.0
S282,7.8557,6.424053,-0.08983,-0.179118,18.621205,5035613229051495.0
S283,7.931364,6.479576,-0.492804,-0.145427,17.417126,5713554004588424.0
S284,7.81705,6.531809,-0.284365,-0.114791,16.484969,6521713285891027.0
S285,8.153615,7.424721,-0.395098,-0.779535,13.649546,8723547162910475.0
S286,7.765177,7.098435,-0.305231,-1.004425,13.135561,8650353160566573.0
S287,6.097949,5.243905,-0.063564,-0.210813,9.796138,6645962720710581.0
S288,6.247205,5.599496,-0.277668,-0.264498,9.386884,6443617865952669.0
S289,4.740249,4.116008,0.52212,0.181861,7.972703,2002269995031439.8
S290,5.111196,4.371991,0.120819,-0.107054,10.067836,1.731348
S291,6.149118,4.896635,-0.179612,-0.985645,13.344906,0.625887
S292,5.323118,4.116414,-0.108582,-0.588095,10.628866,0.57317
S293,4.555335,3.855741,-0.109919,-0.167162,9.297619,0.751091
S294,4.441266,3.60257,0.411019,-0.279726,8.586262,0.938387
S295,5.605223,4.805004,0.037649,-0.865339,10.767486,1.145206
S296,4.713944,4.002857,0.157855,-0.270134,8.30584,0.956529
S297,4.007715,3.413299,0.341188,0.033535,7.311736,0.613892
S298,4.801493,4.037936,0.669507,-0.222789,8.798578,1832562501593099.0
S299,5.184019,4.560826,-0.007215,-0.095897,9.614871,4313264371618906.0
S300,5.45888,4.631427,0.190437,-0.264516,10.401317,3964603794947211.5
S301,5.665148,4.891257,-0.155804,-0.416311,10.005252,4147114421646214.5
S302,5.146332,4.249262,-0.231859,-0.174999,9.390185,5270292990884003.0
S303,4.863445,3.816065,-0.038597,-0.061113,8.651036,6381197975117312.0
S304,5.329578,4.149355,-0.81578,-0.250457,10.101704,7369176644571591.0
S305,5.794221,4.643934,-0.74646,-0.502806,9.604546,6848867147722191.0
S306,4.71189,3.579518,-0.004132,-0.171763,9.566586,7011241429887283.0
S307,4.354703,3.044044,0.024569,-0.27502,10.557345,7288848565117965.0
S308,4.099507,2.933745,-0.110842,-0.20914,9.16558,6581310920959893.0
S309,4.575095,3.131067,-0.655688,-0.70121,10.308332,7606422707591763.0
S310,2.682178,2.382091,0.587834,0.124867,4.031692,1435003716667260.2
S311,3.356992,2.744733,-0.027009,-2.237041,5.941886,0.319153
S312,2.357382,1.978488,-0.452704,-0.33463,4.805831,0.26952
S313,2.800254,2.453882,-0.404624,-0.65056,5.22495,0.362413
S314,2.770578,2.506007,-0.484279,-0.56951,4.54759,0.354289
S315,3.051195,2.625757,-0.455258,-0.682767,6.042389,0.47263
S316,3.194246,2.885355,0.201744,-1.337096,5.715044,0.536878
S317,3.496944,3.076186,-0.88617,-1.878638,5.655568,0.56162
S318,3.183298,2.733912,-0.241345,-1.334471,5.40021,0.513072
S319,3.054036,2.566374,-0.102172,-0.916234,5.744338,0.472843
S320,2.643605,2.133527,-0.400668,-0.270727,5.748174,0.343865
S321,3.381132,2.596969,-0.337416,-0.376492,7.527592,0.328437
S322,2.998066,2.356766,0.243932,-0.082261,6.393701,0.304037
S323,2.97441,2.448167,0.278776,-0.027846,5.751499,0.339053
S324,2.688467,2.206994,0.810082,0.072452,5.391164,0.258046
S325,3.686301,3.040279,0.113681,-0.102243,7.985197,2996844186140000.5
S326,3.903828,3.201603,0.031785,-0.106968,7.775114,2917999892643606.5
S327,4.491525,4.162682,0.159346,-0.418837,6.770794,2541078777950199.5
S328,4.586274,4.048538,0.083831,-0.248365,6.941744,2605236307641781.5
S329,4.896928,4.507526,-0.068189,-0.487844,7.148712,2682468012231601.5
S330,4.816404,4.097786,-0.351284,-0.427047,8.025775,3012073108279953.5
S331,4.548396,3.661101,-0.385839,-0.283126,9.080093,3407758620940787.5
S332,4.457689,3.763855,-0.166391,-0.235012,7.794555,2925296249459903.0
S333,4.069718,3.146331,-0.034838,-0.096942,8.641794,3243265019851049.5
S334,4.072323,3.237494,0.018149,-0.095671,8.179536,3069779606805296.5
S335,4.096747,3.289028,-0.00562,-0.097852,8.213198,3082412954360008.5
S336,4.317447,3.507224,-0.104982,-0.14436,8.464755,3176822288648545.0
S337,5.219688,4.002778,-0.233726,-1.774239,11.150774,0.371557
S338,5.358039,4.288381,-0.878116,-3.372467,10.536546,0.393437
S339,2.449042,1.937985,0.359292,-0.085958,5.819546,0.201488
S340,2.236172,1.863157,-0.042057,-0.484307,4.262934,0.239957
S341,3.196473,2.158052,-0.294845,-0.458086,8.938175,0.868485
S342,3.457187,2.552141,-0.783779,-0.605032,8.663064,0.907261
S343,3.044311,2.288009,0.328894,-0.491021,7.759846,0.82612
S344,3.715344,2.737803,-0.417366,-0.305434,7.860783,0.851412
S345,3.348053,2.116267,-0.026685,-0.06565,7.783469,0.70806
S346,3.587083,2.705017,-0.300848,-0.204516,8.173974,0.738466
S347,4.205429,3.076947,-0.052481,-0.149247,8.314178,0.79541
S348,4.807457,3.606669,0.117405,-0.126482,10.519775,2602590555450692.5
S349,4.75973,3.680358,-0.084275,-0.03575,8.109947,2944158187889260.0
S350,5.497128,4.420111,0.31362,0.062381,9.756013,3472186366610012.5
S351,6.977784,5.393408,0.379942,0.038026,14.625308,3422769681448767.5
S352,7.968127,6.408115,0.324441,-0.120419,16.299069,2921351584076286.5
S353,9.030971,7.706893,0.384062,-0.59956,16.928577,2694317508271169.5
S354,9.212715,8.06922,0.066572,-0.818074,16.458348,2961957989876497.0
S355,8.966675,7.775409,-0.201369,-0.763736,16.851059,2841784875669665.0
S356,8.106,7.024037,-0.363697,-0.436573,15.551181,3364221572743058.5
S357,8.384474,7.117548,0.47332,-0.564382,15.973442,2736649355678617.5
S358,8.353529,6.944537,0.03143,-0.506971,17.13357,2922452864305166.0
S359,7.763495,6.415312,-0.176524,-0.327064,13.719856,5101588711792657.0
S360,9.021147,6.84173,-0.429412,-1.520129,19.140258,0.434055
S361,9.006307,6.710286,-0.731206,-1.547559,19.813197,0.425087
S362,5.640492,4.461055,0.583655,0.217527,11.913828,3834946437695108.5
S363,4.377916,3.156348,0.826233,0.447169,9.771118,7206010104172051.0
S364,4.023943,2.954865,0.845245,0.375237,9.117007,6261228986563591.0
S365,5.295889,4.272266,0.66876,-0.486714,10.571608,7611636187110397.0
S366,5.301243,4.238233,0.465807,-0.688815,10.828326,7495024857258863.0
S367,4.870737,3.486304,0.233152,-0.554941,10.792961,7682388863156296.0
S368,4.889929,3.7451,0.133186,-0.662543,10.297133,7249502116373505.0
S369,4.721792,3.291711,-0.50972,-0.544629,10.825251,7737556082091739.0
S370,4.193324,3.173984,-0.079772,-0.120776,9.067166,6075511008799965.0
S371,4.971595,3.54518,-0.673736,-0.697879,10.315531,7692849223890800.0
S372,5.584317,4.364521,-0.336708,-1.19555,11.313855,7764227900284904.0
S373,5.088258,4.264694,0.285137,-0.801182,9.190942,5388970722364563.0
S374,5.104089,4.383317,-0.185087,-1.253461,8.546645,1501385799394782.8
S375,4.749268,3.779201,-0.456824,-1.740464,9.10727,0.636309
S376,3.265043,2.577804,-0.016752,-0.271263,6.3263,0.471355
S377,3.316802,2.700742,-0.084099,-0.45664,5.907942,0.543873
S378,3.390533,3.112799,-0.475659,-0.490584,4.880542,0.552702
S379,3.000163,2.589876,-0.082669,-0.206172,5.060698,0.47691
S380,3.184001,2.851888,-0.588382,-0.274012,5.121322,0.516319
