time,ncells,lon,lat,O3,CO,NO,NO2,SO2,PM1,PM2.5,PM10
2024-07-16 01:00:00,0,150.782544,-34.577839,3.1171558,0.05539414,0.036590748,0.041321374,0.00046558218,0.5264929,0.57205474,0.6863912
2024-07-16 01:00:00,1,150.580539,-34.306187,3.1413515,0.052236315,0.03779171,0.033177786,0.00010604096,0.058539327,0.06981089,0.112289496
2024-07-16 01:00:00,2,149.57333,-33.40333,,,,,,,,
2024-07-16 01:00:00,3,150.761939,-33.917658,3.034876,0.051810186,0.0065956884,0.009978851,0.00020508772,0.19815585,0.21401106,0.24711406
2024-07-16 01:00:00,4,150.690141,-34.041702,3.0998635,0.054053836,0.007945797,0.012536987,0.0001864688,0.050287243,0.055546295,0.068119474
2024-07-16 01:00:00,5,150.795546,-34.066648,2.9191825,0.066774316,0.17297804,0.21544318,0.00077377504,0.6549279,0.7044808,0.8370998
2024-07-16 01:00:00,6,151.046062,-33.891572,2.9145498,0.07231909,0.22354154,0.2513105,0.0010928559,0.7680141,0.8253588,0.96132064
2024-07-16 01:00:00,7,151.135792,-33.916185,2.8925574,0.08245899,0.24839418,0.31237343,0.008288979,0.69743717,0.75040805,0.8773431
2024-07-16 01:00:00,8,150.81916,-34.47442,3.1340744,0.055746045,0.062737085,0.07194115,0.00041594336,0.3126678,0.3513124,0.45001867
2024-07-16 01:00:00,9,151.046778,-33.881407,2.9277773,0.07177874,0.20759732,0.23602152,0.0010703075,0.6945609,0.7467601,0.8694114
2024-07-16 01:00:00,10,150.90731,-33.931338,2.837729,0.07702952,0.2910465,0.2971848,0.0013644325,0.7708669,0.82746994,0.9642993
2024-07-16 01:00:00,11,151.117809,-33.76526,3.0261846,0.07164537,0.17872562,0.21662194,0.0022970343,0.6771582,0.7349048,0.8509687
2024-07-16 01:00:00,12,151.759634,-32.931176,,,,,,,,
2024-07-16 01:00:00,13,150.498009,-34.051688,3.1215706,0.05130689,0.0019157339,0.0037950992,1.6221355e-05,0.02001793,0.022976793,0.026937936
2024-07-16 01:00:00,14,150.997812,-33.799489,2.892121,0.080070496,0.27196535,0.29660264,0.0016026731,0.8968582,0.966053,1.1213187
2024-07-16 01:00:00,15,150.914185,-33.794246,2.8964245,0.07290303,0.23871474,0.24928255,0.0012529665,0.8599941,0.92699933,1.0751604
2024-07-16 01:00:00,16,151.242802,-33.931776,2.854449,0.08486255,0.2459503,0.38347062,0.0109282965,0.7656342,0.8325262,1.1149007
2024-07-16 01:00:00,17,150.747347,-33.616436,2.9903264,0.052804578,0.020570757,0.025883863,0.00019708918,0.080486365,0.09410708,0.10583492
2024-07-16 01:00:00,18,151.163933,-33.864353,2.8256226,0.08663756,0.3493814,0.4197199,0.013040316,1.0353724,1.2165053,3.1527882
2024-07-16 01:00:00,19,150.766799,-33.795155,2.9994977,0.059084993,0.079817064,0.080065764,0.0005959091,0.32395893,0.3546523,0.4081666
2024-07-16 01:00:00,20,150.887328,-34.417064,3.0692236,0.06410223,0.14643608,0.16549279,0.017722685,0.38227338,0.44222766,0.8513591
2024-07-16 01:00:00,21,151.432414,-33.278966,3.198091,0.054057438,0.042640273,0.058594946,0.011214236,0.355737,0.49604943,0.6933601
2024-07-16 02:00:00,0,150.782544,-34.577839,3.2373264,0.055140242,0.032819897,0.03641642,0.00047448828,0.5149883,0.5701999,0.75196135
2024-07-16 02:00:00,1,150.580539,-34.306187,3.2097828,0.052311853,0.037147652,0.034182828,0.00013940713,0.06321134,0.078626946,0.13579358
2024-07-16 02:00:00,2,149.57333,-33.40333,,,,,,,,
2024-07-16 02:00:00,3,150.761939,-33.917658,3.1293244,0.05195668,0.006057419,0.010545477,0.00021181675,0.17992929,0.19389111,0.22923592
2024-07-16 02:00:00,4,150.690141,-34.041702,3.1713624,0.053861275,0.007161068,0.012552602,0.00018325025,0.04988287,0.057929665,0.087952964
2024-07-16 02:00:00,5,150.795546,-34.066648,2.9801943,0.065916404,0.15390074,0.21882135,0.00074673817,0.59206617,0.63798875,0.76723725
2024-07-16 02:00:00,6,151.046062,-33.891572,2.9735515,0.07040942,0.21327998,0.22780979,0.0009937073,0.70439243,0.7575342,0.8840052
2024-07-16 02:00:00,7,151.135792,-33.916185,2.8871386,0.081085704,0.24389121,0.32999796,0.007988573,0.67143846,0.72252244,0.8493373
2024-07-16 02:00:00,8,150.81916,-34.47442,3.244227,0.055615332,0.062394433,0.067875825,0.0004245569,0.29566255,0.33816662,0.4961214
2024-07-16 02:00:00,9,151.046778,-33.881407,2.9985921,0.068966955,0.18749201,0.19993183,0.00093371817,0.58940035,0.63474023,0.7408236
2024-07-16 02:00:00,10,150.90731,-33.931338,2.9149406,0.073709555,0.25634962,0.27542052,0.0011758324,0.6653582,0.71424705,0.83695793
2024-07-16 02:00:00,11,151.117809,-33.76526,3.0439782,0.06962602,0.1728007,0.20801598,0.0012695997,0.6122599,0.6637301,0.7655687
2024-07-16 02:00:00,12,151.759634,-32.931176,,,,,,,,
2024-07-16 02:00:00,13,150.498009,-34.051688,3.1933722,0.05132661,0.0017533444,0.0035749115,3.4507095e-05,0.020781174,0.026351469,0.042274192
2024-07-16 02:00:00,14,150.997812,-33.799489,2.9548264,0.073438875,0.2279213,0.2422092,0.0012640597,0.6588431,0.7106232,0.8239491
2024-07-16 02:00:00,15,150.914185,-33.794246,2.9604259,0.06743683,0.20335644,0.2210295,0.0009856488,0.6810446,0.7351862,0.85198
2024-07-16 02:00:00,16,151.242802,-33.931776,2.8871374,0.0806729,0.22824776,0.34451693,0.010021417,0.63221073,0.6943558,1.0067639
2024-07-16 02:00:00,17,150.747347,-33.616436,3.0963798,0.05266054,0.017675979,0.020963242,0.00023476085,0.07046949,0.09029297,0.10080229
2024-07-16 02:00:00,18,151.163933,-33.864353,2.8735397,0.08310716,0.3199531,0.37368003,0.011891778,0.8986087,1.0683525,2.8893414
2024-07-16 02:00:00,19,150.766799,-33.795155,3.118889,0.057367973,0.06327805,0.064027265,0.0004666999,0.26468617,0.29218772,0.3365447
2024-07-16 02:00:00,20,150.887328,-34.417064,3.1861737,0.06273735,0.131313,0.14693722,0.016765803,0.36142936,0.42369616,0.87869084
2024-07-16 02:00:00,21,151.432414,-33.278966,3.105818,0.05372088,0.042355053,0.05574363,0.011492914,0.26780233,0.34636858,0.45904002
2024-07-16 03:00:00,0,150.782544,-34.577839,3.353765,0.056120064,0.035025306,0.0412211,0.0006234825,0.59027404,0.6674627,0.9026109
2024-07-16 03:00:00,1,150.580539,-34.306187,3.320651,0.052657224,0.038711358,0.03949197,0.0002704307,0.08197534,0.11174057,0.20464224
2024-07-16 03:00:00,2,149.57333,-33.40333,,,,,,,,
2024-07-16 03:00:00,3,150.761939,-33.917658,3.2072487,0.052208584,0.00650599,0.01236493,0.0003046379,0.20937859,0.2315626,0.3044598
2024-07-16 03:00:00,4,150.690141,-34.041702,3.2479343,0.05410799,0.008259062,0.013920916,0.00024070677,0.060956284,0.08016958,0.15679675
2024-07-16 03:00:00,5,150.795546,-34.066648,3.0770938,0.067348495,0.15442109,0.21641116,0.00082970463,0.6108666,0.67009664,0.8632728
2024-07-16 03:00:00,6,151.046062,-33.891572,3.0164511,0.07379513,0.22296435,0.27806985,0.0010758262,0.78805727,0.84934425,1.0131567
2024-07-16 03:00:00,7,151.135792,-33.916185,2.9184544,0.08677794,0.26173115,0.39970794,0.0087594725,0.72848976,0.78614646,0.9483488
2024-07-16 03:00:00,8,150.81916,-34.47442,3.3579457,0.056571785,0.06340481,0.075324975,0.0005844811,0.31702596,0.37384862,0.5999293
2024-07-16 03:00:00,9,151.046778,-33.881407,3.0419114,0.07175924,0.19607882,0.24265261,0.000978483,0.6786747,0.73183393,0.87287664
2024-07-16 03:00:00,10,150.90731,-33.931338,2.968441,0.07689315,0.25117275,0.33254182,0.0012857475,0.7284208,0.78709894,0.95491743
2024-07-16 03:00:00,11,151.117809,-33.76526,3.0049639,0.073113635,0.18813778,0.2569819,0.0012698935,0.62341183,0.6726145,0.783507
2024-07-16 03:00:00,12,151.759634,-32.931176,,,,,,,,
2024-07-16 03:00:00,13,150.498009,-34.051688,3.2532566,0.05137092,0.0016783868,0.0037802004,8.4699146e-05,0.028818889,0.042839836,0.09029608
2024-07-16 03:00:00,14,150.997812,-33.799489,2.9866436,0.07678087,0.22486486,0.28000823,0.0013958457,0.7124184,0.76642394,0.8982576
2024-07-16 03:00:00,15,150.914185,-33.794246,3.0187302,0.07024832,0.21185772,0.26120526,0.0010501094,0.74653566,0.8054789,0.9441759
2024-07-16 03:00:00,16,151.242802,-33.931776,2.9303954,0.08437148,0.22866869,0.37576896,0.011323409,0.6575952,0.73343366,1.2264428
2024-07-16 03:00:00,17,150.747347,-33.616436,3.188769,0.052925974,0.017508028,0.021510161,0.00034002517,0.08143225,0.11719293,0.13593018
2024-07-16 03:00:00,18,151.163933,-33.864353,2.877261,0.090733394,0.34249064,0.4511956,0.012873374,1.0067358,1.1878682,3.0856311
2024-07-16 03:00:00,19,150.766799,-33.795155,3.1980352,0.05846278,0.06536154,0.07049816,0.0004767786,0.30015922,0.33225033,0.39815393
2024-07-16 03:00:00,20,150.887328,-34.417064,3.3093736,0.063974634,0.12569033,0.15008514,0.018024858,0.35698986,0.42965144,0.9446639
2024-07-16 03:00:00,21,151.432414,-33.278966,3.035157,0.0538013,0.05828951,0.07957443,0.068908274,0.34672517,0.4071434,0.4627779
2024-07-16 04:00:00,0,150.782544,-34.577839,3.3911526,0.05754139,0.037973803,0.052789427,0.0008310513,0.7108562,0.8030015,1.0640682
2024-07-16 04:00:00,1,150.580539,-34.306187,3.3608806,0.05275143,0.032258157,0.03917687,0.0003408071,0.09297684,0.124485224,0.20996676
2024-07-16 04:00:00,2,149.57333,-33.40333,,,,,,,,
2024-07-16 04:00:00,3,150.761939,-33.917658,3.2524703,0.052724827,0.008038279,0.017337276,0.00047581719,0.28837594,0.32364577,0.42814282
2024-07-16 04:00:00,4,150.690141,-34.041702,3.2979555,0.054606643,0.008707001,0.015360087,0.00033636065,0.07877545,0.10361641,0.18030953
2024-07-16 04:00:00,5,150.795546,-34.066648,3.153599,0.069315806,0.1469847,0.21728696,0.001038531,0.66392446,0.7344568,0.9455192
2024-07-16 04:00:00,6,151.046062,-33.891572,3.004864,0.08007478,0.21856885,0.36751857,0.0014652883,0.97414154,1.061208,1.3168387
2024-07-16 04:00:00,7,151.135792,-33.916185,2.9166481,0.093484856,0.2692002,0.4623099,0.0102981115,0.88898957,0.97026944,1.2249829
2024-07-16 04:00:00,8,150.81916,-34.47442,3.416147,0.05756651,0.062395442,0.08684431,0.0007996551,0.37481532,0.44359744,0.70865804
2024-07-16 04:00:00,9,151.046778,-33.881407,3.0267243,0.07819114,0.19827105,0.33478025,0.0013731136,0.8983554,0.97924507,1.2180655
2024-07-16 04:00:00,10,150.90731,-33.931338,2.9840147,0.08261341,0.24506985,0.41299924,0.0017139326,0.9034432,0.9862976,1.2293583
2024-07-16 04:00:00,11,151.117809,-33.76526,2.933426,0.08307719,0.20888314,0.38181937,0.001785985,0.8384726,0.90594316,1.0810245
2024-07-16 04:00:00,12,151.759634,-32.931176,,,,,,,,
2024-07-16 04:00:00,13,150.498009,-34.051688,3.3125443,0.0514141,0.0014114042,0.0039381664,0.00014435434,0.040937707,0.05829638,0.10005173
2024-07-16 04:00:00,14,150.997812,-33.799489,2.9291494,0.086208105,0.23986092,0.40982696,0.0018920683,0.93329394,1.009835,1.2163198
2024-07-16 04:00:00,15,150.914185,-33.794246,2.99771,0.07495902,0.20957586,0.3405548,0.0014243672,0.92303395,0.9997639,1.2013636
