Segment,1D-CNN,ANN,CNN-LSTM,GRU,Selected
S1,0.172060975515881,0.13690193368475648,0.5553503262791951,0.13568676452016748,CNN-LSTM
S2,0.5477980149584769,0.1936506136811,0.11591043252278124,0.14264093883764178,1D-CNN
S3,0.20688082100812097,0.2527445993755084,0.22312005747089877,0.31725452214547284,GRU
S4,0.17884988985933667,0.30414198608236565,0.27433377930967595,0.24267434474862148,ANN
S5,0.2017455119688723,0.1534772843091288,0.469628111650452,0.1751490920715467,CNN-LSTM
S6,0.3622495654855842,0.13592505939717664,0.27180749014005184,0.2300178849771871,1D-CNN
S7,0.12400574502768734,0.09662842612222446,0.2751350856491924,0.5042307432008958,GRU
S8,0.14652918346052132,0.10806602254199417,0.0648229028069493,0.6805818911905351,GRU
S9,0.21328693040673405,0.21615522487648955,0.19393638080494738,0.3766214639118289,GRU
S10,0.21497395953013376,0.29859491115088127,0.21247444993648587,0.2739566793824994,ANN
S11,0.16212064236661025,0.6932064288718441,0.0778635393413988,0.06680938942014705,ANN
S12,0.14174052956315317,0.51245291492668,0.25011104771403914,0.09569550779612751,ANN
S13,0.0609332912246357,0.1846866761499667,0.724748097686511,0.029631934938886183,CNN-LSTM
S14,0.40119016458357637,0.15395258464994063,0.33495823838504657,0.10989901238143643,1D-CNN
S15,0.34901520588298834,0.13097949089750247,0.09176182758964849,0.4282434756298607,GRU
S16,0.3367970962416204,0.22153666514254017,0.1363980270406763,0.3052682115751647,1D-CNN
S17,0.23214299168442576,0.21872702217513323,0.25143896906885016,0.2976910170715906,GRU
S18,0.2444283199598948,0.23494010689822717,0.28566947335475473,0.2349620997871226,CNN-LSTM
S19,0.3025655716957403,0.2223394938422035,0.28393461278327303,0.1911603216787831,1D-CNN
S20,0.2507792180688079,0.08799182484222157,0.570844767841388,0.09038418924758213,CNN-LSTM
S21,0.49799799606259887,0.060945456167973824,0.3924195331087417,0.04863701466068511,1D-CNN
S22,0.47386931668486737,0.3348774485900797,0.09840147680960598,0.09285175791544706,1D-CNN
S23,0.22216018822838043,0.40492750390602233,0.19678318280905727,0.1761291250565393,ANN
S24,0.40979440359109565,0.11335818048823568,0.07912539152524298,0.39772202439542675,1D-CNN
S25,0.2604401764896863,0.31772109249431874,0.1463878289584063,0.27545090205758854,ANN
S26,0.22957178604609588,0.2174306753132545,0.19819006672391604,0.35480747191673345,GRU
S27,0.220496021275946,0.3766998934273032,0.20980287066383135,0.19300121463291978,ANN
S28,0.23194323796857053,0.3389701877860234,0.2822871407032306,0.14679943354217456,ANN
S29,0.43515873805387667,0.23245070970700193,0.26155844550422547,0.07083210673489591,1D-CNN
S30,0.09182303907569411,0.36841923669458426,0.4829575338060619,0.05680019042365981,CNN-LSTM
S31,0.5777425706095071,0.16687459423652964,0.13793984087759414,0.11744299427636881,1D-CNN
S32,0.4120416695132787,0.28731410617241293,0.18575216033081454,0.1148920639834936,1D-CNN
S33,0.16751351725037672,0.10927134179587021,0.4931271047997545,0.2300880361539976,CNN-LSTM
S34,0.503720354429337,0.11016937887389719,0.09241603489161875,0.2936942318051466,1D-CNN
S35,0.16360650514721153,0.36055473492695006,0.21469713753024133,0.26114162239559713,ANN
S36,0.1625530900002283,0.11062762827020045,0.5652048818988765,0.1616143998306932,CNN-LSTM
S37,0.401917779748944,0.08843593984422031,0.3869537956531237,0.12269248475371175,1D-CNN
S38,0.31637725607591355,0.1865256978678806,0.10315917777005172,0.39393786828615424,GRU
S39,0.1963284123242922,0.13970049636009174,0.11619874392364331,0.5477723473919726,GRU
S40,0.22948199337590558,0.2001997383836736,0.21973508196482675,0.3505831862755933,GRU
S41,0.2242910832863017,0.2502287304503683,0.2847066906641754,0.2407734955991555,CNN-LSTM
S42,0.20047075055698166,0.6604339415858504,0.08663191050977835,0.05246339734738931,ANN
S43,0.320114633641832,0.41015630554581445,0.14214418542777768,0.12758487538457602,ANN
S44,0.22194148644719308,0.22133538702293665,0.4497033701684138,0.10701975636145646,CNN-LSTM
S45,0.6235678375787875,0.08156443319159012,0.18826862459644836,0.10659910463317387,1D-CNN
S46,0.2822622108703381,0.26056000743620295,0.14966707399020668,0.30751070770325234,GRU
S47,0.20854019330109785,0.3024676081951236,0.18351052642979376,0.3054816720739835,GRU
S48,0.22375863689994052,0.17371957045744435,0.26182472024259895,0.34069707240001645,GRU
S49,0.2621669803820616,0.24451112695147686,0.26694481714943186,0.22637707551702999,CNN-LSTM
S50,0.41005104483417937,0.1435402949263427,0.14315101658435594,0.30325764365512275,1D-CNN
S51,0.1730975715651391,0.19114285743395523,0.3963482679740617,0.23941130302684474,CNN-LSTM
S52,0.2271062195123846,0.3332978282127224,0.20658127714869526,0.23301467512619758,ANN
S53,0.16411032466097103,0.22569617175499077,0.415370331938698,0.1948231716453405,CNN-LSTM
S54,0.1921874714407055,0.2338784159387969,0.39132390222459323,0.18261021039590455,CNN-LSTM
S55,0.03929389514992375,0.033238144133527936,0.9033529680689715,0.02411499264757703,CNN-LSTM
