Segment,1D-CNN,ANN,CNN-LSTM,GRU,Selected
S1,0.19634568153843027,0.2021526059207064,0.37686143942264894,0.22464027311821444,CNN-LSTM
S2,0.3059330804765617,0.27376314894419085,0.2450180680452097,0.17528570253403764,1D-CNN
S3,0.2001739300469189,0.30621471728842364,0.3532568235558272,0.1403545291088309,CNN-LSTM
S4,0.23453822183695514,0.33340291954470574,0.2790926480082689,0.15296621061007054,ANN
S5,0.21416877752393576,0.18674055125273994,0.3444764318085217,0.2546142394148036,CNN-LSTM
S6,0.2694089620638405,0.18108080781430114,0.23362862327437903,0.3158816068474795,GRU
S7,0.23620387439836651,0.19763830838903848,0.28112054170307377,0.28503727550952024,GRU
S8,0.28715039437004597,0.1673721375459484,0.14385575389838368,0.4016217141856217,GRU
S9,0.14941339426917177,0.1347472050798106,0.20877337971109358,0.5070660209399239,GRU
S10,0.21665992355150765,0.2444072588407409,0.1988703224730454,0.3400624951347063,GRU
S11,0.22234747682538794,0.3446587120276105,0.27922678312073995,0.1537670280262615,ANN
S12,0.2005642775300942,0.26776939640080916,0.41762523544092495,0.11404109062817155,CNN-LSTM
S13,0.19588724006829364,0.2746802282488575,0.43177117399672715,0.0976613576861219,CNN-LSTM
S14,0.22456086442954648,0.3554468663443857,0.3023508047413568,0.11764146448471102,ANN
S15,0.40836271741928537,0.3139888147030374,0.17317948301611583,0.10446898486156153,1D-CNN
S16,0.32020112024641045,0.3117712682761125,0.19436130571700663,0.1736663057604711,1D-CNN
S17,0.2475350726287028,0.23777201559464906,0.2707556506937562,0.24393726108289318,CNN-LSTM
S18,0.24581103493834552,0.21676472277391343,0.308003633216241,0.22942060907149966,CNN-LSTM
S19,0.2317737735324016,0.25141585866083965,0.36518730136389577,0.15162306644286302,CNN-LSTM
S20,0.17709260200666246,0.17139202484681873,0.5422456757629517,0.10926969738356744,CNN-LSTM
S21,0.34065752907780195,0.26616500661281706,0.29917928731419613,0.0939981769951838,1D-CNN
S22,0.48847279095089946,0.2558837013755364,0.17773077659934045,0.07791273107422374,1D-CNN
S23,0.3083440984178229,0.3353309072848404,0.1771702712160453,0.1791547230812909,ANN
S24,0.2860309331106895,0.18197650123893683,0.11597625294810568,0.4160163127022681,GRU
S25,0.260052524749949,0.18445880090358746,0.14327347716849426,0.41221519717796895,GRU
S26,0.28151852247401676,0.1769316344127115,0.11928332762129702,0.42226651549197475,GRU
S27,0.3137073115127051,0.35096978373509397,0.1431146538122152,0.19220825093998542,ANN
S28,0.2662091943127473,0.37378804380280695,0.23223980391949864,0.1277629579649468,ANN
S29,0.054044561270117274,0.04037094742645763,0.8862816201858205,0.019302871117604675,CNN-LSTM
S30,0.057141680375548176,0.17804006061726427,0.7385576843447909,0.026260574662396525,CNN-LSTM
S31,0.6568517007555728,0.17714746036922768,0.15449216058188966,0.011508678293310233,1D-CNN
S32,0.40571037968529156,0.27223258844301546,0.2922501461367806,0.029806885734912237,1D-CNN
S33,0.17683798489978902,0.17063583576483682,0.40295192197976015,0.2495742573556132,CNN-LSTM
S34,0.41105487952099595,0.15161921398158068,0.1755526063593186,0.2617733001381046,1D-CNN
S35,0.15243113973712294,0.22541804228199058,0.23905438711268825,0.3830964308681972,GRU
S36,0.21640969760838516,0.2186326221746199,0.23745913550686865,0.3274985447101259,GRU
S37,0.24851109782074976,0.17734930407590985,0.1961226276449962,0.37801697045834426,GRU
