Segment,1D-CNN,ANN,GRU,Selected
S1,0.38695851067669484,0.3078871789990721,0.305154310324233,1D-CNN
S2,0.6196182322585686,0.21903958694331044,0.16134218079812068,1D-CNN
S3,0.266297029544396,0.32533289320446124,0.4083700772511427,GRU
S4,0.24646302219937616,0.4191210468540707,0.3344159309465531,ANN
S5,0.3803850022984433,0.2893767329688823,0.3302382647326752,1D-CNN
S6,0.49746400928410406,0.1866608864506432,0.31587510426525267,1D-CNN
S7,0.17107428235610958,0.13330542589272,0.6956202917511697,GRU
S8,0.15668602652944683,0.11555674627442884,0.727757227196125,GRU
S9,0.2646030974822133,0.2681614946129754,0.46723540790481144,GRU
S10,0.27297394924240354,0.37915583961282195,0.34787021114477434,ANN
S11,0.17580981696659256,0.7517395292847957,0.07245065374861218,ANN
S12,0.18901535904892514,0.6833717357276956,0.12761290522337929,ANN
S13,0.22137282508310457,0.6709732960887014,0.10765387882819394,ANN
S14,0.6032555964746438,0.23149310845696386,0.16525129506839292,1D-CNN
S15,0.3842771824451569,0.1442127130044525,0.4715101045503908,GRU
S16,0.3899911148737997,0.2565263536666032,0.35348253145959685,1D-CNN
S17,0.31011899109369706,0.29219664548000124,0.3976843634263023,GRU
S18,0.3421781806075387,0.3288955156397853,0.3289263037526757,1D-CNN
S19,0.4225390265989281,0.3105016634115139,0.266959309989558,1D-CNN
S20,0.5843554948809813,0.2050349576297386,0.21060954748928007,1D-CNN
S21,0.819641221533425,0.10030845211302952,0.08005032635354616,1D-CNN
S22,0.5255879468480434,0.37142634995128787,0.10298570320066856,1D-CNN
S23,0.27658806871765007,0.5041322532590378,0.21927967802331208,ANN
S24,0.4450056498678325,0.12309838868941178,0.4318959614427552,1D-CNN
S25,0.3051036352631807,0.37220778155802225,0.3226885831787967,ANN
S26,0.28631696430611375,0.2711748336976358,0.4425082019962507,GRU
S27,0.27903925880011854,0.47671635272044366,0.24424438847943783,ANN
S28,0.32316996270045073,0.472292203483931,0.2045378338156181,ANN
