Segment,1D-CNN,ANN,CNN-LSTM,GRU,Selected
S1,0.18422304017199012,0.19194357312129523,0.42192556472880427,0.20190782197791451,CNN-LSTM
S2,0.31594057756840077,0.27780834189651826,0.2549086076700977,0.15134247286498245,1D-CNN
S3,0.17664396730022297,0.3158286696107974,0.3961133089691704,0.11141405411981199,CNN-LSTM
S4,0.22511174335617445,0.41556374608601426,0.2522872480909908,0.10703726246682041,ANN
S5,0.21700094249441165,0.16440945676759994,0.3925871349395115,0.22600246579847774,CNN-LSTM
S6,0.289213190154289,0.16610521360412384,0.23077019308164418,0.31391140315993954,GRU
S7,0.22756188564947308,0.1888820452909283,0.28834233636005185,0.2952137326995431,GRU
S8,0.2895200926563638,0.15257485485004044,0.12126363523143079,0.4366414172621636,GRU
S9,0.11749283180975477,0.09905703854395079,0.18316333837879123,0.6002867912675031,GRU
S10,0.2049649720085557,0.2519787559988296,0.18530559906148517,0.35775067293112894,GRU
S11,0.21029272342481253,0.38790874199694164,0.27722885755950755,0.12456967701873603,ANN
S12,0.17515247323288588,0.2695972351701882,0.47404330262901656,0.08120698896791242,CNN-LSTM
S13,0.1691773617781754,0.26183997427978595,0.5055363867553386,0.0634462771866992,CNN-LSTM
S14,0.21090412568899322,0.38637853057179816,0.313503941665848,0.08921340207335968,ANN
S15,0.4451776591319545,0.3195871913650408,0.15160787001174192,0.08362727949126435,1D-CNN
S16,0.33682009263704255,0.32337322751957664,0.1768658887006283,0.1629407911427558,1D-CNN
S17,0.24865492784577065,0.2352248312341593,0.27428454736867636,0.24183569355139478,CNN-LSTM
S18,0.24149900893790116,0.21530385957354514,0.32785723552785506,0.21533989596069847,CNN-LSTM
S19,0.22133207053808465,0.24015201563544525,0.412373066143346,0.12614284768312387,CNN-LSTM
S20,0.14209569158032892,0.13965901036647982,0.6434154954103877,0.07482980264280338,CNN-LSTM
S21,0.35009499077350936,0.27687925126199653,0.31026616487341485,0.06275959309107525,1D-CNN
S22,0.5857775973585808,0.21638256151281673,0.1482828686221281,0.049556972506474686,1D-CNN
S23,0.31809237074195984,0.38017061937363966,0.1457069462140342,0.1560300636703623,ANN
S24,0.2629675773837015,0.15149147555914397,0.08095573864121132,0.5045852084159402,GRU
S25,0.24412030969945678,0.1470432244121593,0.10695389092752575,0.5018825749608606,GRU
S26,0.2872738697464136,0.16219022936573013,0.08802407176832579,0.4625118291195292,GRU
S27,0.32630912737969753,0.40194227984449643,0.12247847371262302,0.14927011906318302,ANN
S28,0.2357261935233059,0.4499640843078314,0.24334869014299934,0.07096103202585999,ANN
S29,0.017288644807611664,0.011785428965277176,0.9665106631197273,0.00441526310738392,CNN-LSTM
S30,0.02478395058987664,0.11256693726293628,0.854017440911715,0.008631671235471084,CNN-LSTM
S31,0.7951441023084366,0.1168858381831911,0.08537998014771733,0.0025900793606547035,1D-CNN
S32,0.43413339392188505,0.24599455341464507,0.3068408399516295,0.013031212711839376,1D-CNN
S33,0.16597054453086577,0.16408201859739122,0.4455511701129845,0.2243962667587545,CNN-LSTM
S34,0.4550490071561766,0.12619826743727647,0.14607172843261684,0.2726809969739294,1D-CNN
S35,0.1157719788086382,0.1968947549665738,0.22694096227213,0.46039230395265784,GRU
S36,0.21528574058623332,0.21758340992299366,0.22300879942649154,0.34412205006428015,GRU
S37,0.250944360060518,0.1582011231890108,0.17185223648335426,0.41900228026711533,GRU
S38,0.17335717526041558,0.21414409023493308,0.11590644529291674,0.496592289211738,GRU
S39,0.2682589185968757,0.22375361410529268,0.14586917623775045,0.3621182910600813,GRU
S40,0.22783725924528272,0.168808976799057,0.24679174208859925,0.3565620218670582,GRU
S41,0.2218436092131877,0.24998340329472135,0.28002892946964536,0.24814405802244893,CNN-LSTM
S42,0.26397477376669115,0.2800518169529729,0.31873741892033514,0.13723599036000408,CNN-LSTM
S43,0.15456336378925803,0.2143975505623127,0.534073226729016,0.09696585891941356,CNN-LSTM
S44,0.2864044049236938,0.28703264692426744,0.28339591877540293,0.14316702937663642,ANN
S45,0.2727005105938788,0.2358919111633872,0.25012238206347154,0.24128519617926253,1D-CNN
S46,0.25438950536101396,0.25046225546148365,0.23290132942219904,0.2622469097553029,GRU
S47,0.2356965041664623,0.2563821906968745,0.23663408907343864,0.2712872160632237,GRU
S48,0.24477438542335284,0.20181672367592632,0.26112914186702935,0.29227974903369297,GRU
S49,0.26594964978519564,0.22195810405004746,0.2484332722845899,0.2636589738801679,1D-CNN
S50,0.17079042321740673,0.23841420348953624,0.276930038502871,0.3138653347901898,GRU
S51,0.012547991090067614,0.04907100620454656,0.8710479122444554,0.06733309046093038,CNN-LSTM
