Segment,1D-CNN,ANN,CNN-LSTM,GRU,Selected
S1,0.15595743459524383,0.12557550229432216,0.6006511040686967,0.11781595904174137,CNN-LSTM
S2,0.5623569043945598,0.19534476704135495,0.11987304171637646,0.12242528684770822,1D-CNN
S3,0.1931328484295155,0.2757731601418227,0.2646745043932931,0.2664194870353722,ANN
S4,0.17723584300766954,0.39140195154021007,0.2560380700602309,0.17532413539189065,ANN
S5,0.19841678319084466,0.1311599745474442,0.5195169183967836,0.15090632386492744,CNN-LSTM
S6,0.384789125533459,0.12337274614967732,0.26565863909218684,0.2261794892246742,1D-CNN
S7,0.11755817977945696,0.09087051614173036,0.27769006884443065,0.5138812352343785,GRU
S8,0.1419444145949614,0.09464852636120172,0.05249968620599317,0.7109073728378431,GRU
S9,0.1779281365767099,0.16857371540979182,0.18050168580083295,0.47299646221266545,GRU
S10,0.20389947873081168,0.308646550159511,0.19849724129312155,0.28895672981655535,ANN
S11,0.1439788947493542,0.7326075122352346,0.07259120118514704,0.05082239183026233,ANN
S12,0.12480828960919028,0.5202297115180927,0.28625352741436577,0.0687084714583544,ANN
S13,0.0479936777216161,0.16056001825635383,0.7738898545180829,0.017556449503946633,CNN-LSTM
S14,0.386533222457938,0.17167649066511353,0.3562936533883212,0.08549663348862656,1D-CNN
S15,0.4060899859633913,0.14228828364167023,0.08573892166220516,0.36588280873273554,1D-CNN
S16,0.35620328738633944,0.23102981280815305,0.12479488978800676,0.28797201001750455,1D-CNN
S17,0.23332865391870775,0.2165095395845276,0.2548640434974292,0.29529776299933563,GRU
S18,0.24059237783417764,0.23379581701329022,0.3046555761319105,0.22095622902062115,CNN-LSTM
S19,0.2945395360371093,0.21649816240743636,0.3268413507267794,0.16212095082867498,CNN-LSTM
S20,0.19880143247038343,0.07083830315121463,0.669207682096446,0.06115258228195514,CNN-LSTM
S21,0.5044156767237453,0.06248472492993474,0.40109438888816895,0.032005209458147485,1D-CNN
S22,0.5724995356149462,0.2852920729723083,0.08270925825455201,0.0594991331581933,1D-CNN
S23,0.22838689395481326,0.45747732595580487,0.16127413379769828,0.15286164629167992,ANN
S24,0.37348427808286194,0.09354979723215807,0.05475345612134721,0.4782124685636301,GRU
S25,0.25942553052651923,0.2687531594083192,0.11595718192260633,0.35586412814255874,GRU
S26,0.24189544906123453,0.2058069553934772,0.15101623078055454,0.40128136476473225,GRU
S27,0.23162353798965923,0.43567918695711183,0.18132781998793485,0.15136945506529426,ANN
S28,0.20729969796785816,0.41185667575347035,0.298548994541119,0.08229463173754936,ANN
S29,0.2737562349283155,0.13344880336074672,0.560933023513663,0.031861938197273704,CNN-LSTM
S30,0.04686043063577675,0.27407694240046665,0.657095283394622,0.02196734356913379,CNN-LSTM
S31,0.7667369566065999,0.12071207116303034,0.08357431722253132,0.028976655007838168,1D-CNN
S32,0.4661817826112885,0.27450446521874666,0.2062050916412202,0.05310866052874356,1D-CNN
S33,0.1549828714108822,0.10357988064617721,0.5375038943182279,0.20393335362470882,CNN-LSTM
S34,0.5402582085882892,0.08884102557707341,0.07450059280967619,0.2964001730249602,1D-CNN
S35,0.12986456839825514,0.3291372423193939,0.2130113659261549,0.3279868233561959,ANN
