time,ncells,lon,lat,O3,CO,NO,NO2,SO2,PM1,PM2.5,PM10,StationName
2024-01-11 01:00:00,0,150.782544,-34.577839,2.8496144,0.07891506,0.060295433,0.10839632,0.017216308,2.7377973,4.566719,7.858436,Albion_Park_Sth
2024-01-11 01:00:00,1,150.580539,-34.306187,4.4730654,0.09795151,0.033510964,0.109299146,0.108707756,2.1408775,4.9723544,8.005839,Albion_Park_Sth
2024-01-11 01:00:00,2,149.57333,-33.40333,,,,,,,,,Albion_Park_Sth
2024-01-11 01:00:00,3,150.761939,-33.917658,5.272492,0.12621593,0.062233124,0.21235308,0.023868732,1.9809154,3.532004,5.661249,Albion_Park_Sth
2024-01-11 01:00:00,4,150.690141,-34.041702,4.6689353,0.100520805,0.027945433,0.09942906,0.028995391,1.9780705,4.106943,6.628043,Albion_Park_Sth
2024-01-11 01:00:00,5,150.795546,-34.066648,3.5853775,0.09266297,0.075775,0.15865205,0.029875638,1.7936633,4.0289083,6.945561,Albion_Park_Sth
2024-01-11 01:00:00,6,151.046062,-33.891572,2.8574946,0.12626776,0.3558767,0.4828736,0.0607802,2.0998156,3.5891597,8.039343,Albion_Park_Sth
2024-01-11 01:00:00,7,151.135792,-33.916185,2.2979703,0.122647405,0.45560026,0.55899686,0.117149405,2.177591,3.7279146,9.115364,Albion_Park_Sth
2024-01-11 01:00:00,8,150.81916,-34.47442,2.7210608,0.1275997,0.14361773,0.19611637,0.09354081,1.863115,3.5826917,7.9754043,Albion_Park_Sth
2024-01-11 01:00:00,9,151.046778,-33.881407,2.7894468,0.12833914,0.37722594,0.5088809,0.057445545,2.0750427,3.5448325,7.984277,Albion_Park_Sth
2024-01-11 01:00:00,10,150.90731,-33.931338,4.141588,0.13109683,0.16651383,0.40485674,0.03445404,2.1812775,3.975314,7.036161,Albion_Park_Sth
2024-01-11 01:00:00,11,151.117809,-33.76526,2.2073674,0.0966987,0.17475042,0.2109131,0.02931329,1.4342055,2.3752902,5.19953,Albion_Park_Sth
2024-01-11 01:00:00,12,151.759634,-32.931176,,,,,,,,,Albion_Park_Sth
2024-01-11 01:00:00,13,150.498009,-34.051688,4.688205,0.09053653,0.011137009,0.042117182,0.04484696,2.27576,4.7923455,7.197696,Albion_Park_Sth
2024-01-11 01:00:00,14,150.997812,-33.799489,3.031714,0.11864674,0.16252792,0.30596128,0.009906279,1.6059412,2.8599641,6.5205345,Albion_Park_Sth
2024-01-11 01:00:00,15,150.914185,-33.794246,3.8485453,0.12664361,0.16370437,0.33899912,0.00554138,1.9061687,3.2022955,6.315394,Albion_Park_Sth
2024-01-11 01:00:00,16,151.242802,-33.931776,2.075306,0.09411809,0.56707036,0.5703949,0.57077354,2.8706653,4.7838836,13.894466,Albion_Park_Sth
2024-01-11 01:00:00,17,150.747347,-33.616436,3.6379955,0.08456752,0.02374803,0.07219789,0.007361535,1.1641016,2.2185676,4.2038136,Albion_Park_Sth
2024-01-11 01:00:00,18,151.163933,-33.864353,2.1308215,0.11784159,0.4355437,0.43015975,0.09876403,2.0614438,3.6533291,10.372636,Albion_Park_Sth
2024-01-11 01:00:00,19,150.766799,-33.795155,4.9224796,0.13855664,0.14239292,0.37055057,0.006494969,2.0547357,3.309074,5.3750615,Albion_Park_Sth
2024-01-11 01:00:00,20,150.887328,-34.417064,2.553391,0.10719583,0.08677463,0.11348591,0.06331197,1.3047342,2.5649405,7.908877,Albion_Park_Sth
2024-01-11 01:00:00,21,151.432414,-33.278966,1.5481864,0.066893406,0.03123215,0.04063393,0.002317538,1.7639831,3.636855,9.2414665,Albion_Park_Sth
2024-01-11 02:00:00,0,150.782544,-34.577839,2.2864897,0.07537579,0.06776662,0.094893634,0.004933551,2.4395454,3.6797547,6.717893,Albion_Park_Sth
2024-01-11 02:00:00,1,150.580539,-34.306187,5.120641,0.17567776,0.049241085,0.1709773,0.13729784,2.3186638,4.868347,7.546019,Albion_Park_Sth
2024-01-11 02:00:00,2,149.57333,-33.40333,,,,,,,,,Albion_Park_Sth
2024-01-11 02:00:00,3,150.761939,-33.917658,4.386577,0.094669916,0.02617768,0.09068276,0.03170378,2.2708323,4.389229,7.5653605,Albion_Park_Sth
2024-01-11 02:00:00,4,150.690141,-34.041702,3.4082766,0.08275702,0.02278543,0.06358043,0.03298538,1.7241853,3.672234,6.4371457,Albion_Park_Sth
2024-01-11 02:00:00,5,150.795546,-34.066648,2.6498144,0.08369822,0.08292239,0.12578633,0.032258272,1.6063501,3.331592,6.408462,Albion_Park_Sth
2024-01-11 02:00:00,6,151.046062,-33.891572,2.8876302,0.10756646,0.2521183,0.3264588,0.040393196,1.8489083,3.380536,7.67018,Albion_Park_Sth
2024-01-11 02:00:00,7,151.135792,-33.916185,2.22752,0.109625794,0.399895,0.36047068,0.051666506,1.9137304,3.5078604,8.967052,Albion_Park_Sth
2024-01-11 02:00:00,8,150.81916,-34.47442,2.2670655,0.11223844,0.13397732,0.1519521,0.0698111,1.2943739,2.4696276,6.1652536,Albion_Park_Sth
2024-01-11 02:00:00,9,151.046778,-33.881407,2.917034,0.11012715,0.2778063,0.35664767,0.044203453,1.8822871,3.4183366,7.6674967,Albion_Park_Sth
2024-01-11 02:00:00,10,150.90731,-33.931338,3.1544561,0.10275313,0.15843596,0.23814556,0.022557214,2.0363262,3.8332243,7.7424135,Albion_Park_Sth
2024-01-11 02:00:00,11,151.117809,-33.76526,2.3411891,0.10251855,0.27152133,0.30085173,0.06994646,1.5082672,2.4467416,4.4318237,Albion_Park_Sth
2024-01-11 02:00:00,12,151.759634,-32.931176,,,,,,,,,Albion_Park_Sth
2024-01-11 02:00:00,13,150.498009,-34.051688,4.0953026,0.084964626,0.0067159156,0.025163565,0.027567796,2.0017862,4.408861,6.927941,Albion_Park_Sth
2024-01-11 02:00:00,14,150.997812,-33.799489,3.3704786,0.12749349,0.26095286,0.41061476,0.05598941,1.9947898,3.4513416,6.8935304,Albion_Park_Sth
2024-01-11 02:00:00,15,150.914185,-33.794246,3.889481,0.13370319,0.23397501,0.44037804,0.04395538,2.3203037,3.8364332,7.1698046,Albion_Park_Sth
2024-01-11 02:00:00,16,151.242802,-33.931776,2.0641255,0.08317029,0.29022104,0.28219375,0.2527873,1.8422512,3.2432911,10.481523,Albion_Park_Sth
2024-01-11 02:00:00,17,150.747347,-33.616436,3.1497123,0.08056485,0.01862856,0.05082722,0.0052676364,1.1857984,2.3568885,4.444572,Albion_Park_Sth
2024-01-11 02:00:00,18,151.163933,-33.864353,2.1434488,0.1256782,0.43393907,0.5433832,0.08489684,1.988121,3.482393,10.079341,Albion_Park_Sth
2024-01-11 02:00:00,19,150.766799,-33.795155,5.0934467,0.13219862,0.119327605,0.32977214,0.024352519,2.4218383,4.1039433,7.13236,Albion_Park_Sth
2024-01-11 02:00:00,20,150.887328,-34.417064,2.324585,0.091721036,0.08523493,0.1025571,0.06842442,1.1972176,2.3090367,7.0099726,Albion_Park_Sth
2024-01-11 02:00:00,21,151.432414,-33.278966,1.5612432,0.06911384,0.033406757,0.041376617,0.0021317406,1.882824,3.8572893,9.795956,Albion_Park_Sth
2024-01-11 03:00:00,0,150.782544,-34.577839,1.9308283,0.0740697,0.067648515,0.08126301,0.0016496335,2.159054,3.1411746,5.9838133,Albion_Park_Sth
2024-01-11 03:00:00,1,150.580539,-34.306187,4.2503095,0.1581372,0.052707102,0.15219988,0.11693392,1.8158659,3.6498358,6.1287208,Albion_Park_Sth
2024-01-11 03:00:00,2,149.57333,-33.40333,,,,,,,,,Albion_Park_Sth
2024-01-11 03:00:00,3,150.761939,-33.917658,3.1911964,0.082227014,0.029565748,0.08037263,0.012626612,1.8014226,3.472014,7.0179,Albion_Park_Sth
2024-01-11 03:00:00,4,150.690141,-34.041702,2.6555948,0.07846376,0.026382,0.060213648,0.016004885,1.6523983,3.3600109,6.490711,Albion_Park_Sth
2024-01-11 03:00:00,5,150.795546,-34.066648,2.2712994,0.08253264,0.08220158,0.10752472,0.01057324,1.5362277,3.195759,6.575013,Albion_Park_Sth
2024-01-11 03:00:00,6,151.046062,-33.891572,2.2328174,0.10453447,0.29200515,0.29532832,0.022085935,1.548003,2.8809505,7.2846537,Albion_Park_Sth
2024-01-11 03:00:00,7,151.135792,-33.916185,1.8975185,0.113857076,0.5043354,0.4004228,0.09085343,1.8204366,3.271382,9.170164,Albion_Park_Sth
2024-01-11 03:00:00,8,150.81916,-34.47442,1.748529,0.09793646,0.1299638,0.116405256,0.048979115,0.95656663,1.7698486,5.32324,Albion_Park_Sth
2024-01-11 03:00:00,9,151.046778,-33.881407,2.2465696,0.10710189,0.3266346,0.32749832,0.027588755,1.5598356,2.8823934,7.250475,Albion_Park_Sth
2024-01-11 03:00:00,10,150.90731,-33.931338,2.5273352,0.09981947,0.16928884,0.2131763,0.00848923,1.6720462,3.168807,7.205393,Albion_Park_Sth
2024-01-11 03:00:00,11,151.117809,-33.76526,2.5533378,0.09998667,0.17977233,0.24957676,0.0447772,1.5440855,2.606829,5.396207,Albion_Park_Sth
2024-01-11 03:00:00,12,151.759634,-32.931176,,,,,,,,,Albion_Park_Sth
2024-01-11 03:00:00,13,150.498009,-34.051688,3.2127578,0.07653415,0.0062883287,0.019887425,0.032285903,1.7092398,3.6229608,6.026134,Albion_Park_Sth
2024-01-11 03:00:00,14,150.997812,-33.799489,2.790091,0.12776107,0.28793886,0.41859922,0.03351435,1.6772691,2.9146123,6.2197003,Albion_Park_Sth
2024-01-11 03:00:00,15,150.914185,-33.794246,3.2141225,0.12777437,0.2751338,0.41903478,0.032175254,2.0732388,3.492497,6.6204686,Albion_Park_Sth
2024-01-11 03:00:00,16,151.242802,-33.931776,1.6554956,0.082187414,0.34738907,0.24888176,0.22416219,0.9647382,1.4572824,4.6581726,Albion_Park_Sth
