Segment,1D-CNN,ANN,LSTM,CNN-LSTM,GRU,Selected
S1,0.12354420144587656,0.03498972333575085,0.2038053157069357,0.5664554787885352,0.07120528072289743,CNN-LSTM
S2,0.2191264041558052,0.21630703798042758,0.11125737415066601,0.15451679278915606,0.2987923909239465,GRU
S3,0.13090833817953015,0.2476955893377894,0.23843529966308835,0.24288563272037578,0.14007514009921446,ANN
S4,0.17884466649716801,0.2454718846140219,0.23671915450379197,0.1586683412251724,0.18029595315985128,ANN
S5,0.148141637934921,0.3848510816949931,0.12449906613081821,0.07040399193952607,0.27210422229974157,ANN
S6,0.055294300999592726,0.333698982463823,0.260188556140694,0.07779711923037666,0.2730210411655144,ANN
S7,0.12708344125259508,0.08196519142503811,0.17486718897552384,0.5396862048708895,0.07639797347595186,CNN-LSTM
S8,0.2304320730908687,0.2772355957321251,0.08883810621237626,0.3153760305265905,0.08811819443803863,CNN-LSTM
S9,0.20770568063173164,0.32212725123237973,0.0611757507292635,0.13061468260113293,0.2783766348054932,ANN
S10,0.23526730325644676,0.20625091209197782,0.07935777204716005,0.17442989013239607,0.30469412247202055,GRU
S11,0.2264220998877044,0.21251824714106904,0.1424918285739332,0.1644499235355722,0.25411790086172004,GRU
S12,0.1917523292661115,0.17509739882926115,0.21160772196055602,0.1783786029895703,0.24316394695449564,GRU
S13,0.1470270018793461,0.2502234436153468,0.1873975315702692,0.16239526467556148,0.25295675825947045,GRU
S14,0.13201721801604785,0.2505983664298984,0.24219335052070604,0.2645740339327567,0.11061703110058944,CNN-LSTM
S15,0.2363681128184474,0.25733338844816434,0.23405749576800794,0.15728209120766376,0.11495891175771163,ANN
S16,0.1210408028404717,0.16924865403797953,0.1957379111075599,0.18805847639129183,0.32591415562269677,GRU
S17,0.13173485286529504,0.30937074044345053,0.02284327601191847,0.4579984764936639,0.07805265418567159,CNN-LSTM
S18,0.3726428712108641,0.14644384518947462,0.2195955302454247,0.1601305704933237,0.10118718286091324,1D-CNN
S19,0.17328024767845887,0.1924956892776443,0.3051950650060523,0.24129294425296352,0.08773605378488203,LSTM
S20,0.269348080166257,0.24343206736084005,0.1704474495859901,0.17013570016793692,0.14663670271897622,1D-CNN
S21,0.16725652809427505,0.24401115001110818,0.20975477154705352,0.1732268279342651,0.205750722413299,ANN
S22,0.1649332579807846,0.17604830188506004,0.28957201229823015,0.1325471484157479,0.236899279420175,LSTM
S23,0.05457798349032948,0.15131790131188474,0.4850575912135671,0.06326779913803582,0.24577872484618393,LSTM
S24,0.1630889160359414,0.4206526074801237,0.07476739673343138,0.25355034380593733,0.08794073594456565,ANN
S25,0.36823314966428705,0.19533351789719966,0.021399322448293803,0.04515363476430051,0.3698803752259235,GRU
S26,0.15769669681462756,0.41670818409940913,0.020730007911741205,0.23991517648405844,0.16494993469016458,ANN
S27,0.3156630974235012,0.07914037238606152,0.024054553187795306,0.4649744047200835,0.11616757228255814,CNN-LSTM
S28,0.18969711402472952,0.10954467191537999,0.3245509110414249,0.1419910187904961,0.23421628422796714,LSTM
S29,0.2019204703628055,0.1793317807053615,0.1965449305236918,0.29800241522771165,0.12420040318042841,CNN-LSTM
S30,0.33448153223759747,0.18164474316374465,0.1428916748331415,0.2443273990214559,0.09665465074406782,1D-CNN
S31,0.11160206981069047,0.3440556186734195,0.27981349083721296,0.21914753961692074,0.04538128106175546,ANN
S32,0.1309844521777527,0.1357101952661639,0.3043226682870852,0.1916398577450978,0.2373428265239002,LSTM
S33,0.27053315235164427,0.10117589496176473,0.13841205101877135,0.17017662463435526,0.31970227703346343,GRU
S34,0.2075133085639625,0.15923659232104415,0.19667205838346374,0.1869157420007261,0.24966229873080312,GRU
S35,0.1757330749043807,0.20340464500941788,0.26548186992039435,0.15678010041624438,0.1986003097495674,LSTM
S36,0.0723925525047909,0.6014573832796574,0.14861215684830528,0.04111533946245673,0.13642256790478915,ANN
S37,0.0685581739236224,0.37386545044636765,0.3766016158713111,0.05963276531181722,0.1213419944468817,LSTM
S38,0.32304147461147603,0.3014767046597333,0.0679293096318779,0.2564129516796232,0.05113955941728945,1D-CNN
S39,0.22829397196691445,0.23730402782883978,0.04234807133201833,0.42445472719845495,0.06759920167377131,CNN-LSTM
S40,0.19002475575147168,0.2203949968094726,0.18223162158842074,0.1973076013501544,0.21004102450047962,ANN
S41,0.22683757983862576,0.18217210336707043,0.12348796529608481,0.25110283135129907,0.21639952014691738,CNN-LSTM
S42,0.25898455286959193,0.19668023380034294,0.17408160651042398,0.18350142859511814,0.18675217822452503,1D-CNN
S43,0.20834865473322184,0.19664327168986248,0.25192994851186085,0.17981727255173224,0.16326085251332215,LSTM
S44,0.35799967173238845,0.1951511845138024,0.13058293498454815,0.08730361022145208,0.22896259854780354,1D-CNN
S45,0.05015381111107856,0.047949482826433444,0.5748665968678485,0.18063832496368537,0.14639178423095342,LSTM
S46,0.14511223431297188,0.5982102040411663,0.09553578127381242,0.04584838475803951,0.11529339561401084,ANN
S47,0.08757015791287355,0.14164323227755587,0.4682106561679236,0.1288023150431158,0.17377363859853132,LSTM
