Segment,1D-CNN,ANN,CNN-LSTM,GRU,Selected
S1,0.11058392105419457,0.022727389830334274,0.7934747582463849,0.07321393086908848,CNN-LSTM
S2,0.3063649237781965,0.2078491759788351,0.2034864709693092,0.28229942927364304,1D-CNN
S3,0.11468786125225092,0.38290641556370386,0.37466646358213407,0.12773925960189986,ANN
S4,0.22777703125764315,0.38703780743586547,0.18359059166453706,0.2015945696419579,ANN
S5,0.12428769018934936,0.43127648223209897,0.07145718566095774,0.37297864191759234,ANN
S6,0.054156978378735704,0.43435396396019704,0.09475332743800793,0.41673573022304955,ANN
S7,0.13105832866736264,0.07904363394844857,0.6871044116477293,0.10279362573644989,CNN-LSTM
S8,0.2201345900253968,0.36516764159126297,0.3027859186546292,0.11191184972870938,ANN
S9,0.2306993954966775,0.39769973579832363,0.08453047353408975,0.28707039517090793,ANN
S10,0.21954134873842562,0.2482973254322548,0.13324346125322623,0.39891786457609085,GRU
S11,0.25457351457918304,0.2481124861589943,0.1601567653537652,0.33715723390804125,GRU
S12,0.2298820905303073,0.19776050803533082,0.21084238434582858,0.3615150170885474,GRU
S13,0.14297089876087493,0.2522669732689212,0.1879168891984761,0.4168452387717271,GRU
S14,0.14227508691793428,0.3058619473444336,0.3749399391048717,0.17692302663276036,CNN-LSTM
S15,0.28078137187744745,0.4252405128498991,0.13181559927947858,0.1621625159931733,ANN
S16,0.1364245657196145,0.14828594860434385,0.14805813172088697,0.5672313539551483,GRU
S17,0.1282382182834649,0.3400974127488286,0.4842182006112297,0.04744616835647565,CNN-LSTM
S18,0.5462098891262723,0.18052779852216744,0.21325294828352753,0.06000936406802951,1D-CNN
S19,0.2544554274594326,0.27031464594856164,0.41059880729768905,0.0646311192943103,CNN-LSTM
S20,0.3941432307373098,0.34100600316576096,0.1595514674311315,0.10529929866579373,1D-CNN
S21,0.21073121733136152,0.3480808180448632,0.1971913881748651,0.24399657644890327,ANN
S22,0.24696019938239738,0.21396735301199243,0.1575530303728676,0.3815194172327577,GRU
S23,0.04174936772881777,0.17541285381479896,0.11833531661047206,0.6645024618459113,GRU
S24,0.0686122949403999,0.6781450775993619,0.15026216534631326,0.10298046211392063,ANN
S25,0.4456991745375577,0.15373278061320816,0.009676146666884091,0.39089189818234066,1D-CNN
S26,0.14784806249150306,0.5602594282676008,0.12511834560486332,0.16677416363603256,ANN
S27,0.26463928755350113,0.04367432555686805,0.6296442244666661,0.06204216242295695,CNN-LSTM
S28,0.32815065003883537,0.13833661207985246,0.19682115840070458,0.33669157948061085,GRU
S29,0.24859243204146775,0.1804330165479155,0.4630919094180073,0.107882641992613,CNN-LSTM
S30,0.43268665235483833,0.18136055367581727,0.3118381171081102,0.07411467686124316,1D-CNN
S31,0.1605728280618032,0.42953349016903175,0.364224154281553,0.04566952748760914,ANN
S32,0.1923481479002544,0.19549381812163305,0.32249165602872054,0.2896663779493848,CNN-LSTM
S33,0.3382646768796444,0.10788264556912802,0.19129949333979948,0.36255318421144117,GRU
S34,0.26544132345521404,0.17326482266356508,0.2401231522379489,0.3211707016432713,GRU
S35,0.2290974884393048,0.2942871494087199,0.1978077592772456,0.2788076028747256,ANN
S36,0.0736496801352067,0.7046447107597352,0.04403390388259342,0.17767170522245065,ANN
S37,0.08272143535521304,0.5678008742866947,0.11368015861201007,0.23579753174608212,ANN
S38,0.3625765392215159,0.34235247451427575,0.24811900193387496,0.04695198433033284,1D-CNN
S39,0.2362289672232585,0.24102480985931593,0.4557778003129125,0.06696842260450707,CNN-LSTM
S40,0.23273322133008562,0.266721891016007,0.2552125453070437,0.245332342346877,ANN
S41,0.2585154537596073,0.20350637532059396,0.30682000804985,0.23115816286994842,CNN-LSTM
S42,0.33285607761050956,0.23836417053768438,0.22409804251826257,0.20468170933353402,1D-CNN
S43,0.2911894542465243,0.2718865292978464,0.24231155159757267,0.19461246485804562,1D-CNN
S44,0.4403035337089526,0.14702519348785864,0.1029853569248096,0.30968591587835836,1D-CNN
S45,0.035302716879374904,0.03215056808893102,0.6294061161228904,0.30314059890880035,CNN-LSTM
S46,0.11176348271187558,0.8279657203139019,0.011685384788904959,0.04858541218532308,ANN
S47,0.08228021845533533,0.2648393379237195,0.18569713968202897,0.46718330393891033,GRU
S48,0.20605434103189443,0.0678906527098004,0.2615804164459851,0.46447458981231754,GRU
S49,0.031726244220561674,0.0559376569524907,0.8871185775103961,0.02521752131656187,CNN-LSTM
S50,0.6654749996571768,0.17191594813854444,0.12635141509863618,0.03625763710564128,1D-CNN
S51,0.07586422954480897,0.6275897552773623,0.24835605863417512,0.048189956543652254,ANN
S52,0.30682555240921977,0.3004876892672304,0.2836819955267841,0.10900476279676147,1D-CNN
S53,0.2438721749883039,0.3974006708949761,0.2544698435537695,0.10425731056295731,ANN
S54,0.7972854706216851,0.09724231571451925,0.05346731156932233,0.05200490209447154,1D-CNN
S55,0.20486292563272346,0.4074994911872008,0.039793169780194725,0.34784441339987926,ANN
S56,0.03858502538684126,0.05960252715386301,0.11852690133206913,0.7832855461272189,GRU
S57,0.15983016469854988,0.1619312194916617,0.0775895339281047,0.6006490818816832,GRU
S58,0.08642426463115511,0.48095930595605874,0.05022113292159932,0.3823952964911857,ANN
S59,0.10151764192306133,0.208521156244247,0.44757161143770735,0.2423895903949849,CNN-LSTM
S60,0.16329298347223237,0.25853258061015133,0.3901668046726725,0.1880076312449326,CNN-LSTM
S61,0.4391117761050586,0.3640801223076686,0.08056208804562039,0.11624601354164832,1D-CNN
S62,0.31320772549987363,0.3178101211864515,0.0319009945702408,0.3370811587434342,GRU
S63,0.21981174763351052,0.28197512857275114,0.08754450961123993,0.4106686141824927,GRU
S64,0.225083218994781,0.21842884820720568,0.1138551205345538,0.44263281226345935,GRU
S65,0.18138513627314376,0.0959269034670402,0.1949746523623342,0.5277133078974743,GRU
S66,0.2160148742909785,0.19194654542481582,0.3740549882271579,0.21798359205704507,CNN-LSTM
S67,0.4400128076831836,0.258578273754347,0.20781581412095199,0.0935931044415094,1D-CNN
S68,0.18817066218504702,0.3378652424679004,0.31227459310882255,0.16168950223823073,ANN
S69,0.18661775624342997,0.4180597290593116,0.2658674260304447,0.12945508866681188,ANN
S70,0.2756550465678583,0.4359461412926742,0.20063512876127723,0.0877636833781846,ANN
S71,0.32814602514921076,0.343576220204537,0.21267147349889187,0.11560628114735697,ANN
S72,0.05713839439058936,0.9345784787772138,0.0008762548884586259,0.007406871943742872,ANN
S73,0.034837411839730506,0.0822784196970728,0.047039526527012474,0.835844641936187,GRU
S74,0.1655288717755898,0.27386673571766906,0.22561175328796715,0.3349926392187711,GRU
S75,0.047946653164198105,0.1957054185601423,0.7070023381795977,0.04934559009607221,CNN-LSTM
S76,0.14771662938338118,0.36966448975966176,0.2650671964170611,0.21755168443988432,ANN
S77,0.3338461553934668,0.10953668305473106,0.1567943778970197,0.3998227836547717,GRU
S78,0.5198626522942325,0.20627587959115745,0.17089330634114167,0.10296816177346745,1D-CNN
S79,0.2782521451141788,0.17610861669639793,0.4541455215678168,0.09149371662160294,CNN-LSTM
S80,0.23879325193017228,0.34499753471508016,0.3181033875506133,0.09810582580413016,ANN
S81,0.32218177820859706,0.25657125304678724,0.1513862354660613,0.26986073327855076,1D-CNN
S82,0.08717997294628695,0.5431230774634503,0.09898603425210292,0.27071091533815894,ANN
S83,0.15551202277868534,0.18992187179230877,0.2800034373138531,0.37456266811515243,GRU
S84,0.04584950794983551,0.43850982982455855,0.08896143836081548,0.4266792238647948,ANN
S85,0.05361654906916113,0.02091246349304134,0.6432572478978653,0.28221373953993184,CNN-LSTM
S86,0.13780302419816542,0.1990741951741771,0.13620190008776895,0.5269208805398797,GRU
S87,0.28860495423058297,0.29326333865685184,0.14201349582418488,0.27611821128839853,ANN
S88,0.6017598909372973,0.0728978071466636,0.08958465240340117,0.2357576495126378,1D-CNN
S89,0.697646641210855,0.049917635256789536,0.16853057811950953,0.08390514541284518,1D-CNN
S90,0.29098672318181185,0.2095587149302694,0.35800864976208596,0.1414459121258297,CNN-LSTM
S91,0.06995286233155121,0.6009180570086158,0.2891670403090755,0.03996204035075519,ANN
S92,0.24991640941977708,0.48489017051526756,0.16421893020988274,0.10097448985507593,ANN
S93,0.2217281726011197,0.3599229027409931,0.25313222853784123,0.16521669612003811,ANN
S94,0.2890031087770048,0.3776328728976449,0.13198271809484372,0.20138130023050213,ANN
S95,0.0502340515239796,0.03362682596033047,0.13523029446120388,0.7809088280544845,GRU
S96,0.01527397061311797,0.02179265643444379,0.4959243585549913,0.46700901439744696,CNN-LSTM
S97,0.182067279485852,0.1405488730793825,0.41163094231816,0.2657529051166132,CNN-LSTM
S98,0.2734798755495861,0.48643457869583206,0.13284043884573282,0.10724510690883715,ANN
S99,0.2421686295789372,0.708719467581578,0.008347983476446072,0.040763919363038754,ANN
S100,0.6623051513755767,0.03217918448407922,0.08487715177231618,0.22063851236801596,1D-CNN
S101,0.15006884423193376,0.09724022387909641,0.08634871403033242,0.6663422178586352,GRU
S102,0.2450228381313447,0.3620075239399792,0.18843262298637625,0.2045370149422953,ANN
S103,0.20508018723749633,0.24316163902272334,0.24073502054246665,0.31102315319731355,GRU
S104,0.009352578833301501,0.016870202555757226,0.13120997251131308,0.8425672460996277,GRU
S105,0.03431378209284673,0.03863598380314496,0.265175502103391,0.6618747320006115,GRU
S106,0.01779908244226875,0.0038958900880501084,0.1447819824572622,0.8335230450124141,GRU
S107,0.003678145788075714,0.01305912681176828,0.05121073556556704,0.9320519918345864,GRU
S108,0.03510237319458542,0.06379205186512846,0.3103565736281093,0.5907490013121748,GRU
