Segment,1D-CNN,ANN,CNN-LSTM,GRU,Selected
S1,0.12183040842276101,0.029001049433397312,0.7653038736926971,0.08386466845114587,CNN-LSTM
S2,0.28444897495461235,0.20471243040393564,0.20110568810617263,0.3097329065352769,GRU
S3,0.14462526636788195,0.3545107560327298,0.3485038354088866,0.1523601421904993,ANN
S4,0.23295646812377713,0.3585958823999697,0.1933121859398091,0.21513546353644858,ANN
S5,0.1438402737932849,0.4231247067087641,0.07722570901650688,0.35580931048144393,ANN
S6,0.06375537309601677,0.44540389744577163,0.09962204137962287,0.39121868807858784,ANN
S7,0.1436187898434591,0.08951410072809882,0.671658523340768,0.09520858608767313,CNN-LSTM
S8,0.23767451904513204,0.32977830085030724,0.32455693681968956,0.10799024328487089,ANN
S9,0.229291719417408,0.38019958651450214,0.09832035300374374,0.2921883410643468,ANN
S10,0.23312995191456207,0.24040215847506496,0.15100809689280126,0.3754597927175673,GRU
S11,0.2594823148554804,0.2553116304392008,0.18231104359522135,0.30289501111009753,GRU
S12,0.243614778369205,0.21454138228403422,0.22483554516692514,0.31700829417983994,GRU
S13,0.16216093287640437,0.27623679772717824,0.19566740130642366,0.36593486808999726,GRU
S14,0.1585886031363513,0.3213435973323989,0.3634848015167981,0.15658299801445472,CNN-LSTM
S15,0.2999736038798761,0.3699088858142844,0.17006636522873073,0.16005114507710783,ANN
S16,0.1272537016231887,0.17648063109954437,0.1845135198374026,0.5117521474398607,GRU
S17,0.14053096227303222,0.33259307384075504,0.46208583360361294,0.06479013028260053,CNN-LSTM
S18,0.5162708516535258,0.18700086551472536,0.20105175792462573,0.09567652490712411,1D-CNN
S19,0.2358849515721106,0.277785181374831,0.3921385896809531,0.09419127737210531,CNN-LSTM
S20,0.37095809422713677,0.31760471641537885,0.1830156015061202,0.1284215878513633,1D-CNN
S21,0.2376781103039253,0.32707496302290945,0.22011247371505044,0.2151344529581161,ANN
S22,0.26843054945980266,0.2056184206008132,0.18789229688126513,0.3380587330581188,GRU
S23,0.06962951277010417,0.23754513723072107,0.11714641537305624,0.575678934626122,GRU
S24,0.12173338901293894,0.549724477778971,0.22316922171241185,0.10537291149567717,ANN
S25,0.39977287849085047,0.18981675427313993,0.023294755575022356,0.38711561166098724,1D-CNN
S26,0.15274116508589172,0.4790306266711559,0.20536397907759132,0.16286422916536095,ANN
S27,0.26045442868640983,0.060927662404587045,0.5993225418514844,0.07929536705751726,CNN-LSTM
S28,0.31128588050738193,0.15830353454119078,0.1787900798950344,0.3516205050563923,GRU
S29,0.23649047628705128,0.20541991334557047,0.4221194351520979,0.1359701752152846,CNN-LSTM
S30,0.4053541400878397,0.1868115271939686,0.3202648317326011,0.0875695009855894,1D-CNN
S31,0.1557327824834363,0.4480996436972013,0.34361074155678173,0.05255683226258229,ANN
S32,0.19693112638508095,0.18985989559865676,0.2968065636146414,0.31640241440161815,GRU
S33,0.3349760672312175,0.11731405653396373,0.19724353543594444,0.3504663407988762,GRU
S34,0.2648513990504159,0.18869177927378497,0.22943605060029135,0.3170207710755071,GRU
S35,0.2315493506066437,0.2880040880979928,0.20812458950865217,0.2723219717867104,ANN
S36,0.08040304315094789,0.6962461306467391,0.04734520586691028,0.17600562033540262,ANN
S37,0.0959481004664944,0.5956131184004821,0.09957153917765438,0.20886724195536632,ANN
S38,0.352112288995315,0.3259620312206304,0.2706401017983381,0.051285577985716355,1D-CNN
S39,0.2276669661337763,0.23048649539261493,0.47426533071546867,0.0675812077581378,CNN-LSTM
S40,0.23196997592347512,0.2602847427376449,0.26695284808511016,0.24079243325376984,CNN-LSTM
S41,0.25543481380070565,0.2069784105620816,0.31506902890936256,0.22251774672784996,CNN-LSTM
S42,0.3273280768299873,0.23729627553874688,0.22976005483317177,0.2056155927980925,1D-CNN
S43,0.2835416870158272,0.2686570801709766,0.24374585761232218,0.2040553752008693,1D-CNN
S44,0.4533140037770657,0.1998135938983353,0.08644944868037951,0.2604229536442152,1D-CNN
S45,0.07044766002220873,0.06606696250752235,0.5289724597094352,0.3345129177608335,CNN-LSTM
S46,0.16016523698848278,0.71510957458648,0.02926105005199314,0.0954641383730443,ANN
S47,0.08779991627961517,0.28640906086834433,0.24326660538702474,0.3825244174650124,GRU
S48,0.2511789780582051,0.09505287708402291,0.2895449917834955,0.3642231530742763,GRU
S49,0.04037218262479668,0.073693569553023,0.8613753123749185,0.024558935447263393,CNN-LSTM
S50,0.5901076373097716,0.20227922764025213,0.16169749984893023,0.04591563520104704,1D-CNN
S51,0.07436074947862684,0.6000479203106849,0.2623601155670131,0.06323121464367533,ANN
S52,0.2583983413321151,0.25759029335569744,0.3234454917195905,0.16056587359259675,CNN-LSTM
S53,0.23565346462798,0.3733870250567171,0.26308427604372714,0.1278752342715809,ANN
S54,0.6686076939299969,0.1264445352485537,0.09831722738253607,0.1066305434389126,1D-CNN
S55,0.16637615820738083,0.32236739387722735,0.05675432510638263,0.4545021228090104,GRU
S56,0.04308693043952355,0.06555174160915903,0.13698993197254844,0.7543713959787689,GRU
S57,0.17240340613748542,0.16368442484739437,0.08440543339109297,0.5795067356240274,GRU
S58,0.09810466716131143,0.45863934755353186,0.05374060769241458,0.3895153775927409,ANN
S59,0.12194340968335131,0.2367092240276224,0.4202185282277475,0.22112883806127992,CNN-LSTM
S60,0.16148585350617886,0.2705415453180881,0.39135822090176975,0.17661438027396234,CNN-LSTM
S61,0.38167213575092324,0.336492666654588,0.13518133951180417,0.14665385808268555,1D-CNN
S62,0.2395026960893629,0.34746547599460914,0.04868169984370279,0.3643501280723234,GRU
S63,0.22347330958504177,0.2862281674579762,0.11907140388483554,0.3712271190721458,GRU
S64,0.23512002756020353,0.23359025944356515,0.12976931481621923,0.40152039818001317,GRU
S65,0.2045024723026873,0.13489035412554928,0.2105794373257458,0.45002773624601444,GRU
S66,0.23734098075165547,0.2092126316802669,0.35950254567222306,0.19394384189585376,CNN-LSTM
S67,0.43176441157204054,0.2583570908143048,0.21480414649728233,0.09507435111637155,1D-CNN
S68,0.19536456353861234,0.30983082613954477,0.3202691430459069,0.17453546727593697,CNN-LSTM
