Segment,1D-CNN,ANN,LSTM,CNN-LSTM,GRU,Selected
S1,0.15840632548979264,0.09792231481450124,0.23853394763196215,0.3101123723149612,0.1950250397487828,CNN-LSTM
S2,0.26302961500151295,0.14986652642727086,0.20053574676267727,0.2404517479212923,0.14611636388724586,1D-CNN
S3,0.10335343457559004,0.242248586521603,0.303167268895205,0.2414705602925747,0.10976014971502746,LSTM
S4,0.18644200403000122,0.25681495517978126,0.241927816734826,0.16144814882368613,0.1533670752317066,ANN
S5,0.12717872478354972,0.1963281621222238,0.2416799327768375,0.16922360326419295,0.26558957705319614,GRU
S6,0.12103301454907935,0.18542834879206122,0.2902288278168146,0.1678375773458969,0.23547223149614913,LSTM
S7,0.1438246483312419,0.1300546826577988,0.3145000175382847,0.1972840443670869,0.21433660710558702,LSTM
S8,0.1575363447359884,0.25505137248722043,0.18721688183659266,0.15871691311574554,0.2414784878244529,ANN
S9,0.2554232921552587,0.2993333655482507,0.10313331343155062,0.11360444614544582,0.22850558271949434,ANN
S10,0.18555967423779854,0.2719040752406792,0.09672789212007284,0.13743234881969701,0.30837600958175176,GRU
S11,0.20870505781621262,0.22083604476087085,0.1346683957037786,0.16825143876641083,0.2675390629527269,GRU
S12,0.19114931583984812,0.17478969527931856,0.1829512873161256,0.18713229940764872,0.263977402157059,GRU
S13,0.14618561595047966,0.15432185067999027,0.18723291090968738,0.18976560642959767,0.3224940160302441,GRU
S14,0.13454204695315486,0.16215540411023552,0.25717504433566957,0.2028767760070457,0.24325072859389565,LSTM
S15,0.19188551835415837,0.3148334263065828,0.13126491174585447,0.11371150150719216,0.24830464208621233,ANN
S16,0.2180373630037728,0.14943485572854578,0.08685228944440582,0.12729131467219906,0.4183841771510761,GRU
S17,0.2327144865843976,0.27927649104561947,0.10977672437730326,0.2633988390183795,0.11483345897430025,ANN
S18,0.2552819171330375,0.1968925956462464,0.26104541376555174,0.2210808524754881,0.06569922097967638,LSTM
S19,0.17772044998483877,0.1661943552311078,0.37124669678092836,0.22169352426472128,0.06314497373840379,LSTM
S20,0.29108448269496995,0.2726372098064025,0.18687634686446727,0.14933678522567267,0.10006517540848756,1D-CNN
S21,0.19888856367016253,0.23960547775542781,0.20908483681929355,0.17080489036199015,0.18161623139312585,ANN
S22,0.20599063559955746,0.15064089743948772,0.2678974820688963,0.14569811788582385,0.22977286700623611,LSTM
S23,0.035159635537965826,0.06559223001022313,0.5311914300273668,0.13442907608955956,0.2336276283348848,LSTM
S24,0.05467255380867903,0.4101112226727466,0.18991613690316103,0.09140738189818776,0.2538927047172266,ANN
S25,0.3992693715342491,0.20934960307391634,0.035889668884936825,0.02974419131334138,0.32574716519355623,1D-CNN
S26,0.2253520778092461,0.3869971089777673,0.0417908933928457,0.09349037741196774,0.25236954240817244,ANN
S27,0.2199578992040635,0.11747243798936073,0.09919303159595355,0.45153671705483983,0.11183991415578215,CNN-LSTM
S28,0.2464916581843904,0.1537454327821525,0.2362291926637277,0.17680712857663614,0.1867265877930933,1D-CNN
S29,0.199960412403284,0.1477307206331104,0.250241132242301,0.28356577167054015,0.1185019630507641,CNN-LSTM
S30,0.25726934008184715,0.17444800213444037,0.1987435479413472,0.2521282694420433,0.11741084040032182,1D-CNN
S31,0.21353816304499443,0.17259505798160865,0.22384713168234388,0.2651087172171166,0.12491093007393622,CNN-LSTM
S32,0.19784422330877743,0.19222143407752024,0.21733344714777458,0.24270009530105652,0.14990080016487148,CNN-LSTM
S33,0.23361348407060598,0.18397358541562778,0.1814880482001343,0.19914277011210804,0.20178211220152328,1D-CNN
S34,0.2030879884012521,0.15933150341772942,0.2283585509690867,0.20440080616539408,0.20482115104653806,LSTM
S35,0.18314606834943156,0.2141228513058741,0.2236987248977322,0.17437167837690168,0.20466067707006083,LSTM
S36,0.16065803947684004,0.19853405081385955,0.23458900358793053,0.1735249647255346,0.232693941395835,LSTM
S37,0.10173006573084357,0.14365878222543063,0.3446602051183875,0.20202758744621196,0.2079233594791263,LSTM
S38,0.22799038186270226,0.23202456693832424,0.1888012938956345,0.18250909193561382,0.1686746653677243,ANN
S39,0.20333305914591282,0.19773561227038983,0.19350665301764866,0.21494761176300972,0.1904770638030391,CNN-LSTM
S40,0.1971032998688533,0.19360073148632778,0.2118039987870669,0.213923700003929,0.18356826985382332,CNN-LSTM
S41,0.19819126471197387,0.19234082362806346,0.2095927929902281,0.2200266836180542,0.1798484350516807,CNN-LSTM
S42,0.21473370362361627,0.19662858747508274,0.22064150854824377,0.19889514859411164,0.16910105175894663,LSTM
S43,0.20517164774780597,0.20188443325627922,0.2370853519168288,0.19424685783556586,0.16161170924352003,LSTM
S44,0.22170947601500704,0.10629450006592409,0.2080503833238686,0.20825472065726533,0.25569091993793347,GRU
S45,0.016183033827072167,0.015045642662605567,0.7088822490352892,0.17823182302050677,0.08165725145452675,LSTM
S46,0.22358044637221094,0.5386141789542033,0.10475548144230665,0.04256164836521218,0.09048824486606687,ANN
S47,0.07726191977468258,0.2168885061268999,0.1850495239261681,0.14685165939551367,0.3739483907767371,GRU
S48,0.16363246608985293,0.09485120360367057,0.18983119143027438,0.21243085902832612,0.3392542798478761,GRU
S49,0.13943470658114274,0.11964613752845771,0.2071944370227707,0.2908318208666428,0.24289289800098726,CNN-LSTM
S50,0.40174429088505614,0.18452679836714958,0.13007999109935217,0.16525572870390928,0.11839319094453389,1D-CNN
S51,0.2237902133573293,0.26401962414156216,0.20215572129189843,0.21657683314262915,0.09345760806658114,ANN
S52,0.3064517576293109,0.3588631611005749,0.148117767129722,0.12469892834097084,0.061868385799422526,ANN
S53,0.2190434863633514,0.2496987434502281,0.22820697015097405,0.1882688618909183,0.1147819381445282,ANN
S54,0.604707112408919,0.1957016520370958,0.07399602514165754,0.07267976080773764,0.05291544960458927,1D-CNN
S55,0.26419318152922366,0.37269740833322273,0.08166556150693924,0.1243828238286106,0.15706102480200362,ANN
S56,0.11617823502388092,0.13598231667674124,0.12665007618114957,0.24341816633094063,0.37777120578728673,GRU
S57,0.17497619360318828,0.20376244076340724,0.16950987404806192,0.18237097268458258,0.26938051890076026,GRU
