time,ncells,lon,lat,O3,CO,NO,NO2,SO2,PM1,PM2.5,PM10,StationName
2024-01-12 01:00:00,0,150.782544,-34.577839,2.0052872,0.13389386,0.14479388,0.15217064,0.05706626,1.5036774,2.7683716,6.774242,Albion_Park_Sth
2024-01-12 01:00:00,1,150.580539,-34.306187,4.2539134,0.07826195,0.033388905,0.0971316,0.019129174,1.5150464,2.6166923,4.637141,Albion_Park_Sth
2024-01-12 01:00:00,2,149.57333,-33.40333,,,,,,,,,Albion_Park_Sth
2024-01-12 01:00:00,3,150.761939,-33.917658,3.9223676,0.08858377,0.045271747,0.12869434,0.007514002,1.576147,2.6829233,5.050553,Albion_Park_Sth
2024-01-12 01:00:00,4,150.690141,-34.041702,4.3527713,0.10099378,0.06642191,0.19190678,0.034845453,1.7271451,2.8732903,5.1855597,Albion_Park_Sth
2024-01-12 01:00:00,5,150.795546,-34.066648,3.683675,0.09226421,0.10755983,0.23936445,0.028625825,1.5496933,2.6646779,5.4427886,Albion_Park_Sth
2024-01-12 01:00:00,6,151.046062,-33.891572,2.2701013,0.08924111,0.28274733,0.29966354,0.06332649,1.5399183,2.7684357,6.1341567,Albion_Park_Sth
2024-01-12 01:00:00,7,151.135792,-33.916185,1.9643804,0.10377278,0.4130274,0.35020489,0.06922837,1.7763962,3.05958,6.6205378,Albion_Park_Sth
2024-01-12 01:00:00,8,150.81916,-34.47442,1.9957403,0.0723139,0.13781822,0.14729951,0.18559338,1.2622285,2.4133072,5.5001645,Albion_Park_Sth
2024-01-12 01:00:00,9,151.046778,-33.881407,2.2820113,0.0879418,0.27342582,0.2874121,0.049500022,1.4913644,2.7120214,6.043744,Albion_Park_Sth
2024-01-12 01:00:00,10,150.90731,-33.931338,3.0575461,0.09785591,0.17941281,0.2785516,0.045840643,1.6719594,2.8552094,5.838352,Albion_Park_Sth
2024-01-12 01:00:00,11,151.117809,-33.76526,1.9718792,0.07247966,0.099330686,0.122281745,0.0037486402,1.4242544,2.68994,6.070456,Albion_Park_Sth
2024-01-12 01:00:00,12,151.759634,-32.931176,,,,,,,,,Albion_Park_Sth
2024-01-12 01:00:00,13,150.498009,-34.051688,4.594893,0.096731104,0.026967209,0.092304304,0.0046367683,1.4464804,2.4239655,4.106424,Albion_Park_Sth
2024-01-12 01:00:00,14,150.997812,-33.799489,2.5100584,0.08219974,0.11423399,0.17255603,0.003393223,1.3482755,2.5496216,5.409006,Albion_Park_Sth
