Segment,RMSE,MAE,Pearson_r,R2,Max_Error,MAPE
S1,7.082823,6.465024,0.285568,-4.829182,10.789773,2.771669
S2,7.080825,6.44394,0.260443,-5.380151,10.789773,2.770148
S3,7.242946,6.641247,0.023021,-1.78189,10.789773,2.703071
S4,7.12341,6.455691,-0.001835,-1.775161,10.789773,2.533414
S5,7.182161,6.651053,0.053717,-1.807128,10.789773,2.595846
S6,6.929542,6.285546,-0.006619,-1.812894,10.789773,2.016229
S7,6.636899,5.722652,-0.106914,-1.708224,10.789773,1.625665
S8,6.319954,5.201282,-0.144397,-1.603393,10.789773,1.377769
S9,5.881752,4.663987,-0.111005,-1.397678,10.789773,1.155601
S10,5.513949,4.354095,-0.06937,-0.7252,10.789773,0.933242
S11,5.060183,3.911763,0.030158,-0.324087,10.789773,0.817446
S12,4.415196,3.283296,0.186428,-0.053921,10.789773,0.651701
S13,3.145269,2.4756,0.768702,0.382226,7.068562,0.354643
S14,3.300122,2.722157,0.750723,0.290453,7.068562,0.379238
S15,2.71814,2.367844,0.665738,0.322414,4.903285,0.367744
S16,2.611834,2.271316,0.57563,0.231616,4.903285,0.307087
S17,2.457758,2.102091,0.584115,0.127042,4.903285,0.245212
S18,2.345565,1.949896,0.710679,0.157287,4.903285,0.209511
S19,2.446325,2.138439,0.731859,0.087231,4.903285,0.234776
S20,2.45633,2.163909,0.783705,0.237177,4.903285,0.246512
S21,2.50155,2.217909,0.820253,0.342348,4.903285,0.27934
S22,2.244941,2.065154,0.724213,0.394807,3.503382,0.323852
S23,2.107152,1.891801,0.585627,0.266102,3.503382,0.313207
S24,2.098169,1.872433,0.462978,0.145492,3.503382,0.314365
S25,2.809991,2.328255,-0.00129,-0.221082,6.567281,0.753196
S26,3.360083,2.642999,-0.294753,-0.951318,7.280313,0.972744
S27,3.315452,2.582254,-0.222115,-1.311816,7.280313,0.9736
S28,3.357479,2.634756,-0.194228,-1.086287,7.280313,0.97602
S29,4.273612,3.297884,-0.09602,-0.287803,9.250072,1.008561
S30,5.580799,4.264986,-0.078843,-0.105942,12.462484,1.046778
S31,5.549833,4.172033,-0.052274,-0.077326,12.462484,1.030946
S32,5.88376,4.65073,-0.031823,-0.072208,12.462484,1.045613
S33,6.012602,4.860282,-0.115074,-0.138621,12.462484,1.018293
S34,6.007252,4.849586,-0.203964,-0.240658,12.462484,0.964015
S35,6.056433,5.021788,-0.235474,-0.227872,12.462484,0.994126
S36,6.057869,5.031284,-0.260071,-0.238021,12.462484,0.994672
S37,5.827069,4.75032,-0.392685,-0.50707,12.462484,0.570068
S38,5.533914,4.444514,-0.166863,-0.523793,12.462484,0.39105
S39,5.911001,4.894957,-0.173107,-0.826344,12.462484,0.40608
S40,6.073777,5.119933,-0.384355,-0.977116,12.462484,0.413929
S41,5.465701,4.446323,-0.162372,-0.653852,12.462484,0.377586
S42,4.795674,4.11885,-0.062271,-0.662676,8.5328,0.369792
S43,4.805134,4.149527,-0.049081,-0.671555,8.5328,0.372818
S44,4.411224,3.733656,-0.089664,-0.596136,8.5328,0.353643
S45,4.229588,3.5163,0.010186,-0.30116,8.5328,0.364917
S46,4.42824,3.722171,0.252802,-0.019929,8.5328,0.998199
S47,4.651857,3.963626,0.454983,0.065978,8.5328,1.310867
S48,4.824213,4.260275,0.500116,0.082699,8.5328,1.420602
