Segment,1D-CNN,LSTM,BiLSTM,CNN-LSTM,GRU,ANN,Selected
S1,0.15220073370091874,0.21167602703219363,0.2034583269461301,0.2498285365084748,0.1605784881384072,0.022257887673875144,CNN-LSTM
S2,0.23587019015765726,0.20758116025172016,0.15994865440820277,0.2086915155458531,0.15662196746031115,0.03128651217625589,1D-CNN
S3,0.16882213140134728,0.23790580061885808,0.16172899296452814,0.265364485770897,0.13292425304609237,0.03325433619827624,CNN-LSTM
S4,0.22014642875478668,0.19254811039099884,0.15761810846016128,0.23507167436479295,0.1504937208779747,0.04412195715128567,CNN-LSTM
S5,0.1669298017295257,0.20135406500018208,0.20078465295166278,0.23930838803003135,0.1713291432222952,0.020293949066303236,CNN-LSTM
S6,0.19420286356146685,0.2234449084840962,0.1876916501329812,0.16965619413815236,0.2049943088092652,0.02001007487403779,LSTM
S7,0.17056316993472048,0.24250986952348144,0.1697504413586282,0.19626730290093494,0.19904345524117578,0.02186576104105997,LSTM
S8,0.2065911033285225,0.189435021237199,0.1917778804317482,0.12382734732868347,0.26823042517825646,0.020138222495589286,GRU
S9,0.08716689374918332,0.20339196893914827,0.3384338066865062,0.11360550044087682,0.24611679135002923,0.011285038834257254,BiLSTM
S10,0.1495033497623918,0.19652736921987307,0.2820873577701156,0.14135201926283816,0.20652929253403432,0.02400061145074852,BiLSTM
S11,0.18421045976916758,0.20340207190170576,0.22112198816043332,0.2139352090109915,0.14042739926366044,0.03690287189404162,BiLSTM
S12,0.1637199367698695,0.23630460501416553,0.16973884964877725,0.29082194601223,0.10965878656629309,0.029755875988664346,CNN-LSTM
S13,0.15705282752705757,0.285955085154329,0.13790017522932735,0.2956553516626191,0.0948269957016205,0.028609564725047675,CNN-LSTM
S14,0.19663622794342903,0.25224088577653175,0.14057564527695338,0.24400952185446612,0.12731606224503217,0.039221656903588545,LSTM
S15,0.33298201798175475,0.18054041733558548,0.12816155528320303,0.1828028707689851,0.13630598061875376,0.03920715801171813,1D-CNN
S16,0.27522089949891004,0.15732293299351194,0.15095521853968066,0.19287615438753586,0.1852142520925831,0.038410542487777706,1D-CNN
S17,0.2074397460661231,0.15955428496064666,0.18055866185153757,0.21958449262858756,0.20415689046615165,0.028705924026952965,CNN-LSTM
S18,0.1948541587405358,0.17475447773934316,0.18848859462413597,0.23341457089118092,0.18244560084629555,0.026042597158508637,CNN-LSTM
S19,0.19777769437233006,0.18396533148217178,0.15848360097685188,0.2847250107995875,0.1454571721649222,0.029591190204136055,CNN-LSTM
S20,0.15031331240003443,0.207139743633548,0.1304597462069023,0.38535673886074756,0.10547072067035258,0.021259738228414708,CNN-LSTM
S21,0.2931299681243653,0.163968766594421,0.11677453527147638,0.2727945238754536,0.11684605658688438,0.03648614954739937,1D-CNN
S22,0.45098544187677236,0.10895776080620126,0.08855448899193998,0.20096883284668127,0.11517609409635718,0.03535738138204766,1D-CNN
S23,0.2850665434453708,0.1475957840765417,0.14076514759471198,0.18733654237406283,0.19419805068997315,0.045037931819339204,1D-CNN
S24,0.192337934206633,0.21037029994563514,0.19039529536894917,0.09819309731163808,0.2888820748956216,0.019821298271522778,GRU
S25,0.13714862901815417,0.2448006648676991,0.3029936882525212,0.08520577029700536,0.21530313973187898,0.014548107832739852,BiLSTM
S26,0.17451759798188834,0.19085585365575142,0.29210783527663753,0.08870013901882161,0.2360516929266015,0.017766881140299347,BiLSTM
S27,0.2180007039712377,0.183460845543463,0.2899133453042618,0.13019035578758054,0.143402125766374,0.035032623627083016,BiLSTM
