Segment,LSTM,1D-CNN,ANN,BiLSTM,Selected
S1,0.3816368674808987,0.27975508358201806,0.2860340087873306,0.052574040149753004,LSTM
S2,0.3018989143671825,0.34592661687124704,0.3195301498516395,0.03264431890993029,1D-CNN
S3,0.36205449933231515,0.25018868557853735,0.35362839141441876,0.03412842367472832,LSTM
S4,0.24908300850108336,0.2919491934286219,0.43064478966833436,0.028323008401960652,ANN
S5,0.3680583648557409,0.3120792889781649,0.2674551236409873,0.05240722252510688,LSTM
S6,0.3775652905506763,0.3323414022521576,0.24438167200266325,0.045711635194502595,LSTM
S7,0.40758217975328936,0.289888653608282,0.2614105862818182,0.041118580356610486,LSTM
S8,0.33461793172686816,0.36252462122759327,0.2546808984075943,0.048176548637945196,1D-CNN
S9,0.4521104034696287,0.23474902538499517,0.21708449659275153,0.09605607455262473,LSTM
S10,0.3508516948874526,0.27433237913325814,0.30532167550173595,0.06949425047755382,LSTM
S11,0.29953146994866503,0.27069283591239107,0.3831737838721904,0.046601910266753144,ANN
S12,0.3756101947062509,0.25667750283687174,0.32966134774769995,0.038050954709177506,LSTM
S13,0.4400416139612779,0.23088932335329132,0.3004104606236343,0.028658602061796497,LSTM
S14,0.34148455393589117,0.2565386658317215,0.37717141055413916,0.024805369678248167,ANN
S15,0.20701412104144637,0.43059700660566425,0.34284442735303905,0.019544444999849666,1D-CNN
S16,0.20449539924471177,0.3888778746321617,0.3788531570432684,0.02777356907985814,1D-CNN
S17,0.26745981098034777,0.35019938262996225,0.33897453253871596,0.043366273850974614,1D-CNN
S18,0.3020415121854374,0.3364008479483558,0.3150471671985049,0.04651047266770204,1D-CNN
S19,0.29973757368644627,0.32362805789286203,0.3400701309485797,0.036564237472111676,ANN
S20,0.39664879124292185,0.2855101755570144,0.28257273110849157,0.03526830209157251,LSTM
S21,0.21043797333633876,0.4159816380283869,0.35346828792232377,0.020112100712949534,1D-CNN
S22,0.10138545468872365,0.5977714098654074,0.2897385900906472,0.01110454535522132,1D-CNN
S23,0.17250746003084713,0.3789120383654358,0.4254146186245672,0.02316588297914898,ANN
S24,0.367160106706453,0.33728295998681446,0.24782821790109458,0.047728715405637924,LSTM
S25,0.44050566978873784,0.2718770131508832,0.21248797579613596,0.07512934126424273,LSTM
S26,0.35308944663056596,0.32773005622301804,0.2462657204766573,0.07291477666975905,LSTM
S27,0.26893267338700044,0.3165395735348582,0.35525864918098793,0.05926910389715419,ANN
S28,0.26952089184030875,0.27961975053635446,0.4147687065733174,0.03609065105001965,ANN
S29,0.7912624900438302,0.10632624395957592,0.08608784970517443,0.016323416291419875,LSTM
S30,0.6592494632679784,0.09166589230201615,0.23628965945398075,0.012794984976024139,LSTM
S31,0.1161923912144731,0.727991619187604,0.15323250141354375,0.0025834881843801198,1D-CNN
S32,0.2725178480887892,0.43619801595619284,0.2842550180156118,0.007029117939405826,1D-CNN
S33,0.5229121948673426,0.2255156801396278,0.22400928603396827,0.027562838959060938,LSTM
S34,0.39347714483682844,0.38640185068277877,0.1842770038548695,0.03584400062552284,LSTM
S35,0.4631871941717437,0.2014335374112653,0.2593320185878886,0.07604724982910219,LSTM
S36,0.40651328629025,0.2692586872372226,0.2707350368833995,0.05349298958912796,LSTM
S37,0.3600819971821025,0.3284123264962191,0.25624143076888367,0.05526424555279516,LSTM
S38,0.333574011270522,0.2897486730625581,0.3258319292512139,0.05084538641570585,LSTM
S39,0.31817936967080657,0.33161826643300896,0.2994919564175169,0.050710407478667334,1D-CNN
S40,0.3592618808258663,0.30968996204575944,0.26557350506296734,0.06547465206540687,LSTM
S41,0.33382988078957054,0.2942868109121198,0.31355503215827957,0.05832827614003019,LSTM
S42,0.310254289265794,0.31764416631914033,0.32868768784803803,0.04341385656702787,ANN
S43,0.45791566256721616,0.22815496891285314,0.2739312353272769,0.03999813319265344,LSTM
S44,0.32978128422173114,0.3184774106130942,0.318909990807431,0.03283131435774405,LSTM
S45,0.3171814841636143,0.3350352775504981,0.30771717622265937,0.040066062063229504,1D-CNN
S46,0.31485962283591495,0.32241596822604646,0.319959746031416,0.042764662906622446,1D-CNN
S47,0.31717399243247596,0.3106704225353592,0.3256723706819899,0.046483214350174794,ANN
S48,0.3510119716267046,0.31416584630267397,0.282870030393664,0.051952151676957964,LSTM
S49,0.35321474575115236,0.31250616206566917,0.28297118660134424,0.05130790558183458,LSTM
S50,0.36558407997536563,0.2643614175232515,0.31648344326664146,0.05357105923474109,LSTM
S51,0.8403543895319516,0.04566694502150398,0.08174249324158149,0.032236172204962686,LSTM
S52,0.40790392904135747,0.22185733991394957,0.3386133660324013,0.031625365012292635,LSTM
S53,0.39053468766514005,0.18123918602479094,0.3799146428095275,0.04831148350054147,LSTM
S54,0.40389937486735245,0.2802483560789443,0.26755058543008103,0.048301683623621486,LSTM
S55,0.4868071607231448,0.19669456910209088,0.27854659972736723,0.03795167044739714,LSTM
S56,0.235136693883835,0.479359962940398,0.26255910319437625,0.022944239981390738,1D-CNN
S57,0.34423820393417487,0.3955531803229807,0.21953232884485013,0.04067628689799357,1D-CNN
S58,0.303865729258273,0.5137263225033672,0.14157113935552473,0.04083680888283446,1D-CNN
S59,0.4057561320339912,0.27244861622187594,0.25947264965517736,0.06232260208895566,LSTM
S60,0.20030043558141097,0.3014120798305325,0.4641539328132666,0.034133551774790924,ANN
S61,0.1144700871021875,0.6106196112153226,0.24676968453189393,0.028140617150595706,1D-CNN
S62,0.23745577436576348,0.41012017664735595,0.27452023185679447,0.07790381713008616,1D-CNN
S63,0.20095560134636187,0.26309480189945833,0.470398545801462,0.06555105095271768,ANN
S64,0.27164757052927746,0.3161712540582154,0.3618837055005537,0.05029746991195354,ANN
S65,0.4708078195642483,0.22899457380782573,0.2577331424609302,0.042464464166996056,LSTM
S66,0.44529321310821335,0.24839620012175298,0.2795880959002969,0.026722490869736912,LSTM
S67,0.17847068012867837,0.36047595105956814,0.4459206708414425,0.015132697970311628,ANN
S68,0.10027287149709081,0.5636262479867344,0.3240681698910781,0.012032710625096027,1D-CNN
S69,0.13466199255381872,0.35741663715422195,0.48838569846614294,0.019535671825816295,ANN
S70,0.14921524595433558,0.4292470289985414,0.3954537905247888,0.02608393452233388,1D-CNN
S71,0.19063307139098007,0.42685758488222875,0.35278431168161645,0.02972503204517436,1D-CNN
S72,0.27800256209345064,0.2878874481356052,0.3966072663996978,0.03750272337124589,ANN
S73,0.2820434255781341,0.3710331927332043,0.31209048445362564,0.03483289723503588,1D-CNN
S74,0.2940365023476653,0.3286654293572856,0.33754355710281503,0.039754511192234165,ANN
S75,0.33263421807806753,0.29957689072042476,0.3220673103470363,0.04572158085447146,LSTM
S76,0.3494332896818791,0.3248234015848375,0.27266796840122365,0.05307534033205991,LSTM
S77,0.3613585229889613,0.3098710115186519,0.2731216476782506,0.05564881781413675,LSTM
S78,0.08747229508634129,0.6718672890393186,0.21976774858235543,0.020892667291984048,1D-CNN
S79,0.18319606825054638,0.28295835951784154,0.4329598946640536,0.10088567756755873,ANN
S80,0.16497276820480855,0.27285313592886234,0.4971114332252836,0.0650626626410452,ANN
S81,0.2817324815113924,0.29878364306702476,0.36744236865247054,0.0520415067691118,ANN
S82,0.3098576751783484,0.3091055591346901,0.3340381664762642,0.046998599210696275,ANN
S83,0.3833019212872093,0.32407286487709014,0.25319836918366717,0.03942684465203347,LSTM
S84,0.324545790078942,0.37039256948395144,0.26474095025630673,0.04032069018079987,1D-CNN
S85,0.40435027359018993,0.2771970077321038,0.2640727695198867,0.054379949157819615,LSTM
S86,0.39962511007717016,0.29135618736556496,0.25276617787244493,0.056252524684820164,LSTM
S87,0.3165410909096622,0.31913952444700383,0.31535527888333215,0.0489641057600019,1D-CNN
S88,0.31234753518645025,0.3144344717650774,0.32023380419671704,0.052984188851756694,ANN
S89,0.39435416988002064,0.2519012516525664,0.28735697242555536,0.0663876060418573,LSTM
S90,0.33807550378970985,0.30150823278910427,0.30264203573931014,0.05777422768187563,LSTM
S91,0.6716437161408918,0.09250014538312125,0.1841442529294878,0.051711885546498956,LSTM
S92,0.5083853541414194,0.19918641011885094,0.2571764616717121,0.035251774068018236,LSTM
S93,0.21647738488920354,0.4109732183118547,0.3500565762320637,0.022492820566877635,1D-CNN
S94,0.15039769808775558,0.4638285019225199,0.367504650267175,0.01826914972255031,1D-CNN
S95,0.2509241723029475,0.4411196483603423,0.27760435952325174,0.030351819813458823,1D-CNN
S96,0.2792218756318579,0.3784344073152329,0.3077006311028431,0.03464308595006624,1D-CNN
