Segment,1D-CNN,ANN,BiLSTM,LSTM,CNN-LSTM,Selected
S1,0.2029413014649831,0.1901937721349474,0.25979585772521974,0.2819802506337703,0.06508881804107958,LSTM
S2,0.48479992923040327,0.2101869933143728,0.10716317918236179,0.1769254326124511,0.02092446566041133,1D-CNN
S3,0.20080923461501238,0.2600589019749128,0.2271120623479536,0.2756995629037186,0.03632023815840236,LSTM
S4,0.1781754216995297,0.27204274194308636,0.3073093168397926,0.20829438295778088,0.03417813655981024,BiLSTM
S5,0.19597251648894304,0.1660604316602598,0.32547432163223416,0.2611392853519926,0.051353444866571014,BiLSTM
S6,0.30230674406837216,0.15388111622823172,0.1914482268735773,0.3178864829957449,0.03447742983407359,LSTM
S7,0.17454851000584168,0.14656013379078522,0.1554022540849202,0.48408080861254504,0.03940829350590694,LSTM
S8,0.24991338629225301,0.16585562949266558,0.2749314945078035,0.2929929955046233,0.016306494202654013,LSTM
S9,0.1302556874316898,0.12735907830198376,0.5067875048625057,0.21587159666613398,0.019726132737686832,BiLSTM
S10,0.16981898871066872,0.2163948579994463,0.37636910419906766,0.21410485318439088,0.02331219590642662,BiLSTM
S11,0.0958909014853928,0.3649506633058739,0.4740787170040015,0.05605843519051466,0.009021283014216574,BiLSTM
S12,0.135532311916518,0.341105647020507,0.3464131096917206,0.14270918542328814,0.03423974594796696,BiLSTM
S13,0.185308578150499,0.2792154425789127,0.16301572461894062,0.28506053897810557,0.08739971567354214,LSTM
S14,0.2907407733926991,0.21580023396233677,0.09955225126826808,0.3527003935902524,0.04120634778644332,LSTM
S15,0.46091216106146315,0.21155443274671148,0.0822332565229902,0.22603326487007958,0.01926688479875572,1D-CNN
S16,0.36732858160339665,0.2736929356142816,0.1854049942043189,0.14931764615824464,0.024255842419758276,1D-CNN
S17,0.23560319348319336,0.22448658528935386,0.30527078898065485,0.19820811607273614,0.03643131617406156,BiLSTM
S18,0.24236157365880898,0.22672592307196984,0.2615128919459563,0.22827932014776853,0.04112029117549688,BiLSTM
S19,0.27919964229195177,0.23813510788366615,0.20421799518272316,0.2337103930073852,0.04473686163427327,1D-CNN
S20,0.2724200180253894,0.1786472292821791,0.1692689831318217,0.2911469730315479,0.08851679652906147,LSTM
