Segment,1D-CNN,ANN,BiLSTM,LSTM,Selected
S1,0.30669107100340753,0.2746539936876753,0.3642399661571739,0.054414969151742536,BiLSTM
S2,0.5574544979159074,0.2612661141825698,0.1495211236014121,0.03175826430011069,1D-CNN
S3,0.2841589087704802,0.34666081614196803,0.31736795866606216,0.05181231642148904,ANN
S4,0.23118529104248564,0.3631661220939087,0.3703522784284994,0.03529630843510567,BiLSTM
S5,0.2909898445762013,0.23276464256346682,0.4291125332101254,0.0471329796502069,BiLSTM
S6,0.44122423516811293,0.2423305432975483,0.2570873384590578,0.05935788307528101,1D-CNN
S7,0.3232127513015852,0.2961422933623467,0.28695959447582003,0.0936853608602482,1D-CNN
S8,0.3325850239029025,0.2663397380591623,0.3465088045306529,0.05456643350728279,BiLSTM
S9,0.20947184396309776,0.20557738856740942,0.5446373756686383,0.040313391800854775,BiLSTM
S10,0.23387428398994536,0.29867563067212705,0.4288038129521461,0.03864627238578198,BiLSTM
S11,0.10643029594133444,0.39001811752240395,0.49532656110006684,0.008225025436194144,BiLSTM
S12,0.14365922660864616,0.4164332641381856,0.42146267171586177,0.018444837537306528,BiLSTM
S13,0.23402497715598752,0.5283076081695194,0.19359026325287965,0.04407715142161365,ANN
S14,0.42859022040275374,0.3164155806305757,0.18344019350729984,0.07155400545937095,1D-CNN
S15,0.5003682142256908,0.29003408421997817,0.16317088976419472,0.04642681179013628,1D-CNN
S16,0.4070604005038434,0.30658720368354037,0.2573410980609689,0.029011297751646438,1D-CNN
S17,0.29024007618352793,0.2782421439896982,0.3940306622660782,0.03748711756069688,BiLSTM
S18,0.3098371783133039,0.3047182251219757,0.3421204010696693,0.04332419549505069,BiLSTM
S19,0.367459157524258,0.3076040498338124,0.2801942506943148,0.044742541947613346,1D-CNN
S20,0.4369791980067873,0.25487610607470884,0.24656156462767329,0.061583131290829644,1D-CNN
S21,0.6296764612733786,0.2120280237006614,0.12095455894469334,0.03734095608126689,1D-CNN
S22,0.5509705434183373,0.346331685673472,0.08390361258525456,0.018794158322935652,1D-CNN
S23,0.31434886763321385,0.5013214858315916,0.15831598807662695,0.02601365845856776,ANN
S24,0.45746903954691126,0.2114218689545004,0.27814131515205,0.05296777634653829,1D-CNN
S25,0.283239652670497,0.3107743644405987,0.36264597803032583,0.04334000485857819,BiLSTM
S26,0.28344653831290606,0.25873052323605816,0.41165850581713764,0.046164432633898494,BiLSTM
S27,0.22763862667587378,0.33458428329647577,0.40720846262295335,0.03056862740469791,BiLSTM
S28,0.28819613620757856,0.43589703337017416,0.2380586202832847,0.03784821013896278,ANN
