Segment,RMSE,Pearson_r,MAE,R2,Max_Error,MAPE
S1894,24.908795321052537,0.29015783736751655,19.57989935841186,-0.884109553685295,41.6667495403563,1.4091458529649976
S1895,24.21366501034794,-0.09863401955589352,18.590180112182775,-0.5238160403448597,42.5904925403563,1.5714965444377686
S1896,21.719307851716223,-0.23585469616174987,16.43197098711364,-0.16492877107229909,38.6079245403563,1.9877957574578595
S1897,20.87532180471113,0.6059588714596827,15.700512728882073,-0.08634404627592218,36.7242285403563,2.052574228159109
S1898,18.21027362798858,-0.296942382198361,15.663819139497008,-0.09077326701366495,29.522915863717827,3.0062841343162456
S1899,19.07688023750719,0.34591969647587095,16.867768750571855,-0.1748096983820817,26.77206699009978,1.0431857263088513
S1900,18.9920799672244,-0.6096219335214894,17.580155887750617,-0.3839171230014551,25.107463504045942,1.3215076997164314
S1901,19.15286265475615,-0.7035450193542357,18.149426954084774,-0.8356198101214813,26.34043449009978,0.9600574064297861
S1902,19.170331800993186,-0.1881168885369202,17.402553280830347,-1.5365371562900574,27.485650490099783,0.6688311578703904
S1903,20.403035693365567,0.1421426760148491,18.1160719176766,-3.663604002154548,28.610174990099782,0.5651743968888056
S1904,14.840808609692523,0.09403952517097652,11.822491273375617,-0.9236645291765875,27.045397990099783,0.41912527956991696
S1905,9.920607096157799,0.2728672936077329,8.298087511910802,0.06729254451571631,16.465803186790414,0.7117804402379102
S1906,11.223444310866903,-0.21265619111558678,9.783847992449,-0.6344877486947906,18.07955507001959,2.035906533794133
S1907,13.077911392865548,0.007530510698942922,11.261970768890086,-2.97355405229626,19.02295929546948,4.198541829139293
S1908,14.033020754599752,0.719085708229023,13.064573395898279,-5.206512418323661,18.593765295469478,5.080756285879514
S1909,13.60752148795117,-0.3065603193451567,13.2307984407353,-19.66033742528888,16.18548429546948,5.270697931000954
S1910,12.726208797657641,0.22281748467736584,12.64605956290211,-104.0943678119143,15.665297295469479,5.0620913668200425
S1911,10.629167235511567,-0.4703276680006123,10.298028076944556,-26.303599773067894,12.91903107001959,4.238742638371459
S1912,7.498384383607149,-0.4229525404256599,7.0026048343029315,-2.4116696220046148,10.604668295469478,2.698868788014147
S1913,6.008498681792812,0.13780823885203125,5.566952394537206,-0.11915984788794853,8.503725156875124,1.2243378472808875
S1914,5.94362628750003,0.2946375391063982,4.956818151825604,0.06965351635615968,9.249502297781255,0.768286978060814
