Segment,RMSE,Pearson_r,MAE,R2,Max_Error,MAPE
S1875,26.113060546591125,0.6670292963241193,23.91298680082828,0.2338553240027481,42.198158332031554,1.5843021844217482
S1876,26.263379539102115,0.6423431723226518,24.736439569429262,0.03831638169517171,36.10856097095193,2.651477606612359
S1877,33.04979215952287,-0.3945240771760786,27.315577249380073,-6.376716845347791,54.82752397095193,3.497169835397734
S1878,18.696916954298484,0.10515956809800639,16.384047993412327,-1.2739905156785087,26.05468478791839,2.134501928131181
S1879,10.810605628068018,0.7260212998695541,10.091501777404437,0.199871355342505,13.540243553435367,1.0872829241056021
S1880,13.254921208374954,-0.4193492618272413,10.663801796721723,-0.20488322517553414,24.672791553435367,1.0450645984003615
S1881,12.172542285575219,-0.11535079105868228,9.051850400546934,-2.9012249471322678,19.35071878791839,1.2458853209663805
S1882,13.170916013505062,-0.9884266675362463,11.66173953699706,-3.6985324351472526,20.87773636548907,1.4568328823808567
S1883,11.496907934030773,-0.8059886944457342,9.192612218332298,-5.7038626257996015,18.50525968971768,2.106414619319167
S1884,10.109365232332726,-0.49201407035308564,7.841324298329851,-2.4738184622708634,18.40487822516095,13.887373445996557
S1885,9.253158048920925,-0.898930343245722,8.546579264331497,-1.398624708017902,12.38420722516095,11.750861607284543
S1886,13.032033802918736,-0.23495964167564234,11.827947671899665,-6.3369870432465305,17.605536408194357,14.985510678596683
S1887,14.23927854927436,-0.020938133290844152,13.82589529760117,-25.33635628788646,18.93572822516095,17.801024385051164
S1888,11.02019519127523,0.4463439654348533,10.401266447756536,-6.376243467626976,14.804493225160948,14.200116625780296
S1889,5.103950296467872,0.8095919391226852,4.684609308927669,0.3409244717382226,6.374189408194358,5.666226999698946
S1890,10.113585730194583,0.7575456454053354,7.3903556602498455,-0.08438244845057885,21.348654362272857,0.898600249646423
S1891,9.7779910853448,0.5304625925373323,6.8375431079736435,-0.21173643617951843,19.914187862272854,0.4305242980517921
S1892,19.36212400028972,0.7539540985298043,13.567599752178339,-0.5981254307520585,40.9173045403563,0.5103763362020258
S1893,20.79464012275011,0.5385296569982188,15.211178960458065,-0.6226030905405628,42.585205940356296,1.2119138427289204
S1894,24.01735129687633,0.5756153254285502,18.955378739838824,-0.7516644846032063,40.1732285403563,1.3657570241737222
S1895,23.132569611435358,0.04332236910172459,18.321110945516107,-0.39078256207820505,39.5830415403563,1.8965308215180672
S1896,20.829669619459054,-0.1873617038526208,18.30227273711364,-0.071450649780739,34.037335540356295,3.212144604576025
S1897,20.464845692180987,0.37388003163579525,16.227957562215405,-0.04404202192710471,36.932896540356296,2.523681111423419
S1898,20.74163240031734,-0.3638032586979585,19.80356030616368,-0.41510090472279537,32.02352132365073,5.753393095669644
