Segment,1D-CNN,ANN,LSTM,CNN-LSTM,GRU,Selected
S1,0.9747319795215578,0.0004658244642114998,0.0024575931933450337,0.006770874257310449,0.015573728563592008,1D-CNN
S2,0.558236504286631,0.09290682831454565,0.009523320077485678,0.08421849785615079,0.2551148494651853,1D-CNN
S3,0.12584749277497603,0.15577269628972587,0.1882569692682167,0.4575360076165158,0.07258683405056081,CNN-LSTM
S4,0.14901628814392115,0.4951978912540267,0.19998687174346352,0.0777196177931242,0.0780793310654644,ANN
S5,0.0003506856753554325,0.0017280100776521784,0.9974694867362762,0.0002115629020238137,0.00024025460870091112,LSTM
S6,0.002916051251385639,0.013216978185768277,0.06028622798898081,0.007867156195372439,0.9157135863784926,GRU
S7,0.0008048073832096704,0.0017611945106266855,0.9788465641380133,0.005497668787334022,0.013089765180818516,LSTM
S8,0.07103665951787926,0.12219396453136087,0.5667774950681909,0.11798193299155105,0.122009947891017,LSTM
S9,0.29003097133690076,0.2723200898654593,0.03332893812330471,0.042481095726101155,0.3618389049482317,GRU
S10,0.23678717683977302,0.16353484422344608,0.0006404013286059114,0.18544262081462745,0.41359495679355157,GRU
S11,0.22823922573279307,0.6105729131671935,0.03559187809241073,0.09887582145185994,0.026720161555741653,ANN
S12,0.07102065660545792,0.09847583253849353,0.7204744583050684,0.07440497642007884,0.03562407613089871,LSTM
S13,0.0008932080151668806,0.9941804346855423,0.0020285549291537788,0.0011732567391366008,0.0017245456309969455,ANN
S14,0.08965467449792014,0.15195308749095368,0.34551585599021456,0.15185505357509105,0.2610213284458181,LSTM
S15,0.0,0.0,0.0,0.0,0.0,1D-CNN
S16,0.0,0.0,0.0,0.0,0.0,1D-CNN
S17,0.005710500255109524,0.002900944466018687,2.3012449142203477e-05,0.0014235666113683574,0.9899419762183611,GRU
S18,0.38187799912560094,0.20354533698103297,0.013723035679462483,0.36954813391913927,0.03130549429476323,1D-CNN
S19,0.048725405079583534,0.03205276624382781,0.8714332853519913,0.040727229785029864,0.007061313539566771,LSTM
S20,0.24836608152478862,0.11102090354540235,0.017440977806613266,0.08377414047641027,0.5393978966467816,GRU
S21,0.14970341896052614,0.2542285309128539,0.4214617811727732,0.13270475705197537,0.0419015119018728,LSTM
S22,0.12667604728297457,0.07706058182134709,0.5953451241095362,0.09457725422170041,0.1063409925644416,LSTM
S23,0.013812829830316366,0.1432471585691276,0.7224282836490151,0.04278991425768637,0.07772181369385336,LSTM
S24,0.06843668114083232,0.13853805713678444,0.023212610515547703,0.016198581352648986,0.7536140698541851,GRU
S25,0.35126380166943394,0.5252188319277732,0.0011295636571128326,0.052741637380671426,0.06964616536500828,ANN
S26,0.007259972130082747,0.1343585233931106,0.8142625197067236,0.00474820949741055,0.039370775272674255,LSTM
S27,0.3016653266884477,0.01231353997119228,0.0010045386792760934,0.022815966995282683,0.6622006276658046,GRU
S28,0.24819637002245518,0.16498638719413203,0.03282748869566188,0.507749831448018,0.0462399226397285,CNN-LSTM
S29,0.10538348586095132,0.02706254110770904,0.6343765027471936,0.17298781032581412,0.0601896599583318,LSTM
S30,0.9513959377732295,0.0008235271619103822,0.0015788279758156385,0.025158832754413,0.021042874334629126,1D-CNN
S31,0.0012422149286190952,0.005550278313736754,0.9900423794464752,0.0022833129717213106,0.0008818143394473584,LSTM
S32,0.1301232206314304,0.33166246302175767,0.19812740184093033,0.09787471103546837,0.24221220347041275,ANN
S33,0.9973650209303495,0.00011077791494978271,0.00014615225863227682,0.000608964170783597,0.0017690847252867213,1D-CNN
S34,0.34971663141406684,0.5416464791483503,0.005604733977551184,0.07653249333701538,0.026499662123030933,ANN
S35,0.031166839580955685,0.10579387632324927,0.751686847217301,0.08239150403092098,0.02896093284757394,LSTM
S36,0.03578777297132313,0.5747464119693089,0.3198340991399542,0.027280793789653358,0.042350922129759966,ANN
S37,0.009932362793945361,0.12334901181491362,0.30818447954683287,0.03192722887347496,0.5266069169708291,GRU
S38,0.0010960470232786379,0.002392251990316506,0.0038320838030683683,0.0011186034548304599,0.9915610137285058,GRU
S39,0.0,0.0,0.0,0.0,0.0,1D-CNN
S40,0.0,0.0,0.0,0.0,0.0,1D-CNN
S41,0.0002479568377868395,2.4619769863908682e-05,3.819830295148849e-06,0.0025472087129409893,0.9971763948491131,GRU
S42,0.001704100907584243,0.9970618536078223,0.0002833071775255907,0.0006106023928844575,0.00034013591418902985,ANN
S43,0.15870360017177054,0.17629856462337362,0.408321740147824,0.14145172293628097,0.11522437212074768,LSTM
S44,0.12117895057538094,0.7560478628928474,0.021827404328645286,0.012033073627052167,0.08891270857607347,ANN
S45,0.016436808638800874,0.016377263743423614,0.7102796611699678,0.18238044939161202,0.0745258170561995,LSTM
S46,0.9775723478594095,0.02131556117472193,0.00041163614453429583,0.00023750291940082598,0.00046295190193637906,1D-CNN
