time,ncells,lon,lat,O3,CO,NO,NO2,SO2,PM1,PM2.5,PM10
2024-05-18 01:00:00,0,150.782544,-34.577839,3.0182865,0.050209265,0.0206837,0.020260291,0.00032054711,0.6265468,0.84717274,2.7618506
2024-05-18 01:00:00,1,150.580539,-34.306187,2.9957554,0.04729268,0.033865083,0.033221737,0.0002229123,0.10144439,0.16915649,0.7425525
2024-05-18 01:00:00,2,149.57333,-33.40333,,,,,,,,
2024-05-18 01:00:00,3,150.761939,-33.917658,3.0319269,0.047684412,0.009470351,0.017211096,0.00024730308,0.21424711,0.30230683,1.0693886
2024-05-18 01:00:00,4,150.690141,-34.041702,3.0356774,0.049738094,0.012637156,0.018403837,0.00027202058,0.11633301,0.18918972,0.87281007
2024-05-18 01:00:00,5,150.795546,-34.066648,3.0046465,0.058277935,0.08570324,0.0911437,0.003839977,0.3540365,0.43881297,1.1816516
2024-05-18 01:00:00,6,151.046062,-33.891572,3.0273812,0.077149555,0.14809532,0.16655637,0.02476897,0.7455166,1.0238327,2.9023895
2024-05-18 01:00:00,7,151.135792,-33.916185,2.948056,0.08624013,0.21283552,0.24833791,0.021590019,0.65797126,0.9831564,4.123955
2024-05-18 01:00:00,8,150.81916,-34.47442,3.0400403,0.052830398,0.04536749,0.05121893,0.00046820048,0.38680637,0.6062629,2.885754
2024-05-18 01:00:00,9,151.046778,-33.881407,3.0371788,0.07553637,0.1354672,0.15710776,0.02474351,0.72050333,0.9882693,2.8604996
2024-05-18 01:00:00,10,150.90731,-33.931338,3.0144558,0.06774985,0.13912646,0.14463648,0.031753227,0.44702995,0.5864125,1.4366388
2024-05-18 01:00:00,11,151.117809,-33.76526,3.0264442,0.0811722,0.14117737,0.20489033,0.019066997,0.7042829,0.9625069,3.4728029
2024-05-18 01:00:00,12,151.759634,-32.931176,,,,,,,,
2024-05-18 01:00:00,13,150.498009,-34.051688,3.0294666,0.04560368,0.002045278,0.0041512507,0.00012040476,0.11647974,0.19882329,0.7580383
2024-05-18 01:00:00,14,150.997812,-33.799489,3.0061867,0.07927247,0.18981102,0.20375216,0.03031549,0.70194817,0.9066352,2.2930007
2024-05-18 01:00:00,15,150.914185,-33.794246,3.0580792,0.06872258,0.13522106,0.1528965,0.018758586,0.6107244,0.76897717,1.8154252
2024-05-18 01:00:00,16,151.242802,-33.931776,3.0174704,0.06666781,0.12492933,0.14100006,0.02807015,0.5647635,0.93405133,6.2847686
