Segment,1D-CNN,ANN,BiLSTM,LSTM,CNN-LSTM,GRU,Selected
S1,0.0,0.0,0.33505638115811925,0.3113028501527951,0.0,0.35364076868908556,GRU
S2,0.0,0.0,0.37411103455348577,0.0,0.3376791022168655,0.2882098632296501,BiLSTM
S3,0.0,0.0,0.36926991059068315,0.33984950108626544,0.2908805883230521,0.0,BiLSTM
S4,0.0,0.0,0.44137417169107807,0.274506009550321,0.2841198187585983,0.0,BiLSTM
S5,0.0,0.0,0.40694945724363457,0.3192074952116476,0.0,0.2738430475447177,BiLSTM
S6,0.0,0.0,0.40377563632588426,0.2919361186129051,0.3042882450612108,0.0,BiLSTM
S7,0.0,0.32404629222219467,0.3390410840830985,0.0,0.0,0.3369126236947087,BiLSTM
S8,0.29145582332771086,0.3814042209283567,0.0,0.3271399557439326,0.0,0.0,ANN
S9,0.3355971225417284,0.3955559957029503,0.0,0.2688468817553199,0.0,0.0,ANN
S10,0.36477941522807794,0.0,0.0,0.3086722936231687,0.3265482911487526,0.0,1D-CNN
S11,0.0,0.0,0.3112944563891941,0.33578642891547256,0.3529191146953329,0.0,CNN-LSTM
S12,0.0,0.0,0.3542181454761695,0.27668756010420525,0.36909429441962316,0.0,CNN-LSTM
S13,0.2827841922951094,0.0,0.3423915742137645,0.0,0.3748242334911281,0.0,CNN-LSTM
S14,0.31831006270284307,0.3169429580202971,0.0,0.0,0.3647469792768595,0.0,CNN-LSTM
S15,0.24289204677352186,0.47246780955262674,0.0,0.0,0.2846401436738539,0.0,ANN
S16,0.29799969510683144,0.38437665139735105,0.0,0.0,0.3176236534958172,0.0,ANN
S17,0.0,0.38761071285496246,0.0,0.0,0.2767357783007228,0.33565350884431383,ANN
S18,0.0,0.37616906728845767,0.0,0.0,0.23801768691007352,0.3858132458014684,GRU
S19,0.22397042902090497,0.0,0.0,0.0,0.24786802848039516,0.5281615424986997,GRU
S20,0.22826578499613595,0.37042478837895393,0.0,0.0,0.0,0.40130942662491,GRU
S21,0.2593002636902381,0.0,0.0,0.0,0.17784786968714902,0.5628518666226127,GRU
S22,0.4325482394746704,0.4024178553408923,0.0,0.0,0.0,0.1650339051844373,1D-CNN
S23,0.42352586450499746,0.48479320650924834,0.0,0.0,0.0,0.09168092898575524,ANN
S24,0.2068996186040591,0.7073897611855454,0.0,0.0,0.0,0.08571062021039531,ANN
S25,0.5576280250187841,0.3023716275391364,0.0,0.0,0.0,0.1400003474420789,1D-CNN
S26,0.5175120439987393,0.381816615092123,0.0,0.0,0.0,0.10067134090913742,1D-CNN
S27,0.3382574254635516,0.42424585212260735,0.0,0.0,0.0,0.2374967224138397,ANN
S28,0.3213158378121575,0.5381640110209209,0.0,0.0,0.0,0.1405201511669212,ANN
S29,0.4240241248200008,0.3818261974154764,0.0,0.0,0.0,0.19414967776452213,1D-CNN
S30,0.29179052732963806,0.6291608878354817,0.0,0.0,0.0,0.07904858483487975,ANN
S31,0.41642197605430986,0.46572335017901595,0.0,0.11785467376667542,0.0,0.0,ANN
S32,0.3287550123014612,0.6187098171728784,0.0,0.0,0.052535170525660875,0.0,ANN
S33,0.33849663854543516,0.5794256003173619,0.0,0.0,0.0,0.08207776113720172,ANN
S34,0.3619868593733591,0.5723234756918772,0.0,0.06568966493476355,0.0,0.0,ANN
S35,0.3747640755295874,0.5338954330262541,0.0,0.0,0.0,0.09134049144415923,ANN
S36,0.5863681616535162,0.3426480040981689,0.0,0.0,0.07098383424831464,0.0,1D-CNN
S37,0.47892946429854555,0.43872034831136036,0.0,0.0,0.0823501873900962,0.0,1D-CNN
S38,0.34123562916988487,0.5962934133664397,0.0,0.0,0.0,0.06247095746367582,ANN
S39,0.3493394830370586,0.5383449674290526,0.0,0.0,0.0,0.11231554953388821,ANN
S40,0.43170259826843205,0.45131032135858895,0.0,0.0,0.0,0.1169870803729771,ANN
S41,0.27055559282177377,0.5466843011869951,0.0,0.0,0.0,0.1827601059912316,ANN
S42,0.3529413837689506,0.38409202846402707,0.0,0.0,0.0,0.2629665877670201,ANN
S43,0.34339955139481876,0.0,0.0,0.0,0.4119932357147972,0.24460721289038428,CNN-LSTM
S44,0.0,0.0,0.0,0.2631367851411692,0.2689072023875136,0.4679560124713165,GRU
S45,0.0,0.0,0.28722903099825303,0.0,0.34998363372740043,0.36278733527434603,GRU
S46,0.27237121055836544,0.0,0.0,0.0,0.3402301954867954,0.3873985939548384,GRU
S47,0.0,0.0,0.2940123052644078,0.0,0.3822217156316616,0.3237659791039289,CNN-LSTM
S48,0.0,0.0,0.0,0.3332431629874086,0.35822786397401,0.30852897303858046,CNN-LSTM
S49,0.0,0.0,0.40301631467092996,0.2938677876225316,0.303115897706538,0.0,BiLSTM
S50,0.0,0.0,0.4177219673148011,0.0,0.2925582471935649,0.28971978549163335,BiLSTM
S51,0.0,0.0,0.3716076846385278,0.305195005427813,0.0,0.32319730993365886,BiLSTM
S52,0.0,0.0,0.42140683202961443,0.3009164429898777,0.0,0.2776767249805101,BiLSTM
S53,0.0,0.2847009647101627,0.40150521164789,0.0,0.0,0.3137938236419491,BiLSTM
S54,0.0,0.37887531081196596,0.33955129097501796,0.0,0.0,0.2815733982130181,ANN
S55,0.0,0.45817844342354064,0.0,0.28226959966597953,0.0,0.25955195691048244,ANN
S56,0.2416546247833609,0.47971116039900075,0.0,0.2786342148176383,0.0,0.0,ANN
S57,0.2950358755874287,0.3881427486266739,0.0,0.3168213757858973,0.0,0.0,ANN
S58,0.37907471504469936,0.0,0.3115778264320751,0.3093474585232257,0.0,0.0,1D-CNN
S59,0.0,0.0,0.31874748661542773,0.24999162812471104,0.43126088525986056,0.0,CNN-LSTM
S60,0.0,0.0,0.2831780933236559,0.19670269772871812,0.5201192089476251,0.0,CNN-LSTM
S61,0.0,0.0,0.32282977412470754,0.18082192003322003,0.4963483058420721,0.0,CNN-LSTM
S62,0.21415771304337888,0.5022191649183295,0.0,0.0,0.2836231220382922,0.0,ANN
S63,0.24548728066940093,0.5622408109031543,0.0,0.0,0.1922719084274454,0.0,ANN
S64,0.13710456052793227,0.7527471915264099,0.0,0.0,0.0,0.11014824794565772,ANN
S65,0.21737560805165573,0.4780992176594133,0.0,0.0,0.0,0.3045251742889308,ANN
S66,0.3357890832917353,0.32079891316126913,0.0,0.0,0.34341200354699575,0.0,CNN-LSTM
S67,0.27799796379832875,0.308995281246525,0.0,0.0,0.0,0.4130067549551455,GRU
S68,0.0,0.0,0.33694021126294915,0.31341551147003477,0.34964427726701663,0.0,CNN-LSTM
S69,0.0,0.0,0.30987397041678566,0.38675642618381206,0.30336960339940294,0.0,LSTM
S70,0.0,0.2856715940667573,0.3313346890896793,0.0,0.0,0.3829937168435655,GRU
S71,0.0,0.3507092994860733,0.0,0.3426511961208194,0.0,0.3066395043931085,ANN
S72,0.0,0.0,0.0,0.3310611287984388,0.3826331435274792,0.28630572767408125,CNN-LSTM
S73,0.0,0.2648228384722105,0.308003150000096,0.0,0.0,0.4271740115276935,GRU
S74,0.3267820442868623,0.0,0.2740935813364947,0.39912437437664233,0.0,0.0,LSTM
S75,0.36187891242962156,0.26630225470561125,0.0,0.0,0.3718188328647678,0.0,CNN-LSTM
S76,0.35785675215965085,0.0,0.27634381793356577,0.36579942990678094,0.0,0.0,LSTM
S77,0.3769340822748947,0.28650016311939636,0.3365657546057089,0.0,0.0,0.0,1D-CNN
S78,0.36364686424765874,0.2872880086669859,0.34906512708535475,0.0,0.0,0.0,1D-CNN
S79,0.3654590297502614,0.3086233038254388,0.0,0.0,0.32591766642429976,0.0,1D-CNN
S80,0.3496409393596117,0.33312104642893026,0.0,0.0,0.31723801421145775,0.0,1D-CNN
S81,0.36044880813210595,0.0,0.0,0.0,0.2765928085860338,0.3629583832818602,GRU
S82,0.36595054632695967,0.0,0.0,0.3222683070147276,0.31178114665831264,0.0,1D-CNN
S83,0.48552309687263334,0.2637266804220051,0.0,0.0,0.2507502227053643,0.0,1D-CNN
S84,0.4718330339497936,0.0,0.2178561436351826,0.0,0.3103108224150238,0.0,1D-CNN
S85,0.4490542167530824,0.0,0.0,0.18170109112059604,0.36924469212632105,0.0,1D-CNN
S86,0.38895081895547706,0.4062723831338206,0.0,0.0,0.20477679791070227,0.0,ANN
S87,0.3814411702290567,0.4669386663601177,0.0,0.0,0.15162016341082615,0.0,ANN
S88,0.5007311787406536,0.39525210604063893,0.0,0.0,0.10401671521870795,0.0,1D-CNN
S89,0.3529164022476722,0.406881961675943,0.0,0.0,0.0,0.24020163607638442,ANN
S90,0.39577168856421,0.32720273527881394,0.0,0.0,0.0,0.277025576156975,1D-CNN
S91,0.4574216110204669,0.40640664220612155,0.0,0.0,0.0,0.13617174677341326,1D-CNN
