Segment,RMSE,MAE,Pearson_r,R2,Max_Error,MAPE
S1,3.115193,2.67191,0.258729,-1.264341,4.697255,6795199904123328.0
S2,2.953298,2.421751,0.294916,-0.926709,4.697255,6795199904123328.0
S3,2.955655,2.423819,0.319671,-0.918249,4.697255,6795199904123328.0
S4,3.042836,2.544657,0.217559,-1.122407,4.697255,6795199904123328.0
S5,3.088889,2.673813,0.319097,-1.392453,4.697255,6795199904123328.0
S6,3.240937,2.935633,0.380466,-1.812438,4.697255,6795199904123328.0
S7,3.568144,3.265619,0.538243,-3.484292,5.355783,6795199904123329.0
S8,3.345886,2.954799,0.531856,-1.78366,5.355783,5167550472854046.0
S9,3.187841,2.808669,0.452526,-1.904271,5.355783,3512468193733452.0
S10,2.944864,2.587667,0.360125,-2.032025,5.355783,1749588623477374.2
S11,2.965304,2.600415,0.084928,-2.639855,5.355783,1.727037
S12,2.988926,2.632353,0.072232,-2.695844,5.355783,1.724677
S13,3.038184,2.702123,-0.345265,-1.610627,5.355783,1.710058
S14,3.357426,3.077849,-0.035464,-1.549215,5.355783,1865777727633096.2
S15,3.262857,2.960861,-0.032664,-1.46397,5.355783,1865777727633096.2
S16,3.157437,2.759554,-0.062008,-1.213375,5.355783,1865777727633096.0
S17,3.52576,3.0828,-0.160825,-1.372829,5.747068,4022652070605162.5
S18,3.708149,3.235357,-0.073083,-1.308077,5.747068,5989067638756617.0
S19,3.485401,3.045299,0.011987,-1.182197,5.747068,5989067638756617.0
S20,3.587787,3.245525,-0.02641,-1.853798,5.747068,5989067638756617.0
S21,3.728332,3.391158,0.047385,-1.847037,5.747068,7641910341995365.0
S22,3.7738,3.46046,-0.040947,-2.083193,5.747068,7641910341995363.0
S23,3.517051,3.129905,-0.077273,-1.318977,5.747068,7641910341995363.0
S24,3.46034,3.012965,-0.206153,-1.217171,5.747068,7641910341995363.0
S25,3.388932,2.866081,-0.103792,-1.606781,5.747068,7641910341995364.0
S26,3.071573,2.47962,0.041547,-1.009609,5.747068,5776132614362269.0
S27,3.020605,2.349506,-0.010033,-0.897468,5.747068,5776132614362269.0
S28,3.024928,2.371171,-0.097269,-0.800431,5.747068,5776132614362269.0
S29,2.602339,2.068878,0.289178,-0.226348,5.239584,3619258271390202.5
S30,2.212735,1.817493,0.552095,0.056951,4.404058,1652842703238747.8
S31,2.038548,1.624149,0.726095,0.156624,4.404058,1652842703238747.8
S32,1.869372,1.461736,0.502744,0.137547,4.404058,1652842703238747.2
S33,1.414693,1.196021,0.329164,0.053235,2.87685,0.319005
S34,1.146446,0.971201,0.077549,-0.335578,2.222966,0.172214
S35,1.126678,0.935891,0.105912,-0.189213,2.222966,0.167164
S36,1.157181,0.965688,0.147112,-0.406769,2.222966,0.163284
S37,3.379135,1.819204,0.448933,-0.133574,11.02578,0.20731
S38,4.8703,2.804236,0.289484,-0.292501,12.154287,0.262008
S39,5.474379,3.492308,0.148197,-0.505073,12.154287,0.306535
S40,5.552767,3.706464,0.121029,-0.598773,12.154287,0.328007
S41,5.633305,3.855831,0.116266,-0.657982,12.154287,0.341828
S42,5.597785,3.703322,0.214535,-0.523699,12.154287,0.323722
S43,5.606675,3.751128,0.23428,-0.538596,12.154287,0.331372
S44,5.972932,4.263758,0.355553,-0.804472,12.154287,0.363097
S45,6.520232,4.924079,0.342154,-1.049938,12.154287,0.399945
S46,6.576303,5.156987,0.35275,-1.283443,12.154287,0.426759
S47,6.582023,5.208354,0.105992,-1.538624,12.154287,0.431111
S48,6.572983,5.148042,-0.013004,-1.531656,12.154287,0.421832
S49,5.87484,4.575672,-0.048048,-1.556745,12.154287,0.398225
S50,4.771676,3.779936,0.167212,-1.564786,9.139337,0.358564
S51,4.124454,3.262715,0.033051,-1.184901,9.139337,0.341448
S52,4.339282,3.464205,-0.202347,-0.75753,9.139337,0.516345
S53,4.420976,3.545532,-0.279972,-0.510605,9.139337,0.640922
S54,4.489467,3.740673,-0.434283,-0.557773,9.139337,0.688518
S55,4.5734,3.904995,-0.535203,-0.488837,9.139337,0.750323
S56,4.219109,3.622787,-0.398896,-0.309029,9.139337,0.817036
S57,3.636436,3.30684,-0.187097,-0.416199,5.720946,0.956788
S58,3.71047,3.385733,-0.078064,-0.557579,5.720946,1.015232
S59,3.947911,3.697816,-0.046585,-0.79138,5.720946,1.11679
S60,3.956206,3.73619,0.292079,-0.618709,5.720946,1.119177
S61,4.009957,3.784343,0.848209,0.058103,5.720946,1.111457
S62,4.29473,4.061408,0.731151,-0.259956,5.930246,1.165297
S63,4.506746,4.300728,0.701871,-0.389746,5.930246,1.213169
S64,4.26543,4.04955,0.699105,-0.30941,5.930246,1.046901
S65,4.265442,4.049561,0.682533,-0.351855,5.930246,0.99712
S66,4.216256,3.952692,0.660587,-0.337636,5.930246,0.965801
S67,4.146718,3.842531,0.636429,-0.337438,5.930246,0.913832
S68,4.69701,4.235887,0.511085,-0.60753,8.546184,1.343581
S69,4.553411,4.086738,0.482258,-0.614658,8.546184,1.214273
S70,4.442226,3.912978,0.335383,-0.517928,8.546184,1.143353
S71,4.238538,3.622369,0.327987,-0.444761,8.546184,1.050214
S72,4.340394,3.816571,0.364231,-0.483484,8.546184,1.131626
S73,4.172808,3.613848,-0.032369,-4.500196,8.546184,1.142154
S74,3.929293,3.402161,-0.348294,-4.274401,8.546184,1.122722
