Segment,RMSE,MAE,Pearson_r,R2,Max_Error,MAPE
S1,4.979791,4.533613,0.100139,-4.786206,7.081743,1.0631111383726986e+16
S2,4.85492,4.366859,0.353692,-4.206736,7.081743,1.0631111383726986e+16
S3,4.884382,4.396733,0.446537,-4.23862,7.081743,1.0631111383726986e+16
S4,4.953126,4.493274,0.41984,-4.623804,7.081743,1.0631111383726986e+16
S5,4.984505,4.568535,0.314544,-5.229926,7.081743,1.0631111383726986e+16
S6,5.0851,4.705328,0.281551,-5.923738,7.081743,1.0631111383726986e+16
S7,5.409936,5.142121,0.222719,-9.308449,7.081743,1.0631111383726988e+16
S8,5.010737,4.592121,0.02879,-5.243055,7.081743,7973333537795241.0
S9,4.692583,4.303652,0.007675,-5.293147,7.081743,5315555691863495.0
S10,4.318835,3.973516,-0.043189,-5.52132,7.081743,2657777845931748.5
S11,4.2257,3.914366,-0.4666,-6.391676,6.523254,2.36808
S12,4.217629,3.90612,-0.157054,-6.359025,6.523254,2.342425
S13,4.06605,3.584163,-0.221459,-3.675868,6.523254,2.241552
S14,4.48472,3.950829,-0.105618,-3.548457,7.081743,2657777845931749.0
S15,4.416086,3.884163,-0.123844,-3.51351,7.081743,2657777845931748.5
S16,4.302336,3.725829,-0.160836,-3.109549,7.081743,2657777845931748.5
S17,4.712133,4.108901,-0.098756,-3.23834,7.120114,5329956395153467.0
S18,4.967742,4.322108,-0.043312,-3.14242,7.120114,7987734241085213.0
S19,4.820285,4.197108,-0.058816,-3.173823,7.120114,7987734241085212.0
S20,5.099169,4.638775,0.039487,-4.764594,7.120114,7987734241085212.0
S21,5.393392,4.927244,0.09332,-4.957827,7.120114,1.064551208701696e+16
S22,5.548112,5.124047,0.123297,-5.663974,7.120114,1.064551208701696e+16
S23,5.256783,4.733197,0.133802,-4.180589,7.120114,1.0645512087016958e+16
S24,5.204641,4.658109,-0.258026,-4.015834,7.120114,1.064551208701696e+16
S25,5.222186,4.780066,-0.259067,-5.189897,7.120114,1.064551208701696e+16
S26,4.821936,4.305066,-0.348917,-3.952597,7.120114,7987734241085213.0
S27,4.752394,4.2134,-0.36344,-3.696902,7.120114,7987734241085213.0
S28,4.729857,4.155066,-0.36508,-3.401922,7.120114,7987734241085213.0
S29,4.260052,3.571578,-0.183905,-2.286366,7.081743,5315555691863495.0
S30,3.737488,2.982954,-0.267958,-1.690514,7.081743,2657777845931747.5
S31,3.474845,2.696162,,-1.450476,7.081743,2657777845931747.5
S32,3.140429,2.432954,-0.026213,-1.434007,7.081743,2657777845931747.0
S33,2.408197,1.941288,-0.138252,-1.74348,5.481743,0.598768
S34,1.921445,1.666288,-0.286208,-2.751614,3.181743,0.350365
S35,2.013846,1.749621,-0.25049,-2.799382,3.181743,0.375203
S36,1.800043,1.532954,-0.332217,-2.403971,3.081743,0.314676
