Segment,RMSE,MAE,Pearson_r,R2,Max_Error,MAPE
S1,3.792292,3.270047,0.199988,-2.355639,5.555269,8119383102593339.0
S2,3.62176,3.052745,0.265679,-1.897616,5.555269,8119383102593339.0
S3,3.607017,3.040111,0.334295,-1.856893,5.555269,8119383102593339.0
S4,3.719992,3.181638,0.214739,-2.172163,5.555269,8119383102593339.0
S5,3.789775,3.372879,0.374074,-2.601353,5.555269,8119383102593339.0
S6,3.968835,3.626802,0.421106,-3.217624,5.555269,8119383102593339.0
S7,4.326994,4.090178,0.58721,-5.594497,5.986314,8119383102593340.0
S8,4.045009,3.66184,0.502454,-3.068487,5.986314,6120622716261859.0
S9,3.846999,3.477907,0.427693,-3.229491,5.986314,4112163931952404.5
S10,3.603727,3.254884,0.305621,-3.540526,5.986314,2084892128035248.2
S11,3.617658,3.263852,-0.0091,-4.41752,5.986314,2.060675
S12,3.617645,3.263834,-0.065791,-4.414213,5.986314,2.045816
S13,3.574996,3.189317,-0.459041,-2.614663,5.986314,1.999481
S14,3.907724,3.530271,-0.107406,-2.453356,5.986314,2138016323596336.8
S15,3.82437,3.440895,-0.110298,-2.385004,5.986314,2138016323596336.2
S16,3.686488,3.238627,-0.120228,-2.01725,5.986314,2138016323596336.2
S17,4.052909,3.558298,-0.21737,-2.135411,6.353641,4522537472107244.0
S18,4.232864,3.7036,-0.122878,-2.007493,6.353641,6775369316822725.0
S19,4.007715,3.511738,-0.015151,-1.885242,6.353641,6775369316822725.0
S20,4.169848,3.82902,0.001223,-2.854876,6.353641,6775369316822725.0
S21,4.34665,4.007598,0.091087,-2.869664,6.353641,8759713931657581.0
S22,4.414913,4.098949,-0.007409,-3.219754,6.353641,8759713931657581.0
S23,4.101273,3.637602,-0.000197,-2.153381,6.353641,8759713931657579.0
S24,4.063053,3.567965,-0.068213,-2.056797,6.353641,8759713931657581.0
S25,4.036816,3.451526,0.095246,-2.698765,6.353641,8759713931657580.0
S26,3.686704,2.982435,0.074644,-1.89512,6.353641,6621697608061245.0
S27,3.611522,2.867005,0.063617,-1.712484,6.353641,6621697608061245.0
