Segment,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12
S1,16.367732477666586,7.275501898225936,7.022921394992976,6.966677873856508,7.117769881883014,7.406851242910887,9.214668725445751,10.284974198360505,11.693751954885636,11.12888363698122,16.112805894337754,16.362717341560945
S2,7.275501898225936,7.022921394992976,6.966677873856508,7.117769881883014,7.406851242910887,9.214668725445751,10.284974198360505,11.693751954885636,11.12888363698122,16.112805894337754,16.362717341560945,15.837599204409841
S3,7.022921394992976,6.966677873856508,7.117769881883014,7.406851242910887,9.214668725445751,10.284974198360505,11.693751954885636,11.12888363698122,16.112805894337754,16.362717341560945,15.837599204409841,7.163112701769518
S4,6.966677873856508,7.117769881883014,7.406851242910887,9.214668725445751,10.284974198360505,11.693751954885636,11.12888363698122,16.112805894337754,16.362717341560945,15.837599204409841,7.163112701769518,6.966677873856508
S5,7.117769881883014,7.406851242910887,9.214668725445751,10.284974198360505,11.693751954885636,11.12888363698122,16.112805894337754,16.362717341560945,15.837599204409841,7.163112701769518,6.966677873856508,6.966677873856508
S6,7.406851242910887,9.214668725445751,10.284974198360505,11.693751954885636,11.12888363698122,16.112805894337754,16.362717341560945,15.837599204409841,7.163112701769518,6.966677873856508,6.966677873856508,7.082588833687209
S7,9.214668725445751,10.284974198360505,11.693751954885636,11.12888363698122,16.112805894337754,16.362717341560945,15.837599204409841,7.163112701769518,6.966677873856508,6.966677873856508,7.082588833687209,7.163112701769518
S8,10.284974198360505,11.693751954885636,11.12888363698122,16.112805894337754,16.362717341560945,15.837599204409841,7.163112701769518,6.966677873856508,6.966677873856508,7.082588833687209,7.163112701769518,7.163129737858694
S9,11.693751954885636,11.12888363698122,16.112805894337754,16.362717341560945,15.837599204409841,7.163112701769518,6.966677873856508,6.966677873856508,7.082588833687209,7.163112701769518,7.163129737858694,7.406851242910887
S10,11.12888363698122,16.112805894337754,16.362717341560945,15.837599204409841,7.163112701769518,6.966677873856508,6.966677873856508,7.082588833687209,7.163112701769518,7.163129737858694,7.406851242910887,8.786956554987736
S11,16.112805894337754,16.362717341560945,15.837599204409841,7.163112701769518,6.966677873856508,6.966677873856508,7.082588833687209,7.163112701769518,7.163129737858694,7.406851242910887,8.786956554987736,9.581549282609892
S12,16.362717341560945,15.837599204409841,7.163112701769518,6.966677873856508,6.966677873856508,7.082588833687209,7.163112701769518,7.163129737858694,7.406851242910887,8.786956554987736,9.581549282609892,10.151457943437014
S13,15.837599204409841,7.163112701769518,6.966677873856508,6.966677873856508,7.082588833687209,7.163112701769518,7.163129737858694,7.406851242910887,8.786956554987736,9.581549282609892,10.151457943437014,7.419132952343455
S14,7.163112701769518,6.966677873856508,6.966677873856508,7.082588833687209,7.163112701769518,7.163129737858694,7.406851242910887,8.786956554987736,9.581549282609892,10.151457943437014,7.419132952343455,7.140352280194585
S15,6.966677873856508,6.966677873856508,7.082588833687209,7.163112701769518,7.163129737858694,7.406851242910887,8.786956554987736,9.581549282609892,10.151457943437014,7.419132952343455,7.140352280194585,6.951661090491801
S16,6.966677873856508,7.082588833687209,7.163112701769518,7.163129737858694,7.406851242910887,8.786956554987736,9.581549282609892,10.151457943437014,7.419132952343455,7.140352280194585,6.951661090491801,6.966677873856508
