Segment,1D-CNN,LSTM,BiLSTM,CNN-LSTM,GRU,ANN,Selected
S1,0.1732985804320851,0.22081957583556022,0.19392741953973103,0.21251724533320257,0.17720187236093768,0.02223530649848343,LSTM
S2,0.1886865200969023,0.2127029754110115,0.17903137904043417,0.2146158015326871,0.17853592903850127,0.026427394880463737,CNN-LSTM
S3,0.17819885841718644,0.2219372162457137,0.16831014901658306,0.2506363821602602,0.15167772252037837,0.02923967163987996,CNN-LSTM
S4,0.19756504074224626,0.18529997990144126,0.18156173396077038,0.23538259746686338,0.17029563577145126,0.02989501215722677,CNN-LSTM
S5,0.18497627031893774,0.19097706435989725,0.19810152784794238,0.230970336121539,0.17192985720215642,0.023044944149527055,CNN-LSTM
S6,0.21286976645771927,0.1993637643808754,0.18244235508119755,0.19872753324358983,0.17796806960611328,0.028628511230504635,1D-CNN
S7,0.17007115078153667,0.24332125526474865,0.1801121354836312,0.22272601055136368,0.15449837266536529,0.02927107525335431,LSTM
S8,0.16018578778848885,0.2269553522603824,0.20448646683035576,0.185223356378326,0.19462118759173688,0.028527849150710292,LSTM
S9,0.15811542823022107,0.20954471299891628,0.21955527050215726,0.19747955785228996,0.19331630512522735,0.02198872529118796,BiLSTM
S10,0.19909797843211696,0.19696041540651316,0.21020986933628497,0.193084834356331,0.1674355625986378,0.03321133987011502,BiLSTM
S11,0.19102760122036574,0.20523539334434987,0.20372661247896462,0.23096087380871808,0.13450208882239914,0.03454743032520194,CNN-LSTM
S12,0.17870973308614435,0.21748423338937217,0.18520114566158905,0.26136268057445006,0.121948301869482,0.03529390541896338,CNN-LSTM
S13,0.16143221766498253,0.24549175389618946,0.17544700404211855,0.2665929407917223,0.11848075540436918,0.032555328200619585,CNN-LSTM
S14,0.19724560335356006,0.22915004441092568,0.17051374610358433,0.22209138877395293,0.13609392395325762,0.04490529340471987,LSTM
S15,0.3179628151800222,0.18100945868377358,0.15258560883375447,0.17560813727477903,0.13117540818350557,0.0416585718441656,1D-CNN
S16,0.27811300049545307,0.1654860200078147,0.16225081490343293,0.18536050944292184,0.16369426137979162,0.04509539377058687,1D-CNN
S17,0.20547532894649348,0.17259968416516153,0.18077349339247473,0.21045586853316145,0.19687111257544535,0.033824512387262286,CNN-LSTM
S18,0.19730392626493404,0.1676901195292849,0.18132678512332884,0.23874595076472807,0.1842762413736466,0.030656976944077773,CNN-LSTM
S19,0.20922117736717658,0.1807819110909905,0.15274931326162322,0.2908104760814739,0.13785115090756195,0.0285859712911741,CNN-LSTM
S20,0.15655075637376456,0.20482829561161944,0.13525888201266176,0.37444424078304395,0.10655388841722625,0.02236393680168471,CNN-LSTM
S21,0.2292823590071015,0.1809698176814911,0.1328512092333024,0.28478687616587595,0.1325471144396795,0.0395626234725501,CNN-LSTM
S22,0.25888169054056714,0.15443038917826837,0.11982627668898252,0.27209720589348,0.15757208439949666,0.03719235329920513,CNN-LSTM
S23,0.17006556077154145,0.16866212770055394,0.13907840527259643,0.28758192395654397,0.18962420770358504,0.04498777459517998,CNN-LSTM
S24,0.19640124602809073,0.21972999947258368,0.16266554904081984,0.1682451246649632,0.2197699649622709,0.03318811583127254,GRU
S25,0.18034161056616177,0.22665352405547765,0.24198970837544156,0.13208546434887133,0.19489337467283466,0.024036317981212835,BiLSTM
S26,0.2110555263381701,0.2367932779660646,0.2415436526585077,0.11956982193087096,0.1667767394786796,0.02426098162770658,BiLSTM
S27,0.18978340336821423,0.24397854632505794,0.2611746768789506,0.14136519988677337,0.12574257231260613,0.03795560122839796,BiLSTM
S28,0.23609604930159708,0.19070573664603777,0.19840995123825095,0.24197016066560992,0.10125676302162907,0.031561339126875844,CNN-LSTM
S29,0.0785160133617633,0.3218944789664697,0.07053934020991527,0.4872012838494184,0.03224196769912513,0.00960691591330852,CNN-LSTM
S30,0.1273047309307819,0.37195284523655403,0.14510409748223793,0.22379492364826967,0.095557772051036,0.03628563065112054,LSTM
S31,0.22661859533385173,0.24441599090780572,0.17127784412004504,0.16815758691391103,0.16412486030017345,0.025405122424213316,LSTM
S32,0.15883394989395522,0.22994466260276514,0.18020320937652282,0.19880003927187792,0.21553120758001726,0.016686931274861018,LSTM
S33,0.1360630776709186,0.21674025654317375,0.17838937378651967,0.23656316726726898,0.21473903105514378,0.017505093676975156,CNN-LSTM
S34,0.17654982641004416,0.19872953958614317,0.19386998998257624,0.20362587814500277,0.20520352436606962,0.02202124151016473,GRU
S35,0.16813446588206532,0.19403609209967115,0.21641378167765465,0.19756612943173132,0.19856055149315308,0.025288979415723965,BiLSTM
S36,0.2241517896342036,0.1874018668883074,0.1965629975084304,0.19425747050993386,0.16938435220418097,0.02824152325494414,1D-CNN
S37,0.22661336501128604,0.19190477702257844,0.18604267779262426,0.19856933225808726,0.16702358206976994,0.029846265845654234,1D-CNN
S38,0.19820074223136172,0.21088624570669606,0.19270222938927503,0.17555274214706415,0.19162309294386684,0.03103494758173624,LSTM
S39,0.1944220870864272,0.2030688717666641,0.2004440654712431,0.17761855662000628,0.19633632889632424,0.02811009015933465,LSTM
S40,0.19124365045169608,0.1929060892288024,0.20074202906697544,0.19575657136747632,0.1938775329140583,0.025474126970992987,BiLSTM
S41,0.18888580107205288,0.19564862175727002,0.19582964631673433,0.2014084592888194,0.19131563603285093,0.02691183553227173,CNN-LSTM
S42,0.19788317448972814,0.19373842882153466,0.1963266898898366,0.19899930895296278,0.1849438006541917,0.028108597191746514,CNN-LSTM
S43,0.18414534149330872,0.20776086485584871,0.1980429542058979,0.20979598408870204,0.17219254914974472,0.028062306206498033,CNN-LSTM
S44,0.2062320498960225,0.20359433085055167,0.1846779618451418,0.20770050136682602,0.16853559834550103,0.029259557695957374,CNN-LSTM
S45,0.22114053009595,0.19714778290438825,0.17401701652076848,0.19725675865680303,0.18119068972160385,0.029247222100484277,1D-CNN
S46,0.20356410399610145,0.1931792306827697,0.1853786911410915,0.1896501363474883,0.19792186571854314,0.03030597211400523,1D-CNN
S47,0.19360125990797122,0.1905721585378864,0.19489465151918234,0.1880623960561096,0.20337354115292697,0.029495992825923634,GRU
S48,0.18529674600497292,0.19983660282670598,0.20435819282921858,0.1851074509561107,0.2014919400679201,0.023909067315071645,BiLSTM
S49,0.18528988066233582,0.21125118995892742,0.21218952871178698,0.17928683947910334,0.18665264276961624,0.025329918418230932,BiLSTM
S50,0.1462854868757734,0.21663856393646108,0.21390903315483195,0.197559383187345,0.19629884433742428,0.029308688508163885,LSTM
S51,0.030355585157657263,0.48750231328937327,0.15410634207742707,0.2514207840239129,0.06805477561613305,0.008560199835497736,LSTM
S52,0.21300874314806628,0.2584372157438074,0.178223460184968,0.16315347428926993,0.15752660858112782,0.029650498052760238,LSTM
S53,0.1490728031302181,0.2045203279031233,0.20950448340478023,0.19782455230770263,0.21103847125152098,0.02803936200265505,GRU
S54,0.3615860025120645,0.1474483959332407,0.15108777749048605,0.16360815689692065,0.1621423011566098,0.014127366010679222,1D-CNN
S55,0.19653695242327499,0.19097847305466145,0.1573164438807119,0.23668187670938287,0.19683770274836468,0.02164855118360445,CNN-LSTM
S56,0.26074215726067446,0.1745696730712548,0.14276785509307025,0.2015367845494023,0.200199211248426,0.02018431877717219,1D-CNN
S57,0.16757633531599614,0.20467930795140793,0.18500960332760494,0.20218116269876135,0.22653659932657907,0.014016991379651475,GRU
S58,0.22834366405642142,0.19937537313673434,0.19920491795775297,0.1569968999583227,0.20101143610773436,0.015067708783033137,1D-CNN
S59,0.15864156248927053,0.22321366398059958,0.22794183461204223,0.15144616494012247,0.2147719863253474,0.023984787652618734,BiLSTM
S60,0.17207798215295952,0.20499955812019852,0.21607535091662378,0.14587279288510765,0.22613398616581015,0.03484032975930041,GRU
S61,0.07631159781186764,0.2058001914506947,0.21732333557870737,0.178242011875768,0.3012984809237659,0.021024382359196594,GRU
S62,0.09377221169335807,0.20532330918876254,0.22301029811583864,0.24159611521339017,0.20919242212244937,0.027105643666201475,CNN-LSTM
S63,0.2286911073023459,0.18058802894544448,0.2258617100559568,0.18920859156382824,0.13161611803354473,0.04403444409887965,1D-CNN
S64,0.24285283025774673,0.20211638384304123,0.21544193221027283,0.1840830474343132,0.11836972003666198,0.03713608621796625,1D-CNN
S65,0.15575188695400619,0.268105276907405,0.2094608803299329,0.2150278722533362,0.12147562840804804,0.030178455147272448,LSTM
S66,0.1974241762848054,0.2678522077703279,0.1848832104906369,0.18768878469105515,0.12851086689752922,0.033640753865644746,LSTM
S67,0.2677604753219158,0.20557136278249794,0.17085844422026533,0.16815524425867415,0.1530309339325556,0.034623539484091394,1D-CNN
S68,0.2913595048704775,0.1739235315819489,0.15654152813872788,0.17803391981947347,0.16538686905437544,0.03475464653499693,1D-CNN
S69,0.22920048751118743,0.17039192330512073,0.16654696700067534,0.21315619157496793,0.186071038362904,0.03463339224514533,1D-CNN
S70,0.18717576777731337,0.16647955625979963,0.18523211049576527,0.23196062743698578,0.20144358580502278,0.02770835222511145,CNN-LSTM
S71,0.22175835212836156,0.16614795965816231,0.18216908833356182,0.22039083138997545,0.18140818766337102,0.02812558082656807,1D-CNN
S72,0.20772488269520994,0.1739101470218661,0.17744938963597076,0.23317244806810605,0.17816057472965285,0.029582557849193288,CNN-LSTM
S73,0.2335567226830785,0.18177205988080747,0.16339352344220265,0.2146919707575995,0.17949386008248142,0.027091863153830557,1D-CNN
S74,0.20536576718977834,0.19811144116464635,0.1882271951133061,0.18411312652611936,0.19243983571434606,0.03174263429180484,1D-CNN
S75,0.20323862103170298,0.21308925238170576,0.2200156000923864,0.1493862094196656,0.1844714058291055,0.029798911245434972,BiLSTM
S76,0.22170976093848882,0.2052420513707677,0.23421246203103652,0.13541759053614325,0.1775376822028105,0.02588045292075341,BiLSTM
S77,0.19940698842241328,0.20827970772295978,0.2285260990116888,0.1431057480374004,0.19732260291245987,0.02335885389307871,BiLSTM
S78,0.33430223549885896,0.12402132009146738,0.16922387927977625,0.09547198668948385,0.24732040385077078,0.02966017458964281,1D-CNN
S79,0.21196943077750344,0.14459963262169206,0.21451984556000767,0.1354570673075187,0.2590937387831722,0.034360284950106845,GRU
S80,0.2118411518492925,0.15296064439249524,0.1982005317743429,0.17794114524358137,0.23390931368338114,0.025147213056906936,GRU
S81,0.18068446763460122,0.16794250824513265,0.18188085429592057,0.2128690588744122,0.23301188883057997,0.023611222119353653,GRU
S82,0.20428991797236215,0.18040449954286722,0.17732793924276868,0.20260846815723071,0.21025592618924882,0.025113248895522185,GRU
S83,0.21549661143661894,0.1871401076619238,0.19501189711501263,0.195864718682778,0.17966880318166295,0.026817861922003913,1D-CNN
S84,0.20876678471081947,0.18368288952288786,0.19863284330681072,0.196042064107053,0.18793747571077055,0.024937942641657596,1D-CNN
S85,0.16871351856965972,0.20393040155062347,0.21142744819176792,0.190207982722067,0.20265960069364256,0.023061048272239128,BiLSTM
S86,0.19595897219096908,0.20066384622936193,0.20954568523616535,0.17059730677329354,0.19831942568752406,0.024914763882687284,BiLSTM
S87,0.20585591704715914,0.2002649745161344,0.20560863251499006,0.1722301659415677,0.1831254573479048,0.03291485263224549,1D-CNN
S88,0.18317691179363008,0.2014919160772717,0.21298291574982006,0.17697421858167736,0.19490409927921878,0.030469938518382568,BiLSTM
S89,0.14207298979284824,0.21038573839025204,0.22917216761767636,0.18648135616455982,0.20865369228920755,0.023234055745453615,BiLSTM
S90,0.16727503539291558,0.1994016243459754,0.21308352266407696,0.19413624398334126,0.1971602214611293,0.028943352152562267,BiLSTM
S91,0.08422395913774895,0.2813927278997635,0.20301716886269278,0.26056204757667284,0.14936574901981733,0.021438347503305016,LSTM
S92,0.173450708013672,0.2712803618203016,0.17713765593774744,0.2128836526341878,0.14028221513961914,0.02496540645447209,LSTM
S93,0.2740751511881898,0.18998705023927984,0.16225596255485744,0.18192062898534106,0.15884513851086096,0.032916068521470526,1D-CNN
S94,0.24545145698330806,0.18124536531033306,0.16796908282090287,0.19181053258566527,0.18548997067744083,0.02803359162235112,1D-CNN
S95,0.2275269021532852,0.18297669145008286,0.17220069267996144,0.19362189202992863,0.1957657547816313,0.027908066905111682,1D-CNN
S96,0.2255614689155391,0.18632991484895317,0.1748342902062475,0.18066111010140892,0.2018297575278372,0.030783458400014185,1D-CNN
S97,0.19157196478010247,0.20000680864652187,0.18255724086895614,0.18516445744243917,0.21115784275163604,0.02954168551034439,GRU
S98,0.1899597824526854,0.21823450575331974,0.19402777007731797,0.17189151873826639,0.20092043905694654,0.02496598392146472,LSTM
S99,0.16685203837301757,0.22181244732480868,0.21279964594844472,0.1648307361513901,0.20713693689322044,0.02656819530911744,LSTM
S100,0.19111479810630694,0.1962086923871135,0.20437820799410453,0.16469536581399538,0.20904861068609396,0.034554325012385916,GRU
S101,0.07184382568032786,0.23337623679082592,0.21781596565014427,0.2523949482344286,0.20457187548715772,0.019997148157114807,CNN-LSTM
S102,0.06309812408353276,0.2728738713469574,0.1967044381781317,0.31961341351295947,0.12933267765909298,0.018377475219325392,CNN-LSTM
S103,0.09053811529257212,0.3775223852926625,0.17683227323770895,0.24482973325177815,0.08879991092058123,0.021477582004696887,LSTM
S104,0.16740681725562323,0.3236672578258792,0.1796728897233987,0.18108709105614304,0.11408815973222582,0.034077784406729296,LSTM
S105,0.3364298430885071,0.17367110208401915,0.15070811082801772,0.13641806220134053,0.14162834119976014,0.06114454059835582,1D-CNN
S106,0.5161668117730226,0.10270485184295824,0.10733442705984943,0.10943998509580195,0.12344046816017583,0.04091345606819085,1D-CNN
S107,0.22658161111962774,0.1415279464677883,0.16478814925947802,0.17430294800142535,0.21838176477133106,0.07441758038035007,1D-CNN
S108,0.31670614167726446,0.1179265851701987,0.14951747984834207,0.16032910236108294,0.2121988075616984,0.04332188338141323,1D-CNN
S109,0.3138373279129093,0.13337193414727477,0.1526165944875533,0.15793181147951868,0.198678322325226,0.043564009647518685,1D-CNN
S110,0.12887232335442633,0.1902831875321449,0.14324572809777442,0.3450187798482107,0.17204629138023914,0.02053368978720461,CNN-LSTM
S111,0.08078837713802228,0.1845972723593129,0.11324928038630307,0.44803648960922643,0.15420960956164673,0.019118970945489523,CNN-LSTM
S112,0.05767470904284372,0.17574146371623914,0.08629596515823695,0.5418365736899803,0.12835538114502096,0.010095907247679219,CNN-LSTM
S113,0.06657452436189808,0.18972245168992397,0.10530941483664105,0.4879953682805314,0.1372478817791144,0.013150359051890334,CNN-LSTM
S114,0.07912405586671395,0.198904309441589,0.12227395316266725,0.43190251946442454,0.1444931389027733,0.023302023161832754,CNN-LSTM
S115,0.235627053722004,0.21319781484980355,0.15209625542634367,0.23714173044647271,0.12450288377196944,0.0374342617834073,CNN-LSTM
S116,0.29919194260135507,0.18247052623142532,0.17082969979077323,0.18762545878127834,0.11117149564107023,0.04871087695409839,1D-CNN
S117,0.25076041070244687,0.22785610185548794,0.14880115658687265,0.2225826967334694,0.10805168149324078,0.04194795262848252,1D-CNN
S118,0.22647243819397664,0.24217567039835367,0.14909047869865125,0.24018557147421754,0.10399592469180337,0.038079916542997035,LSTM
S119,0.17831327844162906,0.2425415307799104,0.17645889971652914,0.213671100357866,0.15258608904742696,0.03642910165663959,LSTM
S120,0.2348932195540191,0.20963337724083272,0.15116339901042403,0.26389779465161717,0.11451092067913617,0.02590128886397184,CNN-LSTM
S121,0.21282728649205598,0.19899060133862082,0.1338636354085843,0.31238033387285213,0.11512864466914421,0.026809498218742355,CNN-LSTM
S122,0.19082299748152748,0.2444044273678274,0.1539420365502734,0.21422018273929036,0.1713572101387306,0.02525314572235153,LSTM
S123,0.17605936516847323,0.22877875407001247,0.18022822137565406,0.1734946534707268,0.21893303325323552,0.022505972661897057,LSTM
S124,0.13657998483045145,0.20579843613013132,0.196321671166341,0.16794437184208041,0.27740305918641006,0.015952476844587265,GRU
S125,0.11862221151247457,0.20385218602555616,0.24017827963575314,0.17944621912558387,0.24423944318316454,0.013661660517467028,GRU
S126,0.11175425180836973,0.2241507397209829,0.24551640716585998,0.1494322322174336,0.25009459103284176,0.019051778054512105,GRU
S127,0.21035779360929702,0.17582441148790093,0.23668538581679896,0.12691800522687532,0.2233506922709901,0.026863711588137332,BiLSTM
S128,0.19797268930131653,0.18639238715189974,0.24314318351526049,0.1373534018586555,0.20698477267865942,0.028153565494209012,BiLSTM
S129,0.21983491381301937,0.1854811157196343,0.23294710881235464,0.15037287351097559,0.1816772119111374,0.029686776232879488,BiLSTM
S130,0.2081998232414466,0.20243571420859338,0.20712532775996093,0.15610004590746118,0.19605291653712953,0.0300861723454099,1D-CNN
S131,0.19599651202318846,0.2201536994441915,0.2151966407514202,0.17257223624298323,0.16932018033931254,0.026760731198905242,LSTM
S132,0.18503508583326336,0.20868266099798116,0.21623233015278945,0.207684291998099,0.1588830842681083,0.02348254674975863,BiLSTM
S133,0.16888761331792151,0.1984371587991722,0.2051872505287359,0.24603236278951904,0.15803982804673075,0.023415786517921297,CNN-LSTM
S134,0.2027935729318207,0.21630638738220875,0.16991797663000702,0.2370937473355768,0.14653383369662498,0.027354482023761697,CNN-LSTM
S135,0.1984071057375392,0.24413116989889058,0.1587689982109282,0.2576005452822829,0.11326779072531006,0.027824390145049005,CNN-LSTM
S136,0.22954783734203876,0.2341092671303326,0.1487150253893117,0.21842114185745024,0.14420240175980364,0.02500432652106391,LSTM
S137,0.12804102572450457,0.20949375500637907,0.18804294122744836,0.22019136690377938,0.2398004464104619,0.014430464727424817,GRU
S138,0.09372787149473392,0.2579769341694834,0.22968767446571484,0.16859389520901033,0.2311350926107319,0.018878532050326417,LSTM
S139,0.18319715188353858,0.20004959314328338,0.2201340220461267,0.15224578296162133,0.21720429352095838,0.027169156444474,BiLSTM
S140,0.18979948158629015,0.1985458910800426,0.20825236361620034,0.18226806246252444,0.19015747341056427,0.030976727844378046,BiLSTM
S141,0.1748256598669706,0.21462151982774436,0.21012793017626974,0.18503525782868618,0.18065759407752063,0.034732038222808376,LSTM
S142,0.16761789235441263,0.2254902329395262,0.19316972087364603,0.22962226333955046,0.14539891706090352,0.03870097343196195,CNN-LSTM
S143,0.16755682965498253,0.27908057096919053,0.16112103817136883,0.2556633510264464,0.1076385806659449,0.02893962951206644,LSTM
S144,0.21093280150768345,0.24333531892676408,0.17069476478203513,0.2188391003371852,0.12429173683544009,0.03190627761089114,LSTM
S145,0.1976625763378901,0.2124180366143486,0.18110520371586217,0.2267051736639526,0.15278826531657175,0.029320744351376014,CNN-LSTM
S146,0.2086224977712234,0.20175570448921265,0.17538932356618891,0.24864819453606418,0.13184439713401666,0.03373988250329459,CNN-LSTM
S147,0.2418159420644098,0.19475137863988162,0.15918056252047838,0.22713451278424432,0.1270370518510343,0.05008055213995249,1D-CNN
S148,0.28739837355289527,0.20564949608197794,0.13441467811814936,0.2320490178250468,0.10488102377534436,0.035607410646586964,1D-CNN
S149,0.30360545950424245,0.16741332741880574,0.13506163315214464,0.2120234629419475,0.1351006974927466,0.04679541949011285,1D-CNN
S150,0.30299764593771067,0.15569508711251556,0.12983319498230994,0.20892100248407303,0.16267285331538778,0.039880216168002726,1D-CNN
S151,0.21348242397573958,0.15888948789855836,0.15989094128705847,0.20763781574267462,0.22965040483817567,0.030448926257793527,GRU
S152,0.13919482714521766,0.2606500936697044,0.21780740359462405,0.14266510075308983,0.21797600070694362,0.02170657413041983,LSTM
S153,0.135178502794231,0.2546795358185708,0.2285457275068741,0.16147438219929425,0.18029568738964877,0.03982616429138144,LSTM
S154,0.19834834082049835,0.2465548338287137,0.19944777709558079,0.1623648108771608,0.16429485073303574,0.02898938664501141,LSTM
S155,0.22862784966537378,0.219537150138975,0.1885175156710859,0.17007748748085522,0.16688120842005186,0.026358788623657977,1D-CNN
S156,0.2004839196509459,0.2030696655645795,0.1919637602054936,0.20095196162951634,0.17638848574039617,0.027142207209068098,LSTM
S157,0.20716519294419936,0.18448764989193864,0.19008850701858376,0.22489424875481875,0.17287823378870934,0.020486167601749417,CNN-LSTM
S158,0.19366310502180925,0.1837685140099706,0.1869707341063585,0.23227704047077652,0.17115501185041845,0.032165594540666774,CNN-LSTM
S159,0.2114667790013828,0.2078367467460461,0.17338278624264533,0.1984536495751783,0.17470244671357985,0.034157591721166565,1D-CNN
S160,0.19648240149585647,0.21739846750874545,0.17969975261634966,0.17846116026653078,0.20072815771840746,0.027230060394111175,LSTM
S161,0.14517363163589647,0.2150352699902847,0.19669280855455462,0.17404904054614373,0.251916542561139,0.01713270671198195,GRU
S162,0.09699281759852568,0.2243481727219411,0.23135083148978955,0.16627530863416337,0.264186163423017,0.01684670613256312,GRU
S163,0.1264321504668877,0.20561676357300715,0.2632850900366892,0.14897526516036613,0.2358652529351826,0.01982547782786815,BiLSTM
S164,0.19785559916456086,0.17281583262550398,0.24256798492543377,0.1260558214544,0.23862109338617346,0.022083668443927517,BiLSTM
