Segment,LSTM,1D-CNN,ANN,BiLSTM,Selected
S87,0.3004101902197145,0.3088950751482711,0.3466200783548138,0.04407465627720091,ANN
S88,0.3206267782115709,0.2914666882213179,0.33950740285425945,0.048399130712852324,ANN
S89,0.3791709644874277,0.2634724508073898,0.2987085084641694,0.05864807624101212,LSTM
S90,0.3323616427076629,0.2792740352770873,0.33765656865967614,0.05070775335557391,ANN
S91,0.5056728173713408,0.16206025876910782,0.2792062043838587,0.05306071947569273,LSTM
S92,0.4204486437859977,0.26913337144845545,0.2711553723254164,0.03926261244013085,LSTM
S93,0.2611013493359119,0.38635619747555255,0.3210578851580224,0.03148456803051369,1D-CNN
S94,0.27896810576558967,0.3812579779006823,0.3029241263299038,0.03684979000382411,1D-CNN
S95,0.28956051854609977,0.36191988757406035,0.30964784289891173,0.038871750980928634,1D-CNN
S96,0.28433458052574767,0.3468840533543088,0.3307682118002247,0.03801315431971929,1D-CNN
S97,0.32034538051452044,0.3064991961972151,0.3314788902305068,0.04167653305775773,ANN
S98,0.3562015427486193,0.31110627444351363,0.2873144009902835,0.04537778181758376,LSTM
S99,0.36504635904509913,0.27711256013792573,0.30776431656798175,0.05007676424899383,LSTM
S100,0.2971886427294664,0.2893333886067647,0.36917773777582363,0.044300230887945435,ANN
S101,0.4761772566088944,0.16205819188450182,0.2980277494879234,0.06373680201868039,LSTM
S102,0.5362812901247292,0.13915983008547886,0.2679761448568681,0.05658273493292408,LSTM
S103,0.5785532857400011,0.1449625970010791,0.23688560704988532,0.039598510209034314,LSTM
S104,0.4349120574041314,0.21670991385685062,0.3150233562420984,0.03335467249691941,LSTM
S105,0.15338994633392744,0.3534387592573542,0.47491262614471574,0.018258668264002822,ANN
S106,0.08353504931701805,0.6056553351682662,0.29822615033992217,0.012583465174793555,1D-CNN
S107,0.12012702213127487,0.22142136064890555,0.6375701710873303,0.020881446132489268,ANN
S108,0.1374771734248035,0.42845191781352165,0.4082630531004687,0.025807855661205987,1D-CNN
S109,0.1557968781261824,0.41554742528588184,0.402709099738473,0.025946596849462954,1D-CNN
S110,0.3936362645245787,0.2666302275506583,0.29739903768813425,0.042334470236627855,LSTM
S111,0.44864473146716194,0.19084181702032132,0.321831586557289,0.03868186495522889,LSTM
S112,0.5460488313092517,0.18722560430488971,0.22739376518372334,0.03933179920213576,LSTM
S113,0.5169187777035833,0.18621487347830576,0.2552867171106243,0.04157963170748686,LSTM
S114,0.43973358248550276,0.16598941454100424,0.35670137042148425,0.03757563255200904,LSTM
S115,0.2869192242951752,0.3210831321889354,0.36387549221334897,0.028122151302539877,ANN
S116,0.19957907310685677,0.35872973137096076,0.4154918337270715,0.026199361795110378,ANN
S117,0.2801259166015786,0.3159358729134028,0.3794696853037614,0.02446852518125783,ANN
S118,0.31896141824939805,0.29725102804668896,0.35749076155024245,0.02629679215367098,ANN
S119,0.34732693977658896,0.24999877619178654,0.3674919309929007,0.035182353038724724,ANN
S120,0.3237558071245078,0.36437406270872896,0.2788808905185183,0.03298923964824515,1D-CNN
S121,0.32190204375088194,0.3457509352986631,0.30225873818754745,0.03008828276290674,1D-CNN
S122,0.38692489851465156,0.3007770519011409,0.2780162894556829,0.03428176012852383,LSTM
S123,0.3877178963934526,0.2996374408023981,0.2689614790090179,0.04368318379513112,LSTM
S124,0.41634270364449993,0.28723132451043926,0.23943938056939063,0.056986591275670774,LSTM
S125,0.43129867106345476,0.271667238012081,0.22611631982955557,0.07091777109490893,LSTM
S126,0.4314513537539218,0.23094401219695,0.2707369059096322,0.06686772813949553,LSTM
S127,0.2903052681953488,0.34482462162955657,0.3097208576359741,0.05514925253912014,1D-CNN
S128,0.3030904125223182,0.3212082521295196,0.31978591363115977,0.05591542171700229,1D-CNN
S129,0.28743375940385196,0.3396984058746942,0.32160479943164383,0.051263035289810126,1D-CNN
S130,0.3110498710477523,0.31986716911068364,0.3236367001101885,0.045446259731375144,ANN
S131,0.34637350519024585,0.3092500689734041,0.2960002242954369,0.04837620154091343,LSTM
S132,0.3525425702708249,0.3144117936339877,0.28095285110900436,0.05209278498618282,LSTM
S133,0.3525730912570391,0.30196476647516146,0.2934802724591138,0.05198186980868555,LSTM
S134,0.34124471927832306,0.3195227816267179,0.30117618030892535,0.03805631878603426,LSTM
S135,0.37241314416351434,0.29971067731105017,0.2940140566020117,0.0338621219234234,LSTM
S136,0.3556760746244532,0.34912884754945595,0.2635151699850561,0.03167990784103462,LSTM
S137,0.43521693658186367,0.28068677579975687,0.22759575175239008,0.05650053586598922,LSTM
S138,0.48151588246836147,0.1933126745480021,0.26322245695919644,0.061948986024440274,LSTM
S139,0.33025694624436597,0.303221151891135,0.31477756360982184,0.05174433825467785,LSTM
S140,0.3126888908307058,0.2987100381461239,0.34174502357809194,0.04685604744507851,ANN
S141,0.3239879626970674,0.2617359168497904,0.3689921155062873,0.045284004946854944,ANN
S142,0.326237245990313,0.2373781573170969,0.39689541857184907,0.03948917812074118,ANN
S143,0.4196368099173576,0.24594432195786323,0.3006706932768074,0.03374817484797225,LSTM
S144,0.34815384868633065,0.29952842584247846,0.31808174973284037,0.03423597573835055,LSTM
S145,0.33159294918629684,0.30809614975240185,0.3200874829143022,0.040223418146998924,LSTM
S146,0.2993051436128662,0.3099920906141194,0.35382941506997434,0.036873350703038835,ANN
S147,0.22737429080464466,0.29305550105185657,0.45404025701846507,0.025529951125034013,ANN
S148,0.2640532395243814,0.3848664715279815,0.32787109345172905,0.023209195495907692,1D-CNN
S149,0.1849544111974435,0.3788697894964567,0.4159071973342815,0.02026860197181836,ANN
S150,0.18873531771930266,0.41386964139706106,0.3757005431804896,0.02169449770314597,1D-CNN
S151,0.257910170825797,0.35299366924988873,0.35202608340544617,0.03707007651886829,1D-CNN
S152,0.43887026172627563,0.24365342135783333,0.26453019774798997,0.052946119167901054,LSTM
S153,0.3650310787898589,0.18759359731243494,0.40091971037030344,0.04645561352740249,ANN
S154,0.3646756192484867,0.29322692968794767,0.29998139966775816,0.04211605139580713,LSTM
S155,0.3327301550403315,0.34633640767213236,0.28010433199655715,0.04082910529097961,1D-CNN
S156,0.32689202810639384,0.32272177719266276,0.3062237310201418,0.04416246368080114,LSTM
S157,0.32784796672116334,0.36583009132116845,0.25814465455612734,0.04817728740154084,1D-CNN
S158,0.29098718748216795,0.30746472021519106,0.35924593062067683,0.04230216168196464,ANN
S159,0.3032616498146696,0.3089500596416602,0.3521034576235375,0.035684832920132824,ANN
S160,0.3451639004658366,0.31175948551709326,0.3023853085843689,0.04069130543270094,LSTM
S161,0.41172920222818116,0.2898929958271878,0.2442402880029395,0.05413751394169195,LSTM
S162,0.45547741812779785,0.21849535254855262,0.2591717906799208,0.06685543864372916,LSTM
S163,0.393684253812327,0.25722820036247496,0.2790226406831356,0.07006490514206241,LSTM
S164,0.30983623291596796,0.35041384961474764,0.27944374926485555,0.060306168204428294,1D-CNN
S165,0.2679289301909889,0.3436132261493241,0.33429206884628765,0.05416577481339952,1D-CNN
S166,0.32500917192149686,0.33935162404786046,0.2964479818461332,0.03919122218451014,1D-CNN
S167,0.3729629500116541,0.33260639756540694,0.2594823405245222,0.03494831189841772,LSTM
S168,0.3751879148626726,0.29219787116486196,0.28413372925370756,0.04848048471875804,LSTM
S169,0.40730190964730023,0.2835744112379847,0.24293125922135914,0.06619241989335563,LSTM
S170,0.459125860174083,0.23954601836393755,0.22148938126504353,0.07983874019693589,LSTM
S171,0.385613467005312,0.31478907305935,0.23607810788580308,0.06351935204953425,LSTM
S172,0.31613710932725414,0.36302128078233986,0.2553143375423569,0.0655272723480492,1D-CNN
S173,0.356445749002823,0.32094145189593565,0.25907950894858117,0.06353329015266017,LSTM
S174,0.359982751712116,0.2891961210863657,0.29394055828853505,0.05688056891298303,LSTM
S175,0.3397521911109402,0.2993228317681532,0.30654053374666496,0.05438444337424177,LSTM
S176,0.30043044075690994,0.24816270155915365,0.40401133361406716,0.047395524069868855,ANN
S177,0.3244098524456459,0.2947127043819045,0.3318217293306705,0.049055713841779626,ANN
S178,0.39019637325319967,0.2684268474602229,0.269616266429386,0.07176051285719173,LSTM
S179,0.28947051568584137,0.300833845239774,0.35957869673238296,0.05011694234200129,ANN
S180,0.23390092923533648,0.28468586147680064,0.4413595875261852,0.040053621761677816,ANN
S181,0.2717514924415252,0.32553230952747775,0.3681777053707696,0.03453849266022787,ANN
S182,0.3658579250790329,0.2522000673980302,0.3460765029001495,0.03586550462278708,LSTM
S183,0.3740189358538733,0.27649237035383295,0.31660020509715564,0.03288848869513774,LSTM
S184,0.26157496274094966,0.27036453699071133,0.44222722909148937,0.025833271176850206,ANN
S185,0.17384608283433756,0.42640990437907467,0.3797034737801351,0.0200405390064534,1D-CNN
S186,0.1774535419630465,0.40406037034805614,0.3935706505459117,0.024915437142985938,1D-CNN
S187,0.25245546318528256,0.32126790896557594,0.39031073433308444,0.035965893516056904,ANN
S188,0.23406433602453333,0.3027909702540713,0.4343843243074018,0.028760369413993597,ANN
S189,0.3156228643999901,0.3121841250527078,0.3397511304728627,0.032441880074439655,ANN
S190,0.28193959980289884,0.28351645525371527,0.4036413558463536,0.030902589097032373,ANN
S191,0.3351134799262364,0.3266451891344765,0.30320248029677427,0.03503885064251304,LSTM
S192,0.3234665467887895,0.2810626471981026,0.3614047587971084,0.03406604721599929,ANN
S193,0.3140606676885216,0.271032566586143,0.3861282358798107,0.0287785298455239,ANN
S194,0.2894132126529557,0.27306094225852273,0.40725663937480644,0.030269205713715167,ANN
S195,0.35828845437143075,0.2941601463828805,0.30414648707030595,0.043404912175382546,LSTM
S196,0.2993835827764307,0.3022097401296466,0.354542058001763,0.043864619092159045,ANN
S197,0.2734788193513848,0.31741937114756447,0.3661480279797639,0.04295378152128788,ANN
S198,0.28515582952061524,0.3265720241788553,0.34813601212777695,0.04013613417275226,ANN
S199,0.395908439875532,0.2263533773191975,0.33944502057611264,0.03829316222915835,LSTM
S200,0.3571932345844454,0.284074974447816,0.3262898117048126,0.03244197926292553,LSTM
S201,0.2534978008409776,0.3465784921877895,0.37441087948510293,0.025512827486130325,ANN
S202,0.23093062845080436,0.3608177827910161,0.3832806940161102,0.024970894742069358,ANN
S203,0.20633716747725886,0.34836988504519006,0.4203720999963271,0.02492084748122494,ANN
S204,0.21273332418677685,0.4015659261040713,0.360292380757625,0.02540836895152627,1D-CNN
S205,0.21623760994325456,0.3518189558030793,0.40398626982960684,0.027957164424058812,ANN
S206,0.24695129153349704,0.32779722596049804,0.38955600021973846,0.035695482286266754,ANN
S207,0.25446549535330415,0.3570209584868614,0.35299421450424234,0.035519331655592325,1D-CNN
S208,0.2875151587953847,0.34509768855609846,0.3341944021735597,0.033192750474956983,1D-CNN
S209,0.41133772161216353,0.23984794526430347,0.31594498959395795,0.03286934352957435,LSTM
S210,0.31504935942266415,0.2614165740906211,0.39515406877482046,0.02837999771189427,ANN
S211,0.2650607545306083,0.32758503975223213,0.3750253274131707,0.032328878303988735,ANN
S212,0.35240867691276617,0.30360176631869384,0.2917180381151384,0.05227151865340243,LSTM
S213,0.3344272900212367,0.3245486224943246,0.2892465105957173,0.05177757688872102,LSTM
S214,0.30516649818570896,0.30717870612208703,0.35598843692213605,0.03166635877006731,ANN
S215,0.39988531615505546,0.21408011638082056,0.3543558484876375,0.03167871897648761,LSTM
S216,0.21533767991249622,0.30649514573012937,0.4564444517108192,0.021722722646555587,ANN
S217,0.27378185971487723,0.3648748589799996,0.32618545566214896,0.0351578256429741,1D-CNN
S218,0.2490093670168505,0.21224919614798884,0.5108872758243386,0.027854161010822536,ANN
S219,0.3149972017162541,0.24987138085142488,0.4027543541628674,0.032377063269454255,ANN
S220,0.3106901641405705,0.2310728403378798,0.42624598323414137,0.031991012287409026,ANN
S221,0.2117125531603327,0.32483432796136746,0.435642963839852,0.027810155038447432,ANN
S222,0.20102603828655058,0.3307397038624802,0.4453772142473918,0.02285704360357738,ANN
S223,0.22282299923730353,0.35238346739359183,0.40307669232323434,0.02171684104587035,ANN
S224,0.31596871969860424,0.3493082676617192,0.3092557702644838,0.02546724237519225,1D-CNN
S225,0.23407939125163763,0.2679806024299831,0.4767544878171586,0.02118551850122103,ANN
S226,0.13458922417964406,0.3340609048844499,0.5153322187688586,0.016017652167046675,ANN
S227,0.10765312820214355,0.5209679870698218,0.3582887301972161,0.013090154530819324,1D-CNN
S228,0.12624994868882702,0.42064665843221977,0.4371983796811656,0.015905013197787924,ANN
S229,0.271443057506613,0.3041434600955049,0.39705193860074617,0.027361543797135568,ANN
S230,0.25964993583949053,0.321175638016582,0.3897356130768712,0.029438813067056195,ANN
S231,0.2666935306543904,0.3726534793255855,0.3301863615947943,0.03046662842522963,1D-CNN
S232,0.3166404884397344,0.3296872104360021,0.32202387323508735,0.03164842788917497,1D-CNN
S233,0.2827937877781845,0.3294297128995751,0.3495709247450737,0.03820557457716641,ANN
S234,0.2942459876873858,0.37066279979723715,0.30153981793046547,0.03355139458491061,1D-CNN
S235,0.2667127013786333,0.31438834649308695,0.3881410146602465,0.030757937468033795,ANN
S236,0.2541117632326225,0.37358076102530385,0.34173872065242517,0.030568755089648746,1D-CNN
S237,0.2557995242136111,0.35960735508672625,0.3534993169979014,0.0310938037017612,1D-CNN
S238,0.2799419942019906,0.345655478517884,0.33462834415985,0.03977418312027437,1D-CNN
S239,0.31029845000982414,0.3280175901477295,0.3191486900318869,0.04253526981056004,1D-CNN
S240,0.2993594734921814,0.31338704729226596,0.3458227743376194,0.0414307048779332,ANN
S241,0.4154275408298783,0.23525882708060655,0.30679272813302216,0.04252090395649287,LSTM
S242,0.38018946845380475,0.23452644952016857,0.35326863618542803,0.03201544584059882,LSTM
S243,0.28071852132014025,0.33457409652135267,0.3550358415745307,0.029671540583976516,ANN
S244,0.3123245771497518,0.4278045663963808,0.23255319657799692,0.02731765987587022,1D-CNN
S245,0.3297762718043377,0.2787866659707934,0.357228844605595,0.03420821761927438,ANN
S246,0.25805650162816296,0.373359649126247,0.33533083213131265,0.03325301711427819,1D-CNN
S247,0.2919248593616661,0.33371420806226326,0.3310398968671126,0.04332103570895933,1D-CNN
S248,0.36882526195208426,0.3278652181521376,0.25338615189666003,0.04992336799911784,LSTM
S249,0.327188194531557,0.3244303726683066,0.30539133635506466,0.04299009644507222,LSTM
S250,0.3179945989247061,0.364685803324474,0.2747157169616963,0.0426038807891239,1D-CNN
S251,0.34012691529961614,0.30077505458606696,0.3131216766072811,0.04597635350703498,LSTM
S252,0.3377759361783187,0.3046327382229299,0.3000886195687962,0.05750270602995494,LSTM
S253,0.3332644832282558,0.3143345513466445,0.2947884959453123,0.05761246947978764,LSTM
S254,0.2791114222847182,0.2889848536151871,0.3852892972139496,0.04661442688614583,ANN
S255,0.34873963614571035,0.22784122343355795,0.3874377396662357,0.035981400754495525,ANN
S256,0.3875953039027172,0.2926625510378161,0.286685543080396,0.033056601979070954,LSTM
S257,0.33086821642213377,0.33672461423129924,0.2997483697681495,0.03265879957841746,1D-CNN
S258,0.35116735758311957,0.3157025788962712,0.28819200572915127,0.04493805779145872,LSTM
S259,0.4567613825918721,0.2155537619596007,0.2584656094470033,0.0692192460015238,LSTM
S260,0.32314974463604507,0.342685931172509,0.2794429428750929,0.05472138131635353,1D-CNN
S261,0.37233998267959967,0.28205644726947077,0.30457803475130973,0.04102553529961974,LSTM
S262,0.369074474238644,0.3479471254976005,0.2451756921435539,0.03780270812020107,LSTM
S263,0.3549682349615486,0.3313948290771654,0.2689769865341612,0.044659949427125326,LSTM
S264,0.3052898225377922,0.3374078109442956,0.31082946654466226,0.046472899973250596,1D-CNN
S265,0.3571502677580493,0.30916274866206406,0.2767325985787561,0.05695438500113128,LSTM
S266,0.3428607878983243,0.30792000091580773,0.2906573499531955,0.058561861232672804,LSTM
S267,0.2704755116965501,0.3947417300902252,0.2862960963353081,0.04848666187791702,1D-CNN
S268,0.3706423314054542,0.3042643343682482,0.27822315661850067,0.04687017760779676,LSTM
S269,0.42299242862380243,0.26924198921540415,0.24673175227992916,0.06103382988086456,LSTM
S270,0.3768980995793241,0.22013875934081817,0.34140633581027774,0.06155680526957929,LSTM
S271,0.3161138673351152,0.29373042696652557,0.336612213483718,0.053543492214640866,ANN
S272,0.32102853494927125,0.30517091461213036,0.3207158715549436,0.05308467888365462,LSTM
S273,0.34272861726051335,0.31337588927605237,0.29580053464003897,0.04809495882339554,LSTM
S274,0.3213249436336526,0.32060933108983536,0.31400561678404626,0.04406010849246555,LSTM
S275,0.3397707375569357,0.32142108045394674,0.29454778505241436,0.044260396936702945,LSTM
S276,0.3401223174003878,0.2839351214814735,0.3269806955094671,0.048961865608671315,LSTM
S277,0.3271870129490788,0.3011486215058704,0.3224654384744744,0.049198927070576666,LSTM
S278,0.3521479194428784,0.27990840616986506,0.3199091262599937,0.04803454812726257,LSTM
S279,0.3190791539456805,0.2855383382425963,0.3581462140342603,0.03723629377746243,ANN
S280,0.2915341842116915,0.33738934084176136,0.33626033862018556,0.03481613632636089,1D-CNN
S281,0.3217604268332903,0.3056776248386734,0.32802812241789764,0.044533825910138346,ANN
S282,0.36701986118145075,0.2689153132368122,0.3096790075664613,0.0543858180152756,LSTM
S283,0.3353372242538933,0.30429891722342045,0.30857789096140836,0.05178596756127757,LSTM
S284,0.3265876304348884,0.30676688733122354,0.3160455943288942,0.05059988790499409,LSTM
S285,0.504929230243498,0.15944845329744128,0.2746637511951193,0.06095856526394208,LSTM
S286,0.5043723348719369,0.1626207327332315,0.2866600818135151,0.04634685058131697,LSTM
S287,0.2941394560700227,0.36792176894762346,0.30716250088568414,0.030776274096670643,1D-CNN
S288,0.28201829600215844,0.4096812602724597,0.27561132317439146,0.03268912055099047,1D-CNN
S289,0.28519472211071584,0.25431435889946374,0.42459075391728457,0.035900165072535545,ANN
S290,0.35302419646868255,0.2971004470964015,0.3018782169236663,0.04799713951124939,LSTM
S291,0.40843522860791354,0.30286643138314595,0.23051639321620115,0.058181946792739435,LSTM
S292,0.3391947147283757,0.30405983143081705,0.3029715148045951,0.05377393903621266,LSTM
S293,0.30527718366924067,0.3208808006444236,0.32059978170497805,0.0532422339813577,1D-CNN
S294,0.4298901516024212,0.2007502973990193,0.3154692966507269,0.05389025434783336,LSTM
S295,0.5111240738759727,0.19571356586004027,0.239389538195902,0.05377282206808465,LSTM
S296,0.40557702217595054,0.26496270229425195,0.2903679044333702,0.039092371096426486,LSTM
S297,0.27587902877031445,0.4257976768029656,0.26741676477913073,0.030906529647588016,1D-CNN
S298,0.36095812890996476,0.2918198049192563,0.2983306388589349,0.04889142731184376,LSTM
S299,0.3234767849233472,0.33723652871645515,0.2933980807445228,0.04588860561567453,1D-CNN
S300,0.3439765519370093,0.32690845209601044,0.2741087367555491,0.05500625921143089,LSTM
S301,0.377223312303842,0.29415035410242946,0.2714014880852521,0.05722484550847614,LSTM
S302,0.31868910029620034,0.3473886669115617,0.28690436850634066,0.04701786428589775,1D-CNN
S303,0.34257511065878615,0.3025699741123665,0.3111564104964541,0.0436985047323937,LSTM
S304,0.36956501772818445,0.27454032253103666,0.29981425146437346,0.0560804082764058,LSTM
S305,0.371353839656339,0.2793183427727859,0.28628750498489314,0.06304031258598178,LSTM
S306,0.3659586679803415,0.2647234895834834,0.31624748813251136,0.053070354303663386,LSTM
S307,0.4306581515354652,0.18833265389524542,0.33626864785648913,0.044740546712800054,LSTM
S308,0.3214728443484575,0.35103252320487416,0.2976247331158646,0.02986989933080393,1D-CNN
S309,0.3019504502656843,0.437775828895298,0.2373642384398464,0.022909482399171233,1D-CNN
S310,0.26561182511496473,0.35559895907156525,0.3506313043344056,0.028157911479064733,1D-CNN
S311,0.5755738539650336,0.13728132189546433,0.210250467281996,0.07689435685750598,LSTM
S312,0.32819188795117116,0.2464575697951341,0.37002183944509737,0.05532870280859689,ANN
S313,0.37783010611450296,0.2748284667532477,0.30033269008551533,0.047008737046733855,LSTM
S314,0.3718116764671737,0.24813312575116622,0.33363957718472864,0.04641562059693119,LSTM
S315,0.3452958874382539,0.28338453827681265,0.3310040498388949,0.040315524446038004,LSTM
