,1D-CNN,ANN,BiLSTM,LSTM,CNN-LSTM,GRU,Selected
S34,0.1317769960605708,0.160969141485241,0.19477300753656654,0.3484385628445286,0.12333414050851617,0.040708151564576724,LSTM
S35,0.1328505369507131,0.1461755867590687,0.2533783490723666,0.1406383038067896,0.18928834923455157,0.13766887417651025,BiLSTM
S36,0.1961614472201153,0.0965190727528063,0.34769019122013817,0.10205223236518318,0.20653098012000526,0.0510460763217513,BiLSTM
S37,0.4516770267443895,0.13341213028233914,0.10968871177275477,0.11895160648631638,0.14703176938016238,0.03923875533403811,1D-CNN
S38,0.17687910710802823,0.17720378110854268,0.16662186277148447,0.18090422609119114,0.14468444867363767,0.15370657424711567,LSTM
S39,0.12894194731008907,0.44216184728451857,0.17570941424491446,0.11229563063474546,0.08429701866074006,0.056594141864992155,ANN
S40,0.6020470513944419,0.057008998781528444,0.10521575500636822,0.1097505148253991,0.09788431798509603,0.028093362007166108,1D-CNN
S41,0.2855961117975994,0.14613003525315643,0.14888535151081742,0.2313754989791379,0.11486255661148323,0.07315044584780532,1D-CNN
S42,0.06798631611904087,0.6973383708112069,0.05007412509510712,0.12213881569200122,0.05106499330001553,0.011397378982628891,ANN
S43,0.05592794014791534,0.16548982088330352,0.5756220056514463,0.07426863341327287,0.11380113108994863,0.01489046881411281,BiLSTM
S44,0.44438009217048446,0.24815708793154198,0.0712873675566774,0.16813748785382196,0.05412968214489634,0.013908282342577918,1D-CNN
S45,0.12713608502859972,0.436897195445129,0.10460454745318334,0.1180819768068223,0.1443106417741611,0.0689695534921046,ANN
S46,0.27458392715344654,0.1590315162871066,0.10574419813987887,0.17516261940924976,0.22793645470377,0.05754128430654815,1D-CNN
S47,0.16635362006395252,0.24834417393216004,0.19773884425282814,0.13977952696473406,0.14164274715659828,0.10614108762972695,ANN
S48,0.13576365898050566,0.10423922199455612,0.3421081701435697,0.1892290944247476,0.14775554138411587,0.08090431307250544,BiLSTM
S49,0.162721325846969,0.1679056377357003,0.2569116238790449,0.20241573495285176,0.16344938498074643,0.04659629260468762,BiLSTM
S50,0.13167857556743431,0.18610562331150646,0.20940618954978382,0.1695873658627572,0.1474806467086175,0.15574159899990078,BiLSTM
S51,0.06734762502023384,0.0888595556766457,0.16683097670012023,0.42207858978246654,0.2219298818223998,0.03295337099813411,LSTM
S52,0.1511326725300608,0.2669446298039228,0.08263888076809985,0.4073030912575062,0.06936097716429541,0.02261974847611498,LSTM
S53,0.07668936749824817,0.2766939878788137,0.2511781670958744,0.1488214014649302,0.18335170839065879,0.06326536767147538,ANN
S54,0.14932047609362592,0.07151304804961917,0.44321605501921246,0.19501529382036345,0.09617198510193962,0.04476314191523919,BiLSTM
S55,0.4633060192384516,0.14409463940299228,0.08511057723454123,0.1575074008466298,0.09804722906478841,0.05193413421259664,1D-CNN
S56,0.26055854441704707,0.16201472082686422,0.15321938658730302,0.19087430831748983,0.17271133181316262,0.0606217080381331,1D-CNN
S57,0.16834348669444055,0.10619902354958026,0.18642560921126206,0.3057397567387688,0.18660602816574143,0.046686095640206725,LSTM
S58,0.2645421374087303,0.10038861602353967,0.16230786393920302,0.1710820280509674,0.1727136554888799,0.12896569908867983,1D-CNN
S59,0.1526874250457479,0.2171313037154654,0.1816321369493502,0.2328349357480187,0.14170010700936866,0.07401409153204905,LSTM
S60,0.11136747682644933,0.4703128332636729,0.13422164312354776,0.14472096486809347,0.08979973954734567,0.049577342370890655,ANN
S61,0.15762349272420306,0.20308918704761497,0.20874560668330636,0.19278392304175052,0.15070830271429494,0.08704948778883029,BiLSTM
S62,0.5299346555727081,0.30440592497806646,0.04744766628870054,0.02423489022686708,0.08638574287727073,0.00759112005638663,1D-CNN
S63,0.1347828314813629,0.1456427136905011,0.1281360898708904,0.41476845846575894,0.14941234819500465,0.027257558296482364,LSTM
S64,0.17393977942731909,0.17912459497468172,0.15149734037926388,0.29398283831455224,0.16700872426942184,0.03444672263476103,LSTM
S65,0.14465475319032878,0.16478605898905,0.17068987684403425,0.29991287015220436,0.17975444412400712,0.04020199670037519,LSTM
S66,0.19862082193053945,0.2720719335342665,0.12326622700891561,0.2756686129461645,0.10285542305093859,0.027516981529175585,LSTM
S67,0.32147100626911657,0.12867092421410226,0.16169413934879362,0.19957609571984075,0.11873400340594559,0.06985383104220164,1D-CNN
S68,0.20378064418532227,0.26547703242878273,0.1471187232518123,0.15244439297343337,0.16684314919149087,0.06433605796915859,ANN
S69,0.22489241982451144,0.15192100131511943,0.15210390235262516,0.29059586158433387,0.1110824213324063,0.06940439359100359,LSTM
S70,0.2492709528040823,0.17603873161626823,0.14075822121380477,0.2172355543539224,0.15799661701242518,0.058699922999497375,1D-CNN
S71,0.16477579473224271,0.17717958323725094,0.15550519210471744,0.2710052634037894,0.17510239961191187,0.056431766910087916,LSTM
S72,0.16127562207485593,0.18195731857789407,0.20049742438893484,0.22763148347163734,0.1674838834377774,0.061154268048900826,LSTM
S73,0.1568259661944953,0.18646765738398188,0.30632982734870723,0.15709195697301706,0.14574897366112344,0.04753561843867535,BiLSTM
S74,0.18292640516079184,0.1548717142909259,0.2829117045723394,0.16963603725445575,0.16178918182626845,0.047864956895218885,BiLSTM
S75,0.2081846419950444,0.17058946405627232,0.20057396590199408,0.15835341919606238,0.21910861128056744,0.043189897570059296,CNN-LSTM
S76,0.1765190030120464,0.4901527611628869,0.06408760432529119,0.09571942919550334,0.16003296623284122,0.013488236071431209,ANN
S77,0.19885207260934915,0.16169201757293514,0.20593306617340454,0.18946758981996525,0.18663408458689681,0.05742116923744945,BiLSTM
S78,0.26337781430623936,0.16709744655801723,0.14951568516962788,0.2315192365971371,0.07759490327321292,0.11089491409576516,1D-CNN
S79,0.12958147943570802,0.33970522878890974,0.27161797942201377,0.1652080446901801,0.05304280021996803,0.04084446744322072,ANN
S80,0.12841481806904817,0.10174604364887413,0.15715615219744286,0.4294764745515413,0.14923266037411284,0.033973851158980335,LSTM
S81,0.1242816814932848,0.21420907507146947,0.16673040815005888,0.1286827670160797,0.2888087341482636,0.07728733412084371,CNN-LSTM
S82,0.15355386606581733,0.21546854509058205,0.17010545771808527,0.1386823513817303,0.16814811309748282,0.15404166664630242,ANN
S83,0.0948150371251417,0.18492125625126263,0.2119232469487397,0.1660473613796666,0.2856290197363341,0.05666407855885547,CNN-LSTM
S84,0.17148981670435207,0.14665516388174846,0.18022234852129684,0.15625596730195496,0.18768339690486513,0.15769330668578233,CNN-LSTM
S85,0.14946986427361222,0.13350946276729772,0.21028698193091577,0.17656536880644066,0.1856059236487633,0.14456239857297,BiLSTM
S86,0.11596014547113773,0.3277332811044697,0.19378674639348875,0.17372739283794209,0.1292551790998046,0.05953725509315707,ANN
S87,0.11894035223659474,0.12397816493752378,0.11586315744261026,0.5269950737159211,0.08375687913369309,0.030466372533656718,LSTM
S88,0.002255711114446029,0.004000914033705788,0.0016102929703299977,0.990309238535801,0.0012687013697319448,0.0005551419759853262,LSTM
S89,0.11175042926700389,0.11634897269752946,0.1568141113254746,0.43448971858817437,0.12457192886000457,0.05602483926181321,LSTM
S90,0.17322206582451075,0.16682384964968797,0.12719123903860455,0.3089182868578894,0.15727408731168507,0.0665704713176222,LSTM
S91,0.03819925735924438,0.08160327576205019,0.06922549718543905,0.6661943171745933,0.12406308219857956,0.020714570320092995,LSTM
S92,0.24545128164056548,0.1443250952882636,0.15670423595910243,0.21347391200189536,0.19775228872579323,0.04229318638438035,1D-CNN
S93,0.0833765789536054,0.10700735345472993,0.07215807230419573,0.06764704509620195,0.6518049176460975,0.018006032545169654,CNN-LSTM
S94,0.16748112416463468,0.28432399044749035,0.13034479207104618,0.13845397860194703,0.24008567736190278,0.03931043735297882,ANN
S95,0.08607491149389938,0.4549900033905581,0.07271491461110796,0.2032348080086751,0.14074307394487962,0.0422422885508797,ANN
S96,0.10937601160100589,0.12305112519463164,0.07880103627534865,0.4749969314321985,0.1421386159011208,0.07163627959569492,LSTM
S97,0.6289972553839521,0.11032376400186016,0.044540562855198834,0.11229721666686118,0.07003127088405994,0.03380993020806783,1D-CNN
S98,0.08174967946205362,0.06207643754332529,0.05535460999698293,0.7320087681836607,0.043471728076870886,0.025338776737105804,LSTM
S99,0.1639183947556107,0.22044961329040844,0.20915421119983835,0.19278485838786505,0.15076969380996624,0.06292322855631106,ANN
S100,0.13829468524297914,0.38073633042198574,0.18550788658364675,0.14075681072278948,0.11340116212380948,0.041303124904788914,ANN
S101,0.13408516215422606,0.17467847413950097,0.26876487869627413,0.16129403978606616,0.21543887744803125,0.0457385677759016,BiLSTM
S102,0.16304151858112514,0.32696433036277195,0.12735027655176712,0.16421356390637037,0.18323685134503917,0.03519345925292554,ANN
S103,0.16662940048469171,0.17739611829706575,0.16130549424805093,0.2681139504789627,0.17078177953137935,0.055773256959849644,LSTM
S104,0.2020358478743436,0.17536574107020858,0.1324132714585633,0.27295725226199974,0.1807840147200334,0.03644387261485125,LSTM
S105,0.12414550832882988,0.4215501306801054,0.054404410491152466,0.32016138445147546,0.056840196941224816,0.022898369107211807,ANN
S106,0.16972110809965077,0.38700537997724643,0.11165118103173464,0.22004890176159625,0.09205902259329157,0.019514406536480726,ANN
S107,0.21484981004495235,0.1619970548047512,0.3837263004546925,0.06381026795276239,0.16180740564197954,0.013809161100861776,BiLSTM
S108,0.12667407444306858,0.1951420009976584,0.2857857187022486,0.1905910770963853,0.1583746170815879,0.043432511679051086,BiLSTM
S109,0.16548189159200838,0.1760091556758795,0.3699880465756596,0.11646227734867583,0.12884256545967432,0.04321606334810302,BiLSTM
S110,0.0850057872884932,0.08325607166931437,0.3257166798393535,0.12922258992303984,0.3473306317072532,0.029468239572545716,CNN-LSTM
S111,0.09971291412750283,0.1274641090319683,0.1424838549786947,0.22672332026492859,0.30310410531546295,0.10051169628144256,CNN-LSTM
S112,0.09891226290211566,0.22199309155107916,0.19211823682652843,0.1634551945246353,0.2733679910100025,0.050153223185639084,CNN-LSTM
S113,0.15455817169979097,0.2598530865100603,0.09325025336442878,0.16324454755309864,0.28686458135763376,0.042229359514987484,CNN-LSTM
S114,0.08081762529690659,0.18151380479786475,0.09622694802932863,0.18051938571884582,0.3737805782235649,0.08714165793348927,CNN-LSTM
S115,0.18362144408670655,0.21461112097561835,0.12974486690346068,0.1781321948438505,0.1913274387938079,0.10256293439655598,ANN
S116,0.28653347363050347,0.4815814386903715,0.08612246800326503,0.07680155270299754,0.05534922207102206,0.013611844901841298,ANN
S117,0.17921342500520643,0.2980633404546418,0.11050607400848449,0.14732818082023957,0.22560358641426895,0.03928539329715838,ANN
S118,0.10873323348701701,0.23131496722338596,0.13471405693433208,0.10756563730465367,0.3893913004498577,0.028280804600753898,CNN-LSTM
S119,0.3985511536998742,0.09380780411718857,0.1372827652255058,0.10099517835671998,0.23833708923349517,0.031026009367215678,1D-CNN
S120,0.1885863013889186,0.27027906407002467,0.12282244777153027,0.18151877273278433,0.1864921613015253,0.050301252735216934,ANN
S121,0.17537496692423443,0.21813269278507488,0.16688804803944526,0.17979459002324943,0.2076309186059655,0.0521787836220303,ANN
S122,0.1576889854429434,0.15648260069522274,0.2955332454913048,0.16776503570734344,0.17300604530188388,0.04952408736130141,BiLSTM
S123,0.12376295967594703,0.11582480000523127,0.42368187923692413,0.13686389886786843,0.15606077261608797,0.04380568959794126,BiLSTM
S124,0.13493968638415835,0.1759412175249478,0.24656891748533305,0.2024071403459575,0.17460369521531754,0.06553934304428542,BiLSTM
S125,0.0723261509115917,0.09520699623975531,0.17221228228044166,0.535507230949457,0.07849727584499352,0.046250063773760876,LSTM
S126,0.1343737325311887,0.16106989194528157,0.17318022512210152,0.19586688362983923,0.1877682575061624,0.14774100926542688,LSTM
S127,0.568084093492129,0.11870201898156592,0.13784355650037977,0.06605271078314803,0.051207676145395155,0.05810994409738172,1D-CNN
S128,0.045015473749730466,0.8059378544114973,0.07333194920076293,0.038850554159945046,0.025920468732583683,0.010943699745480769,ANN
S129,0.2804242531260514,0.16439557666710064,0.290234351119313,0.14241242812103502,0.09906264082706867,0.02347075013943141,BiLSTM
S130,0.10698165689828869,0.08823329944148409,0.05616407233356766,0.6838962677249977,0.038952811002585144,0.02577189259907668,LSTM
S131,0.09233856357346888,0.09892262750924481,0.47397241371458204,0.2148490558171328,0.07094490574510713,0.048972433640464365,BiLSTM
S132,0.0641032671976413,0.0653227221042893,0.23514015691040055,0.19325489997106432,0.4244094267832649,0.01776952703333927,CNN-LSTM
S133,0.31167795701951134,0.009813703146567293,0.018664747048422563,0.650340226008423,0.007262398319806361,0.0022409684572697384,LSTM
S134,0.16088935359954235,0.3831166207779477,0.12516793966682585,0.13102100067543052,0.12990544438618945,0.06989964089406409,ANN
S135,0.17715032479418838,0.13075537995980843,0.10745813500281506,0.37304938176816765,0.17810053962744882,0.03348623884757137,LSTM
S136,0.22501043122261674,0.14369246072220077,0.11748706477885353,0.18995257294135867,0.22306510948193511,0.10079236085303521,1D-CNN
S137,0.09082682941236599,0.3378996389009294,0.25248768922967085,0.1461491926409827,0.13509772140310558,0.03753892841294474,ANN
S138,0.1484836923170409,0.18720664242712928,0.15022707518096778,0.24495011263387925,0.18265453083135594,0.08647794660962654,LSTM
S139,0.1724861285732835,0.19940099132887834,0.20003633611205904,0.17371826133283824,0.1652919325760903,0.08906635007685064,BiLSTM
S140,0.16381614096672614,0.18495622430143466,0.2415220420139681,0.16461158245658755,0.16835370339997147,0.07674030686131215,BiLSTM
S141,0.014848426148378587,0.6232146292235266,0.3190110965974206,0.020382450720562592,0.014440091438332707,0.008103305871778705,ANN
S142,0.1412796971365378,0.20837428038276745,0.19451302305725396,0.18156657156279898,0.17405255090627703,0.10021387695436484,ANN
S143,0.06618575929773696,0.12513316292018803,0.28345196444742093,0.4039098711613399,0.09595936810073975,0.025359874072574368,LSTM
S144,0.13132597153903455,0.14535846206063294,0.15291253282843748,0.35104014522781124,0.15581565842788772,0.06354722991619582,LSTM
S145,0.19806375530386275,0.12544169908737754,0.14562051654124053,0.2299104595855086,0.2391717409095688,0.061791828572441164,CNN-LSTM
S146,0.29421808243403913,0.08162460652011778,0.0696112545387027,0.10085302864945724,0.4296145216604122,0.02407850619727117,CNN-LSTM
S147,0.14123804102383297,0.20184261928367045,0.24301019356735776,0.2527693467941368,0.13359227726431872,0.02754752206668379,LSTM
S148,0.26485141919194954,0.18858028038031718,0.11081283105746145,0.16609767308371182,0.18960008617411708,0.0800577101124429,1D-CNN
S149,0.22048064507543352,0.31682221622827844,0.08628778619330599,0.2021748585467335,0.13760685186202679,0.03662764209422227,ANN
S150,0.17222942187703877,0.2260688934985448,0.2985345068299236,0.12100713584598576,0.15317522796613114,0.028984813982376057,BiLSTM
S151,0.13090100845593808,0.15745814926990895,0.23298950302584975,0.09406143618142322,0.32918059071935696,0.05540931234752301,CNN-LSTM
S152,0.15386510313091548,0.15607689543071504,0.2065752125156635,0.30099740978635675,0.12311565745040139,0.05936972168594818,LSTM
S153,0.5323597733875312,0.0786407605456205,0.08188988608552034,0.11120593601305011,0.1676005045587788,0.02830313940949932,1D-CNN
S154,0.14365541523206643,0.1682232966180406,0.14955742517081436,0.1521300173611253,0.3056848777174919,0.08074896790046142,CNN-LSTM
S155,0.1616598557205293,0.21474544579849472,0.20428958916275633,0.160902385151775,0.18023476778799705,0.0781679563784476,ANN
S156,0.187884869229804,0.2079200511272653,0.22878151933706398,0.17713405262716492,0.13945325468507347,0.05882625299362848,BiLSTM
S157,0.17059631663919142,0.12799277083445393,0.15039510960689526,0.3587424421753477,0.13376015820292805,0.05851320254118328,LSTM
S158,0.12191517135158157,0.09863141821183252,0.2043038937022684,0.41172679021347997,0.10197570828273561,0.061447018238102134,LSTM
S159,0.18613700913956185,0.1420474845233599,0.2023041686702619,0.20312575539356403,0.21418955395561193,0.05219602831764051,CNN-LSTM
S160,0.2505689319203682,0.12709398853613643,0.12245028730312875,0.14063974024368517,0.30814521269939665,0.05110183929728458,CNN-LSTM
S161,0.021448170603229698,0.47861675401297654,0.03637960442284324,0.03712327526642323,0.4146904481393027,0.011741747555224603,ANN
S162,0.07714887137104806,0.03865469425579649,0.5238127182074583,0.083879478335617,0.24694207619364553,0.02956216163643496,BiLSTM
S163,0.08678856628353943,0.23669973701749353,0.26457522257303634,0.14874641422158774,0.17303037087116832,0.09015968903317492,BiLSTM
S164,0.17055911279907335,0.10628398150141188,0.18314202778011665,0.24330852694318506,0.20697137931393098,0.0897349716622823,LSTM
S165,0.1796444526965166,0.23538982287245813,0.12265633933385987,0.33066515419699305,0.10636283872050757,0.02528139217966475,LSTM
S166,0.8139729554923244,0.06557425292561522,0.02654300121873503,0.05225495207264721,0.03129122035747799,0.010363617933199789,1D-CNN
S167,0.2865693845330149,0.12135725944124941,0.09673201522551039,0.11921738996489428,0.32249509530191095,0.05362885553341985,CNN-LSTM
S168,0.18399405971593596,0.4383936759874601,0.09667137832434576,0.11989518089832041,0.11292785962283185,0.04811784545110578,ANN
S169,0.045618634637902354,0.05884448223714495,0.2828768025834847,0.31513879460867633,0.27690815338125707,0.020613132551534703,LSTM
S170,0.2507881275952465,0.05931913977669976,0.048313968806120766,0.5680476078475714,0.04699740242660471,0.026533753547756285,LSTM
S171,0.4647587256937959,0.19373783672397912,0.09741199930721822,0.07871083684235886,0.09486510046653251,0.07051550096611572,1D-CNN
S172,0.1147622848751736,0.07607302729470176,0.2175515494083923,0.3310813298474546,0.10010443438293978,0.16042737419133765,LSTM
S173,0.10902696442160105,0.12519395463207453,0.19817795902794905,0.351451720665943,0.13972849665588646,0.07642090459654534,LSTM
S174,0.10171482828701216,0.061539277004564234,0.6132826367662022,0.10392184056535128,0.08602723278139097,0.03351418459547896,BiLSTM
S175,0.13364602710558796,0.19435451394001632,0.25282668799933816,0.18450023250113484,0.16791524349722872,0.06675729495669411,BiLSTM
S176,0.1457835400517426,0.16608754830374992,0.2549065040261633,0.2764282099304152,0.11386672658100083,0.04292747110692863,LSTM
S177,0.201758169905405,0.38806765074139316,0.13930116986691454,0.17091452174706367,0.068907282842653,0.031051204896570584,ANN
S178,0.1333307966288738,0.13528227692058495,0.21950751209729333,0.24961927809159073,0.1727377655852158,0.08952237067644134,LSTM
S179,0.23708633454697303,0.026385842610189635,0.02247882147077174,0.6893463062577765,0.019449501708971615,0.0052531934053167435,LSTM
S180,0.16468005729397103,0.19896755581979603,0.1339976940408205,0.34101458441133603,0.12820267524659343,0.03313743318748278,LSTM
S181,0.2361621862431844,0.18716285166780458,0.13210213553672967,0.19589501672570733,0.20994616582733805,0.03873164399923573,1D-CNN
S182,0.12200116377338287,0.10241982894492459,0.08548813577175798,0.21610132210185784,0.4476235095173833,0.02636603989069324,CNN-LSTM
S183,0.26580432169571466,0.06859255715658243,0.3114375185817837,0.2750949952008759,0.06131587607738205,0.017754731287661512,BiLSTM
S184,0.08864681363008801,0.09812549415449157,0.5739841723158658,0.07763871394140281,0.13873629826959527,0.022868507688556552,BiLSTM
S185,0.18853714361224796,0.27322312600440946,0.13621139030565274,0.21756480048022356,0.15754660245589425,0.026916937141572065,ANN
S186,0.1982049383889841,0.09927119543688014,0.40942963970286295,0.1828234528258118,0.06560598576947684,0.04466478787598437,BiLSTM
S187,0.13079296840686286,0.2405162158875653,0.04107632577991009,0.07422432147458599,0.4907400594107122,0.022650109040363155,CNN-LSTM
S188,0.29319363784348285,0.177807276783413,0.11335722492312693,0.12976386030313053,0.2204145670432157,0.0654634331036312,1D-CNN
S189,0.13289521640640684,0.3526695614100134,0.12267765664905002,0.18380171758618957,0.15789076165968366,0.0500650862886565,ANN
S190,0.06387952706154418,0.07113255601790436,0.04443328736011066,0.7154233460664227,0.07327972815758879,0.03185155533642972,LSTM
S191,0.038153060497154175,0.029317309837105635,0.6970199216713134,0.19922511483458255,0.02799831005184181,0.008286283108002512,BiLSTM
S192,0.15887667511670145,0.23042637711945113,0.14708313673012122,0.20702074726234146,0.194278398875112,0.06231466489627286,ANN
S193,0.2169963507033438,0.11797834077888492,0.09137513876919649,0.2272221249963607,0.30658028222110684,0.03984776253110724,CNN-LSTM
S194,0.7868210986734248,0.037621509236807,0.021888354665527382,0.05552504625296372,0.08591819468852582,0.012225796482752137,1D-CNN
S195,0.16580026867361708,0.2207947713702329,0.14877080677070942,0.2414209546280844,0.1516143420726928,0.07159885648466384,LSTM
S196,0.1283257821922932,0.21176015554279481,0.34525198606659263,0.15698300187187514,0.1048586562696003,0.052820418056843926,BiLSTM
S197,0.11841065341033905,0.2817609782777703,0.34806712182909905,0.13085618317366726,0.0897346277477916,0.031170435561333417,BiLSTM
S198,0.049441530517732056,0.08672565160620788,0.7433472097370585,0.043809538887102775,0.06782511515279045,0.008850954099108506,BiLSTM
S199,0.11319668373191412,0.14599550732410244,0.3088052531619371,0.14675671752947278,0.21656515703569534,0.06868068121687847,BiLSTM
S200,0.685227994236664,0.05844109968910747,0.05321797567547282,0.08756819131935717,0.10589317932696728,0.009651559752431064,1D-CNN
S201,0.16617298740510167,0.14828900094993563,0.11115036966816846,0.13054247451324982,0.39970678886607625,0.04413837859746775,CNN-LSTM
S202,0.22405064858895116,0.11083494055923043,0.4799169300858145,0.08422244337604401,0.07229309335465554,0.028681944035304486,BiLSTM
S203,0.202433425004819,0.1226894376044325,0.08549363971783636,0.07615162643071667,0.4654152855200627,0.047816585722133056,CNN-LSTM
S204,0.13480533588354546,0.43957727642257544,0.08503572691669596,0.11542673082922933,0.18700678374724305,0.03814814620071111,ANN
S205,0.2996486483868801,0.09186954925763499,0.29511749970771084,0.24856078477895846,0.05418575679715537,0.010617761071659317,1D-CNN
S206,0.1315770510298821,0.30476627976138193,0.175036145747048,0.12493665412206746,0.1722836237656537,0.09140024557396648,ANN
S207,0.1585899398707613,0.33549141315594405,0.13889005478737443,0.12809634582370533,0.20196267302195361,0.036969573340260825,ANN
S208,0.08053555383969248,0.22750459057989328,0.21149471131921044,0.30458172091680463,0.15638301245396452,0.019500410890434156,LSTM
S209,0.11737130259339555,0.1680956756525594,0.19591445932172935,0.19297060548918338,0.26515498997438186,0.06049296696875055,CNN-LSTM
S210,0.021107370136053544,0.022617669551354545,0.033986000398627814,0.01982750857333384,0.8983011208129545,0.004160330527676281,CNN-LSTM
S211,0.19211618737665356,0.16620192144392273,0.10423770722512209,0.16589762855948834,0.34305958827727334,0.028486967117540337,CNN-LSTM
S212,0.5697262779468326,0.12126714727803031,0.05357035291010604,0.10951720925031123,0.11911505953404104,0.026803953080678435,1D-CNN
S213,0.09225197432435803,0.06424752889754844,0.4760784275649075,0.09809656399528685,0.2487731246534587,0.020552380564439993,BiLSTM
S214,0.15321268736917626,0.22709665649080338,0.11815364995350157,0.19062368545603817,0.23782080485936402,0.07309251587111633,CNN-LSTM
S215,0.08449497249607722,0.11786026443583882,0.5757100562150252,0.12349204281904629,0.09343017390317676,0.00501249013083614,BiLSTM
S216,0.32559350883081795,0.10275290651536076,0.045268082631419015,0.2598021510781535,0.25553369455225694,0.011049656391991652,1D-CNN
S217,0.2232347356509116,0.15220084681600843,0.2559915355076951,0.1657453483175455,0.16534693669144868,0.03748059701639016,BiLSTM
S218,0.03926053885261167,0.8074718231672883,0.039384283013825155,0.05655434035919802,0.04662462328435938,0.010704391322717702,ANN
S219,0.062158479338218144,0.7265054656841549,0.05525963119287422,0.06491262023727809,0.07324270329003643,0.017921100257437827,ANN
S220,0.12297033646762909,0.21137429224332396,0.23053553547358302,0.21106997227124297,0.1743992169249323,0.0496506466192882,BiLSTM
