Segment,1D-CNN,ANN,GRU,Selected
S1,0.2892486158934445,0.3520234602530797,0.35872792385347585,GRU
S2,0.300297244969509,0.40650746027293844,0.29319529475755257,ANN
S3,0.23985650439371803,0.17369851655494387,0.5864449790513379,GRU
S4,0.3430970698454508,0.4480788519869978,0.20882407816755127,ANN
S5,0.20391390883206587,0.12020946702835737,0.6758766241395767,GRU
S6,0.41038118723268974,0.5152795661764387,0.07433924659087109,ANN
S7,0.11573453540000687,0.4215664955972777,0.46269896900271457,GRU
S8,0.24795232678485457,0.43279497168153835,0.3192527015336078,ANN
S9,0.5057713938321874,0.09734579888034191,0.3968828072874708,1D-CNN
S10,0.00010696995752095995,0.9995727610568143,0.0003202689856648954,ANN
S11,0.18786187875734334,0.40704331579500674,0.40509480544765003,ANN
S12,0.1948711509053991,0.47622317752464743,0.32890567156995415,ANN
S13,0.39854894920187484,0.15418272971948768,0.44726832107863745,GRU
S14,0.14881945809142957,0.1552215411480723,0.6959590007604981,GRU
S15,0.26491277309700023,0.49312554069396514,0.24196168620903455,ANN
S16,0.46208704114797305,0.31043984170646755,0.22747311714555957,1D-CNN
S17,0.15960770849025696,0.22935454658218862,0.6110377449275545,GRU
S18,0.5559233490585985,0.28917396797879397,0.15490268296260745,1D-CNN
S19,0.16175998676486666,0.1798810101384317,0.6583590030967016,GRU
S20,0.33916993716851185,0.5251488737933412,0.13568118903814705,ANN
S21,0.133083696759049,0.2911248245818676,0.5757914786590835,GRU
S22,0.21583786675682162,0.7012021284201986,0.08296000482297962,ANN
S23,0.10954553317881928,0.808705522248759,0.08174894457242156,ANN
S24,0.20461805775246888,0.6420549722618132,0.15332696998571746,ANN
S25,0.4844444638161774,0.2661232581003119,0.2494322780835102,1D-CNN
S26,0.5884797636820075,0.24104895568481594,0.17047128063317699,1D-CNN
S27,0.19797250215721424,0.6327896187790908,0.16923787906369478,ANN
S28,0.23789898514129876,0.40688257807222494,0.355218436786477,ANN
S29,0.3854318861623799,0.22704982766838128,0.38751828616923883,GRU
S30,0.29090691305098665,0.44405484474049445,0.2650382422085189,ANN
S31,0.27169779205057815,0.14718576059643385,0.5811164473529887,GRU
S32,0.5237359905263613,0.41376264301159876,0.06250136646203944,1D-CNN
S33,0.15311300610085596,0.2423206701887623,0.6045663237103814,GRU
S34,0.18217214537350807,0.7269027941728606,0.09092506045363179,ANN
S35,0.29901889679973165,0.2637000778382186,0.4372810253620505,GRU
S36,0.44728086457540095,0.2704224995245045,0.282296635900094,1D-CNN
S37,0.4525903735809659,0.1461388776255493,0.40127074879348446,1D-CNN
S38,0.30195117573381663,0.511038836623677,0.1870099876425063,ANN
S39,0.2484483082776806,0.487330426030044,0.264221265692276,ANN
S40,0.34810000908074995,0.5934155688270278,0.05848442209222225,ANN
S41,0.24974182546405485,0.4646045755933126,0.28565359894263237,ANN
S42,0.45997622150363526,0.4030290872021065,0.13699469129425795,1D-CNN
S43,0.4026569139108954,0.42916395357408044,0.16817913251502353,ANN
S44,0.23044962430352733,0.46825536166899034,0.30129501402748216,ANN
S45,0.37538417908034266,0.30280054411508694,0.32181527680457006,1D-CNN
S46,0.5302438524914007,0.12127242198383535,0.3484837255247641,1D-CNN
S47,0.2294289370988313,0.620716121731308,0.14985494116986164,ANN
S48,0.2267662961521786,0.23999193142724823,0.5332417724205732,GRU
S49,0.593149453059906,0.29754271430819024,0.10930783263190387,1D-CNN
S50,0.16628645152690186,0.159546417170897,0.6741671313022018,GRU
S51,0.3910337464664312,0.32455620435982474,0.28441004917374374,1D-CNN
S52,0.34184768570945595,0.27969725692634173,0.3784550573642021,GRU
S53,0.5155897151580179,0.20456223168397766,0.2798480531580045,1D-CNN
S54,0.4797924410496801,0.27195286564831755,0.2482546933020021,1D-CNN
S55,0.1432839944112653,0.6449806720978627,0.2117353334908719,ANN
S56,0.027029177660167516,0.9039551995982124,0.06901562274161958,ANN
