Segment,RMSE,MAE,Pearson_r,R2,Max_Error,MAPE
S1,13.972185,10.344742,0.452283,-1.016378,27.333527,0.499193
S2,13.579819,9.928857,0.072758,-1.014955,26.094599,0.454001
S3,13.188067,9.245138,0.056366,-0.932309,25.388962,0.387608
S4,9.681529,6.590329,0.04787,-0.061569,22.058955,0.421904
S5,11.190803,7.600518,-0.834669,-0.266256,24.632643,0.667762
S6,8.755015,7.789012,0.738288,-1.959925,12.816251,1.659462
S7,10.027912,9.719813,0.663624,-10.016702,12.671261,2.240015
S8,9.338738,8.693729,-0.793512,-11.752055,12.238179,2.560436
S9,8.66883,7.987991,-0.878177,-14.653326,11.351081,2.827408
S10,7.946084,7.815159,0.033112,-204.484208,9.484985,2.665137
S11,6.500475,6.144441,-0.379674,-71.314077,9.492579,2.633806
S12,5.316385,4.853743,-0.356309,-47.368831,7.501422,2.098214
S13,4.949641,4.528375,-0.193594,-35.164873,7.516285,2.303195
S14,4.395865,3.906699,-0.273627,-27.771143,6.062109,2.009091
S15,3.940902,3.639022,-0.447881,-22.414568,5.214696,1.783165
S16,3.709069,3.497783,0.467701,-29.123242,4.7503,1.627469
S17,2.956165,2.726224,0.390142,-18.877122,3.729856,1.110663
S18,2.76975,2.628152,0.854594,-16.873069,3.996618,0.998565
S19,2.026033,1.789864,0.846146,-10.403671,2.891388,0.558649
S20,1.568493,1.146948,0.667984,-0.443835,2.984245,0.352558
S21,1.292265,1.008625,0.633673,0.199776,2.402497,0.284901
S22,1.102356,0.974315,0.716679,0.341409,1.771873,0.237642
S23,0.702129,0.573048,0.869164,0.695376,1.087437,0.113758
S24,1.200445,0.935501,0.514728,-0.6315,2.270412,0.174012
S25,2.334143,1.932974,-0.63073,-1.847981,4.278405,0.46736
S26,1.991761,1.616648,0.346232,0.053103,3.922576,0.387122
S27,2.540677,1.915821,-0.001293,-0.510415,4.771337,0.47476
S28,2.613986,2.302593,-0.094192,-0.603408,4.510606,0.547288
S29,3.321861,3.006078,-0.163869,-0.824957,6.022715,0.910285
S30,4.169335,3.909583,-0.282259,-1.622967,6.466315,1.359891
S31,4.247012,3.78349,-0.890554,-1.800372,5.469094,1.239037
S32,4.661293,4.232126,-0.745156,-14.918301,6.194681,1.576795
S33,4.661118,4.249896,-0.602188,-20.376637,6.378214,1.712522
S34,4.124797,4.053035,0.777299,-21.120122,5.25413,1.484914
S35,2.969406,2.792882,0.715464,-8.476994,4.636505,0.910943
S36,2.12417,1.800462,0.595484,-3.979839,3.63643,0.530271
S37,1.483887,1.405472,0.771982,-0.542806,2.094992,0.377799
S38,1.823107,1.356392,0.541281,-1.196468,3.813198,0.377609
S39,2.074402,1.531918,-0.162937,-2.943434,3.919162,0.443377
S40,1.917868,1.39569,0.136908,-1.076205,3.295707,0.399653
S41,3.0871,2.492172,0.353073,0.119185,5.586216,0.503456
S42,3.556488,3.002113,0.042744,-0.087381,6.280679,0.616093
S43,3.498162,3.060073,0.761364,0.310574,5.571696,0.525263
S44,4.303696,3.795252,0.651485,-0.007095,6.249581,0.465689
S45,5.479778,5.152951,0.345823,-1.262037,8.157686,0.527687
S46,5.36001,5.013223,0.306909,-1.642328,8.182017,0.464254
S47,4.046624,3.969557,0.630938,-0.310472,5.230398,0.447298
S48,8.341473,7.28871,0.550706,-2.336301,15.883766,0.466404
S49,8.653655,7.105777,0.199116,-1.956381,15.862697,0.38987
S50,8.382688,6.961263,0.216244,-2.086792,14.514066,0.363478
S51,8.441885,7.5778,0.094962,-0.503263,13.001018,0.682102
S52,9.03706,8.490798,-0.2235,-0.251296,14.686166,0.9271
S53,9.354834,8.934153,-0.297977,-0.060921,13.759457,1.360704
S54,9.694536,9.041348,0.219827,-0.585419,13.046678,2.283494
S55,11.464967,10.622511,0.335414,-3.510443,13.619336,3.211409
S56,12.384147,12.345401,-0.029539,-685.754935,13.965816,3.858649
S57,8.480375,8.30846,-0.104755,-179.466999,9.639148,2.561838
S58,6.561328,6.334031,0.310786,-144.161776,8.531449,1.985035
S59,4.69798,4.480524,0.661308,-23.176007,6.338366,1.289146
S60,2.862937,2.495269,0.771619,-0.689363,4.460272,0.677113
S61,1.800317,1.519841,0.795586,0.553555,3.442307,0.328136
S62,1.749315,1.638355,0.827405,0.544708,2.614092,0.260438
S63,1.859486,1.555024,0.932675,0.402865,2.915378,0.186309
S64,3.515708,3.267125,0.847565,-1.469939,5.460985,0.34762
S65,3.899569,3.327346,-0.095531,-4.288824,6.181184,0.326188
S66,2.799689,2.170764,0.160697,-1.764613,5.032789,0.203922
S67,2.51236,2.250492,-0.067781,-0.23484,3.855183,0.270789
S68,2.991592,2.607483,-0.508459,-0.450458,5.086304,0.329763
S69,3.102615,2.496857,-0.084795,-0.149219,5.579991,0.297105
S70,4.698693,3.833548,-0.712363,-1.136542,8.698645,0.986082
S71,5.02132,4.476731,-0.398005,-0.919435,7.884754,1.27001
S72,4.550465,3.833921,0.518659,-0.238674,7.559946,1.157138
S73,4.529414,3.836066,0.071116,-0.059425,6.935733,1.019763
S74,4.593453,4.249997,-0.069525,-0.126018,6.503046,0.927463
S75,3.710608,2.92047,0.916927,0.190895,6.07981,0.889366
S76,3.745206,3.224977,0.212962,-0.015081,5.616367,0.517089
S77,5.004778,4.466134,-0.802959,-1.334776,8.312777,0.56093
S78,3.721146,3.313824,-0.475197,-0.495137,4.797147,0.575906
S79,5.189805,4.446048,-0.86618,-2.200422,8.474545,1.264026
S80,4.949101,4.777166,-0.465453,-2.30746,7.248991,1.217847
S81,5.456043,5.257298,0.115715,-16.83876,7.878426,1.404804
S82,3.774202,3.342354,0.201406,-5.48289,6.760272,0.921427
S83,2.702537,2.323967,0.550075,-1.901164,4.431018,0.611447
S84,2.858629,2.32793,0.380161,-1.784325,5.369838,0.634233
S85,1.954419,1.322219,0.110642,-1.13361,3.788327,0.280908
S86,1.825005,1.266759,0.242242,-0.839411,3.90736,0.27294
