Segment,RMSE,MAE,Pearson_r,R2,Max_Error,MAPE
S1,13.432486,10.195364,0.122469,-0.863615,25.710979,0.514507
S2,12.718823,9.39133,0.739014,-0.767548,23.91571,0.431651
S3,13.455224,9.260895,-0.144513,-1.011389,26.550753,0.388003
S4,11.620222,6.437711,-0.430439,-0.529288,26.568924,0.258822
S5,11.678339,7.595273,-0.621908,-0.378991,25.884384,0.544669
S6,5.525748,4.543904,-0.376301,-0.179096,8.609809,0.898913
S7,5.263468,4.199022,-0.016254,-2.035111,8.514395,1.177939
S8,6.676435,5.943319,-0.163498,-5.517681,8.667502,1.788369
S9,7.146917,6.801932,0.237949,-9.639546,9.30285,2.324619
S10,7.334595,7.25552,-0.120028,-174.075128,9.261162,2.483609
S11,7.179823,7.107835,0.077432,-87.218594,8.163747,2.893096
S12,6.710004,6.606608,-0.250433,-76.050984,8.845418,2.743804
S13,6.56177,6.450357,-0.077634,-62.55967,8.441101,3.114896
S14,6.190792,6.030748,-0.203773,-56.063824,7.883898,2.957915
S15,5.877208,5.610153,-0.595468,-51.075944,8.534151,2.783013
S16,5.524291,5.374248,0.264918,-65.822846,7.57467,2.521635
S17,4.999323,4.768912,0.093128,-55.848436,7.508185,1.990784
S18,4.694797,4.594881,0.8942,-50.351328,6.623752,1.796964
S19,4.245724,4.009446,0.470171,-49.07892,6.503947,1.326359
S20,3.802166,3.250217,0.099538,-7.484266,7.062391,1.0226
S21,3.088433,2.55255,0.370676,-3.570725,5.797723,0.688031
S22,2.460829,2.308245,0.853911,-2.281971,3.4675,0.544908
S23,2.295053,1.985799,0.691812,-2.254737,3.589548,0.430439
S24,2.289878,1.42493,0.010427,-4.936455,5.098843,0.281959
S25,2.711021,2.205497,-0.060992,-2.841918,4.368354,0.528035
S26,2.872425,2.447407,-0.030148,-0.969362,5.405219,0.569783
S27,3.161274,2.045155,-0.163727,-1.338416,7.210859,0.592434
S28,2.508613,1.846875,0.515838,-0.476742,4.395591,0.489284
S29,3.816697,3.515096,-0.132988,-1.409155,5.328714,1.008437
S30,4.492317,4.224097,-0.149599,-2.045089,6.43645,1.4488
S31,4.916716,4.427343,-0.847547,-2.753176,7.752264,1.583646
S32,4.877336,4.312211,-0.78946,-16.428066,7.839957,1.641842
S33,5.10532,4.818121,-0.14788,-24.645142,6.85151,1.856947
S34,5.057475,4.932797,0.45485,-32.25446,6.553947,1.843823
S35,4.663262,4.422581,0.129871,-22.37281,7.632794,1.534463
S36,3.925402,3.749604,0.525398,-16.006106,5.512551,1.073399
S37,3.39862,3.082817,0.404886,-7.093098,5.398493,0.826928
S38,3.223979,3.056379,0.717824,-5.868863,4.831704,0.795429
S39,3.216945,2.857225,0.357629,-8.483665,4.783539,0.725357
S40,3.463201,2.458521,-0.490425,-5.769994,6.53358,0.701055
S41,3.951283,2.968266,-0.147532,-0.442977,6.903848,0.667483
S42,3.434621,3.229067,0.383651,-0.014137,4.714056,0.69284
S43,3.526328,3.12765,0.626884,0.299427,5.20576,0.621565
S44,4.578992,4.044767,0.056399,-0.140059,6.234693,0.624686
S45,4.20654,3.849107,0.493195,-0.332981,6.434586,0.424926
S46,4.753592,4.473365,0.276039,-1.078256,7.414453,0.450708
S47,4.674124,4.319141,0.524341,-0.748407,7.016073,0.409482
S48,8.364418,6.8817,-0.036113,-2.35468,16.947752,0.426878
