Segment,1D-CNN,ANN,LSTM,CNN-LSTM,GRU,Selected
S1,0.18616067162193256,0.127876584263061,0.2805180171113578,0.2570177252464302,0.1484270017572168,LSTM
S2,0.14230886884514693,0.14468239722309667,0.2533464750821118,0.2460745791060839,0.2135876797435598,LSTM
S3,0.1105498432131249,0.13791044219297696,0.23093672234876428,0.29053894471115227,0.23006404753398613,CNN-LSTM
S4,0.15546142878121388,0.20701407394059293,0.14361659021571857,0.3095637580533176,0.18434414900915413,CNN-LSTM
S5,0.19208615404159785,0.13708504892695172,0.1876505931312883,0.312162705597817,0.17101549830234397,CNN-LSTM
S6,0.23503769605528277,0.1860414386638742,0.1987929631110753,0.20486184077599265,0.1752660613937804,1D-CNN
S7,0.1914832937643929,0.24138040751764672,0.2288074763235687,0.1493955834474833,0.18893323894691536,ANN
S8,0.16172962662869989,0.18592923707145906,0.2650553607733463,0.1418650547280935,0.24542072079840255,LSTM
S9,0.1836550645589028,0.1725194457296533,0.2200192181206154,0.20875988351625832,0.21504638807457555,LSTM
S10,0.18329495083646216,0.2883469527107086,0.1822928488420486,0.19065184905263632,0.15541339855814454,ANN
S11,0.25711203758234397,0.39450939147852815,0.1025004870582766,0.13679235700482473,0.10908572687602451,ANN
S12,0.17732466899106605,0.4494431557591144,0.08466614785064423,0.1903318922461116,0.09823413515306371,ANN
S13,0.10631993809885822,0.3272022269401741,0.12075170594259672,0.34261152970760395,0.10311459931076494,CNN-LSTM
S14,0.21329522007535634,0.29985333995427754,0.20567189973798797,0.1583662215937142,0.122813318638664,ANN
S15,0.3305808241618783,0.19123568782240116,0.1965688698388343,0.10849310329814711,0.17312151487874494,1D-CNN
S16,0.2661837166911706,0.27484413760034576,0.1425384048985874,0.13765355417297664,0.17878018663691772,ANN
S17,0.178791759617637,0.19959158378995,0.21033753854075368,0.19894864027640013,0.21233047777525668,GRU
S18,0.17778502501273993,0.20590639008383496,0.16940732000609923,0.27087039104179383,0.17603087385552543,CNN-LSTM
S19,0.16115816544748587,0.1404533663644008,0.19119664639054315,0.37270447386475347,0.13448734793281295,CNN-LSTM
S20,0.05463649624130298,0.038858124316634664,0.15631332316234425,0.6740906623926878,0.07610139388702611,CNN-LSTM
S21,0.2184904779612073,0.23929213817477704,0.1358945103650886,0.2883377175446631,0.11798515595426379,CNN-LSTM
S22,0.24968386529012637,0.2788976415675459,0.1115729870038006,0.21448899425918813,0.1453565118793357,ANN
S23,0.13172205738724055,0.3435808757954025,0.12609324998314722,0.2250160233470077,0.173587793487202,ANN
S24,0.18555839970800037,0.2223747943289697,0.2351068153977631,0.11933593786807194,0.23762405269719497,GRU
S25,0.20257184159656852,0.23468616775055726,0.22209520914082878,0.12801955200788057,0.21262722950416496,ANN
S26,0.19291502466143776,0.21393545133182185,0.2817963891304074,0.1297895333765325,0.18156360149980064,LSTM
S27,0.10810204377056032,0.40213755147390107,0.27032071940753977,0.12361590520802605,0.09582378013997053,ANN
S28,0.22936779247849795,0.20297000193979675,0.16611589163167004,0.32467431507568356,0.07687199887434891,CNN-LSTM
S29,0.052678134027570996,0.037423020659640545,0.3518968925435825,0.5164027767981676,0.0415991759710382,CNN-LSTM
S30,0.0671091905320497,0.18600437378023293,0.5747884522239761,0.09747629848921209,0.07462168497452767,LSTM
S31,0.23233074006160953,0.126093870815588,0.3830442693037539,0.09325424763452578,0.16527687218452253,LSTM
S32,0.2120371631458533,0.07125098548629828,0.297201070978523,0.213365583513856,0.2061451968754687,LSTM
S33,0.09957359178249751,0.07446634574008174,0.2067595812215063,0.4260392316259994,0.19316124962990988,CNN-LSTM
S34,0.19663746913860072,0.1535060390928938,0.16954153842648534,0.2367290342081948,0.24358591913382405,GRU
S35,0.1667432190779089,0.19132064242432967,0.176417063477052,0.23202803742550873,0.2334910375952008,GRU
S36,0.2935315651961068,0.16386679523385134,0.16521174910807596,0.2009906452916481,0.17639924517031763,1D-CNN
S37,0.2675855575150637,0.19489049331096403,0.1782283424496277,0.19472042628003222,0.16457518044431185,1D-CNN
S38,0.16552865129844746,0.2988379385199015,0.2463551736446348,0.11135816833522034,0.17792006820179598,ANN
S39,0.16948474259801083,0.21674853162396776,0.30308829375907875,0.13180140340905644,0.17887702860988292,LSTM
S40,0.21403298501895615,0.15927435532535886,0.1942333116474434,0.24814069906439903,0.18431864894384797,CNN-LSTM
S41,0.19567497392055172,0.16056015592674827,0.20224843478703206,0.27395353207836776,0.16756290328730172,CNN-LSTM
S42,0.2008010315081068,0.17661421585353498,0.18272650153352935,0.21460562732345387,0.22525262378138208,GRU
S43,0.17411619092066097,0.2093739261380843,0.2086092143836905,0.2544567044995383,0.15344396405802607,CNN-LSTM
S44,0.20973708526021842,0.1935610859819909,0.18638122467875376,0.2943208026011701,0.11599980147786321,CNN-LSTM
S45,0.27344024782587295,0.1473413366475441,0.255374136963212,0.1866665972149184,0.13717768134845076,1D-CNN
S46,0.20228278700774716,0.24591563772627387,0.19801274707114133,0.14798680031669018,0.20580202787814578,ANN
S47,0.19499453102025482,0.25147377102612045,0.15675518557493368,0.16843513270631463,0.22834137967237872,ANN
S48,0.19202326021553393,0.1533797969863428,0.21299731100860075,0.19882305182812945,0.24277657996139088,GRU
S49,0.1964955409765004,0.20049306742730136,0.22724007222027273,0.19441491418324983,0.1813564051926687,LSTM
S50,0.18944537169949083,0.22984531709358375,0.21245422327515429,0.1721282545851211,0.19612683334665731,ANN
S51,0.028852228015969497,0.05308398621338068,0.7088151289482013,0.15103503207190508,0.05821362475054653,LSTM
S52,0.3164515030153128,0.1846344899403287,0.2889870168888168,0.10538598283719126,0.10454100731834534,1D-CNN
S53,0.3060833652595913,0.16663116367663702,0.21200842157952543,0.12216669846012564,0.19311035102411994,1D-CNN
S54,0.46769046208473164,0.035939537242837986,0.10373502306845618,0.25232587957951663,0.1403090980244559,1D-CNN
S55,0.02976053684561449,0.01631715289294406,0.03907564700115869,0.8951897282383571,0.01965693502192692,CNN-LSTM
S56,0.17745988728495463,0.14294461705452438,0.15290094956614286,0.28813187737159907,0.23856266872277515,CNN-LSTM
S57,0.19686094394764317,0.060160241079960534,0.18508568331220498,0.22239170832146007,0.33550142333873134,GRU
S58,0.2944395155747287,0.0993440524039693,0.1868186267600068,0.1677418703026183,0.2516559349586767,1D-CNN
S59,0.16465283172298703,0.20311446468621325,0.2438500960191802,0.1531672788323646,0.23521532873925952,LSTM
S60,0.14623045186111666,0.31646883006951265,0.19917152126780477,0.12541117316670297,0.212718023634858,ANN
S61,0.0583752603759778,0.1009869394035036,0.1256309998311195,0.10348269287859652,0.6115241075108013,GRU
S62,0.05829497190703233,0.11528599425805484,0.07367092986636975,0.17004359695116464,0.5827045070173782,GRU
S63,0.16774722378918483,0.48484909760320727,0.03286798169860729,0.08181159496427574,0.23272410194472612,ANN
S64,0.30049835739296094,0.35586862482372694,0.05919081473027701,0.10694207983808436,0.17750012321495526,ANN
S65,0.16630335109100264,0.3566878127662464,0.11789729871484345,0.21622850848052425,0.14288302894738067,ANN
S66,0.18023052134462536,0.23783287599669384,0.27252997538000673,0.15803078018784894,0.15137584709082638,LSTM
S67,0.2940311740576094,0.1749562575175386,0.21340661663665014,0.14843156966927254,0.16917438211892877,1D-CNN
S68,0.4090517727909327,0.16021407955623174,0.09959051847381975,0.225583670634618,0.10555995854439396,1D-CNN
S69,0.16854538517598605,0.22858193703556348,0.09785169968917228,0.3695186548151179,0.1355023232841665,CNN-LSTM
S70,0.1525976456358552,0.19466595773859813,0.14113208293876334,0.30429978212246234,0.2073045315643138,CNN-LSTM
