Segment,1D-CNN,ANN,BiLSTM,LSTM,CNN-LSTM,GRU,Selected
S1,0.14535851299125807,0.12415759140920592,0.17277055696637217,0.20726738604841505,0.19397345095703647,0.15647250162771253,LSTM
S2,0.16275238846734744,0.15351577418849566,0.151551212430714,0.19287109627641047,0.18654147659277628,0.15276805204425625,LSTM
S3,0.1485118944751073,0.17582192201399835,0.1389120366800697,0.19794162506890708,0.22209677697296815,0.11671574478894928,CNN-LSTM
S4,0.16241334482365583,0.16723786511374145,0.15564976497998362,0.15816504918842572,0.21568152588298328,0.1408524500112105,CNN-LSTM
S5,0.1551031043140384,0.1323310343558913,0.18056264788889353,0.17191259869174821,0.20992468111683088,0.1501659336325986,CNN-LSTM
S6,0.18023059136908354,0.1685697004774967,0.15701569426702863,0.17357834328399263,0.16840534957196301,0.15220032103043518,1D-CNN
S7,0.13892827346614986,0.17180077784730075,0.15226679960124803,0.21928350809209085,0.1965117020778923,0.12120893891531648,LSTM
S8,0.125271930916959,0.1738434204271366,0.17886901603678815,0.20139795399292307,0.1589104374883107,0.16170724113788215,LSTM
S9,0.13207626798262878,0.1337125106821564,0.19772763422740594,0.18946322110642932,0.17917785426030816,0.16784251174107184,BiLSTM
S10,0.1681788627153807,0.20519702040308577,0.1762339792297098,0.16249102613874425,0.15868754697903897,0.1292115645340405,ANN
S11,0.15275174797393284,0.20794713619019542,0.1690729970295554,0.1728983944756472,0.20411742136022443,0.09321230297044458,ANN
S12,0.138304291596853,0.21408444879166721,0.14944368120898255,0.18457729347748447,0.23282045298509568,0.08076983193991707,CNN-LSTM
S13,0.12356017146375191,0.20013678596659068,0.13995239404739526,0.21503517883265064,0.24024718247282462,0.08106828721678618,CNN-LSTM
S14,0.14918896495125908,0.28402550137901805,0.12109015072381872,0.1839995116377682,0.1756195749723085,0.08607629633582746,ANN
S15,0.2924042778074409,0.25926748901935426,0.10300720390446219,0.13440021572429048,0.12854425991270613,0.08237655363174748,1D-CNN
S16,0.23947269677493452,0.28754546745133275,0.10907230038899657,0.1146668320668749,0.13707894269787546,0.11216376061998577,ANN
S17,0.1728064213766645,0.2046757560165505,0.14269875062996332,0.13379178712618794,0.18262196094771654,0.16340532390291598,ANN
S18,0.16614128086598812,0.17572523536158743,0.15086100324683532,0.13652656167482244,0.21465054428862013,0.1560953745621467,CNN-LSTM
S19,0.17699009459828535,0.16945127783509514,0.12248464782161356,0.15118517584100588,0.27344740753108565,0.10644139637291462,CNN-LSTM
S20,0.13100883649649453,0.12606444307310152,0.10721483008925334,0.1827111266431984,0.3751062557202143,0.07789450797773755,CNN-LSTM
S21,0.19731206172920904,0.23797987845722937,0.0867672082374229,0.1384526078758651,0.2519999593437144,0.08748828435655884,CNN-LSTM
S22,0.22580497904386257,0.23660098973078686,0.07559446096009294,0.10987764205353279,0.2375372986928484,0.11458462951887757,CNN-LSTM
S23,0.12251046821135327,0.2757970684328509,0.0871339572269782,0.11855056067989374,0.2522446641598745,0.14376328128904964,ANN
S24,0.16837893325967318,0.1980173638603401,0.12687920583148318,0.18850046058496225,0.12968046164594738,0.18854357481759512,ANN
S25,0.15358618604218158,0.13678469983980035,0.22898432807476227,0.20604676377752995,0.10172153342127276,0.17287648884445306,BiLSTM
S26,0.19178418813158896,0.12996076209229213,0.2243641180818804,0.2173412453163789,0.08785826708178213,0.14869141929607754,BiLSTM
S27,0.14962200348294524,0.23380652466942217,0.2390107698665027,0.1996508807557888,0.08843452678487064,0.08947529444046991,BiLSTM
S28,0.2129001713510274,0.1802294745117947,0.1821290966022012,0.1574604368842334,0.19450405666848747,0.07277676398225696,1D-CNN
S29,0.06846146823691471,0.055812156134581015,0.061448876834265274,0.33489017315802555,0.45873270930606347,0.0206546163301499,CNN-LSTM
S30,0.09178809420507762,0.22326218317754853,0.11002718306032344,0.35334036358427756,0.16307148535227506,0.058510690620498074,LSTM
S31,0.1811523677901134,0.1433346176404042,0.15676530600865443,0.2276360637222811,0.13299201376053357,0.1581196310780133,LSTM
S32,0.13179757893496402,0.08888497080980494,0.1707456190816503,0.2113204600079803,0.1775513168059191,0.21970005435967987,GRU
S33,0.10949567917454935,0.09332301245048785,0.1618764891053391,0.19936018050239906,0.2215161564152793,0.2144284823519456,CNN-LSTM
S34,0.14624807126414502,0.12749430029145964,0.1788852969126811,0.17340443689906332,0.18885704046446944,0.1851108541681809,CNN-LSTM
S35,0.1456061554330117,0.1524443914177646,0.18986833184933208,0.16569767077903716,0.1775158305291138,0.16886761999173983,BiLSTM
S36,0.19959413641433335,0.16751792935119533,0.1698483029966216,0.15683781336141667,0.16973160593314512,0.13647021194328798,1D-CNN
S37,0.20060690537379414,0.1827695373409186,0.1525953484731062,0.1608940834418298,0.17207359331438896,0.1310605320559624,1D-CNN
S38,0.1657951390264493,0.1849952816027221,0.1640630191514826,0.1825720991740433,0.14026347334949982,0.162310987695802,ANN
S39,0.16559323912980983,0.16842558414889178,0.17480799743047135,0.1737872166102648,0.1454681542110615,0.1719178084695005,BiLSTM
S40,0.16692448362723733,0.14993391984808463,0.17646757258150306,0.16688306641841746,0.16849590459648126,0.17129505292827632,BiLSTM
S41,0.1580401390145027,0.15805161486906452,0.16914093350811274,0.17045294328009689,0.1750374652305428,0.16927690409767987,CNN-LSTM
S42,0.1681508616220189,0.16399831159961384,0.1693455384429502,0.16643759714331072,0.16891014548184888,0.16315754571025912,BiLSTM
S43,0.15774295290083187,0.167813755231304,0.17144987680630597,0.17550563004819106,0.17906843835378317,0.14841934665958523,CNN-LSTM
S44,0.17441835814651652,0.17216486535457498,0.15697875607223996,0.1727685927608424,0.17994505865212987,0.143724369013696,CNN-LSTM
S45,0.18286944317614526,0.16740187144972318,0.1482300586162641,0.1713688614536078,0.17152038389034754,0.1586093814139118,1D-CNN
S46,0.16686716802378287,0.16672191731192768,0.16088966043414812,0.1704395872892522,0.16133581162350746,0.1737458553173817,GRU
