Segment,1D-CNN,ANN,CNN-LSTM,GRU,Selected
S1,0.2340777232052878,0.19443098080079446,0.328899859711517,0.2425914362824042,CNN-LSTM
S2,0.24255300001992047,0.23443845855973117,0.3028548088034875,0.2201537326168606,CNN-LSTM
S3,0.20690989256207157,0.26453746977162296,0.3746163330274554,0.15393630463884964,CNN-LSTM
S4,0.23691191975046824,0.26228651570545575,0.31955751355935025,0.18124405098472396,CNN-LSTM
S5,0.24285218520882204,0.19170512795649575,0.351516020150966,0.2139266666837163,CNN-LSTM
S6,0.2843510228503064,0.2559954098264676,0.2522592913335457,0.20739427598968221,1D-CNN
S7,0.2065303278894028,0.2878130162075029,0.3324639898614872,0.1731926660416109,CNN-LSTM
S8,0.19203040029009627,0.2854021542979368,0.24996036013558143,0.27260708527638533,ANN
S9,0.2071395093301586,0.19777755934873978,0.3028641733393518,0.2922187579817496,CNN-LSTM
S10,0.25070687303606526,0.3302231372114097,0.23704229872567925,0.18202769102684913,ANN
S11,0.22498594927145021,0.3433458048566978,0.31654021437904023,0.11512803149281012,ANN
S12,0.19034644014333318,0.34212396375906245,0.3772823662360344,0.0902472298615678,CNN-LSTM
S13,0.1703063314964414,0.31867212936706923,0.4176793592753112,0.09334217986117825,CNN-LSTM
S14,0.19670799334325303,0.4636744393885235,0.2466639353462414,0.09295363192198135,ANN
S15,0.41937178519147383,0.36096499349008265,0.14137679142049864,0.07828642989794811,1D-CNN
S16,0.32442070794046524,0.4062531664063662,0.15140544369055853,0.11792068196260912,ANN
S17,0.23500044409757928,0.30219556719637286,0.24528212539094132,0.21752186331510664,ANN
S18,0.2253671176310629,0.2615363256987312,0.3137977145273572,0.19929884214284582,CNN-LSTM
S19,0.24188660913134102,0.22381469020802233,0.4205218937356122,0.11377680692502394,CNN-LSTM
S20,0.15197083080346635,0.15205450714429794,0.6204179923360315,0.07555666971620523,CNN-LSTM
S21,0.2370689752574341,0.33201708907403626,0.34852252884033236,0.08239140682820091,CNN-LSTM
S22,0.2857452546510706,0.28876164155395734,0.31161313589166123,0.11387996790331785,CNN-LSTM
S23,0.12375943780677062,0.39035549827043114,0.3325276858510727,0.15335737807172553,ANN
S24,0.2312774007981199,0.3118834809625776,0.17399858262007897,0.28284053561922357,ANN
S25,0.2775844389484079,0.24618088970192373,0.15956291418541518,0.3166717571642568,GRU
S26,0.3664177043389348,0.25459431940962146,0.13486181358613242,0.2441261626653112,1D-CNN
S27,0.26012416797994714,0.47852716209347956,0.14483165584022187,0.11651701408635137,ANN
S28,0.3180167676206424,0.2843009891165833,0.33283779689444337,0.0648444463683325,CNN-LSTM
S29,0.05909245894570434,0.04525249816305136,0.8843813041743029,0.011273738716939647,CNN-LSTM
S30,0.12350931994032818,0.451694467230028,0.35709770276472746,0.06769851006491606,ANN
S31,0.3541302258110368,0.2339562978765262,0.21201020570012657,0.1999032706123105,1D-CNN
S32,0.2159913645694612,0.12818083925168736,0.30983322165207616,0.3459945745267748,GRU
S33,0.1569930460657409,0.13103114068837501,0.38485458510613607,0.32712122813974764,CNN-LSTM
S34,0.23009665026501447,0.18201311838220635,0.29182908145914643,0.2960611498936315,GRU
S35,0.2103469496250649,0.23030590659875672,0.27845588820630446,0.2808912555698748,GRU
S36,0.31277994093695066,0.251812887676121,0.24409265829170415,0.1913145130952249,1D-CNN
S37,0.30834807872613046,0.2677544574439769,0.24485957061550603,0.17903789321439023,1D-CNN
S38,0.25506633535936435,0.2999112247736532,0.2048920790082101,0.24013036085876838,ANN
S39,0.2570502435179002,0.2625161306829215,0.21898533571794315,0.26144829008123527,ANN
