Segment,RMSE,Pearson_r,MAE,R2,Max_Error,MAPE
S1,3.924848185548225,0.5130193745211697,3.5965637333333333,0.08391767202054468,5.545056000000001,0.9838841475653156
S2,3.70772905983138,0.11670539007121022,3.189297,-0.09985370606985189,5.851317000000001,0.6852047991199824
S3,3.6388121042512545,-0.5382037948021523,3.0193065499999996,-0.7480447654172722,5.785225700000001,0.32836255127357017
S4,4.27094108684752,-0.6876115228642617,3.784002216666666,-0.31028146062933115,5.899713300000001,1.044344622259598
S5,4.302919945428996,-0.35687178486707194,3.6203487833333328,-0.13719536970253077,6.678055,5012547668259947.0
S6,4.761460141070486,0.3828313148374119,4.206252766666666,-0.6933072537346625,7.47772,5612776167596819.0
S7,5.041813483292108,0.2337369226456015,4.356834916666666,-1.9936072335078667,7.3518357,5518287419834853.0
S8,5.2699953830304,-0.14823378087814532,4.406629466666668,-1.3100728914253885,7.846752,5889771563878118.0
S9,5.568987420905537,-0.24505034138682424,4.701860583333333,-1.5369591496997157,8.233106,6179768852283635.0
S10,5.565653674136668,-0.5988687284047665,4.95740005,-1.3131656527526303,7.4892297,1.1079845950309438e+16
S11,5.267109368963175,-0.6402555357817474,4.763433,-1.0716627180947706,7.940576,1.143087369400527e+16
S12,5.3081056306628565,-0.6594477561863126,4.9386,-0.9373815301128616,7.611324,1.529341849045688e+16
S13,5.529884404652995,-0.4960538788658256,5.32816275,-1.8223724523463116,7.3264227,1.874073755618442e+16
S14,5.349131613256586,0.22724208861306236,5.083479333333332,-8.999762397571848,7.276686,1.855653582782534e+16
S15,4.847516983971204,0.8814925110775744,4.374112666666666,-2.4488876090835525,6.0083723,1.7298222961238616e+16
S16,3.8013137885382804,0.9255327040946634,3.1593478666666663,-0.8954945149450699,5.422826,1.184811088244291e+16
S17,3.2461065380008787,0.651777492979179,2.6687214000000004,0.14511194731509303,4.9677253,7264750028691888.0
S18,2.394201205293601,0.711118734054762,1.7720065500000004,0.33045917130704405,4.196944,3150225905749140.0
S19,2.5124529597578267,-0.05224743660146822,1.9666013333333339,-0.7174056491826717,5.203926500000001,0.2983271084889498
S20,2.9248742397597325,-0.7676574202668094,2.3666928000000005,-1.1181294048333053,6.0401937000000006,0.381041371928938
S21,2.4647040683006756,-0.5124479877521131,1.9256224833333333,-0.4331034154306972,5.212783,0.327426957043153
S22,2.239840124836812,-0.25789897587793514,1.715321033333333,-0.1424366895682425,4.7733068,0.2963587903159676
S23,1.7551786765320234,0.47615996251926185,1.6642430833333333,-6.78270026076473,2.2378953,0.40503558913330195
