Segment,1D-CNN,ANN,BiLSTM,LSTM,CNN-LSTM,Selected
S1,0.20954976089567512,0.15354761504448405,0.32250993846008924,0.2681454439851196,0.0462472416146327,BiLSTM
S2,0.29186411456708594,0.20721396325690813,0.2222119486597046,0.24051591527645375,0.03819405823984855,1D-CNN
S3,0.14461360637605603,0.26917284433347544,0.2318255233318534,0.3161076644278496,0.03828036153076475,LSTM
S4,0.21999527277640196,0.2826598614771442,0.2000409170555435,0.2688679631881994,0.028435985502710974,ANN
S5,0.1780626723114103,0.25012010322362854,0.25142517130682235,0.2893916804125824,0.031000372745556674,LSTM
S6,0.16049511500203595,0.22034171864306965,0.270110636107651,0.3197557967294613,0.029296733517782534,LSTM
S7,0.17538078300539248,0.16319833234340295,0.30021821107110575,0.3293545391211829,0.03184813445891554,LSTM
S8,0.19685468003527995,0.2910523376822453,0.2613112904503141,0.22242268223361666,0.02835900959854363,ANN
S9,0.2919255659489986,0.3319506282293344,0.2025108072264143,0.15047681466163862,0.023136183933614846,ANN
S10,0.2564281204003779,0.3434481222518957,0.21075093489113067,0.1597919374776639,0.029580884978931892,ANN
S11,0.27321407938733694,0.2809966319892833,0.2167864220941728,0.1967108585144625,0.03229200801474547,ANN
S12,0.2418696021590212,0.22681247527252354,0.2585894245081575,0.2387148375202501,0.03401366054004736,BiLSTM
S13,0.21167988030159632,0.22241678634595433,0.275165309007743,0.25402395893308777,0.03671406541161928,BiLSTM
S14,0.18144509769187062,0.20738102449808574,0.2778573327566939,0.2981666660093578,0.0351498790439926,LSTM
S15,0.2362938157062576,0.3700414486455005,0.19703644214274185,0.1745248715181329,0.022103421987367387,ANN
S16,0.3347186795569265,0.2300544452175942,0.2501144760929079,0.15594747212351867,0.0291649270090527,1D-CNN
S17,0.2514736026970606,0.29720121854941706,0.2583804961202498,0.15131959057437722,0.041625092058895585,ANN
S18,0.26444241062864715,0.2163872154281297,0.19655452715015767,0.2878115016075461,0.0348043451855184,LSTM
S19,0.20728234804166648,0.18834431974769006,0.20097831055346843,0.3704708576312267,0.03292416402594886,LSTM
S20,0.3046481526639052,0.29402413602470984,0.15760855091738774,0.21785159429807213,0.02586756609592447,1D-CNN
S21,0.23262019032311634,0.2891140181272362,0.1864158513021202,0.2612499082291191,0.030600032018407382,ANN
S22,0.24003066548066798,0.2150587697799034,0.20277035419191528,0.31564025864393647,0.026499951903576804,LSTM
S23,0.057794519010657366,0.08646441609882963,0.3627237759162448,0.47146190018562406,0.02155538878864476,LSTM
S24,0.07218272592103904,0.4057637946779353,0.3092706883043333,0.19770670218003022,0.015076088916662362,ANN
S25,0.5384124578790507,0.25832083188357907,0.14116347290080775,0.05551307986653357,0.006590157470029684,1D-CNN
S26,0.1717695379651715,0.28230765080553105,0.4907277116296805,0.04442845496725433,0.010766644632363806,BiLSTM
S27,0.3127928798314886,0.19200184328841235,0.2562943170237259,0.17223249551057565,0.06667846434579756,1D-CNN
S28,0.2636660089822622,0.18071057062471085,0.24777379751213519,0.2761462275032495,0.031703395377641566,LSTM
S29,0.22153796966598432,0.17120723962426918,0.29584383013967464,0.27208435467817343,0.039326605891898216,BiLSTM
S30,0.2968162405243435,0.2267688058871175,0.1971609994668685,0.23952159959148828,0.03973235453018213,1D-CNN
S31,0.24392127005510822,0.2087631144152986,0.24557687330026742,0.26178423472300355,0.03995450750632207,LSTM
S32,0.22900866805323,0.23218843471512726,0.25069060912007535,0.24915128699942485,0.03896100111214184,BiLSTM
S33,0.2724539538331352,0.22511162961502956,0.2371939886959361,0.23057218732567905,0.034668240530220266,1D-CNN
S34,0.24870267359512696,0.20679931905869445,0.23578067183827103,0.27217201122147133,0.03654532428643671,LSTM
S35,0.2277488171791801,0.2542267147982142,0.22354096964050807,0.2635744152464668,0.030909083135631406,LSTM
S36,0.20435750190303908,0.24444058732906046,0.24931490896328348,0.2711226656835579,0.030764336121058996,LSTM
S37,0.13803473615150014,0.17443565583304757,0.3014233905495996,0.35281424574407544,0.033291971721777655,LSTM
S38,0.25953307007539045,0.26534424540211726,0.2218220502881604,0.22285612581354272,0.03044450842078917,ANN
S39,0.2501094270363426,0.24737278428329898,0.23784200877247627,0.229412572471388,0.03526320743649421,1D-CNN
S40,0.2408109237696407,0.24140321238261972,0.24524781029401485,0.2374985496807104,0.03503950387301578,BiLSTM
S41,0.2456114994284664,0.23752012645057918,0.2438035069481082,0.23666518417629365,0.03639968299655268,1D-CNN
S42,0.25208564608746337,0.23796650930510446,0.230244869239344,0.24605955470390595,0.03364342066418258,1D-CNN
S43,0.2358825903200247,0.23173375884808392,0.24125535004029555,0.2590768558776066,0.03205144491398956,LSTM
S44,0.24767344324375015,0.14374900481641223,0.29091366521582,0.27952686339961624,0.03813702332440073,BiLSTM
S45,0.040615329731114196,0.038994738900481773,0.2806017903204011,0.6122717782684512,0.027516362779551804,LSTM
S46,0.21172424304079365,0.5970597289969789,0.07908943746291942,0.10488998830309208,0.007236602196216939,ANN
S47,0.16359150087218802,0.28560053688106374,0.28014125178785193,0.24171169402168483,0.028955016437212752,ANN
S48,0.21751201759776903,0.1520154349428433,0.34522490940732636,0.247288717484304,0.03795892056775703,BiLSTM
S49,0.19964720445393583,0.181793583117428,0.3007793032958657,0.26870423123857173,0.049075677894198595,BiLSTM
S50,0.41891411382819416,0.21748165054082153,0.17127645747369552,0.16455773277836455,0.027770045378923813,1D-CNN
S51,0.25499321125356406,0.2848613511737942,0.20455250748022527,0.22136052378264776,0.03423240630976954,ANN
S52,0.314140206558325,0.3456027297031207,0.14545383093295294,0.1732891201609262,0.02151411264467487,ANN
S53,0.23846018079254064,0.26199431440923066,0.2235594605075939,0.24597201723116846,0.030014027059466732,ANN
S54,0.6057556224163038,0.1998370737092384,0.09318940249099117,0.0886856096010513,0.012532291782414221,1D-CNN
S55,0.3222666590074709,0.41172638958276725,0.13912208998765635,0.106367982527245,0.02051687889485946,ANN
S56,0.22864510579105712,0.2493055654497465,0.2568360119557238,0.21796730756326022,0.04724600924021236,BiLSTM
S57,0.23700540089147965,0.26858445164937356,0.21430933837846422,0.24560425683146694,0.03449655224921569,ANN
S58,0.17283549684424365,0.2608012210433567,0.2537865968167019,0.28587266027143865,0.026704025024259472,LSTM
S59,0.12468865873482428,0.14440213361297385,0.30253766805145743,0.3971205953311276,0.03125094426961716,LSTM
S60,0.19599874019685237,0.17822131630177815,0.2605278161614318,0.33730399446737536,0.027948132872562658,LSTM
