Segment,LSTM,1D-CNN,ANN,BiLSTM,Selected
S1,0.3962362088979035,0.3092686557226732,0.22638811028118272,0.06810702509824028,LSTM
S2,0.31170086388430807,0.38188916245457416,0.2655012194734625,0.04090875418765566,1D-CNN
S3,0.41725640470365954,0.18609958740966764,0.3533914810288735,0.04325252685779947,LSTM
S4,0.3360369517996828,0.27497989467468553,0.3532631803559229,0.035719973169709034,ANN
S5,0.38199925177263067,0.23863497916870977,0.33178311954986994,0.04758264950878947,LSTM
S6,0.4267486088907764,0.2217703140296812,0.29954401872471015,0.05193705835483242,LSTM
S7,0.4554316949123267,0.25074471720358216,0.23423188892770191,0.05959169895638944,LSTM
S8,0.2986266595591066,0.26615103109329785,0.38552048747555157,0.04970182187204451,ANN
S9,0.19219829386368378,0.36192674815579007,0.40940846362667604,0.036466494353850035,ANN
S10,0.2029747649022781,0.32472425965696416,0.4341337114692048,0.038167263971552574,ANN
S11,0.25109292753053325,0.34965371800636824,0.35969113049338997,0.03956222396970862,ANN
S12,0.32066691749876164,0.32484880836421226,0.304920144088844,0.0495641300481825,1D-CNN
S13,0.34876951962049113,0.2913632101629334,0.3059537519022354,0.0539135183143403,LSTM
S14,0.4080654563704171,0.2512708992072349,0.2862516262242302,0.054412018198118264,LSTM
S15,0.2198381021203821,0.29362091790207023,0.45127816563417533,0.03526281434337234,ANN
S16,0.21013145161659771,0.4378231891042411,0.30486334281146,0.047182016467702204,1D-CNN
S17,0.20333304602383154,0.34141404046660995,0.4050968820435088,0.05015603146604987,ANN
S18,0.36293259313183507,0.3324804754778064,0.26973712009098216,0.03484981129937683,LSTM
S19,0.4703508053514727,0.2589567405091877,0.2348214376687295,0.03587101647061013,LSTM
S20,0.25792169864059616,0.36446287326002674,0.3512347249563556,0.026380703143021447,1D-CNN
S21,0.32260454361297486,0.2867124069575222,0.3581019271860992,0.032581122243403926,ANN
S22,0.39400097876967977,0.30121724767682184,0.2685229476931493,0.03625882586034867,LSTM
S23,0.6595206109763289,0.11003203559871826,0.155170821699795,0.07527653172515794,LSTM
S24,0.28843483017385246,0.12544694018261862,0.5262680304839303,0.059850199159598425,ANN
S25,0.08567030595216403,0.5798487134063898,0.30801282858779294,0.02646815205365313,1D-CNN
S26,0.11939592003174895,0.3205777508108759,0.4610052546316692,0.09902107452570538,ANN
S27,0.23144983536236907,0.45437267733256304,0.26194862263352164,0.05222886467154655,1D-CNN
S28,0.36520343353254453,0.3475321798834824,0.24046398607284206,0.04680040051113076,LSTM
S29,0.38397454429829375,0.3134668715349489,0.2430726349203535,0.05948594924640369,LSTM
