Segment,1D-CNN,ANN,BiLSTM,LSTM,Selected
S1,0.22401955494856723,0.11722387640636678,0.6113749866698737,0.04738158197519212,BiLSTM
S2,0.3966657635317398,0.34485460482170144,0.22348075499904105,0.03499887664751835,1D-CNN
S3,0.2429067266202116,0.37840705094063054,0.3231908505336278,0.055495371905529924,ANN
S4,0.29693162070733997,0.3783489842967849,0.27231241352949426,0.052406981466380544,ANN
S5,0.2503698163132424,0.5110892350203942,0.20457607890274754,0.03396486976361652,ANN
S6,0.17389062171258568,0.49933662138770396,0.2641980338678198,0.06257472303189057,ANN
S7,0.33075647823993604,0.25006377386739376,0.3583517398543417,0.06082800803832865,BiLSTM
S8,0.31710880987311674,0.36585167239802024,0.2929701725507877,0.024069345178075238,ANN
S9,0.29021589909393686,0.4168890376874721,0.2779966082379423,0.014898454980648913,ANN
S10,0.36309958479721005,0.3689208211268209,0.24539082046017044,0.022588773615798852,ANN
S11,0.3536046351482862,0.3508572351854523,0.260509281649729,0.03502884801653343,1D-CNN
S12,0.3189811828284139,0.2968249248725889,0.33740276755314413,0.046791124745853736,BiLSTM
S13,0.25973646326964994,0.35946158903306613,0.3361814613557739,0.044620486341509794,ANN
S14,0.22725841731232158,0.3443331691601128,0.37813303917108,0.050275374356486255,BiLSTM
S15,0.3295180352763906,0.40038915727436747,0.2274369026430736,0.042655904806168744,ANN
S16,0.2818620327255296,0.2783358760788592,0.4035687064323985,0.03623338476321334,BiLSTM
S17,0.25134764226440276,0.504406026992936,0.2349373867267588,0.009308944015901873,ANN
S18,0.49052953564665375,0.2620351397231084,0.20119017276104545,0.04624515186919198,1D-CNN
S19,0.28558271899758664,0.3189258596931813,0.3327602133702158,0.06273120793901664,BiLSTM
S20,0.38976800712662996,0.3549332644545734,0.21737367448601563,0.03792505393278125,1D-CNN
S21,0.31214942657839445,0.3749501599489764,0.2654238394854952,0.047476573987133855,ANN
S22,0.3429723509373981,0.2973086072731432,0.29326207238895335,0.06645696940050531,1D-CNN
S23,0.18016352670166633,0.33127357579867844,0.38891279449201743,0.09965010300763773,BiLSTM
S24,0.24638437931098978,0.43275647533669176,0.3034770238921795,0.017382121460138948,ANN
S25,0.5559959075657414,0.3137133692848584,0.1234799053430441,0.006810817806356029,1D-CNN
S26,0.030683582376912523,0.07333974566729942,0.8951184760297527,0.0008581959260359519,BiLSTM
S27,0.574920497259279,0.19824790155540334,0.21447873563875192,0.012352865546565497,1D-CNN
S28,0.36267858091760813,0.2526035726211597,0.3217746030000263,0.0629432434612063,1D-CNN
S29,0.2669282899068246,0.2545149872476279,0.4413259692556063,0.03723075358994128,BiLSTM
S30,0.4641756073332614,0.2876229747747376,0.2103796919050133,0.037821725986987444,1D-CNN
S31,0.24084762649555003,0.4186631618355361,0.2883268926976585,0.05216231897125525,ANN
S32,0.2691844285228145,0.2638408382261556,0.40864405416687954,0.05833067908415026,BiLSTM
S33,0.4190259052674245,0.2242981766494272,0.32005846731303805,0.03661745077010957,1D-CNN
S34,0.3570923107487241,0.29561907656044123,0.2968944550148366,0.05039415767599814,1D-CNN
S35,0.3007795442162063,0.33928422102693556,0.303482139270492,0.05645409548636674,ANN
S36,0.1544943305277465,0.6524825274594459,0.15791502881021643,0.03510811320259049,ANN
S37,0.16876124136599732,0.4738313349447841,0.2879128628521534,0.06949456083706544,ANN
S38,0.42851413936281946,0.3997295716001259,0.152021045617909,0.0197352434191455,1D-CNN
S39,0.40167016688304963,0.409841627794877,0.1708411738077836,0.017647031514289556,ANN
S40,0.29407830177396455,0.3146642588001432,0.346758973302912,0.04449846612298021,BiLSTM
S41,0.34437046820390255,0.3001264683164999,0.31865169948425204,0.036851363995345235,1D-CNN
S42,0.3745293290111073,0.3081124360408251,0.27313399708921443,0.04422423785885294,1D-CNN
S43,0.31443530559890054,0.3052889277680316,0.32798110482030735,0.05229466181276036,BiLSTM
S44,0.44189651820223114,0.28749776239588565,0.24586540699711903,0.02474031240476376,1D-CNN
S45,0.20732353581376917,0.20600622918445133,0.48142959831440224,0.10524063668737732,BiLSTM
S46,0.2407363456424275,0.6376141274986125,0.09885502814684635,0.02279449871211401,ANN
S47,0.18686419584402444,0.35778134816584356,0.37480465430612236,0.08054980168401014,BiLSTM
S48,0.27863816014590165,0.1716764488095432,0.49524816001778976,0.05443723102676524,BiLSTM
S49,0.2641283191951941,0.4573247512525183,0.25129112438849904,0.02725580516378773,ANN
S50,0.613900873578831,0.29466397467916405,0.08051698479321089,0.010918166948793167,1D-CNN
S51,0.1339051814361795,0.716380261467367,0.13583686980071716,0.013877687295736602,ANN
S52,0.3785837135779813,0.38500059294117844,0.20343651406826715,0.032979179412572675,ANN
S53,0.313463863727634,0.41243615673596834,0.2279599321028378,0.0461400474335596,ANN
S54,0.581246565133483,0.2222866281282584,0.1650125088378289,0.031454297900429744,1D-CNN
S55,0.31066935093101383,0.47788032617933895,0.1911470034445889,0.020303319445058546,ANN
S56,0.2592624938588787,0.3202735731753924,0.36759988480797845,0.05286404815775095,BiLSTM
S57,0.32959841285269637,0.34425774791019637,0.24886560604742566,0.07727823318968179,ANN
S58,0.21206376808672592,0.3969334199605642,0.30875801407064696,0.08224479788206268,ANN
S59,0.2226032351960407,0.3196404637098039,0.37686456150293024,0.08089173959122525,BiLSTM
S60,0.2641939701096302,0.3694856887562028,0.30468716739491697,0.061633173739250154,ANN
S61,0.340522174661502,0.3114319166525043,0.32631978379288484,0.021726124893108975,1D-CNN
S62,0.36356554840349337,0.4491587236845842,0.16844868314814965,0.01882704476377338,ANN
S63,0.35120371468708517,0.4083491833762812,0.21211896627217552,0.02832813566445877,ANN
S64,0.361439828296707,0.3624268104094834,0.24531935139969363,0.030814009894115812,ANN
S65,0.3313827643792804,0.26017903351449023,0.3663998344691816,0.04203836763704798,BiLSTM
S66,0.2845009952789906,0.26488833428600767,0.4045060289269088,0.046104641508093146,BiLSTM
S67,0.35970263883307335,0.3051025268324071,0.2615978087264965,0.0735970256080225,1D-CNN
S68,0.2744739495002998,0.3545037336354562,0.32156706584791944,0.04945525101632425,ANN
S69,0.285396531239113,0.4446604311143821,0.23519878391352878,0.034744253732976044,ANN
S70,0.3327499662306369,0.4022850471413495,0.22772711914910077,0.037237867478912334,ANN
S71,0.3381613270299049,0.3323379783673042,0.28294802449870077,0.04655267010408974,1D-CNN
S72,0.1201417963784779,0.8645643889865112,0.013341320938307538,0.0019524936967034692,ANN
S73,0.25257987663751064,0.36453107944088287,0.34378104629014555,0.03910799763146132,ANN
S74,0.301292054208361,0.38180725146683187,0.25103922323937555,0.06586147108543126,ANN
S75,0.21293482405573896,0.5374996631026422,0.21634175490961777,0.033223757932001274,ANN
S76,0.2043926045147957,0.34598890896271506,0.41516935861604704,0.03444912790644197,BiLSTM
S77,0.32719673793856696,0.19407140539699708,0.4385315503396917,0.0402003063247444,BiLSTM
S78,0.5417787987072299,0.29022713286773427,0.14215846222049763,0.025835606204537367,1D-CNN
S79,0.4458285206936564,0.29769930638815933,0.2160106858464377,0.04046148707174632,1D-CNN
S80,0.2581605312364992,0.2967295004816973,0.4062197867525679,0.03889018152923491,BiLSTM
S81,0.34691653561128577,0.31096826617073847,0.31181571313444145,0.03029948508353465,1D-CNN
S82,0.17981734386875647,0.6214595988992133,0.1724232855263613,0.026299771705668107,ANN
S83,0.2712169245657266,0.2921357938396286,0.37872262202200496,0.05792465957263931,BiLSTM
S84,0.09841555365573638,0.6074447158435881,0.27374545188556465,0.020394278615110593,ANN
S85,0.1943485834100391,0.15046794521281512,0.575426934995235,0.07975653638191088,BiLSTM
S86,0.2584297164522434,0.2827596993031753,0.37899072260751177,0.07981986163706953,BiLSTM
S87,0.3317369278030283,0.33964725288413766,0.292379361588496,0.036236457724337465,ANN
S88,0.6033087889392094,0.21292458497836703,0.1585626544830125,0.025203971599410593,1D-CNN
S89,0.6388327784097989,0.15517540276094008,0.17528816839594402,0.030703650433317017,1D-CNN
S90,0.34904453134059304,0.29937081504777996,0.3037746824086912,0.047809971202935175,1D-CNN
S91,0.13402845617577822,0.7716548196644211,0.08041464508592844,0.013902079073871781,ANN
S92,0.29788347302781454,0.479429791291046,0.18531086886000311,0.037375866821136895,ANN
S93,0.2905106543723702,0.35885662762092335,0.3044315446029718,0.046201173403734856,ANN
S94,0.3392293904487236,0.38301601950263015,0.2466684050201477,0.031086185028498723,ANN
S95,0.37720194382175626,0.3141442041434543,0.276356854338593,0.0322969976961971,1D-CNN
S96,0.139729956999303,0.13999889546587033,0.6000107389948552,0.12026040853997162,BiLSTM
S97,0.25191294006595544,0.2831111998780623,0.39119457506633226,0.07378128498964971,BiLSTM
S98,0.3323041439454353,0.4094973118693357,0.2232737743577203,0.03492476982750914,ANN
S99,0.3226859968909309,0.6071058039866074,0.06526923708186237,0.004938962040598628,ANN
S100,0.7612609653845849,0.1254831312586153,0.10815116444727241,0.005104738909526473,1D-CNN
S101,0.45154570210350176,0.3598567509463747,0.16840336791668026,0.020194179033444035,1D-CNN
S102,0.3007258948285503,0.38672196404858344,0.2767493396703401,0.03580280145252612,ANN
S103,0.2811405052029427,0.3011906565989553,0.3812637701527898,0.036405068045312135,BiLSTM
S104,0.21067275398436958,0.2799912341660624,0.4341447320870988,0.07519127976246967,BiLSTM
S105,0.18815586340030221,0.1932612686964094,0.5550639025900537,0.0635189653132344,BiLSTM
S106,0.21759977961165355,0.13663954046474436,0.5323681304505216,0.1133925494730809,BiLSTM
S107,0.1611978226941044,0.30988303543562745,0.4555713770100286,0.0733477648602396,BiLSTM
S108,0.20869901106851818,0.26045575458774073,0.5002103418360355,0.030634892507705475,BiLSTM
S109,0.5604398054963351,0.2307691423069342,0.17664024634340222,0.032150805853328496,1D-CNN
S110,0.20617782257276032,0.29253180314668925,0.45763086938062136,0.04365950489992901,BiLSTM
S111,0.3377697633494704,0.39072418649381463,0.2393026172110868,0.03220343294562893,ANN
S112,0.26317038504265994,0.39235093842821644,0.30123802583057857,0.043240650698544575,ANN
S113,0.31384583159797963,0.3489408167134421,0.29501935492513987,0.04219399676343879,ANN
S114,0.3211533141050807,0.3114577454367859,0.32698275309257735,0.04040618736555619,BiLSTM
S115,0.25717928822841657,0.4289726904923352,0.27328116402537783,0.04056685725386988,ANN
S116,0.22467635056380222,0.38138133277231656,0.3394045454200503,0.0545377712438307,ANN
S117,0.19176141692012708,0.34354737450689565,0.4469890937288499,0.017702114844126277,BiLSTM
S118,0.8048414469509199,0.12706900836869656,0.06273616846698286,0.005353376213400067,1D-CNN
S119,0.18752929288669187,0.5517515303122137,0.23777036075174962,0.022948816049344907,ANN
S120,0.3394131927188983,0.27692204715653346,0.28447738323225596,0.09918737689231225,1D-CNN
S121,0.4375935960229454,0.24992312664925515,0.27553133983344424,0.03695193749435505,1D-CNN
S122,0.4671084399774798,0.283341475576915,0.21729565863101014,0.0322544258145947,1D-CNN
S123,0.33125857752824545,0.4649115791455644,0.17073091475701951,0.03309892856917129,ANN
S124,0.336668752014428,0.2710968471917492,0.3354650156392618,0.05676938515456144,1D-CNN
S125,0.3401507879367729,0.3208732713775349,0.2914032251128989,0.047572715572794334,1D-CNN
S126,0.3950165416433629,0.32508745364642083,0.2274045432844839,0.05249146142573256,1D-CNN
S127,0.28891945949142744,0.3555326037251335,0.2739219423852586,0.08162599439818066,ANN
S128,0.21201339420040938,0.34182628525385766,0.39652863785210396,0.04963168269362897,BiLSTM
S129,0.2921067342014608,0.26924612199699083,0.3997715438913073,0.038875599910240935,BiLSTM
S130,0.7821135145454882,0.14572635118644034,0.06560319476360826,0.006556939504463207,1D-CNN
S131,0.8463445587764235,0.11907639512156862,0.029759073585386323,0.0048199725166215325,1D-CNN
S132,0.21622969898515618,0.36777155554786994,0.3374119700905437,0.07858677537643012,ANN
S133,0.3069763135548477,0.33032063495819664,0.3186252636032045,0.044077787883750656,ANN
S134,0.43380160956103864,0.34311933276430895,0.19330623437049302,0.029772823304160027,1D-CNN
S135,0.3054895548246624,0.35456377522329413,0.29047872114447865,0.049467948807564346,ANN
S136,0.2774097627317243,0.1649609644921776,0.5322606790907735,0.0253685936853243,BiLSTM
S137,0.2164971395972279,0.2653627100524124,0.42732200382664864,0.09081814652371098,BiLSTM
S138,0.2293547739881027,0.48366798566192165,0.25160315163958735,0.035374088710388454,ANN
S139,0.3194840769459839,0.3333097015503623,0.28378103467744814,0.063425186826206,ANN
S140,0.2886341863355293,0.257731277786757,0.3861995636561668,0.0674349722215467,BiLSTM
S141,0.24626579865994638,0.450798526415209,0.26469534893340213,0.038240325991441934,ANN
S142,0.3305111069664652,0.29127318410008524,0.3074101662924375,0.07080554264101238,1D-CNN
S143,0.17585012769831188,0.327643213265557,0.4817485929745893,0.0147580660615425,BiLSTM
S144,0.6334383094973276,0.2415274472245429,0.10914089258573205,0.015893350692397105,1D-CNN
S145,0.38628801038024685,0.32598576705384075,0.24663671981005908,0.04108950275585431,1D-CNN
S146,0.24352064817280875,0.32164645953543486,0.36652771256463834,0.06830517972711818,BiLSTM
S147,0.37454505305537805,0.12649287100105894,0.44039595347628074,0.058566122467282274,BiLSTM
S148,0.2667331211291961,0.26928789065001685,0.3319899465042173,0.13198904171656964,BiLSTM
S149,0.24642438933350086,0.29023273523514065,0.4031410815205432,0.06020179391081506,BiLSTM
S150,0.30704832607528393,0.3093873301645802,0.33656923551365875,0.04699510824647804,BiLSTM
S151,0.3511331167026715,0.31185360515742233,0.283041688236738,0.053971589903167826,1D-CNN
S152,0.16308025490104344,0.5364618805978912,0.2643039081829023,0.036153956318162636,ANN
S153,0.251331475847915,0.3397340982742404,0.3661529477541135,0.0427814781237315,BiLSTM
S154,0.2662182822858204,0.265229202497675,0.4468342160749977,0.021718299141506785,BiLSTM
