Segment,1D-CNN,ANN,BiLSTM,LSTM,CNN-LSTM,GRU,Selected
S1,0.09748583891876687,0.04177857274417784,0.3303971984609045,0.1542931457144658,0.37106285975238373,0.004982384409302935,CNN-LSTM
S2,0.2501035223430816,0.1912452004594598,0.15961536466064785,0.17448281456966494,0.2099351059470095,0.014617992020134725,1D-CNN
S3,0.11327476913298502,0.22513672397461576,0.1845862145055206,0.24657749345181265,0.22243104604505626,0.007993752890006742,LSTM
S4,0.18215912462386416,0.24504054402435776,0.1650023405942505,0.23430182546393435,0.16217123143250486,0.011324933861087171,ANN
S5,0.1648079905676077,0.31961066749480516,0.1650617666886923,0.19510091418143868,0.1364028201138286,0.019015840953626333,ANN
S6,0.1063334713881789,0.2781776430217776,0.17870326549655266,0.2817857036980698,0.13727613667680397,0.017723779718616085,LSTM
S7,0.12712181225902866,0.09231194256192085,0.15526975719981892,0.18851334282336532,0.4300412241122522,0.0067419210436135395,CNN-LSTM
S8,0.19803361526998128,0.2435325056327522,0.18931141185071643,0.10536801638219881,0.25616678817410626,0.007587662690246928,CNN-LSTM
S9,0.23155452185127304,0.30580769506170324,0.20505312221225758,0.10122335420626047,0.13931248183590167,0.01704882483260521,ANN
S10,0.24126724642004846,0.2563313048115051,0.17199555970476876,0.11912869254364415,0.18955473325754654,0.021722463262486186,ANN
S11,0.23503156996797386,0.23118651294540044,0.16849623857065474,0.16154892166553456,0.18566553324786553,0.018071223602569245,1D-CNN
S12,0.19666019984184047,0.1822656166082299,0.21178088582444654,0.20497473017762338,0.1878128518571083,0.016505715690748768,BiLSTM
S13,0.16208612486919238,0.22564893839773553,0.21391951735016998,0.19707858241370627,0.18298011430739133,0.018286722661803343,ANN
S14,0.12400678451578669,0.20401411868436747,0.2317847961137671,0.21326181394327817,0.21836835951209704,0.008564127230705024,BiLSTM
S15,0.2234276900311876,0.26321777574881977,0.13493022017872403,0.2125200733658696,0.1558754501196644,0.01002879055573141,ANN
S16,0.17045238524844208,0.17581584288287921,0.2694157552223418,0.18017574537384506,0.18183123735205417,0.02230903392043776,BiLSTM
S17,0.15263690370624247,0.2779878200166703,0.14961144539307328,0.052972910314886774,0.361010336337856,0.00578058423127153,CNN-LSTM
S18,0.2955298690469303,0.16026619954849855,0.12565204782571454,0.23249513260201068,0.18080835854369454,0.005248392433150387,1D-CNN
S19,0.1542210758275621,0.15596310236354774,0.16723780443835173,0.3142654696039067,0.20378908482529506,0.004523462941341339,LSTM
S20,0.2740525473184704,0.25242697432828204,0.1308239123283864,0.17588040796869814,0.15844590908432485,0.00837024897183303,1D-CNN
S21,0.18784703916582055,0.24530544691596765,0.15753942568570908,0.21461904524927278,0.18126269971793885,0.013426343265291761,ANN
S22,0.19321735138294233,0.17990301016223378,0.17048616515889617,0.2858593966376172,0.15439857216717887,0.01613550449113025,LSTM
S23,0.06479176883344179,0.12666315594878294,0.24414438154785012,0.44820824401170023,0.10142087183146264,0.014771577826760779,LSTM
S24,0.1440769067005592,0.3351518086163051,0.2270444033422337,0.08635953828056776,0.20044636522268242,0.00692097783765699,ANN
S25,0.4385073966528708,0.25216868223668143,0.13507174054625928,0.06381603006514046,0.08339798558790572,0.02703816491114263,1D-CNN
S26,0.0386687047812137,0.08332039380543796,0.8184471330655956,0.009354079707692545,0.04746503295719076,0.0027446556828668697,BiLSTM
S27,0.2607513471568699,0.09517076849029024,0.11980967835388318,0.0586202035314614,0.45809709272918375,0.007550909738312049,CNN-LSTM
S28,0.2140906009392249,0.13739917531614151,0.19209336970076993,0.27544662463911174,0.1669011428324171,0.014069086572333252,LSTM
S29,0.16319141484105512,0.1352094052119102,0.27808362068823683,0.1808552678868352,0.23586064301897244,0.006799648352984808,BiLSTM
S30,0.2978856939703429,0.17377151565552879,0.12036313629539376,0.15921589404610423,0.24175049526137157,0.007013264771264996,1D-CNN
S31,0.11924114689491395,0.2718897633182203,0.161271331490093,0.23570584979153544,0.20803106519523717,0.0038608433099974054,ANN
S32,0.15616912344257902,0.15780063463250787,0.23608150351237647,0.2362066465542344,0.20177695076419896,0.011965141094102552,LSTM
S33,0.25570996153806397,0.15587333787269708,0.20232369009147735,0.1736172919616972,0.1949012454238538,0.01757447311220813,1D-CNN
S34,0.2118284917609563,0.17015055415172012,0.1830606638402523,0.21665199847357955,0.20273201139375607,0.015576280379736547,LSTM
S35,0.1825671032526465,0.2084582099407537,0.1804623768019945,0.2458475966467606,0.16916418434724872,0.013500529010600762,LSTM
S36,0.11274706677609891,0.4771721363378224,0.11939496498670356,0.18437628193959688,0.09460761455586579,0.011701935403915363,ANN
S37,0.08450735190334593,0.2915581569681451,0.1724968910967703,0.33931946242703254,0.10263419008843505,0.009483947516268559,LSTM
S38,0.2932256013874705,0.27629456919395934,0.09889885205672681,0.09008775190720188,0.2365610105698817,0.004932214884755543,1D-CNN
S39,0.2171959239615864,0.22183214879131588,0.10014146563569966,0.07637263047190918,0.3781013846899718,0.006356446449517247,CNN-LSTM
S40,0.18739738798068298,0.2011824625973386,0.213242601503956,0.18838489365935238,0.1969682977056174,0.012824356553057546,BiLSTM
S41,0.21184836588543415,0.18689846225168266,0.19359617810817695,0.16113637017161125,0.2332272428558686,0.013293380727229975,CNN-LSTM
S42,0.23652241388825224,0.19645837643707958,0.17187394386108118,0.19284207464128358,0.19024605608355802,0.01205713508874113,1D-CNN
S43,0.1943623489936842,0.1871753134933341,0.2036697737092436,0.2285769895015798,0.17581208527996833,0.010403489022188909,LSTM
S44,0.29548071886752775,0.1757160652765574,0.20870108791143135,0.16457041970458625,0.14028542591541263,0.015246282324483202,1D-CNN
S45,0.033948263636563156,0.032893733814961856,0.2438827417115771,0.5452646793206927,0.1381518838454177,0.0058586976707896065,LSTM
S46,0.1751114106423361,0.605698695925419,0.061897419443044964,0.09949046605554275,0.050928425217169386,0.006873582716487461,ANN
S47,0.09903910556611016,0.16269552450053326,0.1748308072425346,0.4034076721551502,0.1459001441205989,0.014126746415075246,LSTM
S48,0.16040185927212225,0.09346537023907057,0.31572141099537965,0.24016564136803295,0.17497770917547692,0.015268008949919549,BiLSTM
S49,0.05638065217707847,0.09766092854811911,0.05749359487241995,0.042424541972255335,0.7432374472251692,0.002802835204952034,CNN-LSTM
S50,0.49138375169727205,0.20548655105511784,0.06606854514287687,0.06217192629418754,0.16964989888418747,0.005239326926357247,1D-CNN
S51,0.12761030701728232,0.4333504883320928,0.10771111065744589,0.09663739570801445,0.22882208028010995,0.0058686180050574995,ANN
