,1D-CNN,ANN,BiLSTM,LSTM,CNN-LSTM,GRU,Selected
S43,0.17934501529868235,0.16527915354031172,0.2008308549502178,0.262560306549,0.14657707060549832,0.04540759905629003,LSTM
S44,0.0700786844233892,0.05193882601778281,0.11527468025677504,0.6373016660304089,0.09075572166686213,0.034650421604781864,LSTM
S45,0.0937683892872949,0.09524936413253582,0.2604929637676087,0.37816105760293073,0.12682836520007207,0.04549986000955805,LSTM
S46,0.35006236035612404,0.14136272370499683,0.03748927576008014,0.33371613666015626,0.11415637542731512,0.02321312809132788,1D-CNN
S47,0.034198447115212374,0.07337318420836349,0.16135019410658177,0.03518958775080328,0.680000944492468,0.01588764232657115,CNN-LSTM
S48,0.6047762720975649,0.039421757988466345,0.07274614332502517,0.06148438278482095,0.19640310842397937,0.025168335380143375,1D-CNN
S49,0.024752258430536873,0.014689873712745018,0.9052198146710029,0.031147096626684714,0.017835704228985148,0.006355252330045891,BiLSTM
S50,0.20664945664603585,0.13866360940904768,0.22787866503489107,0.24709488270997623,0.13265371825762534,0.04705966794242297,LSTM
S51,0.20361013262003283,0.1789801034759223,0.17481889689626673,0.23862886034697955,0.16537904210587517,0.03858296455492331,LSTM
S52,0.23528752706054554,0.3036002088805675,0.16240902004437408,0.1756948099907187,0.09931448171379935,0.023693952309994576,ANN
S53,0.1747776916345859,0.16582831247605356,0.2935035526718174,0.17742271647822522,0.14630693029249245,0.04216079644682474,BiLSTM
S54,0.391650017721094,0.3343034032077141,0.0820730121300799,0.06827666633064434,0.100822579144603,0.02287432146586461,1D-CNN
S55,0.03959596835850376,0.8825605920471119,0.03553492330068757,0.020923515720051574,0.015026692668894143,0.006358307904750948,ANN
S56,0.030708295561257096,0.05344800661528382,0.06238254404598045,0.7263312690647602,0.10666293960705774,0.020466945105660286,LSTM
S57,0.16151695945368247,0.18022745013854144,0.23826477851997735,0.13976689733229064,0.22200911245901206,0.05821480209649638,BiLSTM
S58,0.16432193404404757,0.18647291033787175,0.19255819370625352,0.19136135358536968,0.20637614182261668,0.05890946650384049,CNN-LSTM
S59,0.1377199065787682,0.13309107543525303,0.23536073973030414,0.25233701889447296,0.17113580186081134,0.07035545750039052,LSTM
S60,0.19819817691562894,0.12277696427872953,0.2664210649424145,0.21471657123223686,0.123313947061,0.07457327556998976,BiLSTM
S61,0.2568666549588969,0.24018378535346474,0.08114146463312993,0.2536662514043109,0.12626191727518127,0.04187992637501674,1D-CNN
S62,0.27957519303776857,0.08117758187083579,0.39814946439626786,0.14059736222928962,0.07382655938659166,0.02667383907924637,BiLSTM
S63,0.1963963477377629,0.3070114454086856,0.12024984581789529,0.12161435067177027,0.14060271684031983,0.11412529352356615,ANN
S64,0.20458314493002103,0.19495826180741957,0.17794083844946737,0.1848947719250115,0.1529973650295249,0.08462561785855545,1D-CNN
S65,0.12901510912669414,0.1566368226307614,0.38756578389197416,0.15235561577710816,0.12256940302184136,0.05185726555162071,BiLSTM
S66,0.14792818018229165,0.1450365151541633,0.17156253842942615,0.17666766516454502,0.18319628510257016,0.17560881596700348,CNN-LSTM
S67,0.18638986107269725,0.19483124003030133,0.19350272487887057,0.17857178081823868,0.1820742366312948,0.06463015656859727,ANN
S68,0.18861677194229637,0.2117289112442203,0.18804522030537577,0.18572382209107036,0.17690038618044232,0.048984888236594804,ANN
S69,0.17966811735018945,0.18959728037342866,0.2119000698906296,0.22882675708099018,0.15051446764793702,0.03949330765682555,LSTM
S70,0.12802808309023175,0.13150137250212787,0.20009197242104124,0.39074818067325023,0.11329818569213226,0.036332205621216786,LSTM
S71,0.2365342775740562,0.17912728112252205,0.1712461896789928,0.20914843532412358,0.1620998427499566,0.04184397355034903,1D-CNN
S72,0.16363721436824408,0.40568386918476024,0.11523954207075739,0.2202796579831184,0.06834352312196249,0.026816193271157005,ANN
S73,0.12674925447153343,0.13951511231915156,0.26515030394470307,0.167566690659081,0.20570894561097333,0.09530969299455762,BiLSTM
S74,0.9847147925545967,0.0031034898710470974,0.005940446739573574,0.002253099744627975,0.0031453527473250544,0.0008428183428293889,1D-CNN
S75,0.1328258232277162,0.04605625716346861,0.10192680535545103,0.6289061341603132,0.06536156203497771,0.024923418058073715,LSTM
S76,0.13890687966175208,0.18108279147936804,0.17651453210673698,0.1598418055671206,0.1900915834915612,0.15356240769346108,CNN-LSTM
S77,0.16383059900793476,0.1137824937134782,0.2129666162411178,0.17841567122277743,0.1504310611466762,0.18057355866801575,BiLSTM
S78,0.06712480765452511,0.10555757799473793,0.04779569946615814,0.07660010108292369,0.6725987699548862,0.030323043846768715,CNN-LSTM
S79,0.029257126147923338,0.044078385243680226,0.04263172882752803,0.8287049688908333,0.0393188475586737,0.016008943331361755,LSTM
S80,0.1555821071988542,0.18616373939256553,0.17557689763448045,0.18507762439639544,0.17275399758474905,0.1248456337929551,ANN
S81,0.3332559965495324,0.138333778075626,0.28915393427513275,0.07906826420058592,0.08351437701130429,0.0766736498878191,1D-CNN
S82,0.18843731030676095,0.17228156813287027,0.16901908515787628,0.19653007990406676,0.18902565797272325,0.08470629852570238,LSTM
S83,0.1348773769616754,0.14714865855965037,0.19539971872584574,0.2165196245816721,0.18067407729334545,0.12538054387781086,LSTM
S84,0.07266520898061683,0.03795984637528096,0.06286218887276154,0.16369159419178983,0.6435170382985608,0.01930412328098998,CNN-LSTM
S85,0.09069771786868731,0.08284425659723624,0.21601003207809405,0.33728281218950484,0.21147131136284233,0.061693869903634936,LSTM
S86,0.17680627391041293,0.18788117810760901,0.16778895749231315,0.19707633354703458,0.23181636603167402,0.03863089091095616,CNN-LSTM
S87,0.2137071050849101,0.24773113990772883,0.1477876292322542,0.1897519426524795,0.13097084035913145,0.0700513427634959,ANN
S88,0.20253338020006498,0.18303461654407624,0.1775620695938244,0.23971488722263057,0.12013266656565508,0.07702237987374883,LSTM
S89,0.11198599113100001,0.48926953350349645,0.14472651363468828,0.09766481492155475,0.10047952617318896,0.055873620636071465,ANN
S90,0.19481102038482542,0.18023061795119363,0.1944733306091891,0.19465126484065445,0.1839090571831558,0.05192470903098156,1D-CNN
S91,0.2047187795836661,0.17876703349798845,0.21799446696634098,0.20075282898717595,0.15243854144316335,0.04532834952166495,BiLSTM
S92,0.1403126690691902,0.08594237306999888,0.5478415034066164,0.11855576600248993,0.08748381314716261,0.019863875304542006,BiLSTM
S93,0.1691113081635063,0.2244991467419176,0.1674622015555405,0.18300293992570163,0.20054732304861506,0.05537708056471934,ANN
S94,0.21852943840445907,0.23915147233345238,0.1645421947656461,0.14116300160061004,0.15399446404376468,0.08261942885206783,ANN
S95,0.09428905804662085,0.09830706484818295,0.26841043863022535,0.13466801585565358,0.3582036547036163,0.04612176791570112,CNN-LSTM
S96,0.13997931964539337,0.24419917223814575,0.18554756548588233,0.19359156304210656,0.1793901650331359,0.057292214555336,ANN
S97,0.11707013722066663,0.086474775563718,0.22939899675592082,0.30027762455882395,0.19801876046093397,0.0687597054399368,LSTM
S98,0.6954738332014203,0.1390881690887019,0.02450038969669931,0.027682402323681066,0.10622827573329233,0.007026929956205097,1D-CNN
S99,0.23654346601943446,0.3608975424332631,0.11347096459489696,0.0550252171870525,0.11919576079225384,0.11486704897309923,ANN
S100,0.19586646257798068,0.5106748589472859,0.12176581512285552,0.05216551199849939,0.06889698757947531,0.05063036377390218,ANN
S101,0.16204797198808732,0.21141154708876989,0.10575618670854638,0.2637867318182492,0.19784737951362585,0.059150182882721065,LSTM
S102,0.17965773320663977,0.27115121333278996,0.1491818503576507,0.19243011526849232,0.15550598983874436,0.05207309799568316,ANN
S103,0.162392721582249,0.17052240510432287,0.27185582411621284,0.15603713570800207,0.17885466091135077,0.06033725257786242,BiLSTM
S104,0.08974964966750307,0.1811853906648323,0.16118817155374082,0.20224454230992478,0.17307442643415016,0.19255781936984878,LSTM
S105,0.24416757966504737,0.33219536362325686,0.04991786293147309,0.2252381375058919,0.1280661248058082,0.020414931468522315,ANN
S106,0.157155335125379,0.17890693589420062,0.1788503768154114,0.18331795714713178,0.18663646255294197,0.1151329324649357,CNN-LSTM
S107,0.17488321805513382,0.10772367025549291,0.2234004680018046,0.18446999990658708,0.2164212544473074,0.09310138933367416,BiLSTM
S108,0.11815991548104071,0.11695975811585259,0.19362034889309102,0.33023660140376193,0.14105802429059355,0.09996535181566049,LSTM
S109,0.11674001724349925,0.29382310691723673,0.23030879518638736,0.10694745416010416,0.21087576346237127,0.0413048630304008,ANN
S110,0.059332814576622525,0.1333004419261156,0.17217568752115558,0.4885095009208776,0.12694661025089474,0.019734944804334093,LSTM
S111,0.35022016773098025,0.24542692309601977,0.09054447809083156,0.08440170371777038,0.11767813435477883,0.11172859300961911,1D-CNN
S112,0.1613788914238326,0.1555060619818415,0.22350772024533333,0.11880399095054342,0.2947120596531568,0.04609127574529228,CNN-LSTM
S113,0.18340771514096502,0.18205618594593595,0.18954017937326811,0.20903438044650008,0.13315536248358598,0.10280617660974475,LSTM
S114,0.1995351418324279,0.18644966560770274,0.1952900668258508,0.14988726472769945,0.1927871611102329,0.07605069989608648,1D-CNN
S115,0.18110260092239858,0.11811030477570769,0.3023466560484677,0.1778925769245304,0.1800827097568787,0.040465151572017306,BiLSTM
S116,0.6204718132232118,0.0944432482119682,0.09010881389613004,0.06184094122673748,0.08426125667455509,0.04887392676739767,1D-CNN
S117,0.18859781403384063,0.17949837247401906,0.18270729305023603,0.22269218336649435,0.15649485201179203,0.07000948506361747,LSTM
S118,0.16493707496646925,0.15808385332691294,0.2039183636254243,0.24908790240707765,0.17431821719718352,0.049654588476932764,LSTM
S119,0.15283731106634046,0.09515433417878909,0.18702436003965012,0.2916910332495342,0.23911943977085123,0.03417352169483492,LSTM
S120,0.1346078355496352,0.17882930973003225,0.20874776511943938,0.24364219680348476,0.2044403476298482,0.02973254516756004,LSTM
S121,0.7787677791322566,0.030970569862095385,0.03894868743021024,0.04286444086124116,0.09559639660232964,0.012852126111866109,1D-CNN
S122,0.21662239825747995,0.1880017142356561,0.09027635742979866,0.07208942005374475,0.41078345079757433,0.02222665922574611,CNN-LSTM
S123,0.20927190292788178,0.19197017092871063,0.20368693396414989,0.14355019293284405,0.18490786863167433,0.06661293061473915,1D-CNN
S124,0.19559504564218583,0.2334167438908653,0.1293531333255189,0.11400702895986088,0.28334984282131376,0.04427820536025524,CNN-LSTM
S125,0.09629098336143041,0.13563754990143528,0.37717815230493584,0.3248623435623131,0.04250322616631053,0.023527744703574195,BiLSTM
S126,0.08175811351119282,0.6651705909933997,0.05629686954964718,0.10860620122893513,0.05636342068645441,0.03180480403037051,ANN
S127,0.10438513951158543,0.5110561376477604,0.1057341609905116,0.09730284536378879,0.11595986221695945,0.06556185426939393,ANN
S128,0.20940213367449598,0.15022572524787448,0.1754045100702202,0.17809203695043738,0.20425366916055185,0.08262192489641994,1D-CNN
S129,0.09915330857817241,0.6508415505534164,0.0902454217890259,0.061514873384897154,0.08136183905860098,0.016883006635886547,ANN
S130,0.1458813610166662,0.23859054165024046,0.3314123835661409,0.10143203355111052,0.13616997702774955,0.046513703188092385,BiLSTM
S131,0.11055333131759279,0.08923336457110088,0.2958811441647955,0.28569349583356773,0.18729445290423713,0.03134421120870536,BiLSTM
S132,0.1070733682321271,0.1668810690526143,0.2377859809672565,0.2648216760143416,0.19053624160830415,0.032901664125356306,LSTM
S133,0.17955497991305638,0.18609404429522464,0.19975528195027525,0.17179855048805878,0.2012429201254499,0.06155422322793483,CNN-LSTM
S134,0.3914359463050508,0.17839736877724754,0.10271224946912845,0.11542272831669279,0.1626662281215019,0.04936547901037854,1D-CNN
S135,0.11270183094541096,0.1427989137589228,0.12399259738669292,0.4574548215098064,0.10656747939656437,0.05648435700260257,LSTM
S136,0.08328507071718985,0.1062793844242705,0.151824500970624,0.31117493220570414,0.2879578123114672,0.05947829937074419,LSTM
S137,0.1733026250773527,0.17066374087912584,0.27840245487606274,0.3064845478607809,0.044430250306137356,0.02671638100053987,LSTM
S138,0.09946194093734745,0.20822228122021,0.3776664614179643,0.18603236060264403,0.06969483660045239,0.05892211922138179,BiLSTM
S139,0.16068346153050775,0.16396038566046572,0.14167305346479256,0.2472292936394345,0.11921457216203028,0.16723923354276918,LSTM
S140,0.11269311226145493,0.13804118381475924,0.2271249486655181,0.2888907685863423,0.12008051263058121,0.11316947404134428,LSTM
S141,0.026302005676883043,0.019431170393027653,0.7402498013768736,0.05533368730528407,0.1528543091388918,0.005829026109039983,BiLSTM
S142,0.18366725969579586,0.20324818353397417,0.18457587087738306,0.14857384827872988,0.14877840429249578,0.1311564333216213,ANN
S143,0.16918226063450315,0.22248144624220415,0.12548183171137403,0.2665634709139001,0.11931246921789498,0.09697852128012349,LSTM
S144,0.09452387071374083,0.10826472788372216,0.4998547644413661,0.18634379972577025,0.08358027411577797,0.02743256311962243,BiLSTM
S145,0.11476880682627658,0.09228667105606873,0.476626938334003,0.1552022790408574,0.12969537803850872,0.0314199267042857,BiLSTM
S146,0.12637340574308403,0.18278440009981298,0.21967926473212188,0.27898187865872276,0.16218768634516778,0.029993364421090286,LSTM
S147,0.08051833312688757,0.2968713075870139,0.12369153975328705,0.3340386413636954,0.15218220706543573,0.012697971103680344,LSTM
S148,0.15201916776417618,0.1268971562728765,0.18029272929444934,0.2610498593894689,0.23283049801246997,0.04691058926655879,LSTM
S149,0.02636902542995527,0.04954334462671716,0.43479948238446353,0.4493018070331181,0.02852720973475039,0.01145913079099523,LSTM
S150,0.20532098153089925,0.15250613039308003,0.16775200929662107,0.15892431434656434,0.1433177846264614,0.17217877980637356,1D-CNN
S151,0.23194038388113747,0.15099457291454027,0.13727483002573115,0.22345886635428608,0.15278329384740172,0.10354805297690318,1D-CNN
S152,0.12870209607657054,0.08653216943398806,0.28410133088156575,0.23085386491259788,0.24349147991514797,0.026319058780128708,BiLSTM
S153,0.1694763179370414,0.15442522875941056,0.18992878162624996,0.17452506465620374,0.18017546432943946,0.13146914269165474,BiLSTM
S154,0.16129375794510536,0.1550084946846021,0.16422526625745662,0.2310366721929648,0.17102655309273188,0.11740925582713924,LSTM
S155,0.06141457318217036,0.05199071236391582,0.08947436517140177,0.6995475128513651,0.0809582300485125,0.016614606382634452,LSTM
S156,0.06760341004265498,0.1331825806227499,0.4894353115199374,0.15789958620070985,0.12885795112520568,0.023021160488741484,BiLSTM
S157,0.20100975287053785,0.15294094517142803,0.17608914562538389,0.21962012770555991,0.19207537287158113,0.05826465575550917,LSTM
S158,0.09882512596710037,0.5905841405003496,0.08699022218235489,0.0923489588457057,0.08013987062344412,0.05111168188104466,ANN
S159,0.10976511658024042,0.13834667975653084,0.1527879217355707,0.21266038029709944,0.25135477972904174,0.135085121901517,CNN-LSTM
S160,0.0007204844705820366,0.9883166104989464,0.0020603746475915856,0.007975379174954018,0.0007008444383332315,0.0002263067695928035,ANN
S161,0.13102231733920638,0.22245372121791496,0.2152391692302596,0.11357603928586177,0.28066917556435717,0.03703957736240054,CNN-LSTM
S162,0.06920188864775145,0.17348239462172962,0.3440977860990256,0.0520433697577822,0.3250301184265897,0.03614444244712148,BiLSTM
S163,0.10285078441483524,0.36154017105286307,0.08786596445979018,0.15083825235067286,0.26420430351514784,0.03270052420669097,ANN
S164,0.16414820173690725,0.15772397625256002,0.20029212558756954,0.1969530208062371,0.254747841186395,0.026134834430331495,CNN-LSTM
S165,0.4204571764559535,0.10266534261565646,0.315616958198399,0.06519335341197602,0.07009254598484263,0.025974623333172932,1D-CNN
S166,0.1198996251981353,0.24124666284751337,0.1286495306312271,0.2986309205507312,0.14992083409356668,0.061652426678825895,LSTM
S167,0.5808437292456812,0.05836919877785582,0.07659105380431262,0.04960032988961212,0.21051697678965323,0.024078711492884586,1D-CNN
S168,0.12299591306387711,0.24746506446796707,0.1203023047685377,0.24948430074085015,0.19253527334824214,0.06721714361052655,LSTM
S169,0.478099262054764,0.10477706411305457,0.09973983900777553,0.156505881699371,0.13527243349394935,0.025605519631086038,1D-CNN
S170,0.09591459533714689,0.11617444980557022,0.44254503055267186,0.07194667227432258,0.23949245419471032,0.033926797835578185,BiLSTM
S171,0.22550307970888148,0.11360859095328876,0.08875495764450313,0.09295720971066432,0.44230797187533677,0.03686819010732577,CNN-LSTM
S172,0.11156276689318363,0.12827365644808816,0.3517533738464198,0.2262932924231755,0.14948138991924007,0.03263552046989285,BiLSTM
S173,0.06376640103428867,0.25367959670087015,0.18353271086251072,0.3704949136546828,0.09555623928374721,0.032970138463900095,LSTM
S174,0.14188038136506018,0.14571270639561543,0.3134503670941002,0.1991074282034515,0.15329052783562458,0.046558589106147984,BiLSTM
S175,0.23782952987519798,0.12125045886678941,0.20893589204778878,0.19430290216898885,0.18968524491530972,0.04799597212592535,1D-CNN
S176,0.42216353598988826,0.09868961882114935,0.20014184296272294,0.12018552736256002,0.10786732833733603,0.050952146526343334,1D-CNN
S177,0.12718524403486212,0.26898308840171736,0.14559362852564348,0.2679101875507437,0.11729843984586594,0.07302941164116782,ANN
S178,0.1574101933954976,0.26130715501328944,0.1374772675643743,0.14789507909712304,0.11655812332317599,0.17935218160653957,ANN
S179,0.25395123589131724,0.14016134745504225,0.13182170464555015,0.09838602996154402,0.28747570945388057,0.0882039725926658,CNN-LSTM
S180,0.21872463417552035,0.19327117164651275,0.03634912274736702,0.4315319491599809,0.059281960535282584,0.06084116173533674,LSTM
S181,0.051274488215815955,0.04713922405582217,0.6787987110267547,0.14233933716964378,0.06710581668798749,0.013342422843975726,BiLSTM
S182,0.14716631234103592,0.11815249336893185,0.19108558123696842,0.14561099053382442,0.15346535466408723,0.24451926785515218,GRU
S183,0.1841822586855392,0.15450860250615794,0.2097792992703717,0.2187610346942418,0.15524689988361753,0.0775219049600717,LSTM
S184,0.17301848328677216,0.18583912913234654,0.21836940725690315,0.12166992539151546,0.23730951036173817,0.0637935445707246,CNN-LSTM
S185,0.22981440069174724,0.0849858267713539,0.12183762918213432,0.17835832143024635,0.1344109360524028,0.25059288587211526,GRU
S186,0.27406765204506756,0.21328111119879295,0.13798324358049377,0.15093047987621877,0.15268573178359518,0.07105178151583168,1D-CNN
S187,0.18957106206150034,0.1446594465851316,0.2046805794963144,0.19326122245391128,0.18231892633857702,0.08550876306456527,BiLSTM
S188,0.18603753995551492,0.1751914394325271,0.21559996515869706,0.18425830033791113,0.1804667121127793,0.05844604300257071,BiLSTM
S189,0.14726613012690923,0.08616841622537362,0.16951660031050922,0.3856245336893879,0.186814884205651,0.02460943544216945,LSTM
S190,0.15542185219895377,0.19598242208456645,0.15455647426396887,0.2042949235129097,0.17849165927106436,0.11125266866853697,LSTM
S191,0.21941171356164033,0.1596328568790413,0.17640547052494826,0.20794985882905867,0.17199267468865725,0.06460742551665379,1D-CNN
S192,0.05549703027012204,0.7364055117857844,0.05980355694557387,0.06505458484615428,0.05070981610771915,0.032529500044646074,ANN
S193,0.16424639996715676,0.05130228189012003,0.22414067549144223,0.39550948409104303,0.11745189491861541,0.047349263641622806,LSTM
S194,0.0863989954439707,0.3490167263937822,0.27462208208855055,0.14086222715327135,0.1087181540036619,0.04038181491676353,ANN
S195,0.026890739854425427,0.7722549953392486,0.03021305686194317,0.008768112121013664,0.15910739994016318,0.0027656958832057315,ANN
S196,0.1500736494906356,0.24958972143036348,0.21619351882566773,0.15762430166509914,0.1403464038487447,0.08617240473948948,ANN
S197,0.28336487533455246,0.210906178796947,0.14162490775205563,0.1305597139875206,0.13238840971427995,0.10115591441464453,1D-CNN
S198,0.20265352501994374,0.21572274204703354,0.2030381078441085,0.14119095859246886,0.17985438972185555,0.05754027677459003,ANN
S199,0.16053202671138087,0.1372698946166777,0.1678839249730706,0.10709322727582096,0.25705055752266137,0.17017036890038847,CNN-LSTM
S200,0.23833675154187667,0.20139851226598757,0.1595373581185242,0.14146826181194852,0.18331250301538207,0.07594661324628088,1D-CNN
S201,0.19782918060329852,0.16737656241825805,0.18224103927934615,0.2149918507283518,0.16706446811988276,0.07049689885086258,LSTM
S202,0.022601139129557666,0.021418045832029144,0.01419048192028005,0.02456803403068953,0.9135937101456236,0.0036285889418205147,CNN-LSTM
S203,0.13255521097144882,0.1226648140263441,0.2163790271031023,0.2061701802803224,0.1895649199722456,0.13266584764653677,BiLSTM
S204,0.19578648760300452,0.18867871147804108,0.18997022537105954,0.1783196958461974,0.1884695435356288,0.05877533616606833,1D-CNN
S205,0.10432174860853245,0.27406039306123764,0.11385232167882875,0.05518340673094543,0.40848969549892233,0.04409243442153294,CNN-LSTM
S206,0.27706500647017773,0.1934273699756695,0.1478910603146496,0.13203582813712075,0.1953704791423161,0.05421025596006603,1D-CNN
S207,0.13943269769681044,0.21367437666391045,0.14948138334588174,0.3395528389993191,0.1238597452098239,0.033998958084254176,LSTM
S208,0.11884380359838374,0.09967445936825271,0.23901170349857873,0.15876841044481654,0.2822007749557815,0.1015008481341871,CNN-LSTM
S209,0.0999833744554401,0.12701579101499158,0.2176632328315194,0.24031131763924624,0.16512506494518683,0.14990121911361612,LSTM
S210,0.1606319204478156,0.21873123342402553,0.27737374443633894,0.15966476119978823,0.11415419617267686,0.06944414431935489,BiLSTM
S211,0.18282159448179072,0.09126638685862384,0.2504303413615602,0.21027451562087793,0.22361687266951782,0.04159028900762898,BiLSTM
S212,0.16163412223603515,0.15664272530554985,0.15700858392025907,0.31090895360049114,0.1847049988532169,0.029100616084447962,LSTM
S213,0.011100608207164733,0.006443198224913414,0.9444273915335772,0.014926315806724813,0.020671995085493926,0.0024304911421259992,BiLSTM
S214,0.1691381462782308,0.14005021686176083,0.21759053854448582,0.17012255023220255,0.1672411873446558,0.1358573607386644,BiLSTM
S215,0.2196188966189352,0.1882043131885223,0.16120342229211573,0.1899853092348546,0.1601183005258066,0.08086975813976564,1D-CNN
S216,0.09554090912729839,0.15751776911087767,0.12387621434993369,0.4823649927790564,0.09731236907752916,0.043387745555304204,LSTM
S217,0.03129305854426991,0.10519053136996331,0.7568724226708213,0.05779254285205025,0.035951649652665375,0.012899794910229408,BiLSTM
S218,0.10554085992623737,0.3046515846160585,0.161732209546917,0.15860704982471902,0.12239796177954385,0.1470703343065239,ANN
S219,0.15321951661095068,0.18188908025826683,0.21243122432508776,0.1922402027046816,0.20605142954312908,0.05416854655788426,BiLSTM
S220,0.2358393053568199,0.19527380743037248,0.17578756345200341,0.11643144543134902,0.12075870847370358,0.15590916985575165,1D-CNN
