Segment,RMSE,MAE,Pearson_r,R2,Max_Error,MAPE
S1,4.1331,3.983088,-0.091731,-0.015876,5.475679,1.154928
S2,3.727229,3.492244,-0.451022,-0.111453,5.475679,0.827916
S3,3.186624,3.037801,-0.882939,-0.340587,4.749008,0.384589
S4,4.216125,3.854758,-0.945381,-0.276863,7.115212,1.304496
S5,4.690004,4.216461,-0.361634,-0.350999,7.115212,5193568579262210.0
S6,5.241125,4.777218,-0.246666,-1.051656,7.115212,5193568579262211.0
S7,5.0382,4.208658,0.396655,-1.989317,7.115212,5193568579262211.0
S8,4.998525,4.058648,0.455388,-1.078208,7.115212,5193568579262211.0
S9,5.339802,4.493762,0.496737,-1.332444,7.115212,5193568579262211.0
S10,5.357796,4.507213,0.824343,-1.143615,7.195918,1.0594824183160318e+16
S11,5.397134,4.537391,0.849947,-1.175208,7.195918,1.073073231151523e+16
S12,5.560934,4.666524,0.964192,-1.126334,7.337308,1.623811524063232e+16
S13,6.446511,5.976503,0.679865,-2.835586,7.988597,2.223435595294114e+16
S14,6.561052,6.349621,0.218542,-14.044234,7.988597,2.223435595294114e+16
S15,6.214974,5.7034,0.476163,-4.669164,7.988597,2.223435595294114e+16
S16,5.560065,4.895364,0.44916,-3.055223,7.988597,1.6833100349043032e+16
S17,4.782383,3.956666,0.649876,-0.855549,7.988597,1.150362364142591e+16
S18,3.849157,3.124827,0.473041,-0.730561,7.988597,5996240712308819.0
S19,2.503166,2.383043,0.962508,-0.704732,3.537891,0.467452
S20,2.487021,2.369949,0.843484,-0.531429,3.537891,0.482642
S21,2.614005,2.533981,0.813949,-0.611985,3.537891,0.537469
S22,2.640039,2.562102,0.827627,-0.587153,3.537891,0.55821
S23,2.911756,2.875352,0.684255,-20.418926,3.537891,0.684288
S24,2.793316,2.68505,0.625692,-7.833149,3.537891,0.645342
S25,2.498699,2.391767,0.925594,-5.26962,3.347601,0.554448
S26,2.196357,2.025821,0.850833,-3.182647,3.347601,0.442812
S27,2.112311,1.944338,-0.060712,-0.671804,3.347601,0.386837
S28,2.249716,2.050095,0.100673,-0.611854,3.347601,0.435572
S29,1.821668,1.636493,0.013364,-0.465289,3.150968,0.308834
S30,2.533432,2.182027,-0.321265,-0.074838,4.477674,0.343993
S31,3.95097,3.158381,0.051009,-0.175759,7.636312,0.37765
S32,4.043977,3.397061,0.562071,-0.308416,7.636312,0.396817
S33,4.21885,3.658607,-0.072488,-0.085636,7.636312,0.519133
S34,5.139141,4.441551,-0.72395,-0.112344,7.848633,5891183442361297.0
S35,6.004173,5.57291,-0.87643,-0.135674,7.848633,1.1636382252441418e+16
S36,6.39091,5.99105,-0.56908,-0.300836,7.848633,1.6880458251164622e+16
S37,6.415247,6.011296,-0.595262,-2.428981,7.848633,2.2703451940967964e+16
S38,8.894686,8.176013,0.74465,-0.045375,15.262052,2.2703451940967964e+16
S39,13.606582,11.82986,0.703363,0.030917,25.470036,2.2703451940967964e+16
S40,13.547493,11.723305,0.776153,0.039315,25.470036,2.2223567880273748e+16
S41,13.486476,11.610569,0.817738,0.047949,25.470036,2.1715853375322236e+16
S42,13.18897,10.628313,0.773639,0.017603,25.470036,1.647177737659903e+16
S43,12.997515,10.249772,0.813958,-0.09121,25.470036,1.0648783686795686e+16
S44,11.460027,8.156749,0.859014,0.026704,25.470036,1.0648783686795686e+16
S45,5.964907,5.347497,-0.197597,-0.982762,8.614528,1.0648783686795686e+16
S46,6.325936,5.62354,-0.30343,-1.725109,8.865557,5237484305128607.0
S47,5.925554,5.191966,-0.607395,-2.440123,8.865557,1.307238
S48,5.951697,5.301239,-0.644498,-2.350808,8.865557,1.31684
S49,6.002782,5.355295,-0.372336,-1.281717,8.865557,1.309888
S50,6.438203,5.956276,-0.742199,-0.702743,8.865557,1.276625
S51,5.937344,5.534584,-0.718228,-0.643005,8.865557,0.821687
S52,5.639763,5.325492,-0.635835,-0.965413,7.611004,0.497537
S53,6.659223,6.214185,-0.58457,-3.818972,9.720443,0.437786
S54,7.313543,7.191099,-0.121259,-44.116325,9.720443,0.481866
S55,6.918117,6.227708,-0.387766,-5.155012,9.720443,0.41571
S56,6.571871,5.748312,-0.808879,-2.139722,9.720443,0.427103
S57,6.43613,5.591009,-0.883844,-0.987387,9.720443,0.518273
S58,6.554307,5.688142,-0.624943,-0.327396,9.720443,4.984093
S59,5.30348,4.458749,-0.455473,-0.484683,8.193803,4.947424
S60,4.494816,3.727169,0.157708,-2.207874,8.193803,4.944197
S61,4.914451,4.533316,0.650317,-3.706684,8.193803,5.105808
S62,5.803524,5.345143,0.740736,-3.451872,8.304382,6233268613457048.0
S63,6.266839,5.779158,0.831982,-3.271284,8.304382,1.2046406175475888e+16
S64,6.127442,5.669311,0.868016,-2.95818,8.304382,1.7701967590372632e+16
