Segment,RMSE,MAE,Pearson_r,R2,Max_Error,MAPE
S1,3.205008,2.453098,-0.34653,-0.655525,6.983515,5241826150469359.0
S2,3.445286,2.714284,-0.40108,-0.791773,6.983515,5241826150469359.0
S3,3.815658,3.202175,-0.394285,-1.071262,6.983515,5241826150469359.0
S4,3.89416,3.357492,-0.366364,-1.209045,6.983515,5241826150469359.0
S5,3.899778,3.377821,-0.396723,-1.184311,6.983515,5241826150469359.0
S6,3.967093,3.506636,-0.899174,-4.230444,6.983515,5241826150469359.0
S7,2.822192,2.586023,0.377761,-4.569768,4.219667,0.763924
S8,3.559809,3.038634,0.531009,-2.266042,6.558193,4922579258503967.0
S9,4.14885,3.454009,0.45733,-1.99457,6.71192,9960545993660730.0
S10,4.860904,4.161193,0.532009,-2.417113,6.71192,1.495763092790007e+16
S11,5.566125,5.094736,0.720445,-4.370488,6.739045,2.0015957461192256e+16
S12,5.696176,5.327864,0.901051,-5.613845,6.739045,2.0015957461192256e+16
S13,5.846116,5.674167,0.516151,-15.473082,6.739045,2.0015957461192256e+16
S14,5.287435,4.978671,0.748324,-7.542999,6.739045,1.5093378202688288e+16
S15,4.879488,4.608432,0.437007,-7.950903,6.739045,1.0055411467531526e+16
S16,4.282573,4.064244,0.016751,-9.132833,6.739045,5058326533292187.0
S17,3.329831,3.170732,-0.389022,-13.546644,4.490488,1.090111
S18,3.258322,3.106142,-0.08443,-11.925259,4.490488,1.090738
S19,3.745565,3.473823,-0.027619,-6.536985,5.743745,2.501969
S20,3.617984,3.114499,-0.212573,-2.590348,5.743745,2.41741
S21,3.383403,2.90124,-0.031985,-2.385419,5.743745,2.213924
S22,3.241969,2.740188,0.004078,-2.128859,5.743745,2.126545
S23,3.897185,3.422864,0.086691,-2.778906,5.743745,2.988956
S24,3.83125,3.343626,0.039892,-2.662244,5.743745,2.905457
S25,3.046324,2.515464,-0.562874,-1.206043,5.474025,1.328159
S26,3.926935,3.489633,0.282457,-1.967444,6.074286,4559358319057003.0
S27,4.036424,3.611522,0.181224,-2.141269,6.074286,4559358319057003.0
S28,3.964644,3.467509,0.185633,-1.822397,6.074286,4559358319057003.0
S29,4.214566,3.638248,0.146803,-1.750452,6.498458,9437100790510778.0
S30,4.75702,4.170262,0.271776,-1.962696,6.498458,1.4068190793112674e+16
S31,5.044734,4.738766,0.521917,-6.450404,6.498458,1.4068190793112674e+16
S32,4.967076,4.672606,0.182372,-7.40449,6.498458,9508832474055674.0
S33,5.373855,5.079885,0.107513,-8.301418,6.498458,1.4302127648656654e+16
S34,5.689549,5.625711,0.207446,-42.225321,6.498458,1.4302127648656654e+16
S35,5.05768,4.74573,0.325218,-6.754163,6.385952,9424385177202874.0
S36,4.495071,4.119511,-0.024347,-5.398135,6.385952,4793295174600981.0
S37,4.16668,3.534206,-0.278415,-2.833439,6.385952,4793295174600980.0
S38,3.471429,2.689308,-0.062505,-1.524613,6.385952,4793295174600979.0
S39,2.451066,1.979392,-0.010139,-1.913228,4.836887,0.770989
S40,1.465769,1.254893,0.193551,-2.607519,2.412534,0.281727
S41,1.406928,1.166147,0.589387,-0.564092,2.412534,0.259998
S42,1.025495,0.847972,0.86456,0.092544,2.126455,0.168718
S43,1.052349,0.883689,0.8296,0.052796,2.126455,0.175576
S44,1.348122,1.140973,0.409247,-0.271673,2.151638,0.237491
S45,1.081614,0.919537,0.080819,-0.32108,2.151638,0.171426
S46,1.277784,1.127382,-0.232389,-0.571193,2.151638,0.215927
S47,1.539024,1.381434,-0.09755,-1.728621,2.210408,0.283772
S48,1.541658,1.389139,0.559851,-3.135405,2.210408,0.286049
S49,4.120507,2.808117,0.778802,0.065814,9.402139,0.354103
S50,5.794407,4.150891,0.54357,-0.158829,10.208281,0.374493
S51,6.410877,5.14562,0.487823,-0.430136,10.208281,0.434875
S52,6.410851,5.145527,0.379018,-0.724093,10.208281,0.409842
S53,6.380382,5.043138,-0.034231,-1.389198,10.208281,0.35741
S54,6.475764,5.412788,0.283624,-0.901646,10.208281,0.455819
S55,5.235472,4.03196,-0.546466,-0.395294,10.208281,0.392951
S56,3.383219,2.814345,0.390882,-0.096027,6.766216,0.334217
S57,2.506575,2.327869,0.879961,0.44373,3.847356,0.296774
S58,2.424719,2.166832,0.852383,0.480592,3.847356,0.278193
S59,2.396733,2.120533,0.909335,0.511398,3.847356,0.278285
S60,2.175154,1.868858,0.881362,0.476434,3.847356,0.198025
S61,2.589803,2.285958,0.55802,0.086506,3.847356,0.221784
S62,2.660172,2.345886,0.444295,-0.024592,3.847356,0.230316
S63,2.334475,2.078889,-0.393224,-0.327056,3.619777,0.250493
S64,3.314988,2.919908,-0.715607,-0.233811,5.816306,0.656499
S65,3.890584,3.560151,-0.706327,-0.259376,5.816306,0.969094
S66,4.154285,3.981035,-0.72349,-0.350486,5.816306,1.090624
S67,4.591525,4.37839,-0.343909,-1.43216,6.003905,1.329072
S68,5.454617,5.154064,-0.272764,-20.573063,7.916196,1.767846
S69,6.182057,6.025177,-0.201026,-86.91323,7.916196,2.243645
S70,5.91504,5.689315,-0.497949,-79.482896,7.916196,1.993396
S71,5.82274,5.576994,-0.823167,-91.117344,7.916196,1.863024
S72,5.634059,5.139447,-0.620968,-5.962374,7.916196,1.731424
S73,6.161655,5.566567,-0.536024,-0.547019,8.566625,1.525249
S74,5.28068,4.493492,-0.484755,-0.260698,8.566625,1.073355
S75,4.469146,3.729978,-0.330397,-0.061326,8.566625,0.622813
S76,4.319766,3.523697,-0.683048,-0.092581,8.566625,0.529271
S77,4.25494,3.458935,-0.475236,-0.068603,8.566625,0.505348
S78,4.284831,3.548432,-0.12765,-0.060152,8.566625,0.535473
S79,2.680479,2.540258,0.36489,-7.56486,4.097229,0.520953
S80,4.342687,3.710413,-0.744255,-6.57725,8.498679,1.573767
S81,4.309636,3.658116,-0.727644,-6.861571,8.498679,1.576232
S82,4.253876,3.551735,-0.777174,-2.520518,8.498679,1.535014
S83,3.959992,3.121832,-0.757666,-2.265475,8.498679,1.393975
S84,4.144337,3.412783,-0.537194,-2.205552,8.498679,1.526634
S85,4.065469,3.254236,-0.620208,-2.117028,8.498679,1.500485
S86,2.252147,2.149251,0.236501,-0.731114,3.440278,0.470807
S87,2.669178,2.445361,0.24087,-0.772757,4.353848,0.656523
S88,3.082007,2.830659,0.135156,-5.284793,4.353848,0.863565
S89,3.020832,2.619755,0.64843,-1.847494,4.353848,0.820452
S90,2.72053,2.249862,0.778553,-1.438197,4.353848,0.669405
S91,3.300265,2.794971,-0.027456,-2.195103,4.836954,0.881993
S92,4.007725,3.462639,0.232577,-2.292677,5.87477,1.712213
S93,3.710199,3.116262,0.081843,-2.01436,5.87477,1.517401
S94,3.289079,2.49615,-0.114131,-1.350612,5.87477,1.288004
S95,3.476859,2.916169,-0.242342,-3.061102,5.87477,1.40407
S96,3.659082,3.220747,-0.397722,-4.92647,5.87477,1.500429
S97,3.134799,2.651736,-0.451757,-2.870154,5.87477,1.283495
S98,2.038175,1.787604,-0.170005,-3.655965,3.048386,0.412545
S99,2.188893,1.908364,0.278198,-2.890934,3.048386,0.47533
S100,3.572139,2.977979,-0.156965,-2.428106,6.93398,5204644957365746.0
S101,3.860792,3.271615,-0.226448,-2.746201,6.93398,5204644957365746.0
S102,4.183722,3.594874,-0.123689,-2.948907,6.93398,5204644957365746.0
S103,4.283373,3.80142,-0.447543,-4.238754,6.93398,5204644957365746.0
S104,4.395246,4.104805,-0.583898,-8.322451,6.93398,5204644957365746.0
S105,4.280936,3.895862,-0.28255,-5.221132,6.93398,5204644957365746.0
S106,3.266897,2.984993,-0.05167,-5.229153,4.987939,1.15591
S107,2.77447,2.503664,0.085048,-4.374645,4.987939,0.900677
S108,2.599117,2.403129,0.43631,-5.001845,4.384733,0.746494
S109,2.423099,2.181991,0.328491,-3.829123,4.384733,0.673371
S110,2.286285,2.023721,0.365215,-3.1854,4.384733,0.62684
S111,2.481737,2.222586,0.155666,-3.948107,4.384733,0.705862
S112,2.747942,2.518118,-0.18803,-5.591723,4.384733,0.816782
S113,2.664497,2.247766,0.59374,-2.077837,4.384733,0.757726
S114,2.030115,1.711115,0.45825,-2.060421,3.241954,0.426999
S115,2.102643,1.803975,0.538866,-2.258801,3.241954,0.453453
S116,2.040631,1.701459,0.603116,-1.828497,3.241954,0.428018
S117,1.761785,1.463173,0.267021,-0.358541,3.241954,0.32299
S118,1.169614,0.974195,0.202241,-0.064128,1.892503,0.171735
S119,1.19271,1.065602,0.140097,-0.15135,1.892503,0.187597
S120,1.818238,1.464419,0.788249,0.103798,3.557724,0.209945
S121,2.288342,1.798033,0.123837,0.013221,3.894187,0.363656
S122,3.575907,2.773254,-0.196123,-0.10911,6.796888,5101744010919809.0
S123,3.65522,2.920241,-0.183691,-0.28081,6.796888,5101744010919808.0
S124,3.798722,3.294233,0.340179,-0.07973,6.796888,5101744010919808.0
S125,4.181405,3.918569,0.702587,0.041921,6.796888,5101744010919808.0
S126,3.9226,3.370724,0.839766,0.00461,6.796888,5101744010919808.0
S127,4.004002,3.448867,0.054168,-0.075634,6.796888,5101744010919808.0
S128,2.915503,2.483255,-0.156481,-0.064442,4.363043,0.44306
S129,2.747366,2.099805,-0.313071,-0.130649,4.363043,0.352654
S130,2.610871,1.917401,-0.410321,-0.164962,4.363043,0.338074
S131,1.928723,1.242047,-0.537971,-0.595034,4.363043,0.281021
S132,1.929537,1.247513,-0.378562,-0.578147,4.363043,0.281684
S133,0.743833,0.542195,0.394247,0.146235,1.45761,0.076834
S134,1.111968,0.751583,-0.214593,-0.774843,2.259549,0.088434
S135,1.130749,0.821537,-0.876553,-1.234434,2.259549,0.098296
S136,1.991903,1.29078,-0.490477,-0.210375,4.273071,0.291582
S137,2.728571,2.008943,-0.294218,-0.322594,4.575545,0.567937
S138,3.141961,2.596355,-0.456465,-0.723098,4.575545,0.709378
S139,3.508005,3.211817,-0.386492,-1.243705,4.575545,0.888555
S140,3.628809,3.36956,0.252279,-5.815081,4.575545,0.971885
S141,3.7498,3.679431,0.765942,-14.938163,4.575545,1.03026
S142,3.564123,3.497214,0.782825,-14.003508,4.575545,0.918113
S143,3.174861,3.114545,0.428963,-20.689823,3.82792,0.708734
S144,3.501104,3.354068,0.836101,-6.677073,5.265062,1.047871
S145,4.236077,3.880341,0.873027,-3.36101,6.981547,5240348744611601.0
S146,4.0292,3.36906,0.415061,-1.923956,6.981547,5240348744611601.0
S147,3.92196,3.092055,0.142027,-1.086135,6.981547,5240348744611601.0
S148,3.765742,2.846172,0.410368,-0.348663,6.981547,5240348744611601.0
S149,4.036292,3.170627,0.658829,-0.00552,6.981547,5240348744611601.0
S150,4.327404,3.377469,0.459665,-0.042013,6.981547,5240348744611602.0
S151,3.422057,2.64355,0.391256,0.027751,6.506115,1.762366
S152,3.431888,2.728952,0.190479,0.022584,6.506115,1.774694
S153,3.42096,2.648965,0.176864,0.014902,6.506115,1.764845
S154,3.398794,2.600483,0.077056,-0.010656,6.506115,1.761345
S155,3.037433,2.22552,-0.161587,-0.429895,6.506115,1.755928
S156,2.275579,1.84912,-0.42589,-0.929786,4.247714,0.388379
S157,2.838761,2.234721,-0.050994,-0.529462,4.891635,0.795622
S158,3.774251,3.147456,0.311182,-0.739018,6.127143,2.481888
S159,4.736099,4.278068,0.445334,-1.440396,7.011849,5263093724169675.0
S160,5.53825,5.237922,0.744404,-5.359132,7.172705,1.0646925426529442e+16
S161,6.309698,6.18595,0.478448,-19.025743,7.664657,1.6400016194476578e+16
S162,6.479585,6.407148,-0.624191,-86.216435,7.664657,1.6400016194476578e+16
S163,6.618395,6.575587,-0.335588,-116.592341,7.664657,1.6400016194476578e+16
S164,6.20754,5.960063,0.064769,-11.792402,7.664657,1.6400016194476576e+16
S165,5.578592,5.152318,-0.189734,-6.116012,7.664657,1.1136922470306904e+16
S166,4.762967,4.109497,-0.577711,-3.717484,7.664657,5753090767947137.0
S167,3.81295,3.355487,-0.232348,-3.849338,5.902274,1.749083
S168,3.065457,2.50629,-0.544753,-1.996925,5.902274,1.141072
S169,2.750694,2.336563,-0.523148,-0.209535,4.88391,0.391483
S170,2.6587,2.216601,-0.451577,-0.146894,4.88391,0.364714
S171,3.791239,3.016616,-0.472046,-0.200905,6.965464,5228276545570459.0
S172,4.46007,3.83511,-0.380003,-0.3275,6.965464,5228276545570460.0
S173,4.500856,3.890379,-0.488033,-0.323841,6.965464,5228276545570460.0
S174,5.158933,4.842838,-0.127283,-0.648416,6.965464,5228276545570462.0
S175,5.53883,5.186399,-0.226696,-7.420485,6.965464,1.044139727743492e+16
S176,5.863637,5.736693,0.365693,-19.287829,6.965464,1.044139727743492e+16
S177,5.588329,5.48256,-0.050886,-0.79282,6.945272,5213120731864461.0
S178,5.660427,5.549824,0.094561,-0.756924,6.945272,9889612798329770.0
S179,5.971916,5.940033,0.187341,-0.854377,6.945272,9889612798329774.0
S180,5.950811,5.919518,0.203584,-0.841293,6.945272,9889612798329774.0
S181,5.57591,5.549171,0.26556,-0.720971,6.230339,4676492066465318.0
S182,5.370191,5.282023,0.750389,-0.596129,6.230339,4676492066465317.0
S183,5.24327,5.148377,0.791393,-19.427402,6.230339,4676492066465318.0
S184,5.065368,4.988963,0.547963,-22.563424,6.071382,6.247112
