time,ncells,lon,lat,O3,CO,NO,NO2,SO2,PM1,PM2.5,PM10
2024-06-30 01:00:00,0,150.782544,-34.577839,2.9305146,0.060030766,0.032246083,0.062361367,0.0010283745,1.3026686,1.820756,5.9380465
2024-06-30 01:00:00,1,150.580539,-34.306187,2.7779193,0.054311376,0.05577206,0.08584001,0.0004859006,0.2002061,0.322182,1.479359
2024-06-30 01:00:00,2,149.57333,-33.40333,,,,,,,,
2024-06-30 01:00:00,3,150.761939,-33.917658,2.5393643,0.058068216,0.025478898,0.07913344,0.0006339532,0.6608125,0.7717612,1.8686346
2024-06-30 01:00:00,4,150.690141,-34.041702,2.6096532,0.06346158,0.022344485,0.09844425,0.0005393245,0.438042,0.54638773,1.6795665
2024-06-30 01:00:00,5,150.795546,-34.066648,2.5646324,0.08190618,0.1544945,0.3265438,0.01594283,1.1226318,1.3569868,3.774541
2024-06-30 01:00:00,6,151.046062,-33.891572,2.5737865,0.09610633,0.15729877,0.38373995,0.020240553,1.1748732,1.4936389,5.4061484
2024-06-30 01:00:00,7,151.135792,-33.916185,2.4297101,0.11455789,0.2433394,0.5703148,0.02905428,1.0926507,1.4477354,6.175679
2024-06-30 01:00:00,8,150.81916,-34.47442,2.8042607,0.06805499,0.069918886,0.2007119,0.0013970733,0.99351734,1.4204282,5.384994
2024-06-30 01:00:00,9,151.046778,-33.881407,2.579116,0.094801925,0.14910191,0.3697136,0.018886069,1.1694646,1.47827,5.2735825
2024-06-30 01:00:00,10,150.90731,-33.931338,2.3778343,0.10588129,0.26581043,0.5070011,0.01658125,1.5180103,1.7816232,4.702569
2024-06-30 01:00:00,11,151.117809,-33.76526,2.3392386,0.113584965,0.18423548,0.5396941,0.015748445,1.3358852,1.5695232,4.242119
2024-06-30 01:00:00,12,151.759634,-32.931176,,,,,,,,
2024-06-30 01:00:00,13,150.498009,-34.051688,2.567371,0.05137023,0.0016413076,0.012815484,4.5138022e-05,0.058297575,0.06765607,0.16845234
2024-06-30 01:00:00,14,150.997812,-33.799489,2.35144,0.11314397,0.24522679,0.55054975,0.015298755,1.4261112,1.6578089,4.106792
2024-06-30 01:00:00,15,150.914185,-33.794246,2.3735423,0.09740189,0.21080036,0.4401817,0.012740412,1.4973967,1.6963565,3.6587815
