Segment,RMSE,MAE,Pearson's r,R²,Max Error,MAPE
S1,4.197359,3.96633,-0.181845,-0.04771,5.304257,1.086696
S2,4.120396,3.5161,0.731547,-0.358304,6.567649,0.587618
S3,5.105507,4.096683,-0.375368,-2.441208,8.508289,0.426901
S4,4.971737,4.261474,-0.690156,-0.775553,7.716333,0.87641
S5,4.169716,3.653011,0.36507,-0.067878,6.302898,4646427536552863.0
S6,5.105133,4.57678,0.495845,-0.946568,8.136033,6106905864512345.0
S7,5.729212,5.003756,-0.343913,-2.865548,8.095075,6076162792256039.0
S8,4.841342,4.09277,-0.356743,-0.949561,7.631781,5728414044388898.0
S9,4.271794,3.981348,0.578751,-0.492731,5.95692,4471263556865996.0
S10,3.781579,3.670213,0.172165,-0.067876,5.191893,6727777738641175.0
S11,4.18985,3.664872,-0.5028,-0.310905,5.818158,6423121083328580.0
S12,4.697453,4.171761,-0.931779,-0.517263,7.26215,8303895894952573.0
S13,4.613207,4.460994,-0.586806,-0.96421,5.69112,1.5109061162730674e+16
S14,5.44931,5.092832,-0.657781,-9.37782,6.867196,1.9052057362205704e+16
S15,3.91959,3.570234,0.634407,-1.25487,5.033991,1.411670912273825e+16
S16,2.250794,2.062196,0.884281,0.335452,3.492084,6372209090501056.0
S17,3.197742,2.685007,0.897174,0.170397,6.206963,2192023836071134.8
S18,3.792095,3.381797,0.792596,-0.679633,6.416997,676200051714957.4
S19,4.534602,3.973002,-0.003861,-4.594425,7.684051,0.634354
S20,3.601895,2.763651,-0.428831,-2.212181,6.831852,0.397514
S21,2.583176,1.747658,-0.620975,-0.574186,5.833896,0.267399
S22,2.357438,1.682542,-0.489343,-0.265548,5.303686,0.271774
S23,2.307971,2.231798,0.413726,-12.456999,2.924789,0.535931
S24,2.024299,1.904713,-0.65741,-3.639002,3.020506,0.462823
S25,1.014865,0.872964,0.769523,-0.03426,1.693426,0.210502
S26,1.012212,0.754909,0.430174,0.111641,1.579259,0.144437
S27,1.747169,1.297381,0.710161,-0.143771,3.745473,0.190653
S28,1.864439,1.626507,0.534545,-0.107049,3.19245,0.267915
S29,2.420996,2.20739,-0.395148,-1.588052,4.215782,0.353763
S30,3.00591,2.242452,0.016612,-0.513131,6.055053,0.288965
S31,4.729878,3.697352,0.225699,-0.685043,9.350616,0.389941
S32,4.615044,3.795028,0.693061,-0.704042,8.279583,0.387826
S33,4.207409,3.458535,0.348086,-0.079756,8.172939,0.456569
S34,5.313696,4.613611,-0.216868,-0.189191,8.934807,4197709586239952.5
S35,5.929413,5.446664,-0.686207,-0.107569,9.394678,8972450981216077.0
S36,6.11539,5.726369,0.398784,-0.191093,7.793956,1.6182199073078846e+16
S37,7.84776,7.235465,0.610558,-4.131328,9.768826,2.7101804997086596e+16
S38,10.140371,9.643071,-0.824761,-0.358684,16.097084,2.7054842961372256e+16
S39,14.065068,11.763783,0.149715,-0.035492,26.973614,2.022579427911028e+16
S40,14.450087,10.780183,0.468148,-0.092959,28.400501,1.2756322395777152e+16
S41,15.20026,10.549878,0.080498,-0.209386,30.285806,9300170119860474.0
S42,15.894389,10.585505,-0.312235,-0.426766,31.231411,5583657919026073.0
S43,16.856749,11.944729,-0.657228,-0.83542,32.79061,3234083831530704.0
S44,11.237571,8.589625,0.412338,0.064124,23.273619,1.4640384985249114e+16
S45,13.481316,12.180789,-0.362908,-9.128097,19.590517,2.9108045665789504e+16
S46,6.341133,5.743377,0.280356,-1.738218,10.679381,8015942715357925.0
S47,3.525158,2.913219,-0.658149,-0.217512,6.756183,0.597932
S48,3.434877,2.731101,-0.391206,-0.116067,6.9986,0.532866
S49,4.539823,4.07933,-0.742159,-0.305072,7.385584,0.875061
S50,5.005188,4.119195,0.582538,-0.029107,8.356117,0.59792
S51,6.204413,4.844069,0.838205,-0.794139,9.401221,0.400899
S52,7.725174,6.858012,0.823951,-2.687641,10.015649,0.535921
S53,9.208365,8.7843,0.575147,-8.214511,11.788369,0.628963
S54,9.27939,9.234953,0.623867,-71.630145,10.574987,0.621577
S55,5.908816,5.40396,0.705375,-3.49008,8.829072,0.367613
S56,4.040327,3.551986,0.646891,-0.186714,6.531057,0.268047
S57,3.799983,3.631926,0.897215,0.307219,5.666695,0.372771
S58,5.280461,4.907217,0.92769,0.13843,8.832647,5.334546
S59,6.367857,5.593238,0.546306,-1.140417,11.296532,6.834954
S60,6.936957,6.482402,0.267025,-6.640672,11.200299,6.94795
S61,5.413272,4.787508,-0.347847,-4.71064,10.191245,6.195665
S62,5.064917,4.340675,0.554164,-2.390813,7.925171,5948633160647890.0
S63,4.875813,3.817609,-0.224815,-1.585565,7.193606,1.0634429964183322e+16
S64,4.047167,3.623571,-0.85817,-0.72679,5.513767,1.159828435163365e+16
S65,4.331982,3.838467,-0.819847,-1.67577,6.005342,1.2470948127449126e+16
S66,5.813328,5.178025,0.029535,-0.145015,9.346035,1.2485685106389782e+16
S67,7.785193,6.999385,0.671016,0.060468,13.74321,1.1633776920056982e+16
S68,8.629995,7.158374,0.870936,-0.172038,14.593487,4191636482142442.5
S69,9.633484,7.709969,0.695301,-0.866825,16.315155,1195567890918269.8
S70,10.986341,9.574665,0.172231,-3.035992,17.136411,0.728033
S71,12.053055,11.479286,-0.673489,-15.294681,17.937062,0.804654
S72,6.855373,6.06138,0.685397,-2.768065,12.205508,0.440949
S73,2.373228,2.095465,0.608827,0.338878,4.201947,0.208749
S74,2.608939,2.214609,0.499046,0.007307,4.726213,0.266631
S75,4.343583,3.375459,-0.315247,-0.243754,8.980862,0.304674
S76,4.100316,3.383469,-0.003172,-0.10044,7.83023,0.319848
S77,4.433683,3.867816,0.00335,-0.162385,7.336094,0.502421
S78,5.371491,4.506045,-0.306884,-0.140732,8.734845,0.475499
S79,9.501159,7.179195,-0.270951,-0.7753,18.628032,0.455989
S80,10.230922,8.831439,-0.023599,-1.338961,18.245493,0.56739
