Segment,RMSE,MAE,Pearson's r,R²,Max Error,MAPE
S55,6.386602,5.898637,-0.868522,-4.245571,8.923203,0.403232
S56,4.677802,4.262633,-0.252938,-0.590731,7.409542,0.339425
S57,4.327647,4.095119,0.522241,0.101462,5.73404,0.449374
S58,5.882852,5.155126,0.62097,-0.069357,11.076829,6.561434
S59,6.371629,5.756315,0.761679,-1.142954,11.112961,6.754794
S60,7.212219,6.921648,0.705666,-7.259074,11.223084,7.021065
S61,6.737475,6.367663,0.241588,-7.846253,10.810767,6.796042
S62,6.780641,6.12822,-0.3907,-5.077159,10.707714,8037209463398312.0
S63,6.664452,5.744097,-0.495376,-3.83048,9.787557,1.4140703851192922e+16
S64,5.783986,4.552944,-0.969667,-2.526889,8.504375,1.8234487922071704e+16
S65,5.676759,4.861322,-0.72829,-3.594904,7.533566,1.5834064516843626e+16
S66,6.012817,5.593433,0.526855,-0.224947,7.516928,1.5001724170651776e+16
S67,7.388291,7.12204,0.829638,0.153824,11.225563,1.3523390196069678e+16
S68,7.474992,6.801285,0.891764,0.12069,12.775706,6892165505139669.0
S69,8.045576,6.812048,0.711744,-0.30212,13.501367,2414341629756478.5
S70,9.202817,7.829944,0.246681,-1.831951,15.376362,0.622136
S71,10.515314,9.775827,-0.608723,-11.402123,16.336568,0.674512
S72,7.749645,6.595406,-0.691785,-3.81526,14.112184,0.465657
S73,3.532026,2.911138,-0.517735,-0.464369,5.949546,0.28093
S74,2.679707,2.335735,0.349159,-0.047277,4.154252,0.272658
S75,3.454189,2.819959,0.78151,0.213442,6.511259,0.275959
S76,3.921671,3.337203,0.045886,-0.00664,7.319743,0.324944
S77,4.882273,4.259787,-0.728166,-0.4095,7.092085,0.59374
S78,5.030978,4.457678,0.031211,-0.000688,7.217395,0.533808
S79,8.230052,6.467267,0.562678,-0.33206,15.857722,0.478654
S80,9.072402,7.666598,0.47849,-0.839238,17.013711,0.511172
S81,8.226932,6.675161,-0.690193,-0.255749,16.16389,0.570281
S82,8.375288,7.412835,-0.587127,-0.116729,15.942604,0.757327
S83,8.758226,7.356468,-0.723347,-0.297344,17.1532,0.602048
S84,8.117919,6.911479,0.042397,-0.001749,15.963072,0.890198
S85,6.837256,6.48863,0.614919,-1.628429,8.803016,1.277357
S86,9.665542,9.424236,0.314941,-18.138551,13.451559,1.0096739349992042e+16
S87,8.492407,8.271679,0.528157,-14.583429,11.379967,8541802523448093.0
S88,6.208625,5.286867,0.380155,-2.365899,10.308468,7737535440593447.0
S89,6.355482,5.595972,0.643992,0.0394,9.610074,6259694234870576.0
S90,6.862509,5.787715,0.850507,0.134018,11.282358,4885396038780519.0
S91,8.462512,7.785481,0.95962,-0.110181,11.478004,4554454274362763.0
S92,9.393802,8.265681,0.520755,-1.316306,13.772703,0.636553
S93,10.843156,10.054846,-0.456842,-1.67158,15.538223,1.682354
S94,10.204176,9.268001,-0.88899,-0.781542,14.252635,1.784974
S95,7.530712,7.143803,0.209391,0.02083,9.984069,2.527668
S96,7.994656,7.402827,0.707998,-0.344343,10.186353,4.404153
S97,9.608531,9.053415,0.445008,-6.271981,13.55728,5.639367
S98,9.691206,9.195876,-0.103157,-10.808819,12.928643,5.601143
S99,6.535456,5.974469,0.083057,-5.050837,8.564585,2.64996
S100,4.228641,3.831186,0.781311,-1.580703,6.001323,1.676587
S101,3.121506,2.981314,0.245235,-0.66973,4.560577,1.06203
S102,3.126956,2.465216,-0.602238,-1.18188,5.09217,0.593459
S103,3.19528,2.673292,-0.772711,-1.301235,5.468475,0.613772
S104,2.920401,2.372432,-0.876114,-7.0103,4.483334,0.740084
S105,2.900541,2.641813,0.161969,-6.55671,4.02529,0.763542
S106,2.564969,2.34876,0.604705,-2.931714,3.772441,0.674561
S107,2.710301,2.423717,0.441275,-3.096132,4.467485,0.728208
S108,1.767581,1.364371,0.529858,-0.815013,3.32579,0.372976
S109,1.71179,1.393086,0.141546,-0.884725,2.976129,0.349581
S110,1.592235,1.417893,-0.179601,-1.472039,2.400172,0.310562
S111,1.623697,1.56959,-0.1266,-1.659292,1.961803,0.333967
S112,2.07969,1.785026,-0.045421,-3.656218,3.870862,0.435434
S113,3.257626,2.388335,-0.85395,-2.104726,7.069839,3.216478
S114,3.466152,2.671117,-0.639431,-3.501578,6.446658,3.133245
S115,3.201384,2.427096,0.11994,-1.456451,6.315763,3.005909
S116,2.870076,2.073657,0.454493,-0.616484,5.563334,2.636039
S117,2.639815,1.835394,0.807447,-0.00076,5.500439,2.545216
S118,2.306395,1.717491,0.856877,0.345365,4.717495,2.168265
S119,2.277064,2.111472,0.911479,-0.001184,3.723797,0.290072
S120,3.083964,2.869847,0.565486,-4.532236,4.781741,0.35363
S121,2.695288,2.412587,0.050771,-2.670524,4.521243,0.290434
S122,2.591763,2.242511,0.07568,-2.26917,4.660876,0.24822
S123,2.67837,2.369673,0.636655,-0.999318,3.910131,0.240541
S124,2.621967,2.171871,-0.214346,-0.669971,4.233226,0.219625
S125,4.254701,3.104995,-0.931535,-0.29723,9.083633,6818174365661724.0
S126,4.806404,3.901257,-0.511245,-0.383394,8.527976,6401098255970756.0
S127,4.653686,3.982403,-0.304548,-0.294833,8.143677,6112643450437613.0
S128,4.503409,3.623944,0.318314,-0.265259,8.042027,6036344966750577.0
S129,4.8564,3.74675,0.212924,-1.233804,9.332872,7005253143582756.0
S130,4.643061,3.487541,0.57747,-0.415988,8.803917,6608219553433463.0
S131,2.851389,2.437515,0.817092,0.243604,3.942025,0.424212
S132,3.480035,2.956636,0.377272,-1.422667,5.401646,0.298103
S133,3.97946,3.542366,-0.388621,-1.561555,5.513065,0.392579
S134,3.323524,2.598864,-0.434152,-0.802254,5.693426,0.287578
S135,2.998863,2.388056,-0.470866,-0.388074,4.925441,0.275539
S136,2.323711,1.875454,0.154857,0.023427,4.29615,0.246676
S137,3.189298,2.542324,-0.748283,-1.679876,5.490828,0.479726
S138,3.733984,3.115665,-0.515111,-1.539,6.312635,0.691753
S139,4.67341,3.655723,-0.966276,-0.932241,9.209088,6912340880870351.0
S140,5.504761,4.623568,-0.738557,-1.485388,8.520258,6286799899827847.0
S141,5.213563,4.356681,0.036219,-0.838053,8.257031,6197726955797775.0
S142,5.250187,4.501691,0.545406,-1.610272,8.000748,6005360951914209.0
S143,4.569532,3.758979,0.72707,-0.788022,7.489428,5621563891429720.0
S144,3.671965,2.950619,0.601582,-0.145027,6.0757,4560420042669155.0
S145,2.610708,2.032251,0.211042,0.005195,4.479241,1.277379
S146,2.921142,2.124027,-0.829878,-5.132773,5.836257,0.278087
S147,1.400046,1.208507,0.123925,-2.1376,2.428624,0.181353
S148,0.814662,0.707244,0.462461,0.068163,1.260194,0.106412
S149,2.051977,1.269862,-0.407352,-0.886286,4.780545,0.315539
S150,2.776337,2.060536,-0.655297,-1.24779,5.098924,0.561869
S151,3.067222,2.528022,-0.67668,-1.421756,4.485471,0.687989
S152,2.795001,2.482094,0.149953,-0.22355,4.111968,0.631019
S153,3.152804,2.912282,0.690704,0.136992,3.851493,0.664483
S154,3.787859,3.672817,0.889148,0.201232,4.592181,0.724569
S155,3.717123,3.466803,0.713539,0.071594,5.752936,0.510759
S156,4.16078,3.653756,0.224987,-0.678929,6.307868,0.382179
S157,4.998075,4.360168,-0.749621,-1.465476,7.589523,0.492771
S158,4.68399,4.193274,-0.917969,-0.519111,6.930718,0.611457
S159,3.536583,2.987056,-0.029503,-0.033481,5.59354,0.544626
S160,3.802676,3.209559,0.714988,0.016693,5.231563,0.628888
S161,4.281462,3.52951,-0.167672,-0.210294,6.28709,0.706687
S162,3.923502,3.155438,-0.065105,-0.036915,5.617166,0.599729
S163,3.699625,3.198639,-0.163311,-0.14644,6.910649,0.43851
S164,4.389905,3.800539,-0.19741,-1.825123,8.207227,0.341401
S165,4.330479,3.801768,-0.283766,-1.809211,7.930072,0.33734
S166,2.476726,2.279048,-0.330466,-0.189049,3.784244,0.26056
S167,2.511492,2.209357,-0.136783,-0.058321,3.668168,0.26397
S168,2.648721,2.61522,0.468278,0.035713,3.325883,0.289619
S169,3.041671,2.94948,0.570229,-1.07801,3.807662,0.261426
S170,2.794479,2.671719,-0.094183,-0.862639,3.631448,0.2488
S171,2.659741,2.571277,-0.11282,-0.605751,3.364452,0.243822
S172,2.950999,2.787938,-0.931333,-4.036991,3.913098,0.232609
S173,2.740992,2.536464,-0.744068,-0.919175,3.501563,0.228721
S174,4.019154,3.023548,-0.573228,-0.159072,8.723025,0.95832
S175,4.288363,3.268624,0.345465,-0.462075,8.388286,1.050731
S176,4.468112,3.82043,0.668415,-0.948977,8.345613,1.121814
S177,4.535339,3.942409,0.801396,-2.260799,8.452523,1.149527
S178,4.898161,4.225518,-0.307112,-3.274106,8.501385,1.272847
S179,4.305369,3.676689,0.173675,-2.583028,7.524821,1.126037
S180,2.404981,2.080577,-0.442097,-1.833333,3.789846,0.360986
S181,1.95196,1.853724,-0.406273,-1.107318,3.034645,0.28172
S182,1.943905,1.748616,-0.335928,-1.077514,2.932036,0.272875
S183,3.591835,2.647735,-0.619356,-2.253334,7.973538,1.892593
S184,3.277013,2.317476,-0.379285,-1.704046,7.052383,1.667114
S185,3.162891,2.225405,-0.321492,-1.677817,6.802212,1.610484
S186,2.72661,1.868902,0.433447,-0.451401,5.983281,1.39948
S187,2.865226,2.168844,0.745639,0.152323,5.988763,1.410616
S188,2.82633,2.213398,0.841195,0.271764,5.561693,1.318145
S189,2.231123,1.655214,0.579402,-0.255551,4.25559,0.179051
S190,3.046639,2.562511,-0.267457,-0.903676,5.463574,0.335148
S191,3.616237,3.237714,-0.852929,-0.691013,5.438821,0.575333
S192,3.589545,3.281688,-0.873521,-0.466964,5.127608,0.662347
S193,3.50458,3.18565,-0.386935,-1.588577,4.862373,0.783688
S194,5.064165,4.570878,-0.631606,-5.964751,8.47662,2.584146
S195,5.093487,4.897977,0.016468,-13.263439,7.687623,2.536925
S196,4.292769,4.039773,0.386917,-6.453132,7.137836,2.198883
S197,2.871011,2.353313,0.731388,-0.572618,5.668606,1.483007
S198,2.740681,2.280847,0.425561,-0.411316,4.729882,1.313015
S199,3.843094,2.901493,-0.043072,-0.768081,7.591643,5698286989501622.0
S200,3.983564,3.338661,-0.679632,-0.96985,6.275836,4710642111839725.0
S201,4.216111,3.845575,-0.793724,-1.143646,6.102796,4580757998346385.0
S202,3.960856,3.58665,0.002575,-0.386545,5.484285,4116503980398934.0
S203,4.020971,3.524185,0.744421,-0.248698,6.37334,4783828383004265.0
S204,4.167527,3.904111,0.538101,-0.335109,5.733717,4303727624107981.0
S205,3.952571,3.685297,0.025719,-0.239114,6.829004,4.742779
S206,3.858175,3.532556,-0.370185,-0.372499,5.441281,3.517837
S207,3.9271,3.269223,-0.497781,-0.503415,5.751345,3.236204
S208,3.215823,2.730579,-0.094768,-0.230157,5.060262,3.125675
S209,3.574355,2.989649,0.194309,-2.055447,6.559808,4.114712
S210,3.051083,2.596371,0.551691,-1.052473,5.689616,3.519329
S211,1.252253,0.965989,0.365443,-0.082927,2.130877,0.189792
S212,1.295405,0.958882,0.406771,-0.361828,2.841553,0.156785
S213,1.860855,1.248141,-0.118487,-0.618122,4.228474,0.322153
S214,3.048067,2.148758,-0.540312,-1.066644,6.269003,1.027288
S215,3.483384,2.899834,-0.808099,-1.247839,5.405627,1.283615
S216,3.718086,3.390792,-0.692005,-1.660625,5.308213,1.429764
S217,3.866941,3.707774,-0.285916,-2.964039,4.991557,1.497132
S218,4.105413,4.019603,0.71065,-11.918008,5.547144,1.623498
S219,4.068941,3.879456,0.289735,-9.805406,6.106204,1.743141
S220,2.658569,2.425363,0.486765,-4.027614,4.665659,0.886677
S221,2.462925,1.783445,-0.257677,-4.030544,4.184012,0.702409
S222,1.937959,1.609049,0.178979,-1.546707,3.122327,0.560589
S223,2.036651,1.689068,0.150595,-1.812697,3.075182,0.572043
S224,2.348941,1.986544,0.313263,-2.852422,4.014981,0.683516
S225,1.840364,1.605753,-0.035801,-3.090234,3.030443,0.438098
S226,3.214106,2.325928,-0.530805,-2.390748,6.98995,5246655810709752.0
S227,3.479816,2.715272,-0.67774,-2.563543,6.209052,4660513745347364.0
S228,3.639892,2.936052,-0.490084,-4.21094,6.120871,4594325392463813.0
S229,3.974824,3.517465,0.632299,0.036779,5.54449,4161694074839888.5
S230,3.864831,3.249716,0.594651,0.177696,6.333542,3832346734810209.5
S231,4.127539,3.829477,0.488819,0.097001,6.495385,3453550096051984.0
S232,3.740854,2.980491,0.347461,0.064295,7.829862,0.611088
S233,4.35422,3.412426,-0.309921,-0.512537,8.933241,0.509429
S234,5.167242,4.338423,-0.795078,-0.537549,9.360692,4847258055936071.0
S235,4.768364,4.212854,-0.88235,-1.01885,7.661307,1.0961484296462722e+16
S236,5.864364,5.139048,-0.168189,-3.223613,8.002557,1.1316597855860498e+16
S237,5.116072,4.506875,-0.009841,-1.553026,7.140306,1.0374362848301372e+16
S238,5.20006,4.666579,0.404666,-3.43774,6.891754,1.0244292285783458e+16
S239,5.005681,4.56594,0.680934,-3.226229,6.602622,9571886171478590.0
S240,3.396226,3.148128,0.533591,-1.377128,4.636492,3480150832431030.0
S241,2.273285,2.10313,0.155983,-0.730943,2.838229,1.32812
S242,2.806394,2.240937,0.396679,-0.017661,5.25961,0.363193
S243,3.336817,2.476376,0.773769,0.197042,5.663517,0.314342
S244,3.899868,3.151298,0.902527,0.045212,5.969536,0.347046
S245,4.289653,3.393934,0.391154,-0.372649,6.283261,0.340543
S246,5.350558,4.463734,-0.399537,-0.369783,6.987018,5244454976631849.0
S247,6.187101,5.675181,-0.905526,-0.377537,7.059222,9985130393426606.0
S248,5.166695,4.388753,-0.245778,-0.084466,7.232295,1.0536566293920596e+16
S249,5.000144,4.016102,0.5628,-0.140924,8.037357,1.192895642549372e+16
S250,5.755063,4.420319,-0.336978,-1.043475,9.825088,1.4085586547153344e+16
S251,5.313359,3.951618,-0.19019,-0.678327,9.03872,1.333650582353256e+16
S252,3.594563,2.869684,0.002277,-0.121064,6.403155,4806207745332588.0
S253,3.518849,3.080063,-0.845004,-1.254857,5.984282,0.47716
S254,3.228182,2.958288,-0.882384,-0.866012,5.577399,0.519838
S255,2.963594,2.507898,0.555664,0.123659,4.553518,0.469457
S256,3.507753,3.209185,0.679376,0.164801,5.075033,0.532203
S257,4.013012,3.925553,0.207181,0.006199,5.208945,0.682592
S258,3.898668,3.645293,0.022157,-0.019785,6.124246,0.547927
S259,4.264175,3.671767,0.0115,-0.274101,6.909307,0.419984
S260,4.598869,3.615676,-0.395289,-0.883079,7.637319,0.351183
S261,3.067079,2.396615,-0.079769,-0.139012,5.40276,0.301576
S262,3.196867,2.702731,0.355469,0.063081,4.542315,0.386918
S263,2.875627,2.282067,0.521475,-0.136057,5.614586,0.220532
S264,3.687777,3.160441,-0.344372,-0.615806,6.121991,0.335724
S265,3.14888,2.477076,-0.447586,-0.2108,6.111449,0.281054
S266,3.635908,3.11952,0.450616,-0.138522,5.589485,0.314641
S267,4.113597,3.70136,0.409858,-0.376617,5.947528,0.34491
S268,3.584231,3.255928,-0.548112,-0.129326,5.466238,0.375862
S269,5.289249,4.708206,-0.868703,-0.294244,9.58214,2.153068
S270,5.552508,4.846723,-0.668349,-0.181139,8.201151,2.358011
S271,5.436646,4.722388,-0.497757,-0.132216,7.817226,2.191501
S272,4.916985,4.169919,0.443198,-0.430388,8.160708,2.287694
S273,7.538176,6.301983,0.356733,-0.044342,12.721701,2.73621
S274,8.082794,6.881034,0.147018,0.00926,13.804051,2.568085
S275,7.586179,5.500784,0.436171,-0.078256,14.924126,0.731685
S276,8.397619,5.984727,-0.104594,-0.556657,17.330118,0.4321
S277,9.298775,7.083688,-0.757157,-0.368176,17.722351,6072347492771716.0
S278,9.558047,7.819088,-0.87061,-0.174597,17.120917,1.2122520536998154e+16
S279,7.944616,7.559857,0.347049,-0.624538,10.187113,1.4357162611883046e+16
S280,9.556085,9.34307,0.85043,-11.073877,11.887119,1.7053773202964486e+16
S281,8.570329,7.754578,0.197301,-2.626341,11.81832,1.7028933599219722e+16
S282,7.395707,6.982284,0.740247,-0.276721,9.505081,1.419208241694184e+16
S283,5.983751,5.663986,0.914374,0.196711,8.401236,5136883797372332.0
S284,6.053521,5.038802,0.696099,-0.161688,9.382102,2.703123
S285,7.268945,6.14723,-0.124377,-1.402071,11.874079,0.564819
S286,8.000854,6.960841,-0.876806,-1.214133,12.789834,0.991675
S287,6.27291,5.260527,-0.669096,-0.446137,10.875235,0.936624
S288,4.537515,3.775019,0.154994,-0.154382,6.668962,1.102633
S289,5.624045,4.854053,-0.187273,-3.478744,8.377029,1.559814
S290,5.537028,4.662412,-0.252562,-2.873083,9.321495,1.579534
S291,3.769224,2.755177,0.599709,-0.425933,7.221077,1.011932
S292,1.994615,1.840307,0.526645,0.209266,2.4973,0.267575
S293,2.562372,2.307592,0.084497,-0.062753,4.306876,0.400895
S294,3.450157,3.008553,0.465697,-0.00745,6.033872,0.373595
S295,5.083545,4.65101,0.391258,-0.787716,7.586798,0.456831
S296,4.831402,4.219687,0.503326,-0.62968,7.923443,0.396498
S297,4.642727,3.971596,0.11228,-0.498459,7.538855,0.393083
S298,5.93187,5.398282,-0.61098,-0.126658,9.303221,6982997104824229.0
S299,6.915329,6.56354,-0.814969,-0.158567,8.860831,1.272416714479769e+16
S300,6.072325,5.316411,-0.140248,-0.060114,8.838216,1.3046585846920646e+16
S301,5.906309,4.357855,0.86372,-0.577433,10.024513,1.4736083474930986e+16
S302,6.525071,5.054573,-0.01963,-1.30071,11.21841,1.616045869647765e+16
S303,6.597338,5.171294,-0.579257,-1.923476,10.960863,1.6426255141685554e+16
S304,3.506469,2.094546,0.581493,-0.082441,8.366469,6279871111801135.0
S305,2.40808,2.315516,-0.044539,-0.905948,3.229063,0.316488
S306,2.481014,2.277054,0.031692,-1.04405,3.304264,0.292493
S307,2.748874,2.545119,0.129122,-0.646553,3.871231,0.303313
S308,2.589251,2.161776,0.106519,-0.511473,3.827444,0.245848
S309,2.605899,2.287901,-0.354878,-0.231379,3.633155,0.303807
S310,2.629349,2.201815,-0.394914,-0.382081,3.416724,0.340019
S311,2.256192,1.997121,-0.458243,-0.301431,3.560847,0.26971
S312,2.706663,2.388336,-0.67482,-0.474296,4.094071,0.359961
S313,3.022301,2.639049,-0.591482,-5.13498,4.631066,0.48929
S314,3.305313,3.229312,0.025467,-27.397355,4.031833,0.583691
S315,3.384665,3.072884,-0.745548,-9.414508,5.855215,0.674157
S316,2.644997,2.314142,0.299791,-2.969368,4.749162,0.508577
S317,2.66243,2.302422,0.101171,-3.595483,4.568284,0.514506
S318,1.81626,1.368501,0.7513,-0.141893,3.442524,0.315147
S319,2.257244,1.857129,0.753198,0.337839,4.053709,0.301526
S320,2.506299,2.144235,0.813351,0.246743,4.850021,0.304654
S321,3.510286,3.059377,0.896867,-0.786028,5.213627,0.293752
S322,3.750949,3.076475,0.434012,-1.255951,5.908553,0.280289
S323,3.963562,3.584876,0.09596,-5.083838,5.85085,0.328937
S324,3.804254,3.152049,-0.799851,-4.469863,6.109338,0.278028
S325,4.328229,3.076861,-0.736022,-0.156294,9.173942,6885960295453091.0
S326,4.835236,3.540495,-0.382306,-0.228256,8.943965,6713339573535793.0
S327,4.719258,3.369056,0.846069,-0.15836,9.166681,6880510189304035.0
S328,5.136929,4.152538,0.699506,-0.001951,9.407244,7061076762163889.0
S329,5.365636,4.496449,0.074951,-0.041148,9.734953,7307055117211549.0
S330,5.427766,4.849297,-0.193081,-0.063732,9.265579,6954743021961983.0
S331,4.53238,3.932386,0.195296,-0.449119,7.126321,0.450768
S332,5.744948,4.833043,-0.84414,-5.768981,9.067337,0.385482
S333,4.091659,3.299512,-0.642617,-1.670597,7.661866,0.284534
S334,2.058517,1.870819,-0.596069,-0.279673,3.068818,0.200058
S335,1.559303,1.339498,0.768681,0.095844,2.207793,0.160001
S336,2.490567,2.032196,-0.363363,-0.285136,4.979003,0.29074
S337,2.429503,2.075592,-0.161234,-1.1215,4.370783,0.307472
S338,2.347401,2.07325,0.152452,-0.922941,4.267984,0.30352
S339,1.703946,1.298122,0.512163,0.023144,3.519329,0.191695
S340,1.814328,1.492613,0.031854,-0.089495,3.263233,0.209016
S341,3.891284,2.622623,-0.753172,-0.752106,8.675354,1.496929
S342,3.561322,2.528118,-0.538355,-0.501541,7.532936,1.324829
S343,3.39507,2.40244,-0.278872,-0.244874,7.320061,1.268268
S344,3.962383,3.081103,0.703603,0.141177,6.894249,1.24615
S345,4.248267,3.281339,0.235202,-0.011457,7.486316,1.349397
S346,4.180278,3.152698,0.359747,0.044749,7.158148,1.28711
S347,4.827216,3.608529,0.47159,-0.562262,8.251463,0.281206
S348,6.47872,5.595667,-0.460909,-0.464203,9.257486,6075388923720067.0
S349,6.288519,5.490277,-0.523651,-0.194797,8.65395,5837344410015958.0
S350,6.554045,5.440096,0.542409,0.048587,9.95457,6460689886240121.0
S351,8.828137,7.654874,0.85204,-0.064922,14.446323,6650700507518572.0
S352,10.011687,9.46884,0.277965,-0.28782,15.262884,6853238641760492.0
S353,10.124315,9.807645,-0.73044,-0.277829,14.637515,7895679341508561.0
S354,10.017243,9.145871,-0.180448,-1.433249,15.747349,0.607478
S355,11.471765,10.422997,-0.835555,-6.685999,17.670053,0.548804
S356,8.695854,7.123019,-0.509155,-2.290397,15.192956,0.380739
S357,3.578506,2.940296,0.785317,0.179895,6.102142,0.207498
S358,3.369162,3.034493,0.770684,0.089573,5.724892,0.303371
S359,3.828709,3.715514,0.911047,-3.085503,5.405587,0.378697
S360,3.877753,3.70723,0.623388,-6.119029,5.073751,0.391734
S361,4.613659,3.972696,0.004005,-3.131391,8.39611,0.604734
S362,6.17477,4.80829,-0.25211,-1.69301,12.111774,9091096436899308.0
S363,7.005778,5.446269,-0.607825,-1.492401,11.349284,1.6464235873843016e+16
S364,6.167992,4.715514,-0.205234,-0.764092,10.168067,1.5011184356969038e+16
S365,5.878846,4.40104,0.41691,-0.44813,9.903818,1.4303795706898634e+16
S366,5.932473,4.896329,0.642686,-0.654793,9.226458,1.3825091589306792e+16
S367,4.932766,3.829724,0.682335,-0.082285,8.122859,1.2137636343727466e+16
S368,3.832794,3.206591,0.14092,-0.014992,5.854833,4377343688796959.5
S369,4.356569,3.435384,-0.508525,-4.885684,8.287429,0.346381
S370,3.858974,3.117317,-0.052156,-2.745812,7.451968,0.304817
S371,1.752508,1.42569,0.125404,-0.197122,3.311305,0.159873
S372,2.433635,2.128895,-0.750482,-0.3777,4.199495,0.307196
S373,2.998143,2.514657,-0.711427,-0.501968,5.13296,0.456646
S374,3.585216,3.135933,-0.639886,-0.574306,5.9008,0.694428
S375,3.502423,3.266289,0.326508,-0.098288,5.223434,0.672207
S376,3.62799,3.191581,0.602313,-0.366921,5.46973,0.711439
S377,4.102564,3.84894,-0.072767,-0.612468,5.25668,0.864969
S378,3.514752,3.423573,0.052104,-0.229202,4.34199,0.693771
S379,3.186866,2.833047,-0.139939,-0.136172,5.06763,0.477302
S380,3.522217,2.98069,-0.692928,-0.685599,6.12141,0.406133
S381,2.859037,2.50506,-0.546703,-0.708373,4.271866,0.480385
S382,3.758971,3.300787,-0.617687,-4.914826,5.960562,0.815652
S383,3.997772,3.363207,-0.779978,-3.233067,6.923062,1.160324
S384,3.833377,3.526274,-0.615266,-3.240238,5.83661,1.145238
S385,3.780034,3.592097,0.362693,-8.062573,5.857446,1.150402
S386,3.341533,3.16795,0.675013,-4.829035,5.006357,0.995551
S387,2.537798,2.350767,0.868936,-1.699756,4.252569,0.742944
S388,1.756136,1.468361,0.897151,0.425934,3.244045,0.439159
S389,1.470597,1.046359,0.757443,0.313987,3.200842,0.139096
