Segment,1D-CNN,ANN,BiLSTM,LSTM,Selected
S1,0.9972239634864386,0.0009754243874292924,0.0015828082026007999,0.00021780392353020316,1D-CNN
S2,0.7783338373882851,0.1893337714269257,0.028130594179172075,0.004201797005617896,1D-CNN
S3,0.36490720151556216,0.33682939198819845,0.2492415394356968,0.04902186706054193,1D-CNN
S4,0.2529556442867473,0.491065737158228,0.21530435815047028,0.04067426040455391,ANN
S5,0.11553575519088975,0.15564887577262093,0.7021302327531105,0.026685136283378326,BiLSTM
S6,0.15417744610962691,0.24162546572735302,0.5359165703488695,0.06828051781415098,BiLSTM
S7,0.16438361254071562,0.15336695171906567,0.6007635196346552,0.08148591610556347,BiLSTM
S8,0.19015974354774767,0.24722215861152957,0.5068829313226296,0.055735166518093564,BiLSTM
S9,0.42507380503370695,0.37821894381579135,0.17713447388917714,0.019572777261324597,1D-CNN
S10,0.6482027921495278,0.34378155079991657,0.007106747210961019,0.000908909839594141,1D-CNN
S11,0.24464064260525784,0.7128494012525763,0.0342076658429014,0.008302290299264208,ANN
S12,0.07219146723033892,0.081454115701101,0.8203497079697278,0.026004709098831916,BiLSTM
S13,0.0022581959025284874,0.9878070105176768,0.009473723358348882,0.0004610702214454578,ANN
S14,0.15789189352871716,0.20113539801560823,0.6006095027556876,0.04036320569998642,BiLSTM
S15,0.0,0.0,0.0,0.0,1D-CNN
S16,0.0,0.0,0.0,0.0,1D-CNN
S17,0.6517612531475758,0.3274595795003003,0.019360303387402442,0.0014188639647222082,1D-CNN
S18,0.2789682554640334,0.22521707991625467,0.4903895794496906,0.005425085170021521,BiLSTM
S19,0.3173141477080602,0.26538485373069176,0.2754803903959201,0.14182060816532793,1D-CNN
S20,0.5341924282247574,0.29355902865646066,0.15909931459651186,0.01314922852227083,1D-CNN
S21,0.2750336891415712,0.2864475232513568,0.38808728064998277,0.05043150695708888,BiLSTM
S22,0.32051321049634623,0.2828345257174501,0.3044101006200357,0.09224216316616789,1D-CNN
S23,0.11303593105260887,0.38406124851428586,0.42949572906767636,0.07340709136542813,BiLSTM
S24,0.47403052861335704,0.29409594533028316,0.21345735949476335,0.01841616656159731,1D-CNN
S25,0.3287849019365304,0.6299066239069614,0.03974630573363432,0.0015621684228754945,ANN
S26,0.12133284637145485,0.6802512861993879,0.18379916850793193,0.014616698921225333,ANN
S27,0.8665450727156209,0.08601531935652407,0.043521025608378214,0.003918582319477367,1D-CNN
S28,0.3827083881919283,0.34698870347806854,0.24565086425066127,0.024652044079341604,1D-CNN
S29,0.4302534712772043,0.2610366176753962,0.23279965620715276,0.07591025484024687,1D-CNN
S30,0.9917903224776182,0.003927423758653547,0.00355312802044282,0.0007291257432850426,1D-CNN
S31,0.26593023486133344,0.264990649504495,0.35157589968454644,0.11750321594962507,BiLSTM
S32,0.2347300457944711,0.40522860363369734,0.31713152509685344,0.04290982547497858,ANN
S33,0.9994088150098587,0.00026447642023265735,0.00028335524835938503,4.335332154885708e-05,1D-CNN
S34,0.3251073645250275,0.6670193880494818,0.006751124062449001,0.0011221233630422359,ANN
S35,0.20460542498810264,0.28226286912600623,0.4284146777880535,0.08471702809783752,BiLSTM
S36,0.15797198266993548,0.3984059217138765,0.3991260164435235,0.04449607917266436,BiLSTM
S37,0.11543579217287536,0.322047131839846,0.500814929908372,0.06170214607890705,BiLSTM
S38,0.2313776486952981,0.28847330505750424,0.4283344086325276,0.051814637614669874,BiLSTM
S39,0.0,0.0,0.0,0.0,1D-CNN
S40,0.0,0.0,0.0,0.0,1D-CNN
S41,0.8725156006114593,0.10491643055489863,0.01945595301951787,0.0031120158141239,1D-CNN
S42,0.0017736210729011718,0.9979356803927054,0.00022902961199833743,6.166892239513513e-05,ANN
S43,0.29854045921857947,0.3135444450495404,0.3218199104606367,0.0660951852712437,BiLSTM
S44,0.10162888859017809,0.810248247240951,0.08286751553470599,0.005255348634165228,ANN
S45,0.21381081484115708,0.21850053441465456,0.4708474595207979,0.09684119122339051,BiLSTM
S46,0.9734852243170549,0.024803712348338888,0.0014849751551985026,0.00022608817940905008,1D-CNN
S47,0.127344402782336,0.3609843673654591,0.4510883684170241,0.060582861435180414,BiLSTM
S48,0.23103599333703254,0.1439013921579798,0.5873862271780553,0.0376763873269321,BiLSTM
S49,0.39989674710558326,0.21047701111652833,0.35537487828980163,0.03425136348808665,1D-CNN
S50,0.8946191245227371,0.08635637649745746,0.01698483525125537,0.002039663728549935,1D-CNN
S51,0.09917864043692405,0.8942537082713178,0.005755267265910291,0.0008123840258483788,ANN
S52,0.3964937860683105,0.3078376487672276,0.24330660446273247,0.05236196070172918,1D-CNN
S53,0.2639551765694604,0.5256058430869889,0.16086339979581177,0.04957558054773889,ANN
S54,0.28909913822447153,0.26185902206589834,0.42491145577991024,0.024130383929719616,BiLSTM
S55,0.04208371269097449,0.9504643874088241,0.006848965613291914,0.0006029342869096855,ANN
S56,0.45171830776216687,0.5152879384376131,0.029184629290987255,0.0038091245092325777,ANN
S57,0.2779532274517046,0.3157063884836948,0.3570233478846961,0.0493170361799048,BiLSTM
S58,0.22693635519295183,0.30095668176079177,0.4055443948631578,0.06656256818309828,BiLSTM
S59,0.0020577568942470896,0.9918741591351449,0.005443750819330251,0.0006243331512778138,ANN
S60,0.09193573509267863,0.07900546224572878,0.7931982461750351,0.035860556486558094,BiLSTM
S61,0.2815604688701776,0.2524525528072934,0.422626525079523,0.043360453243005824,BiLSTM
S62,0.4361674911376572,0.4512908192214225,0.10146663543104792,0.011075054209872405,ANN
S63,0.3918719201210268,0.5313190705822204,0.06555532587289399,0.011253683423859233,ANN
S64,0.09258051896672521,0.06990370874697847,0.8169361844483318,0.02057958783796552,BiLSTM
S65,0.07581293087552748,0.09687645279489814,0.8145023181600457,0.012808298169529306,BiLSTM
S66,0.04510837885448537,0.05174136306509193,0.8950992206882284,0.008051037392195252,BiLSTM
S67,0.0,0.0,0.0,0.0,1D-CNN
S68,0.7186186960466286,0.23066653949697655,0.04302640138187421,0.00768836307452069,1D-CNN
S69,0.2714513011229355,0.7167839311780094,0.009689686918072255,0.002075080780983227,ANN
S70,0.398839562133995,0.4637366060164291,0.10429136000702892,0.033132471842546925,ANN
S71,0.3192289862998132,0.3198340222491921,0.2741773804040848,0.08675961104691,ANN
S72,0.6066835266754226,0.37282669700972165,0.017695589379658035,0.002794186935197749,1D-CNN
S73,0.1611260884411859,0.6237458823751606,0.18821346990799062,0.026914559275662317,ANN
S74,0.43556487911224956,0.32711298778772185,0.2090886650367059,0.02823346806332321,1D-CNN
S75,0.14632026053770836,0.19934955369031454,0.5890061328124415,0.06532405295953615,BiLSTM
S76,0.1436653200388389,0.40488418737299914,0.40231540025444057,0.04913509233372099,ANN
S77,0.9244362161125229,0.03550862666079674,0.03564725661939487,0.00440790060728569,1D-CNN
S78,0.9995900628519095,0.00027388940499634503,0.00011790390068080782,1.8143842414344996e-05,1D-CNN
S79,0.28017353384363747,0.3110707213123015,0.3308253748735279,0.07793036997053275,BiLSTM
S80,0.015574348813185063,0.19078814758796345,0.7885427426341716,0.005094760964679894,BiLSTM
S81,0.3632601493433654,0.27634183655440664,0.31471819753781527,0.045679816564412605,1D-CNN
S82,0.45340659929773364,0.43142730166432397,0.09883680888198218,0.01632929015595924,1D-CNN
S83,0.2630783631053467,0.2860193750245353,0.34613213299033735,0.10477012887978036,BiLSTM
S84,0.010440037769724648,0.053346362188497844,0.9352184030224123,0.0009951970193663117,BiLSTM
S85,0.1310407181389875,0.766574367938571,0.09109676389593173,0.01128815002651085,ANN
S86,0.4282408647766811,0.22494794008539148,0.29621326911472273,0.050597926023204634,1D-CNN
