Segment,1D-CNN,ANN,BiLSTM,LSTM,Selected
S1,0.9963823328889363,0.0009385158817544359,0.002518617057707466,0.00016053417159960024,1D-CNN
S2,0.8024195560456735,0.17079036601266032,0.024946747348768183,0.0018433305928997233,1D-CNN
S3,0.3323210271773521,0.3751342097211796,0.26334157215082854,0.029203190950638544,ANN
S4,0.2484027532948918,0.5383465129042663,0.19309913577221494,0.020151598028625952,ANN
S5,0.15482951214651663,0.26982723437469486,0.5643365951212833,0.011006658357503833,BiLSTM
S6,0.12811136358901778,0.2252384442427368,0.6129721858714492,0.03367800629679677,BiLSTM
S7,0.1455450806706456,0.13185542451532165,0.6829376998825092,0.03966179493152376,BiLSTM
S8,0.1757136710713845,0.27489781774530525,0.5257471322989491,0.02364137888436191,BiLSTM
S9,0.4293073468046774,0.4267781135826437,0.1379069513233816,0.006007588289296984,1D-CNN
S10,0.6089713417396859,0.38517976526861347,0.005572986592928624,0.00027590639877082563,1D-CNN
S11,0.2606241216331194,0.6989761911760255,0.03595132294742293,0.00444836424343172,ANN
S12,0.07025930844861349,0.08502622004829892,0.8294090909968056,0.015305380506281477,BiLSTM
S13,0.0022476938996273048,0.9865956894185915,0.010919194361304169,0.0002374223204762563,ANN
S14,0.14220705044332446,0.1855690782102946,0.65133700104305,0.020886870303329554,BiLSTM
S15,0.0,0.0,0.0,0.0,1D-CNN
S16,0.0,0.0,0.0,0.0,1D-CNN
S17,0.6442228349028873,0.3371588966321291,0.01818389423031904,0.000434374234666549,1D-CNN
S18,0.3620772587642258,0.2216537567965776,0.414077264182348,0.0021917202568494387,BiLSTM
S19,0.348909918175958,0.2709648437736213,0.28121489748224665,0.09891034056817406,1D-CNN
S20,0.5803520618334793,0.29914552093276436,0.11504624722915807,0.005456170004599733,1D-CNN
S21,0.38424343282943063,0.29631313226999956,0.29804434015671155,0.021399094743858118,1D-CNN
S22,0.3732552137034625,0.2733858510033925,0.3033344647912979,0.05002447050184696,1D-CNN
S23,0.07265093517796241,0.2538536665632031,0.6348766618526327,0.03861873640620053,BiLSTM
S24,0.27483160591086236,0.42990034803920374,0.2882703209557889,0.006997725094147325,ANN
S25,0.45653025280423437,0.5159430264703694,0.027334828483441136,0.00019189224195962368,ANN
S26,0.029961044345151802,0.8868605273957517,0.08240085569310115,0.0007775725659953151,ANN
S27,0.9316708837944487,0.048726323051125627,0.01909591870703002,0.0005068744473967093,1D-CNN
S28,0.4470708648224845,0.30099802653093644,0.24385754049387515,0.008073568152703478,1D-CNN
S29,0.443842352211949,0.24776842592606094,0.2436808370220477,0.06470838483994257,1D-CNN
S30,0.9950911859469018,0.0025220148080670585,0.002127986185313978,0.0002588130597165036,1D-CNN
S31,0.2711495385321897,0.26584185420157086,0.40208103678504686,0.06092757048119275,BiLSTM
S32,0.22854128456294764,0.42831249804974514,0.32229865806762165,0.020847559319686595,ANN
S33,0.9994743854428847,0.00024205520545777503,0.00026322242991682623,2.033692174005383e-05,1D-CNN
S34,0.35340689303907097,0.6385451140653591,0.007394861281254691,0.0006531316143159264,ANN
S35,0.20268746038379795,0.3168164924391161,0.43496445562406216,0.04553159155302375,BiLSTM
S36,0.15712306326211262,0.46511339387381834,0.3589520356229306,0.01881150724113811,ANN
S37,0.09910408277061586,0.2705487317737571,0.5965878440453781,0.03375934141024962,BiLSTM
S38,0.25189539478713674,0.3182095018176982,0.4076075949632478,0.022287508431916937,BiLSTM
S39,0.0,0.0,0.0,0.0,1D-CNN
S40,0.0,0.0,0.0,0.0,1D-CNN
S41,0.8777756096572116,0.10083366757873445,0.019859452729957632,0.0015312700340954662,1D-CNN
S42,0.0018608971741565356,0.9978467356908142,0.00025969216483035667,3.2674970198864247e-05,ANN
S43,0.30883661553984015,0.32279202755542347,0.3357699085574925,0.032601448347243975,BiLSTM
S44,0.12058234088558706,0.7832785604269624,0.09339833706065596,0.0027407616267951965,ANN
S45,0.1767731483296179,0.17989793414761912,0.5719346278425094,0.07139428968025383,BiLSTM
S46,0.9716352519195204,0.027369953554421757,0.0009261066319463585,6.868789411402503e-05,1D-CNN
S47,0.07593172390309566,0.3745463036954398,0.5221256432976044,0.027396329103859272,BiLSTM
S48,0.23383816685578293,0.12813348008505016,0.6225386049400623,0.01548974811910411,BiLSTM
S49,0.3621441144207031,0.18863346963004643,0.43188097982971385,0.017341436119536223,BiLSTM
S50,0.9184769348616136,0.0701927635761298,0.010834356386497527,0.0004959451757587352,1D-CNN
S51,0.11228586228633591,0.8848386317780279,0.0027295897243817344,0.00014591621125547034,ANN
S52,0.43740347598556023,0.3187430380731185,0.21943233213243934,0.02442115380888108,1D-CNN
S53,0.3009693241161807,0.5103216530706273,0.16479024789387162,0.023918774919319947,ANN
S54,0.419681578070909,0.3004149808383063,0.2724359592814096,0.007467481809374359,1D-CNN
S55,0.05667147449863377,0.9422280275051594,0.001060678992984629,3.981900322299117e-05,ANN
S56,0.5522681149110413,0.4440165863741135,0.00351401216822999,0.00020128654661476765,1D-CNN
S57,0.3037701715167807,0.3430855931249894,0.33174317516038426,0.021401060197846253,ANN
S58,0.2250499275008983,0.37068207560950545,0.37933480936487113,0.0249331875247245,BiLSTM
S59,0.0021732800965387623,0.987839782193197,0.009527927852791322,0.00045900985747262217,ANN
S60,0.09696396747327736,0.07566625061204584,0.809060932829227,0.0183088490854509,BiLSTM
S61,0.3599064498215976,0.30153726521367424,0.32434674724372753,0.014209537721000353,1D-CNN
S62,0.5863254378071069,0.3524591091073248,0.058449862828696665,0.002765590256871395,1D-CNN
S63,0.42816110419497255,0.525917558374525,0.04265577569204369,0.00326556173845964,ANN
S64,0.048172934021934885,0.02762343792509924,0.919464486701225,0.004739141351742357,BiLSTM
S65,0.07720390754109942,0.07668289571562859,0.8404658692878637,0.005647327455409379,BiLSTM
S66,0.03997835996677391,0.04765628830521365,0.9083906846281654,0.003974667099848697,BiLSTM
S67,0.0,0.0,0.0,0.0,1D-CNN
S68,0.6817000561393385,0.26771861545379216,0.04716471999550247,0.003416608411367164,1D-CNN
S69,0.2661922727456969,0.7240829045189761,0.008825747044796859,0.0008990756905307287,ANN
