time,ncells,lon,lat,O3,CO,NO,NO2,SO2,PM1,PM2.5,PM10
2024-06-25 01:00:00,0,150.782544,-34.577839,3.8592882,0.060751088,0.074362606,0.16461435,0.052031886,1.9951363,2.357898,3.9724996
2024-06-25 01:00:00,1,150.580539,-34.306187,3.6386688,0.05282784,0.06664262,0.11400282,0.04479763,1.5519731,1.8313371,2.827762
2024-06-25 01:00:00,2,149.57333,-33.40333,,,,,,,,
2024-06-25 01:00:00,3,150.761939,-33.917658,2.6298375,0.08076064,0.41319597,0.6732129,0.8545095,7.5329647,8.408667,10.161285
2024-06-25 01:00:00,4,150.690141,-34.041702,2.9614608,0.07618129,0.19809374,0.35399935,0.3195606,3.4672918,3.936276,5.017841
2024-06-25 01:00:00,5,150.795546,-34.066648,2.1336513,0.12688604,0.96713877,1.1067172,0.4290127,5.569713,6.1940804,7.470671
2024-06-25 01:00:00,6,151.046062,-33.891572,2.4702468,0.14488524,0.841671,1.0964527,0.05497972,4.6375403,5.2265916,6.7778783
2024-06-25 01:00:00,7,151.135792,-33.916185,2.506275,0.16087441,0.84943116,1.1271834,0.06510949,3.9687665,4.499677,5.977252
2024-06-25 01:00:00,8,150.81916,-34.47442,3.7435155,0.062998876,0.13253838,0.26601654,0.09964694,1.831901,2.1729064,3.4281344
2024-06-25 01:00:00,9,151.046778,-33.881407,2.527895,0.14069718,0.7932926,1.0627375,0.05180554,4.2914853,4.8531704,6.366167
2024-06-25 01:00:00,10,150.90731,-33.931338,1.9784552,0.19863133,1.3088738,1.3382127,0.14214626,10.701628,11.784751,13.779065
2024-06-25 01:00:00,11,151.117809,-33.76526,2.9812865,0.079927325,0.2548951,0.383609,0.034485888,2.0931919,2.4471617,3.5388944
2024-06-25 01:00:00,12,151.759634,-32.931176,,,,,,,,
2024-06-25 01:00:00,13,150.498009,-34.051688,3.6673543,0.050282627,0.002402735,0.0065883985,0.030445054,0.8856627,1.1993072,2.327548
2024-06-25 01:00:00,14,150.997812,-33.799489,3.1221154,0.09353832,0.3229531,0.48409796,0.036204748,2.1909459,2.5927045,3.8393931
2024-06-25 01:00:00,15,150.914185,-33.794246,2.9181917,0.09832734,0.372782,0.5266868,0.0425998,2.9732807,3.4326422,4.7344947
