time,ncells,lon,lat,O3,CO,NO,NO2,SO2,PM1,PM2.5,PM10,StationName
2024-01-22 01:00:00,0,150.782544,-34.577839,1.6129322,0.04940671,0.048654042,0.03881258,0.00036136722,1.4539875,2.7962542,15.646932,Albion_Park_Sth
2024-01-22 01:00:00,1,150.580539,-34.306187,1.551767,0.04704404,0.041043762,0.03662275,0.00023411318,0.57647675,1.4419491,9.1262,Albion_Park_Sth
2024-01-22 01:00:00,2,149.57333,-33.40333,,,,,,,,,Albion_Park_Sth
2024-01-22 01:00:00,3,150.761939,-33.917658,2.3245144,0.068525,0.014345553,0.038534407,0.033383694,1.1216542,2.240963,12.949723,Albion_Park_Sth
2024-01-22 01:00:00,4,150.690141,-34.041702,2.4207964,0.06353546,0.021894012,0.0512766,0.058299996,1.1131914,2.2012825,12.001001,Albion_Park_Sth
2024-01-22 01:00:00,5,150.795546,-34.066648,2.2849903,0.08563584,0.110550724,0.11871771,0.05214976,1.0445839,2.1156862,12.651623,Albion_Park_Sth
2024-01-22 01:00:00,6,151.046062,-33.891572,1.8835288,0.07203955,0.21379125,0.16111746,0.0040548644,1.0690098,2.2093031,14.32194,Albion_Park_Sth
2024-01-22 01:00:00,7,151.135792,-33.916185,1.7148585,0.07874619,0.3144386,0.19965962,0.013554452,1.1237419,2.2806964,15.978889,Albion_Park_Sth
2024-01-22 01:00:00,8,150.81916,-34.47442,1.664685,0.05378667,0.07179664,0.056118954,0.009716566,0.9939423,2.3016644,16.322386,Albion_Park_Sth
2024-01-22 01:00:00,9,151.046778,-33.881407,1.9027789,0.07341951,0.2320876,0.17332818,0.004177521,1.0777396,2.2257683,14.3604145,Albion_Park_Sth
2024-01-22 01:00:00,10,150.90731,-33.931338,1.8549892,0.07214163,0.18966576,0.14791502,0.015740821,1.0847251,2.1166723,12.82834,Albion_Park_Sth
2024-01-22 01:00:00,11,151.117809,-33.76526,2.0987632,0.07711871,0.19597898,0.19642763,0.008789783,1.3957851,2.523649,15.09179,Albion_Park_Sth
2024-01-22 01:00:00,12,151.759634,-32.931176,,,,,,,,,Albion_Park_Sth
2024-01-22 01:00:00,13,150.498009,-34.051688,1.715807,0.047005195,0.0037319537,0.007318519,0.00027017941,0.6213374,1.5708658,8.878768,Albion_Park_Sth
2024-01-22 01:00:00,14,150.997812,-33.799489,2.1657298,0.07557848,0.1551907,0.1570922,0.005337182,1.1054317,2.2409472,13.58059,Albion_Park_Sth
2024-01-22 01:00:00,15,150.914185,-33.794246,2.2075076,0.07763075,0.1562366,0.15910819,0.0116895335,1.3074783,2.463644,13.334822,Albion_Park_Sth
2024-01-22 01:00:00,16,151.242802,-33.931776,1.7735395,0.061926473,0.080917545,0.06363916,0.03406029,0.8276524,1.8114524,15.602312,Albion_Park_Sth
